# signal_efficiencies		0sq-mean	0sq-std	0sq-min	0sq-max	1sq-mean	1sq-std	1sq-min	1sq-max	2sq-mean	2sq-std	2sq-min	2sq-max	all-mean	all-std	all-min	all-max
1.000000000000000021e-02 7.885633955902471293e-02 4.695746578985609231e-03 6.943338355999019440e-02 8.386740626534912313e-02 1.047552405216153615e-01 2.745086479039025515e-02 7.606331322183726429e-02 1.521266264436745563e-01 1.905508104162633443e-01 1.811137722223831459e-01 0.000000000000000000e+00 3.983968668698405491e-01 7.456831558885829159e-01 1.853224791816694139e-01 5.400949914727964929e-01 1.074734043472091116e+00
1.497487437185929596e-02 9.403373092624564555e-02 6.159343493675606754e-03 8.692937856845356359e-02 1.048998655084797255e-01 1.284619814826345741e-01 2.462636525515468980e-02 9.300210896251316639e-02 1.627545542230110498e-01 3.712625288058553630e-01 2.106438712359272325e-01 0.000000000000000000e+00 5.965943031518214923e-01 9.301556429184646424e-01 1.803344592817602010e-01 6.710902691138803666e-01 1.138018168709164391e+00
1.994974874371859344e-02 1.066268906231350594e-01 5.217350633456862424e-03 1.013424325978740242e-01 1.171499719820764535e-01 1.471963211503498903e-01 1.995179201441263372e-02 1.154818977495604415e-01 1.785353153930338832e-01 5.997124269560980547e-01 1.432354989771650045e-01 4.250263814386930905e-01 7.947917394338025465e-01 1.048132117481211267e+00 1.197101949730029341e-01 8.753118561430456301e-01 1.237877898263462839e+00
2.492462311557788746e-02 1.177588379978050243e-01 4.580836604680200465e-03 1.121003378498867803e-01 1.264919071205397039e-01 1.653684895571675140e-01 2.311052966084251731e-02 1.340567977438393843e-01 2.189138340159291762e-01 6.536373425946079285e-01 1.537809095146619731e-01 4.750138900893881022e-01 9.929891757157833787e-01 1.177841078718346868e+00 1.435944337911152502e-01 9.612455482731557810e-01 1.546567852742260607e+00
2.989949748743718494e-02 1.304707478668649112e-01 3.543680210107558095e-03 1.255190342208591936e-01 1.367213280726455871e-01 1.808101416530188965e-01 3.320099683844522642e-02 1.491967592791269004e-01 2.626083291118505580e-01 6.990958674552636420e-01 1.228486393165181684e-01 5.229243838500053920e-01 8.422961310022480941e-01 1.256620142567189236e+00 2.160621903318652448e-01 1.016166551002544827e+00 1.802497984596244107e+00
3.487437185929648242e-02 1.411712398863991524e-01 3.219962323206603666e-03 1.343886311317343263e-01 1.463692515472788946e-01 1.945201176266580234e-01 3.609076141926050030e-02 1.677689662461361031e-01 2.946867606467565293e-01 7.882855296900983522e-01 1.443788561207852705e-01 5.773598961735324497e-01 9.824428822110254922e-01 1.335730789379492078e+00 1.396389456525186645e-01 1.185243002345825358e+00 1.663703423112198765e+00
3.984924623115577991e-02 1.507595224553893165e-01 3.332699704407974823e-03 1.454879177886997943e-01 1.555653468243027859e-01 2.045761044366514181e-01 2.512256581605963948e-02 1.751261384954362066e-01 2.711067577760886693e-01 8.175692987737255280e-01 1.007352329905842614e-01 6.481274270444065122e-01 9.223227534596120103e-01 1.385588516426645267e+00 1.037013967467016323e-01 1.236318858089327399e+00 1.514175180849609559e+00
4.482412060301507739e-02 1.592039033927536984e-01 2.921671156249198292e-03 1.548490523736266722e-01 1.649185532277280541e-01 2.162255910601163789e-01 2.121582787067554168e-02 1.891234302239558629e-01 2.492283839193571993e-01 8.740799446307292442e-01 9.949762091749114745e-02 7.290411915808456822e-01 1.031019940662273982e+00 1.493567106944231115e+00 1.317133716749586680e-01 1.336106595088144111e+00 1.703208400148615187e+00
4.979899497487437487e-02 1.682304841475826818e-01 3.529780308646837846e-03 1.627247061372670278e-01 1.740343903541536896e-01 2.325022812521608251e-01 2.215271226488424797e-02 2.057750039923738339e-01 2.678433196857759602e-01 9.183498175964095456e-01 9.579657682693962228e-02 8.069830976438033820e-01 1.145449283852369327e+00 1.560861648628498966e+00 1.277964854817848217e-01 1.381897892295424146e+00 1.784022507673102664e+00
5.477386934673367236e-02 1.758590903351034407e-01 3.626623167849517097e-03 1.709130221009390882e-01 1.831808641606690047e-01 2.445521203937404131e-01 2.389786083564585106e-02 2.151458763473582669e-01 2.777521320328396048e-01 9.714194291287562288e-01 1.150441583828556852e-01 8.099112718407671663e-01 1.259878627042464672e+00 1.613444402892032059e+00 9.184366745676075805e-02 1.518946209637541678e+00 1.774917146214753272e+00
