seed=0 AUC=0.767332237122862, AUC0=0.6346870596062184, AUC1=0.8448481948829651, AUC2=0.9131509649008618
seed=1 AUC=0.766851801875857, AUC0=0.6334835669286523, AUC1=0.8393664812520835, AUC2=0.9118057701624068
seed=2 AUC=0.7688509994865027, AUC0=0.6324464634292983, AUC1=0.8453710227070064, AUC2=0.9173616930723194
seed=3 AUC=0.7673854734384127, AUC0=0.6316218804908766, AUC1=0.847322743399215, AUC2=0.9122427697786857
seed=4 AUC=0.7669957454579039, AUC0=0.6360262813141182, AUC1=0.841357759320053, AUC2=0.9107657185053022
seed=5 AUC=0.7661681041161443, AUC0=0.6346250391523878, AUC1=0.8415402596197504, AUC2=0.9104524028214013
seed=6 AUC=0.7670847869905801, AUC0=0.6344613376777465, AUC1=0.8304361690116367, AUC2=0.9123976581935287
seed=7 AUC=0.7684612500126542, AUC0=0.6339204768591433, AUC1=0.842051957741459, AUC2=0.9165490079105709
seed=8 AUC=0.7673706484074155, AUC0=0.6390206992925874, AUC1=0.8373821760096718, AUC2=0.9099624572536715
seed=9 AUC=0.7699412571983075, AUC0=0.633452793852052, AUC1=0.8516778093313033, AUC2=0.919832869104743
