# bkg	0sq	1sq	2sq	bkg-weight	0sq-weight	1sq-weight	2sq-weight
1.474468261003494263e-01 6.419962644577026367e-01 9.994183778762817383e-01 9.629204869270324707e-01 1.225480134877584045e-07 5.035185456677905659e-09 5.035185456677905659e-09 5.035185456677905659e-09
5.015593171119689941e-01 9.251166582107543945e-01 5.672912001609802246e-01 9.561739563941955566e-01 1.225480134877584045e-07 5.035185456677905659e-09 5.035185456677905659e-09 5.035185456677905659e-09
5.546448230743408203e-01 2.345504313707351685e-01 8.857573866844177246e-01 7.907406687736511230e-01 1.225480134877584045e-07 5.035185456677905659e-09 5.035185456677905659e-09 5.035185456677905659e-09
4.588843584060668945e-01 7.849855422973632812e-01 8.301047086715698242e-01 9.869871139526367188e-01 1.225480134877584045e-07 5.035185456677905659e-09 5.035185456677905659e-09 5.035185456677905659e-09
9.634732604026794434e-01 3.499515950679779053e-01 9.551784396171569824e-01 4.432939887046813965e-01 1.225480134877584045e-07 5.035185456677905659e-09 5.035185456677905659e-09 5.035185456677905659e-09
4.360308945178985596e-01 7.017022967338562012e-01 5.974896550178527832e-01 9.821531176567077637e-01 1.225480134877584045e-07 5.035185456677905659e-09 5.035185456677905659e-09 5.035185456677905659e-09
2.567594945430755615e-01 1.271333098411560059e-01 3.172334432601928711e-01 9.971787929534912109e-01 1.225480134877584045e-07 5.035185456677905659e-09 5.035185456677905659e-09 5.035185456677905659e-09
2.206171303987503052e-01 2.270537614822387695e-01 6.782837510108947754e-01 9.975792765617370605e-01 1.225480134877584045e-07 5.035185456677905659e-09 5.035185456677905659e-09 5.035185456677905659e-09
6.983570009469985962e-02 5.927554368972778320e-01 9.987762570381164551e-01 9.955867528915405273e-01 1.225480134877584045e-07 5.035185456677905659e-09 5.035185456677905659e-09 5.035185456677905659e-09
6.190375685691833496e-01 7.035061717033386230e-01 2.188789397478103638e-01 9.935547709465026855e-01 1.225480134877584045e-07 5.035185456677905659e-09 5.035185456677905659e-09 5.035185456677905659e-09
6.650380492210388184e-01 9.645598530769348145e-01 8.041982650756835938e-01 9.980916380882263184e-01 1.225480134877584045e-07 5.035185456677905659e-09 5.035185456677905659e-09 5.035185456677905659e-09
5.359488129615783691e-01 5.108622312545776367e-01 9.986382126808166504e-01 8.814190626144409180e-01 1.225480134877584045e-07 5.035185456677905659e-09 5.035185456677905659e-09 5.035185456677905659e-09
3.401506543159484863e-01 1.530623584985733032e-01 9.806841015815734863e-01 9.846870303153991699e-01 1.225480134877584045e-07 5.035185456677905659e-09 5.035185456677905659e-09 5.035185456677905659e-09
2.585491240024566650e-01 5.719391703605651855e-01 9.660896062850952148e-01 9.872955679893493652e-01 1.225480134877584045e-07 5.035185456677905659e-09 5.035185456677905659e-09 5.035185456677905659e-09
2.430278509855270386e-01 6.421822309494018555e-01 9.365959167480468750e-01 9.898504018783569336e-01 1.225480134877584045e-07 5.035185456677905659e-09 5.035185456677905659e-09 5.035185456677905659e-09
2.135901153087615967e-01 9.405581951141357422e-01 3.227389454841613770e-01 8.585551977157592773e-01 1.225480134877584045e-07 5.035185456677905659e-09 5.035185456677905659e-09 5.035185456677905659e-09
3.457113504409790039e-01 2.155806720256805420e-01 9.852702021598815918e-01 9.812318682670593262e-01 1.225480134877584045e-07 5.035185456677905659e-09 5.035185456677905659e-09 5.035185456677905659e-09
3.835172951221466064e-01 1.014107987284660339e-01 6.406778693199157715e-01 9.985554814338684082e-01 1.225480134877584045e-07 5.035185456677905659e-09 5.035185456677905659e-09 5.035185456677905659e-09
1.840122044086456299e-01 4.224238395690917969e-01 9.493361711502075195e-01 2.939431965351104736e-01 1.225480134877584045e-07 5.035185456677905659e-09 5.035185456677905659e-09 5.035185456677905659e-09
7.180212736129760742e-01 9.598919153213500977e-01 5.160142183303833008e-01 9.996098875999450684e-01 1.225480134877584045e-07 5.035185456677905659e-09 5.035185456677905659e-09 5.035185456677905659e-09
3.845845460891723633e-01 5.413610935211181641e-01 9.373721480369567871e-01 9.727746248245239258e-01 1.225480134877584045e-07 5.035185456677905659e-09 5.035185456677905659e-09 5.035185456677905659e-09
