# FPR	msq=2.0TeV-mean	msq=2.0TeV-std	msq=2.0TeV-min	msq=2.0TeV-max	msq=2.2TeV-mean	msq=2.2TeV-std	msq=2.2TeV-min	msq=2.2TeV-max	msq=2.3TeV-mean	msq=2.3TeV-std	msq=2.3TeV-min	msq=2.3TeV-max	msq=2.7TeV-mean	msq=2.7TeV-std	msq=2.7TeV-min	msq=2.7TeV-max	msq=3.0TeV-mean	msq=3.0TeV-std	msq=3.0TeV-min	msq=3.0TeV-max
0.000000000000000000e+00 2.509588127397031822e-03 1.677662051019528783e-03 4.168751042187760609e-04 4.835751208937802068e-03 4.410538602634649953e-03 2.447436778065833433e-03 5.836251459062864527e-04 8.004002001000499675e-03 5.227613806903451052e-03 2.821736401026664169e-03 9.171252292813073448e-04 9.254627313656827586e-03 2.743038185759546360e-03 1.386358883875891176e-03 3.335000833750208379e-04 4.585626146406536832e-03 1.000500250125062459e-03 5.179998188097071016e-04 1.667500416875104189e-04 1.750875437718859466e-03
2.004008016032063962e-03 6.629147907286978003e-02 4.862622494043573884e-03 5.561113890278472638e-02 7.228614307153577445e-02 8.802734700683675917e-02 5.209411148427005658e-03 7.703851925962981739e-02 9.471402367850592641e-02 8.871966043141811531e-02 4.788547121076253826e-03 7.895915225481812960e-02 9.413039853259963508e-02 4.943304985826246084e-02 5.107079037109447939e-03 4.243788560947140548e-02 5.777888944472236304e-02 1.997665499416374779e-02 3.143404146859611527e-03 1.642487910621977590e-02 2.534600633650158433e-02
4.008016032064127925e-03 1.072119393029848239e-01 4.442324076260829348e-03 1.018842754710688608e-01 1.173086543271635862e-01 1.270385192596298063e-01 4.811114381350815525e-03 1.207270301817575386e-01 1.366516591629148014e-01 1.258796064699016226e-01 4.021719251481491869e-03 1.197265299316324777e-01 1.338169084542271126e-01 6.911789227947308378e-02 4.558563098677308363e-03 6.186426546606636767e-02 7.620476905119226430e-02 3.012339503084875830e-02 3.127630299834251344e-03 2.426213106553276599e-02 3.451725862931465799e-02
6.012024048096191453e-03 1.408287477071869243e-01 4.717353963888983905e-03 1.326496581624145299e-01 1.483241620810405170e-01 1.565532766383191665e-01 4.368413510552014538e-03 1.480740370185092414e-01 1.619142904785726145e-01 1.548607637151909189e-01 3.805446392518917632e-03 1.462397865599466273e-01 1.614140403535100909e-01 8.335000833750208504e-02 4.270567535647768614e-03 7.603801900950475645e-02 9.054527263631816092e-02 3.896114724028680587e-02 3.114266296133476764e-03 3.485075871268968062e-02 4.460563615140903521e-02
8.016032064128255849e-03 1.655244288811072162e-01 4.737440290647483392e-03 1.585792896448224021e-01 1.743371685842921570e-01 1.783308320827080018e-01 4.443262863194956391e-03 1.693346673336668384e-01 1.858429214607303648e-01 1.746706686676671449e-01 3.953418077563550410e-03 1.658329164582291182e-01 1.795064198766049557e-01 9.475571118892779643e-02 3.683109829723303034e-03 8.837752209438051731e-02 1.004669001167250303e-01 4.543104885776221014e-02 2.680594443019883918e-03 4.110388527597132191e-02 4.910788727697181638e-02
1.002004008016032024e-02 1.906119726529931779e-01 3.944757632359103573e-03 1.846756711689177821e-01 1.990161747540436787e-01 1.991579122894780451e-01 3.947091837343318609e-03 1.933466733366683288e-01 2.084375521093880246e-01 1.942054360513590372e-01 3.047479619697505190e-03 1.905119226279806677e-01 2.017675504418875998e-01 1.060280140070034988e-01 3.268481599748048697e-03 1.010505252626313216e-01 1.127230281807570511e-01 5.264298816074704235e-02 2.384059116820213663e-03 4.735701183925296320e-02 5.611138902784725685e-02
1.202404809619238291e-02 2.157745539436384807e-01 2.491225532363930406e-03 2.126063031515757762e-01 2.211939302984825828e-01 2.207687176921794003e-01 4.030981790635790665e-03 2.145239286309821580e-01 2.293646823411705782e-01 2.133816908454226891e-01 3.039714222190458958e-03 2.083541770885442845e-01 2.198599299649824923e-01 1.168084042021010349e-01 3.607740333525175265e-03 1.110555277638819449e-01 1.227280306820076744e-01 6.029681507420377867e-02 2.621955512556407072e-03 5.477738869434717328e-02 6.369851592462898171e-02
1.402805611222444730e-02 2.366099716524928953e-01 3.969815619364238518e-03 2.291145572786393303e-01 2.435384358846089670e-01 2.374020343505086061e-01 3.890353877451343829e-03 2.313656828414207001e-01 2.435384358846089670e-01 2.279723194930798891e-01 3.696072131415995173e-03 2.222778055694513977e-01 2.336168084042020976e-01 1.253876938469234426e-01 2.758806243089882357e-03 1.220610305152576291e-01 1.307320326830081758e-01 6.664999166249790941e-02 1.354273170201565320e-03 6.378189094547273563e-02 6.853426713356677857e-02
1.603206412825651170e-02 2.537268634317157989e-01 3.519334589500863752e-03 2.484575621143905177e-01 2.592129398032349541e-01 2.518926129731532404e-01 4.116362496682486084e-03 2.444555611138902740e-01 2.570451892612973244e-01 2.407370351842587630e-01 3.563187371059275098e-03 2.344505586126396646e-01 2.458729364682341045e-01 1.328997832249458055e-01 2.248344677763306192e-03 1.298149074537268688e-01 1.368184092046023093e-01 7.218609304652326419e-02 1.295831300349034815e-03 7.003501750875437692e-02 7.395364348841086677e-02
1.803607214428857436e-02 2.709604802401200385e-01 2.955864971751002469e-03 2.660496915124228590e-01 2.759713189928297283e-01 2.670418542604636181e-01 3.342797705953616094e-03 2.611305652826413359e-01 2.716358179089544689e-01 2.539186259796565315e-01 3.177507255940845762e-03 2.469568117392029472e-01 2.587126896781724028e-01 1.412983545881157099e-01 2.083279305399348552e-03 1.367350341837585415e-01 1.439052859763214898e-01 7.855594463898615820e-02 1.214416638721568971e-03 7.553776888444221904e-02 8.020677005169250806e-02
