# FPR	mN=200GeV-mean	mN=200GeV-std	mN=200GeV-min	mN=200GeV-max	mN=300GeV-mean	mN=300GeV-std	mN=300GeV-min	mN=300GeV-max	mN=500GeV-mean	mN=500GeV-std	mN=500GeV-min	mN=500GeV-max	mN=700GeV-mean	mN=700GeV-std	mN=700GeV-min	mN=700GeV-max	mN=900GeV-mean	mN=900GeV-std	mN=900GeV-min	mN=900GeV-max	mN=1100GeV-mean	mN=1100GeV-std	mN=1100GeV-min	mN=1100GeV-max
0.000000000000000000e+00 2.809738202434550886e-03 1.547746723802399327e-03 6.670001667500416757e-04 5.169251292312822960e-03 4.410538602634649953e-03 2.447436778065833433e-03 5.836251459062864527e-04 8.004002001000499675e-03 4.744038686009672580e-03 3.212146439644833484e-03 8.337502084375521217e-04 1.033850258462564592e-02 3.301650825412706658e-03 2.542924467661597607e-03 4.168751042187760609e-04 7.086876771719192655e-03 1.375687843921960963e-03 1.213529085037757952e-03 8.337502084375520946e-05 3.668500917125229379e-03 2.334500583625145919e-04 2.709367485287963962e-04 0.000000000000000000e+00 8.337502084375521217e-04
2.004008016032063962e-03 5.571952642988160787e-02 3.471856403215568300e-03 4.852426213106553199e-02 6.011339002834750755e-02 8.802734700683675917e-02 5.209411148427005658e-03 7.703851925962981739e-02 9.471402367850592641e-02 1.148157412039352981e-01 6.997588561124186077e-03 9.913289978322493978e-02 1.236451559112889814e-01 1.014590628647657200e-01 7.263534008464205341e-03 8.796064699016174770e-02 1.128064032016008050e-01 5.763715190928798970e-02 5.248263855651816301e-03 4.794063698515924760e-02 6.469901617475404265e-02 1.920960480240120269e-02 3.442328345729309038e-03 1.317325329331332263e-02 2.417875604468901207e-02
4.008016032064127925e-03 8.147467187167398150e-02 3.249662695759640823e-03 7.687778424950618417e-02 8.679339669834917892e-02 1.270385192596298063e-01 4.811114381350815525e-03 1.207270301817575386e-01 1.366516591629148014e-01 1.732872448248172215e-01 6.358579261105293257e-03 1.645049311562929162e-01 1.855927963981990891e-01 1.609888277472069640e-01 7.132970582253072775e-03 1.510755377688844381e-01 1.730865432716358066e-01 1.031849257962314387e-01 5.595600715215635033e-03 9.788227447056861708e-02 1.146406536601634191e-01 4.345506086376521582e-02 3.807382198023819345e-03 3.893613473403368525e-02 4.994163748540936948e-02
6.012024048096191453e-03 1.024095381023845119e-01 2.690068915988247378e-03 9.854927463731866233e-02 1.077205269301317325e-01 1.565532766383191665e-01 4.368413510552014538e-03 1.480740370185092414e-01 1.619142904785726145e-01 2.188686694716763803e-01 6.265740456881163656e-03 2.072703018175754419e-01 2.269468067367016728e-01 2.092879773219943618e-01 7.401974058797190607e-03 1.975987993996998482e-01 2.196098049024512167e-01 1.442888110722027606e-01 5.987835881880614920e-03 1.351509087877272031e-01 1.504919126229781468e-01 6.800900450225112748e-02 4.029360442493079564e-03 6.053026513256628410e-02 7.362014340503585108e-02
8.016032064128255849e-03 1.172336168084041896e-01 2.568830260225516294e-03 1.138902784725696199e-01 1.220610305152576291e-01 1.783308320827080018e-01 4.443262863194956391e-03 1.693346673336668384e-01 1.858429214607303648e-01 2.523857286024441260e-01 6.288192568129591722e-03 2.402034350508587546e-01 2.607136901784225524e-01 2.443971985992996476e-01 7.706671182183200824e-03 2.321160580290144992e-01 2.582124395531099070e-01 1.762714690678672536e-01 7.714401928803025880e-03 1.647490411872603033e-01 1.881774220443555024e-01 9.001167250291812472e-02 5.265474174942121575e-03 8.312489578122395084e-02 9.979989994997498504e-02
1.002004008016032024e-02 1.327830581957645251e-01 2.830382415400220942e-03 1.287310321827580539e-01 1.378189094547273563e-01 1.991579122894780451e-01 3.947091837343318609e-03 1.933466733366683288e-01 2.084375521093880246e-01 2.845270998892900360e-01 5.154898263755266531e-03 2.772369818843957723e-01 2.962314490578622506e-01 2.785559446389861415e-01 6.044430255569282692e-03 2.704685676171418862e-01 2.916458229114557432e-01 2.095464398866099809e-01 6.836858469051796013e-03 2.001000500250124936e-01 2.231949307987327047e-01 1.147657161914290569e-01 6.133053158792481190e-03 1.058029014507253646e-01 1.250625312656328258e-01
1.202404809619238291e-02 1.483575120893780297e-01 2.656825855341556509e-03 1.444889111222277811e-01 1.528264132066033121e-01 2.207687176921794003e-01 4.030981790635790665e-03 2.145239286309821580e-01 2.293646823411705782e-01 3.152576288144072203e-01 4.408449792269785415e-03 3.074870768717692382e-01 3.238285809571452289e-01 3.142654660663665167e-01 4.682834328053742459e-03 3.051525762881440729e-01 3.225779556444889340e-01 2.432549608137402064e-01 4.882702045334441979e-03 2.347840586960146803e-01 2.514590628647657145e-01 1.429297982324495564e-01 5.253559236493560505e-03 1.362347840586960179e-01 1.529097882274470521e-01
1.402805611222444730e-02 1.602051025512756244e-01 2.805727401109002397e-03 1.546606636651659261e-01 1.631649157912289372e-01 2.374020343505086061e-01 3.890353877451343829e-03 2.313656828414207001e-01 2.435384358846089670e-01 3.389778222444555511e-01 6.322999094155194212e-03 3.299149574787393902e-01 3.510088377522094238e-01 3.424795731198932991e-01 6.819347899086925478e-03 3.323328330832082678e-01 3.548440887110221875e-01 2.713356678339169381e-01 6.490754743667802307e-03 2.601300650325162334e-01 2.839753209938302714e-01 1.659913289978322548e-01 7.423697061154359289e-03 1.552442888110721897e-01 1.782557945639486330e-01
1.603206412825651170e-02 1.711689177922294247e-01 2.925501053969672104e-03 1.644989161247290277e-01 1.751709187927296962e-01 2.518926129731532404e-01 4.116362496682486084e-03 2.444555611138902740e-01 2.570451892612973244e-01 3.598966149741537057e-01 5.511233930740724873e-03 3.509254627313656560e-01 3.701850925462731312e-01 3.664332166083041908e-01 6.390574335816192990e-03 3.559279639819910024e-01 3.757712189428047411e-01 2.960230115057528866e-01 6.617398247622196215e-03 2.863931965982991490e-01 3.074037018509254704e-01 1.873269968317491929e-01 8.095091977952002804e-03 1.760046690011672632e-01 2.045189261297315209e-01
1.803607214428857436e-02 1.825245956311489226e-01 2.147712054596295772e-03 1.779222944805736173e-01 1.858429214607303648e-01 2.670418542604636181e-01 3.342797705953616094e-03 2.611305652826413359e-01 2.716358179089544689e-01 3.807903951975987189e-01 4.362322596313005993e-03 3.736034684008671114e-01 3.879439719859930080e-01 3.904452226113057089e-01 4.839918164651900098e-03 3.795230948807737370e-01 3.953643488410872320e-01 3.221277305319326101e-01 6.454454500671517360e-03 3.089044522261130687e-01 3.304152076038018859e-01 2.098549274637318551e-01 7.414285167722437994e-03 1.973486743371685725e-01 2.254460563615141022e-01
