# bkg	0sq	1sq	2sq	bkg-weight	0sq-weight	1sq-weight	2sq-weight
2.031626850366592407e-01 1.725155115127563477e-01 7.057503461837768555e-01 9.624200463294982910e-01 1.541530009156746881e-07 2.563896938960333877e-09 2.563896938960333877e-09 2.563896938960333877e-09
2.603197395801544189e-01 7.450786232948303223e-01 9.998177886009216309e-01 6.813969612121582031e-01 1.541530009156746881e-07 2.563896938960333877e-09 2.563896938960333877e-09 2.563896938960333877e-09
4.705730974674224854e-01 6.160480380058288574e-01 9.492504596710205078e-01 8.649519085884094238e-01 1.541530009156746881e-07 2.563896938960333877e-09 2.563896938960333877e-09 2.563896938960333877e-09
1.380793154239654541e-01 8.547637462615966797e-01 7.017948627471923828e-01 9.876695275306701660e-01 1.541530009156746881e-07 2.563896938960333877e-09 2.563896938960333877e-09 2.563896938960333877e-09
9.307326674461364746e-01 9.988126754760742188e-01 9.763507246971130371e-01 2.053104788064956665e-01 1.541530009156746881e-07 2.563896938960333877e-09 2.563896938960333877e-09 2.563896938960333877e-09
2.317914217710494995e-01 7.876653671264648438e-01 9.998319149017333984e-01 9.947152733802795410e-01 1.541530009156746881e-07 2.563896938960333877e-09 2.563896938960333877e-09 2.563896938960333877e-09
1.028773933649063110e-01 8.268669247627258301e-01 8.207117319107055664e-01 9.979187846183776855e-01 1.541530009156746881e-07 2.563896938960333877e-09 2.563896938960333877e-09 2.563896938960333877e-09
2.725638747215270996e-01 6.019713878631591797e-01 9.983767271041870117e-01 9.897823333740234375e-01 1.541530009156746881e-07 2.563896938960333877e-09 2.563896938960333877e-09 2.563896938960333877e-09
1.455908417701721191e-01 8.818514943122863770e-01 8.942545056343078613e-01 9.644863009452819824e-01 1.541530009156746881e-07 2.563896938960333877e-09 2.563896938960333877e-09 2.563896938960333877e-09
3.475331366062164307e-01 9.996875524520874023e-01 9.093211889266967773e-01 9.857513308525085449e-01 1.541530009156746881e-07 2.563896938960333877e-09 2.563896938960333877e-09 2.563896938960333877e-09
6.286042332649230957e-01 9.149835705757141113e-01 9.385865330696105957e-01 9.992893934249877930e-01 1.541530009156746881e-07 2.563896938960333877e-09 2.563896938960333877e-09 2.563896938960333877e-09
4.050593376159667969e-01 7.632485628128051758e-01 9.494135379791259766e-01 9.998674392700195312e-01 1.541530009156746881e-07 2.563896938960333877e-09 2.563896938960333877e-09 2.563896938960333877e-09
4.046516120433807373e-01 8.921664953231811523e-01 9.801490902900695801e-01 9.042952656745910645e-01 1.541530009156746881e-07 2.563896938960333877e-09 2.563896938960333877e-09 2.563896938960333877e-09
5.543917417526245117e-01 1.257950812578201294e-01 8.401741385459899902e-01 4.272974133491516113e-01 1.541530009156746881e-07 2.563896938960333877e-09 2.563896938960333877e-09 2.563896938960333877e-09
3.856929540634155273e-01 8.995304107666015625e-01 9.958137869834899902e-01 8.945919275283813477e-01 1.541530009156746881e-07 2.563896938960333877e-09 2.563896938960333877e-09 2.563896938960333877e-09
1.673012524843215942e-01 9.993703961372375488e-01 9.977460503578186035e-01 5.724710822105407715e-01 1.541530009156746881e-07 2.563896938960333877e-09 2.563896938960333877e-09 2.563896938960333877e-09
3.046814501285552979e-01 6.803241968154907227e-01 5.190421342849731445e-01 6.262714862823486328e-01 1.541530009156746881e-07 2.563896938960333877e-09 2.563896938960333877e-09 2.563896938960333877e-09
