# bkg-pred	mb=200GeV-pred	mb=300GeV-pred	mb=500GeV-pred	mb=700GeV-pred	mb=900GeV-pred	mb=1100GeV-pred
4.892400801181793213e-01 4.988034665584564209e-01 9.983629584312438965e-01 4.306935071945190430e-01 4.541826546192169189e-01 9.999450445175170898e-01 7.740662693977355957e-01
1.403384059667587280e-01 9.650752544403076172e-01 9.783452153205871582e-01 8.556081056594848633e-01 7.724990248680114746e-01 9.357811808586120605e-01 3.372166156768798828e-01
1.827526688575744629e-01 7.533927559852600098e-01 3.030926585197448730e-01 9.972575306892395020e-01 9.986819624900817871e-01 9.342904686927795410e-01 8.457494974136352539e-01
9.049466848373413086e-01 8.747898936271667480e-01 8.396790623664855957e-01 8.990691304206848145e-01 8.579706549644470215e-01 2.301839441061019897e-01 7.666831016540527344e-01
4.245870113372802734e-01 8.130460977554321289e-01 5.792648196220397949e-01 9.813515543937683105e-01 6.562690138816833496e-01 7.344342470169067383e-01 3.451036214828491211e-01
5.347582697868347168e-01 2.848550975322723389e-01 6.197353005409240723e-01 4.006896913051605225e-01 9.953563809394836426e-01 8.353679776191711426e-01 9.891934990882873535e-01
5.348997712135314941e-01 9.961314201354980469e-01 9.974995255470275879e-01 9.543544650077819824e-01 8.035983443260192871e-01 5.998617410659790039e-01 2.632439434528350830e-01
6.982588171958923340e-01 9.987019300460815430e-01 9.898154735565185547e-01 9.147551059722900391e-01 9.989122152328491211e-01 8.834452629089355469e-01 9.743785262107849121e-01
5.610656142234802246e-01 8.530118465423583984e-01 9.513916969299316406e-01 9.088149070739746094e-01 8.197364211082458496e-01 4.276593029499053955e-01 3.728462457656860352e-01
3.731165826320648193e-02 9.991294741630554199e-01 9.186755418777465820e-01 7.224724888801574707e-01 6.098449230194091797e-01 7.748080492019653320e-01 6.850855946540832520e-01
3.281149268150329590e-01 9.375527501106262207e-01 9.903933405876159668e-01 2.008091360330581665e-01 9.943516254425048828e-01 6.563976407051086426e-01 7.823553681373596191e-01
5.443019419908523560e-02 4.031306803226470947e-01 5.818133354187011719e-01 9.789439439773559570e-01 9.992365837097167969e-01 5.229015946388244629e-01 2.574356198310852051e-01
2.471303641796112061e-01 7.267813682556152344e-01 9.970800280570983887e-01 9.972206354141235352e-01 9.636541008949279785e-01 9.793961048126220703e-01 8.657270073890686035e-01
2.638398110866546631e-01 9.920341372489929199e-01 9.939484596252441406e-01 7.644112110137939453e-01 7.135607600212097168e-01 9.950837492942810059e-01 3.668839931488037109e-01
4.172218143939971924e-01 9.394080042839050293e-01 9.934862256050109863e-01 8.258316516876220703e-01 6.080520153045654297e-01 9.257760047912597656e-01 4.648461341857910156e-01
1.172820776700973511e-01 9.996888637542724609e-01 9.877699613571166992e-01 9.821657538414001465e-01 6.340463161468505859e-01 8.998085260391235352e-01 9.094996452331542969e-01
1.888558864593505859e-01 9.617691040039062500e-01 9.348176717758178711e-01 7.034286856651306152e-01 9.656210541725158691e-01 9.990614056587219238e-01 9.773379564285278320e-01
3.759807050228118896e-01 9.586887359619140625e-01 9.982010126113891602e-01 9.995679259300231934e-01 9.980050921440124512e-01 6.175740361213684082e-01 9.568803310394287109e-01
3.152053356170654297e-01 9.891535639762878418e-01 9.983793497085571289e-01 6.770621985197067261e-02 9.917150139808654785e-01 7.104309201240539551e-01 8.778535723686218262e-01
1.859583891928195953e-02 5.994281768798828125e-01 9.970434308052062988e-01 9.369704127311706543e-01 9.858441352844238281e-01 9.612818956375122070e-01 7.923260927200317383e-01
1.068594977259635925e-01 5.914606451988220215e-01 9.991365075111389160e-01 9.773568511009216309e-01 9.891917109489440918e-01 2.841318249702453613e-01 1.846299618482589722e-01
3.644167184829711914e-01 9.895759820938110352e-01 9.628787040710449219e-01 5.195357203483581543e-01 9.608710408210754395e-01 1.797925084829330444e-01 8.822765946388244629e-01
3.635808825492858887e-01 9.637877345085144043e-01 7.384628653526306152e-01 3.992251455783843994e-01 9.256896376609802246e-01 9.886679053306579590e-01 9.494496583938598633e-01
7.563551664352416992e-01 9.958264231681823730e-01 9.924178123474121094e-01 9.951470494270324707e-01 9.358006715774536133e-01 9.813297390937805176e-01 8.525205850601196289e-01
2.092955112457275391e-01 9.999179840087890625e-01 9.995883107185363770e-01 6.337910890579223633e-02 9.979951381683349609e-01 9.595510363578796387e-01 9.535497426986694336e-01
5.008307844400405884e-02 9.996408224105834961e-01 9.804370999336242676e-01 9.744229316711425781e-01 7.306535243988037109e-01 9.054390192031860352e-01 8.103822469711303711e-01
1.353101134300231934e-01 8.642798662185668945e-01 8.904398083686828613e-01 9.248818159103393555e-01 9.448119997978210449e-01 9.653149247169494629e-01 8.978578448295593262e-01
4.454451203346252441e-01 1.622091084718704224e-01 7.318310141563415527e-01 7.987034916877746582e-01 9.984683394432067871e-01 9.977778792381286621e-01 9.160687923431396484e-01
1.008341759443283081e-01 9.969187974929809570e-01 9.974372386932373047e-01 9.713116884231567383e-01 3.098894059658050537e-01 9.897047877311706543e-01 9.472395181655883789e-01
6.044752597808837891e-01 9.942333102226257324e-01 8.683076500892639160e-01 3.931981921195983887e-01 9.814613461494445801e-01 9.791323542594909668e-01 6.854994893074035645e-01
4.293186068534851074e-01 9.903057813644409180e-01 9.960773587226867676e-01 8.604330420494079590e-01 7.096289992332458496e-01 9.694017171859741211e-01 6.944916844367980957e-01
2.285588532686233521e-01 9.866291284561157227e-01 9.467961192131042480e-01 9.973962306976318359e-01 9.448437094688415527e-01 1.755193173885345459e-01 6.734517812728881836e-01
8.987259268760681152e-01 7.297767400741577148e-01 9.683207273483276367e-01 9.997090697288513184e-01 9.971306920051574707e-01 8.455910086631774902e-01 3.056406676769256592e-01
1.662400811910629272e-01 4.951562881469726562e-01 8.908355236053466797e-01 9.988359808921813965e-01 2.609096169471740723e-01 5.819543004035949707e-01 6.773629784584045410e-01
6.297248005867004395e-01 8.536542654037475586e-01 7.718774080276489258e-01 9.615879654884338379e-01 3.068546354770660400e-01 6.596689820289611816e-01 8.537065982818603516e-01
1.057050302624702454e-01 9.965221881866455078e-01 4.390254914760589600e-01 9.974220991134643555e-01 6.233351826667785645e-01 8.851571083068847656e-01 1.797276735305786133e-01
1.039275825023651123e-01 9.858481884002685547e-01 4.256248176097869873e-01 9.548928737640380859e-01 9.235746860504150391e-01 5.837308764457702637e-01 8.135715723037719727e-01
2.804096639156341553e-01 9.952765703201293945e-01 9.661514759063720703e-01 2.019078731536865234e-01 4.921427369117736816e-01 8.331086635589599609e-01 2.630145549774169922e-01
7.534765601158142090e-01 9.545441269874572754e-01 9.966451525688171387e-01 9.833923578262329102e-01 9.447067975997924805e-01 5.324218273162841797e-01 7.534576058387756348e-01
1.193730086088180542e-01 9.867818951606750488e-01 2.138970494270324707e-01 9.805546998977661133e-01 9.877639412879943848e-01 5.970266461372375488e-01 1.830583661794662476e-01
4.170995354652404785e-01 9.620466232299804688e-01 8.989700078964233398e-01 3.907585740089416504e-01 9.461255073547363281e-01 4.802571237087249756e-01 6.731387376785278320e-01
4.450471997261047363e-01 6.047864556312561035e-01 9.978972673416137695e-01 9.978289008140563965e-01 9.907510876655578613e-01 4.740436375141143799e-01 8.214087486267089844e-01
1.938536465167999268e-01 1.929847747087478638e-01 9.570043087005615234e-01 9.216675758361816406e-01 9.664514064788818359e-01 8.387469053268432617e-01 8.750336170196533203e-01
6.566423177719116211e-01 9.962525367736816406e-01 9.941192865371704102e-01 9.944169521331787109e-01 9.041060805320739746e-01 5.056878328323364258e-01 6.146484017372131348e-01
3.769002258777618408e-01 1.719217300415039062e-01 9.923685193061828613e-01 9.629907011985778809e-01 7.646130323410034180e-01 7.455906271934509277e-01 9.778256416320800781e-01
2.842136025428771973e-01 2.556287050247192383e-01 4.738064408302307129e-01 9.997933506965637207e-01 9.993421435356140137e-01 4.609289169311523438e-01 7.045561075210571289e-01
1.381532400846481323e-01 9.589915871620178223e-01 8.610202670097351074e-01 6.488646864891052246e-01 9.914385080337524414e-01 9.216840863227844238e-01 5.574431419372558594e-01
8.191419765353202820e-03 9.946826100349426270e-01 8.645696640014648438e-01 6.996835470199584961e-01 4.820060431957244873e-01 9.993264675140380859e-01 9.411400556564331055e-01
4.922933578491210938e-01 6.030213236808776855e-01 9.440656900405883789e-01 9.318643212318420410e-01 9.700884222984313965e-01 9.920579791069030762e-01 7.293162941932678223e-01
3.222720026969909668e-01 4.347286224365234375e-01 9.937611222267150879e-01 9.978674650192260742e-01 9.967166781425476074e-01 9.953330159187316895e-01 5.573848262429237366e-02
5.789379402995109558e-02 6.776594519615173340e-01 9.986985921859741211e-01 9.201888442039489746e-01 9.868775010108947754e-01 3.377262353897094727e-01 9.535931348800659180e-01
2.912688255310058594e-01 6.748840808868408203e-01 9.988683462142944336e-01 9.985409975051879883e-01 9.749901890754699707e-01 9.562924504280090332e-01 7.660412192344665527e-01
3.037638962268829346e-01 3.865749016404151917e-02 8.285539150238037109e-01 7.118498682975769043e-01 6.221764087677001953e-01 9.765697121620178223e-01 8.203337192535400391e-01
2.677454985678195953e-02 9.751024842262268066e-01 9.908604621887207031e-01 3.111248910427093506e-01 6.836246848106384277e-01 2.549961209297180176e-01 7.529399394989013672e-01
8.341339230537414551e-02 2.605226039886474609e-01 9.985758066177368164e-01 9.644201993942260742e-01 8.779804706573486328e-01 9.969454407691955566e-01 7.937462329864501953e-01
2.218718975782394409e-01 8.669465780258178711e-01 9.990040659904479980e-01 9.017327427864074707e-01 3.898175656795501709e-01 9.328846335411071777e-01 7.245493531227111816e-01
1.018177866935729980e-01 1.542180776596069336e-01 8.824431896209716797e-01 9.911159276962280273e-01 9.741922616958618164e-01 6.530807018280029297e-01 6.066808700561523438e-01
2.456269711256027222e-01 9.089957475662231445e-01 4.845794439315795898e-01 9.812054634094238281e-01 4.981843829154968262e-01 7.133268713951110840e-01 1.786100119352340698e-01
2.107077650725841522e-02 8.985604643821716309e-01 9.776092767715454102e-01 9.268327951431274414e-01 9.456113576889038086e-01 7.145202755928039551e-01 5.489863157272338867e-01
5.854442119598388672e-01 9.406914114952087402e-01 6.178546547889709473e-01 8.645340800285339355e-01 9.265836477279663086e-01 9.568849205970764160e-01 9.422891736030578613e-01
8.735755085945129395e-02 9.556767940521240234e-01 8.125269412994384766e-01 9.727036356925964355e-01 9.996246099472045898e-01 6.824964284896850586e-01 2.679984569549560547e-01
1.027981191873550415e-01 9.980953335762023926e-01 9.226405024528503418e-01 7.319350242614746094e-01 8.077872991561889648e-01 3.429298102855682373e-01 4.604802131652832031e-01
3.588726520538330078e-01 9.946802258491516113e-01 9.016439914703369141e-01 9.847666621208190918e-01 9.970763921737670898e-01 9.344881772994995117e-01 3.588286340236663818e-01
4.907537102699279785e-01 9.745593070983886719e-01 9.094633460044860840e-01 9.996401071548461914e-01 9.971237778663635254e-01 8.052158355712890625e-01 3.203977942466735840e-01
1.974863708019256592e-01 9.995762705802917480e-01 6.978456974029541016e-01 8.976642489433288574e-01 9.982799291610717773e-01 5.249627232551574707e-01 9.863100051879882812e-01
7.679605484008789062e-02 9.871615767478942871e-01 6.962976455688476562e-01 1.280173808336257935e-01 8.798969984054565430e-01 8.923273682594299316e-01 9.992555975914001465e-01
2.900628447532653809e-01 3.309801220893859863e-01 9.983880519866943359e-01 9.516733884811401367e-01 7.467723488807678223e-01 2.800537347793579102e-01 5.675019025802612305e-01
8.323410749435424805e-01 9.989302754402160645e-01 5.428623557090759277e-01 8.710262179374694824e-01 7.181487083435058594e-01 9.500398039817810059e-01 6.557956933975219727e-01
4.601237177848815918e-01 9.643716216087341309e-01 9.771392941474914551e-01 9.979308843612670898e-01 7.701961398124694824e-01 3.663832843303680420e-01 9.520065784454345703e-01
4.313541352748870850e-01 5.740914344787597656e-01 7.851595282554626465e-01 9.916173815727233887e-01 7.145817875862121582e-01 9.588704109191894531e-01 7.576283216476440430e-01
3.144012093544006348e-01 9.994722008705139160e-01 9.381814002990722656e-01 9.235978722572326660e-01 8.422313928604125977e-01 4.001463055610656738e-01 5.349987745285034180e-01
8.386134356260299683e-02 9.992566704750061035e-01 9.521458745002746582e-01 9.754273891448974609e-01 7.467465400695800781e-01 7.443099021911621094e-01 9.779887795448303223e-01
6.156378984451293945e-01 9.746797084808349609e-01 9.974248409271240234e-01 9.796637296676635742e-01 7.864736318588256836e-01 9.808220267295837402e-01 5.501251220703125000e-01
2.035049051046371460e-01 9.886616468429565430e-01 9.872204661369323730e-01 9.970355033874511719e-01 6.747987270355224609e-01 8.784184455871582031e-01 9.791212081909179688e-01
2.335085570812225342e-01 5.463331341743469238e-01 9.989846348762512207e-01 8.867245316505432129e-01 9.985197186470031738e-01 8.244350552558898926e-01 9.829535484313964844e-01
1.832660734653472900e-01 9.869108200073242188e-01 9.897794127464294434e-01 9.972457885742187500e-01 8.383782505989074707e-01 8.184189200401306152e-01 3.580795526504516602e-01
3.107153475284576416e-01 9.992412328720092773e-01 6.853152513504028320e-01 9.326786398887634277e-01 9.600940942764282227e-01 8.463279604911804199e-01 4.838597476482391357e-01
3.571543395519256592e-01 9.650794863700866699e-01 9.827930927276611328e-01 8.832321763038635254e-01 9.629275798797607422e-01 9.813812971115112305e-01 9.151115417480468750e-01
3.460279107093811035e-01 9.905267953872680664e-01 9.742099046707153320e-01 9.698109626770019531e-01 9.931719303131103516e-01 9.906201362609863281e-01 9.930184483528137207e-01
1.745453774929046631e-01 9.165670871734619141e-01 9.937978386878967285e-01 9.810358285903930664e-01 9.994196891784667969e-01 9.812263250350952148e-01 5.590494871139526367e-01
2.021827362477779388e-02 9.698556065559387207e-01 2.330505847930908203e-01 8.597546219825744629e-01 9.994691014289855957e-01 9.990384578704833984e-01 9.180097579956054688e-01
5.906873941421508789e-01 9.875400066375732422e-01 9.069512486457824707e-01 9.971730709075927734e-01 9.947078227996826172e-01 9.349775314331054688e-01 9.646400213241577148e-01
9.910412430763244629e-01 9.606698751449584961e-01 9.994158744812011719e-01 7.271559834480285645e-01 8.144261240959167480e-01 6.022828817367553711e-01 9.577573537826538086e-01
3.071153461933135986e-01 9.998637437820434570e-01 8.120891451835632324e-01 5.610743165016174316e-01 8.295986652374267578e-01 6.866249442100524902e-01 9.408234953880310059e-01
2.143573574721813202e-02 8.595940470695495605e-01 9.860026836395263672e-01 9.994055032730102539e-01 7.275535464286804199e-01 9.876169562339782715e-01 8.542278409004211426e-01
8.127513527870178223e-02 3.823383450508117676e-01 3.493224680423736572e-01 9.872829914093017578e-01 4.903618395328521729e-01 7.914550304412841797e-01 5.751034021377563477e-01
1.968404352664947510e-01 5.863195657730102539e-01 5.742829442024230957e-01 9.525500535964965820e-01 9.775748848915100098e-01 5.555653572082519531e-01 9.099285602569580078e-01
3.825253248214721680e-01 1.044428423047065735e-01 6.202905178070068359e-01 9.976199269294738770e-01 4.649201333522796631e-01 1.893277317285537720e-01 9.808731675148010254e-01
1.182206124067306519e-01 5.878050923347473145e-01 9.979501366615295410e-01 5.368437170982360840e-01 9.904046058654785156e-01 3.806418478488922119e-01 9.859652519226074219e-01
8.508496284484863281e-01 5.778990387916564941e-01 9.835224747657775879e-01 9.983018636703491211e-01 9.985201954841613770e-01 9.902030229568481445e-01 3.840425312519073486e-01
6.526401638984680176e-01 6.749597787857055664e-01 8.561275005340576172e-01 9.976933598518371582e-01 1.728717982769012451e-01 3.453103899955749512e-01 3.879960477352142334e-01
1.972747892141342163e-01 9.103788137435913086e-01 9.946029782295227051e-01 9.310787320137023926e-01 8.890703320503234863e-01 9.937570095062255859e-01 1.724088340997695923e-01
9.472335129976272583e-02 9.486851692199707031e-01 9.994124174118041992e-01 2.168970853090286255e-01 9.180234074592590332e-01 9.825846552848815918e-01 8.940657973289489746e-01
1.108840778470039368e-01 9.939111471176147461e-01 9.970895648002624512e-01 9.765473604202270508e-01 9.940606951713562012e-01 3.722500503063201904e-01 5.719437003135681152e-01
1.059053614735603333e-01 9.690024852752685547e-01 9.646503329277038574e-01 9.551494717597961426e-01 9.819943308830261230e-01 9.317646026611328125e-01 9.725275039672851562e-01
1.932342350482940674e-01 9.979909658432006836e-01 5.501821041107177734e-01 9.998353719711303711e-01 8.588815927505493164e-01 5.466259717941284180e-01 7.493857145309448242e-01
4.335780143737792969e-01 9.810788631439208984e-01 9.564599394798278809e-01 9.931547641754150391e-01 9.891508817672729492e-01 1.658536344766616821e-01 7.986900210380554199e-01
1.991461515426635742e-01 9.429942369461059570e-01 9.591000080108642578e-01 9.987939596176147461e-01 9.825186729431152344e-01 9.821873903274536133e-01 6.962922811508178711e-01
3.804875910282135010e-01 6.584353446960449219e-01 9.625293612480163574e-01 9.370053410530090332e-01 6.204219460487365723e-01 9.995970129966735840e-01 9.186302125453948975e-02
2.173727899789810181e-01 9.235127568244934082e-01 6.682220697402954102e-01 9.904690384864807129e-01 7.776255011558532715e-01 6.672847270965576172e-01 4.442443251609802246e-01
2.933690845966339111e-01 8.928887844085693359e-01 8.205232620239257812e-01 9.646201729774475098e-01 3.868763148784637451e-02 9.807415604591369629e-01 5.961246490478515625e-01
2.569000124931335449e-01 9.913239479064941406e-01 9.218428730964660645e-01 9.438312649726867676e-01 9.891497492790222168e-01 9.213424324989318848e-01 9.361834824085235596e-02
1.324295550584793091e-01 9.383908510208129883e-01 9.490626454353332520e-01 8.393332362174987793e-01 7.942286729812622070e-01 9.665175676345825195e-01 4.514680206775665283e-01
7.993096709251403809e-01 9.371315836906433105e-01 9.439557194709777832e-01 9.885703921318054199e-01 9.504474997520446777e-01 9.439266324043273926e-01 5.898310616612434387e-02
9.486449956893920898e-01 3.898114562034606934e-01 9.988256096839904785e-01 9.363895058631896973e-01 9.802877902984619141e-01 8.223274946212768555e-01 4.081375300884246826e-01
6.412085294723510742e-01 9.954738020896911621e-01 9.939662814140319824e-01 3.878513276576995850e-01 3.770754337310791016e-01 9.835875630378723145e-01 9.565317034721374512e-01
2.912057638168334961e-01 7.637355923652648926e-01 8.965300321578979492e-01 5.928058028221130371e-01 7.547067403793334961e-01 4.609398841857910156e-01 8.754491806030273438e-02
1.598406136035919189e-01 9.940451383590698242e-01 9.806417822837829590e-01 7.855660319328308105e-01 9.747933745384216309e-01 2.786833643913269043e-01 8.198832869529724121e-01
6.898210942745208740e-02 9.940307736396789551e-01 9.990304708480834961e-01 9.960289001464843750e-01 6.223495602607727051e-01 9.983634352684020996e-01 5.710905194282531738e-01
1.974105834960937500e-01 1.474057286977767944e-01 6.898832917213439941e-01 4.443244934082031250e-01 6.160288453102111816e-01 4.271062314510345459e-01 2.382281720638275146e-01
2.562646269798278809e-01 9.949700236320495605e-01 9.833126664161682129e-01 8.306470513343811035e-01 8.281759023666381836e-01 8.295724391937255859e-01 8.789936900138854980e-01
2.433155179023742676e-01 7.570156455039978027e-01 6.706452965736389160e-01 9.858714938163757324e-01 9.919976592063903809e-01 1.875934749841690063e-01 2.656789422035217285e-01
1.727202832698822021e-01 6.099984049797058105e-01 9.949252605438232422e-01 9.280580282211303711e-01 9.422012567520141602e-01 6.207681894302368164e-01 1.640987694263458252e-01
4.674143195152282715e-01 9.478352069854736328e-01 8.064712285995483398e-01 6.791264414787292480e-01 4.345920085906982422e-01 8.559899926185607910e-01 9.902626276016235352e-01
1.060676425695419312e-01 2.367207258939743042e-01 9.996328353881835938e-01 3.562527894973754883e-01 8.382270932197570801e-01 4.267866909503936768e-01 9.339872002601623535e-01
1.740841120481491089e-01 9.209699928760528564e-02 9.456043839454650879e-01 1.341409236192703247e-01 9.465462565422058105e-01 7.379176020622253418e-01 9.436267614364624023e-01
2.557899951934814453e-01 9.980006814002990723e-01 3.548321425914764404e-01 9.946346282958984375e-01 8.882438540458679199e-01 8.257030844688415527e-01 5.341266989707946777e-01
2.120532691478729248e-01 9.482160806655883789e-01 9.645288586616516113e-01 7.339891791343688965e-01 9.801638722419738770e-01 8.468820452690124512e-01 9.503008723258972168e-01
4.593066871166229248e-01 9.953694939613342285e-01 9.977840781211853027e-01 6.357728689908981323e-02 9.697355031967163086e-01 6.390795111656188965e-01 9.063324332237243652e-01
5.104416236281394958e-02 9.918869137763977051e-01 9.730431437492370605e-01 9.728205204010009766e-01 9.935256242752075195e-01 9.961972236633300781e-01 9.908677339553833008e-01
4.832011461257934570e-01 6.646417975425720215e-01 9.974090456962585449e-01 5.504543781280517578e-01 9.974797368049621582e-01 8.164846301078796387e-01 9.472041726112365723e-01
5.363137125968933105e-01 7.943783998489379883e-01 9.457268118858337402e-01 9.210824966430664062e-01 8.746667504310607910e-01 3.102724850177764893e-01 6.238351464271545410e-01
4.575493633747100830e-01 9.988081455230712891e-01 5.837803483009338379e-01 9.910026192665100098e-01 9.997197985649108887e-01 5.162161588668823242e-01 5.935868024826049805e-01
5.125222802162170410e-01 3.511893749237060547e-01 8.817382454872131348e-01 9.939883947372436523e-01 6.041634678840637207e-01 6.042075753211975098e-01 9.872862696647644043e-01
1.189559847116470337e-01 9.997821450233459473e-01 5.750819444656372070e-01 8.473227620124816895e-01 6.877503991127014160e-01 3.458362817764282227e-01 6.528800129890441895e-01
4.114153981208801270e-01 8.459603786468505859e-01 4.624324440956115723e-01 9.987772107124328613e-01 6.677318215370178223e-01 9.103533029556274414e-01 8.877384066581726074e-01
3.160193264484405518e-01 9.706291556358337402e-01 9.996179342269897461e-01 5.397740006446838379e-01 9.835814237594604492e-01 7.290563583374023438e-01 1.955441236495971680e-01
5.713143944740295410e-01 7.856607437133789062e-01 9.967095851898193359e-01 7.514310479164123535e-01 8.904197812080383301e-01 7.802957296371459961e-01 6.396003365516662598e-01
2.499620318412780762e-01 9.879760146141052246e-01 4.622496664524078369e-01 9.976123571395874023e-01 8.261616230010986328e-01 5.986769199371337891e-01 6.764699816703796387e-01
8.646186441183090210e-02 3.520261943340301514e-01 8.285961747169494629e-01 8.707304000854492188e-01 6.491519808769226074e-01 5.046421289443969727e-01 7.708552479743957520e-01
2.436720877885818481e-01 8.137084245681762695e-01 9.041929841041564941e-01 8.776579499244689941e-01 4.612520933151245117e-01 9.102874994277954102e-01 3.531863093376159668e-01
2.102804332971572876e-01 9.959914088249206543e-01 9.343269467353820801e-01 5.486217737197875977e-01 3.622829914093017578e-01 9.627525210380554199e-01 2.148213684558868408e-01
6.146743521094322205e-02 9.748206734657287598e-01 9.988582134246826172e-01 9.360832571983337402e-01 1.797967106103897095e-01 4.082997441291809082e-01 2.713401615619659424e-01
5.145918577909469604e-02 9.993261098861694336e-01 9.997265934944152832e-01 9.764967560768127441e-01 9.917353987693786621e-01 5.699268579483032227e-01 5.294374823570251465e-01
2.441127598285675049e-02 9.978627562522888184e-01 9.988981485366821289e-01 8.069042563438415527e-01 9.848132729530334473e-01 7.735854983329772949e-01 6.474341154098510742e-01
4.157506525516510010e-01 7.110121250152587891e-01 7.196021080017089844e-01 4.403703808784484863e-01 9.988118410110473633e-01 9.667590856552124023e-01 5.616049766540527344e-01
4.204357564449310303e-01 8.986517786979675293e-01 9.434112310409545898e-01 9.072147011756896973e-01 9.596448540687561035e-01 9.800543785095214844e-01 6.730567216873168945e-01
5.989733934402465820e-01 9.326917529106140137e-01 9.665639996528625488e-01 9.836068153381347656e-01 7.486336231231689453e-01 6.230449080467224121e-01 4.969111084938049316e-01
