# mN	mSQ	0sq(mean)	1sq(mean)	2sq(mean)	S-comb(mean)	0sq(std)	1sq(std)	2sq(std)	S-comb(std)	0sq(min)	1sq(min)	2sq(min)	S-comb(min)	0sq(max)	1sq(max)	2sq(max)	S-comb(max)
5.000000000000000000e+02 2.000000000000000000e+03 3.677697932580085982e-02 8.785305804523986239e-01 3.722504207656958553e+00 4.384847429820900366e+00 5.752282736868623465e-03 3.817080257648747948e-02 8.909768750794866410e-02 9.376388184246566004e-02 3.441585610579193932e-02 8.577841614323072905e-01 3.658081060123968165e+00 4.305428139560422807e+00 4.167483510225666876e-02 9.122927033625383153e-01 3.844050294295628500e+00 4.519983814774788833e+00
5.000000000000000000e+02 2.200000000000000000e+03 1.144888746842988650e-02 6.004599644548223036e-01 2.963599387940946794e+00 3.419984703604832532e+00 1.359637697639051908e-03 1.054862187639007409e-01 1.318381760152940729e-01 1.344817216411814675e-01 1.034205496663172241e-02 5.842640070082999459e-01 2.905307226250809727e+00 3.361929322264353370e+00 1.407998721276952983e-02 6.295710145591141282e-01 3.044243243175099867e+00 3.513631718465983322e+00
5.000000000000000000e+02 2.300000000000000000e+03 2.333504449552002008e-02 4.789782911014365818e-01 2.523600856154129879e+00 2.886721983909525058e+00 5.117530901123256218e-03 9.206562010688906783e-02 1.156410019485086538e-01 1.100434305319882705e-01 2.064028181863498262e-02 4.530271077845054450e-01 2.459911839093185115e+00 2.830849652646055592e+00 2.776545596243717995e-02 5.151692034167558720e-01 2.610501000739824828e+00 2.980022394041146772e+00
5.000000000000000000e+02 2.700000000000000000e+03 5.178272108426170209e-03 1.498325305196431534e-01 1.072129551492940980e+00 1.192612340357509293e+00 1.114317487401353911e-02 5.779195419765065928e-02 1.131626775471520213e-01 1.158979126856910097e-01 2.788790941008007819e-03 1.380077223826545185e-01 9.895019499048791634e-01 1.096487894363750604e+00 3.859074244127383424e-02 1.827220190409639400e-01 1.221772465681335351e+00 1.358911117375863897e+00
5.000000000000000000e+02 3.000000000000000000e+03 1.552567334712642074e-03 5.508078765322445280e-02 4.014691939059868986e-01 4.478342340427728385e-01 4.530575090489521702e-04 3.478604299256347204e-02 7.645375147334311505e-02 8.078066425653505911e-02 1.345530290901245313e-03 4.342282069855596394e-02 3.379261616495382592e-01 3.795896659078557556e-01 2.481630850667377111e-03 1.177095750635391153e-01 5.444165686171991148e-01 6.018368426307879604e-01
7.000000000000000000e+02 2.000000000000000000e+03 2.658506178897424715e-02 7.062669784958514052e-01 3.020437500121341934e+00 3.606654328201361892e+00 3.327644726504705615e-03 2.110885189208342935e-02 6.354334007388871830e-02 7.335507324330914347e-02 2.522612210053757145e-02 6.730660303188327198e-01 2.945828812181045642e+00 3.513193088960353094e+00 3.032056841240018605e-02 7.334474329316296171e-01 3.118135157667871749e+00 3.726301899403368978e+00
7.000000000000000000e+02 2.200000000000000000e+03 2.091444938325059955e-02 5.167767217518928202e-01 2.517335866024077440e+00 2.937152091778298946e+00 1.880157871035409781e-02 2.193941798683372163e-02 7.147460219624021671e-02 8.007131475397326337e-02 1.981114098383960492e-02 5.043732792150942279e-01 2.491341359349827922e+00 2.910123419230441044e+00 7.053254859426610901e-02 5.362188638226054183e-01 2.578024167903942399e+00 3.023467306283588396e+00
7.000000000000000000e+02 2.300000000000000000e+03 1.362023857079854364e-02 4.282650249121724428e-01 2.241969183840919477e+00 2.593294726930511995e+00 2.300125660141499277e-03 8.310610994946561469e-02 1.157223172900913449e-01 1.173112155596788414e-01 1.234699241010696856e-02 4.199919111481540401e-01 2.208704298125548693e+00 2.562422170838277946e+00 1.778648732909231256e-02 4.478879983552035426e-01 2.301056044670945155e+00 2.655214987487899414e+00
7.000000000000000000e+02 2.700000000000000000e+03 2.309618906815748274e-02 1.493479451035705230e-01 9.796411735734024129e-01 1.103031092981071604e+00 2.233789448324458374e-02 6.463590244140428320e-02 1.153205277464678102e-01 1.185630664506919507e-01 5.406501149978075287e-03 1.382716689863413007e-01 9.181220340566162985e-01 1.039399609229735066e+00 7.976850958147976844e-02 2.035848213524065753e-01 1.085422767046522408e+00 1.218506673206886326e+00
7.000000000000000000e+02 3.000000000000000000e+03 3.823638749817596331e-03 4.956095550293603685e-02 4.051388654166167003e-01 4.517152064992650540e-01 8.536803787494013501e-03 3.270373620228641393e-02 8.036216946723735710e-02 8.277231236795580538e-02 1.440396867554504835e-03 4.280128468348466664e-02 3.476673660976407620e-01 3.883435984430769761e-01 2.942129396076492015e-02 9.963248897698555318e-02 5.371104803041173437e-01 5.932661021792849931e-01
9.000000000000000000e+02 2.000000000000000000e+03 1.598797956275235105e-02 4.573728050588569127e-01 2.062270738282717453e+00 2.481951292547623034e+00 1.267662492795683079e-03 1.510781992760780804e-02 4.646695953768758408e-02 5.298585529358743745e-02 1.460085735790001178e-02 4.405856789422040731e-01 1.996281709333731946e+00 2.409407569139852878e+00 1.799503263754987162e-02 4.783797140673423653e-01 2.135658574273386012e+00 2.572949698897345261e+00
9.000000000000000000e+02 2.200000000000000000e+03 1.777542242246248766e-02 3.789345381914844269e-01 1.969339131113596819e+00 2.307097097987776291e+00 1.990635756175187284e-03 1.525700217617947767e-02 5.383212096740670055e-02 6.024816632414022738e-02 1.602482636717908471e-02 3.652247652512289888e-01 1.930812620637296195e+00 2.257284286517650784e+00 2.071468661192306729e-02 3.969562069056741249e-01 2.038477095840245390e+00 2.375949004055280867e+00
9.000000000000000000e+02 2.300000000000000000e+03 1.281826690425310125e-02 3.222915366699917739e-01 1.819871588201706247e+00 2.097838203259755563e+00 1.853780804977101654e-02 1.339811861250933718e-02 6.149431304213671956e-02 6.351230216251277372e-02 1.088426256329087793e-02 3.138243330806723130e-01 1.791561413416363324e+00 2.066920988339309595e+00 6.716085578551339585e-02 3.367672550835282275e-01 1.869399810675901774e+00 2.159187840569409822e+00
9.000000000000000000e+02 2.700000000000000000e+03 1.087738573331013640e-02 1.420618575743547440e-01 9.527130706399991045e-01 1.074047529807334866e+00 1.364979735930300225e-02 4.984982681941800553e-02 9.980245580897036117e-02 1.039089769669775953e-01 5.778576523065378015e-03 1.323171271587601783e-01 9.125146918031020737e-01 1.028139912114796717e+00 3.180431708282645265e-02 1.728952480880551201e-01 1.040403215672430992e+00 1.165564754976179618e+00
9.000000000000000000e+02 3.000000000000000000e+03 6.407866668562879446e-03 4.991980978106187739e-02 4.031457563443443526e-01 4.491501444849815838e-01 8.891968186704717753e-03 3.859201601648562518e-02 9.105280909469989914e-02 8.775364530327786627e-02 1.419694711111695127e-03 4.266293340576460258e-02 3.503048513622096238e-01 3.918530302188905634e-01 2.008643201054041358e-02 9.653405798494762990e-02 5.142201061417993602e-01 5.641339937513717429e-01
1.100000000000000000e+03 2.000000000000000000e+03 9.609461489245664512e-03 2.708142818168224886e-01 1.218963084990417167e+00 1.488896566260857091e+00 5.767444507612434551e-04 9.160588479275848933e-03 3.407856374963080109e-02 4.057230099702290732e-02 9.027148640346998112e-03 2.608984734064587752e-01 1.165415976861552627e+00 1.425243495042414654e+00 1.027082937870654397e-02 2.835353945632261841e-01 1.265369163469515668e+00 1.544604050031314291e+00
1.100000000000000000e+03 2.200000000000000000e+03 8.707073393458913957e-03 2.335993995268646761e-01 1.285490351624391847e+00 1.509799485632945970e+00 9.034411953183519315e-04 8.310703615743535166e-03 2.919189899259580154e-02 3.516549717651076129e-02 7.966367938065682663e-03 2.230982683662277311e-01 1.248564282877802745e+00 1.462958872109682451e+00 1.052491460103322646e-02 2.462237507582072382e-01 1.342415137107911383e+00 1.572838038777037983e+00
1.100000000000000000e+03 2.300000000000000000e+03 6.151824148986908929e-03 1.996875742778642104e-01 1.293503141910205212e+00 1.479106195672402091e+00 6.151723329245934770e-04 9.196715605289352766e-03 3.271354413515166482e-02 4.006532307576331914e-02 5.152024410752383335e-03 1.939620085913757452e-01 1.237953186550882823e+00 1.414675016399867147e+00 7.070655742726542937e-03 2.176450434661772182e-01 1.353083600830090383e+00 1.550982298592381348e+00
1.100000000000000000e+03 2.700000000000000000e+03 5.204608246655854920e-03 1.195429765272420369e-01 7.991714325576896316e-01 9.021925130490929812e-01 1.124750266307581077e-02 6.107493136618940416e-02 1.132858191727996594e-01 1.158611461317422264e-01 1.690967573572813845e-03 1.124494558365158603e-01 7.718534045756013651e-01 8.715989791366653971e-01 3.891665020789037560e-02 1.918551595002425669e-01 8.648847328416208180e-01 9.666978623735776877e-01
1.100000000000000000e+03 3.000000000000000000e+03 1.382427025435671889e-03 6.102951509614606973e-02 4.058074953372557969e-01 4.552121665950203955e-01 2.292380769138258295e-04 4.863325722188903411e-02 9.454804202626722331e-02 9.762627851653202238e-02 1.033807977907531730e-03 4.697073665138605525e-02 3.653581893294435279e-01 4.079370420731057156e-01 1.707278663822271248e-03 1.383468873011142464e-01 4.798837422183794277e-01 5.393352190949959324e-01
