seed=0 AUC=0.7603590427992788, AUC0=0.6216969026542676, AUC1=0.8295149514812025, AUC2=0.9144075709738719
seed=1 AUC=0.7574111533581807, AUC0=0.629320122118409, AUC1=0.8058159265235825, AUC2=0.9044182458005238
seed=2 AUC=0.7547299452149818, AUC0=0.6226365938384826, AUC1=0.8068790142355596, AUC2=0.9062157686729597
seed=3 AUC=0.7622206051230536, AUC0=0.6291338010208576, AUC1=0.8217751151119634, AUC2=0.9128956003986822
seed=4 AUC=0.7598135713932763, AUC0=0.6256125818496081, AUC1=0.8186888352458095, AUC2=0.9089792618841666
seed=5 AUC=0.7642909268811418, AUC0=0.642710441994885, AUC1=0.8111490653329618, AUC2=0.908418949817444
seed=6 AUC=0.7586405105906175, AUC0=0.6271413882951098, AUC1=0.8114773245053786, AUC2=0.9064359988048449
seed=7 AUC=0.7614064078652211, AUC0=0.6322754780521223, AUC1=0.8123231818826684, AUC2=0.9105531135289068
seed=8 AUC=0.7654412826571683, AUC0=0.6349268185747691, AUC1=0.8143013188563172, AUC2=0.9136824773418506
seed=9 AUC=0.7671157696396305, AUC0=0.6432250468857466, AUC1=0.8208737433158091, AUC2=0.9073188745004594
