seed=0 AUC=0.9096322708585995, AUC0=0.8110657596371883, AUC1=0.896405442784346, AUC2=0.912931638464269
seed=1 AUC=0.9157542632458112, AUC0=0.8082539682539682, AUC1=0.8996501689175107, AUC2=0.9194275677359465
seed=2 AUC=0.9075141300107548, AUC0=0.8117006802721088, AUC1=0.898656672727997, AUC2=0.9100892072661491
seed=3 AUC=0.9209070684815222, AUC0=0.8303854875283447, AUC1=0.9056308307110282, AUC2=0.924272282929848
seed=4 AUC=0.9167056556401699, AUC0=0.7982766439909297, AUC1=0.9061776009915509, AUC2=0.9194807505829001
seed=5 AUC=0.9158779880856756, AUC0=0.8152380952380953, AUC1=0.9031284477096786, AUC2=0.9185865615773334
seed=6 AUC=0.9086413045319831, AUC0=0.8053514739229025, AUC1=0.8959573273701947, AUC2=0.9123284959261669
seed=7 AUC=0.9162206411019989, AUC0=0.8026303854875284, AUC1=0.9023196399143694, AUC2=0.9197672642449619
seed=8 AUC=0.9168470816899716, AUC0=0.8223129251700682, AUC1=0.9023300612030706, AUC2=0.9210106655462289
seed=9 AUC=0.9130029394818395, AUC0=0.7984580498866213, AUC1=0.9007270354166338, AUC2=0.9160803030977275
