# FPR	mN=200GeV-mean	mN=200GeV-std	mN=200GeV-min	mN=200GeV-max	mN=300GeV-mean	mN=300GeV-std	mN=300GeV-min	mN=300GeV-max	mN=500GeV-mean	mN=500GeV-std	mN=500GeV-min	mN=500GeV-max	mN=700GeV-mean	mN=700GeV-std	mN=700GeV-min	mN=700GeV-max	mN=900GeV-mean	mN=900GeV-std	mN=900GeV-min	mN=900GeV-max	mN=1100GeV-mean	mN=1100GeV-std	mN=1100GeV-min	mN=1100GeV-max
0.000000000000000000e+00 2.170684569219815188e-02 7.919623551221274121e-03 8.137524158274844766e-03 3.316041094496999242e-02 2.023191943851083280e-02 7.596370356938737106e-03 8.340962262231715885e-03 3.193978232122876570e-02 1.740412979351032424e-02 6.462074555174360420e-03 6.916895534533618051e-03 2.746414403417760108e-02 9.032651815685077690e-03 3.366516463177720089e-03 4.373919235072729061e-03 1.454582443291628502e-02 4.353575424677041950e-03 1.928267010244782455e-03 2.339538195504017870e-03 7.832367002339538087e-03 1.017190519784355596e-03 5.246179211973402059e-04 4.068762079137422383e-04 1.932661987590275632e-03
2.004008016032063962e-03 1.839487335978028659e-01 1.669390322423674675e-02 1.534940494354592733e-01 2.161529854541755780e-01 1.770521818736649489e-01 1.740919123010662567e-02 1.477977825246668819e-01 2.137117282066931245e-01 1.601668192452446460e-01 1.711500961836951926e-02 1.291831960126131607e-01 1.925541653951785281e-01 1.182483979249313311e-01 1.593066170597956868e-02 8.880073237717424350e-02 1.469840301088393975e-01 7.205777642152375040e-02 1.208276771170405106e-02 5.004577357339029531e-02 9.063167531278608358e-02 2.688434543790052533e-02 6.752038341841532648e-03 1.627504831654968953e-02 3.946699216763299711e-02
4.008016032064127925e-03 2.789543281456616786e-01 1.508615283275729566e-02 2.590784253890753841e-01 3.091241989624656794e-01 2.690672362933577699e-01 1.472080987930425924e-02 2.517546536466280238e-01 2.981385413487946390e-01 2.477367510934798678e-01 1.506851973527748370e-02 2.274438002237819112e-01 2.770826975892584643e-01 1.970644166983137324e-01 1.440551392031577671e-02 1.778049028583053581e-01 2.253486731371399099e-01 1.325847096491833965e-01 1.228376586000640841e-02 1.153494049435459246e-01 1.559353066829417267e-01 5.927169158783438668e-02 8.400423428145372198e-03 4.760451632590784188e-02 7.272912216458142509e-02
6.012024048096191453e-03 3.432509409012308166e-01 1.643530913808843169e-02 3.125826467297324607e-01 3.789034686196724455e-01 3.306174346455091340e-01 1.687230874388863378e-02 3.001729223883633502e-01 3.663920252263249133e-01 3.093072932560268495e-01 1.504959413735474857e-02 2.849150645915979885e-01 3.421828908554572224e-01 2.548265690163767916e-01 1.668805135199654538e-02 2.261214525480622628e-01 2.852202217475333090e-01 1.811311158580002079e-01 1.495021281487588644e-02 1.565456209948123401e-01 2.079137422439222838e-01 9.003153290611330684e-02 1.090278779665086392e-02 7.506866036008544296e-02 1.100600142406672755e-01
8.016032064128255849e-03 3.931034482758620774e-01 1.011388191084959531e-02 3.728003255009663119e-01 4.090123080052893711e-01 3.772129550526136521e-01 9.945858479205814048e-03 3.571355914962872635e-01 3.914149120130200332e-01 3.560980571661072069e-01 1.091240169147934813e-02 3.331298952293764715e-01 3.743261112806428592e-01 3.003458447767266559e-01 1.276685947861417279e-02 2.739294069779269480e-01 3.232631471874682361e-01 2.213711728206693707e-01 1.085090579418135186e-02 1.982504323059709195e-01 2.397518055131726278e-01 1.183501169769097805e-01 1.090428711644602852e-02 9.897263757501779946e-02 1.383379106906723610e-01
1.002004008016032024e-02 4.368528125317870936e-01 1.198870688910560686e-02 4.106398128369443401e-01 4.590580815786796665e-01 4.198962465669819899e-01 9.777100665758568440e-03 3.975180551317261668e-01 4.355609805716610938e-01 3.990845285321941160e-01 1.121110087762773599e-02 3.740209541247075387e-01 4.202014037229173105e-01 3.431288780388567217e-01 1.292512977892637006e-02 3.130912419896246801e-01 3.627301393551012332e-01 2.595361611229783372e-01 1.131838728728912398e-02 2.328349099786390097e-01 2.754551927576034953e-01 1.470959210660156835e-01 1.116858978552646466e-02 1.223680195300579782e-01 1.674295595565049311e-01
1.202404809619238291e-02 4.686095005594547169e-01 1.281833207808351881e-02 4.469535143932458765e-01 4.939477164072830773e-01 4.518665446038042655e-01 1.190330671323346773e-02 4.305767470247177098e-01 4.720781202319194181e-01 4.310649984742142560e-01 1.313120077436487863e-02 4.071813650696775588e-01 4.548876004475638224e-01 3.736140779167938519e-01 1.565733450780674996e-02 3.456413386227240592e-01 3.979249313396399090e-01 2.908961448479300271e-01 1.404988675113771207e-02 2.643678160919540332e-01 3.099379513782931639e-01 1.707862882717932906e-01 1.486323855353384113e-02 1.427118299257451040e-01 1.901129081476960747e-01
1.402805611222444730e-02 4.950055945478588626e-01 1.208182571844255808e-02 4.723832773878547386e-01 5.169362221544094860e-01 4.794120638795645872e-01 1.243042191593766305e-02 4.582443291628521820e-01 5.012714881497304376e-01 4.581832977316651068e-01 1.188879468841954300e-02 4.375953616112298050e-01 4.808259587020649040e-01 4.019530057979859849e-01 1.241924226165179446e-02 3.811412877631980556e-01 4.232529752822703495e-01 3.172820669311361419e-01 1.291357718126133654e-02 2.963075984131827711e-01 3.342488048011392765e-01 1.925643373003763648e-01 1.384630956321520473e-02 1.684467500762892866e-01 2.120842233750381556e-01
1.603206412825651170e-02 5.172515512155426709e-01 1.258314010268860549e-02 4.898789543281456549e-01 5.375851897060319740e-01 5.020954124707558419e-01 1.297740977527338940e-02 4.755365679991862549e-01 5.209032651815684867e-01 4.816803987386837349e-01 1.288521448629126320e-02 4.560065100193266274e-01 5.021869596175363437e-01 4.259892177804903146e-01 1.208552904149013014e-02 4.028074458346048159e-01 4.446139761977418448e-01 3.411860441460685678e-01 1.190554478181558157e-02 3.192961041603092354e-01 3.588648153799206542e-01 2.125216152985454632e-01 1.399789059528547784e-02 1.919438510833079148e-01 2.362933577459058188e-01
1.803607214428857436e-02 5.397314617027768602e-01 8.053098051782666550e-03 5.244634320008138006e-01 5.512155426711422557e-01 5.245041196216051471e-01 8.072315272547968615e-03 5.107313599837249862e-01 5.354490896144847856e-01 5.046485606754145259e-01 8.179603339247887295e-03 4.923202115756281083e-01 5.156138744786898931e-01 4.498931949954226850e-01 6.623066436299553279e-03 4.387142711829925545e-01 4.617027769301190188e-01 3.651307089817922846e-01 6.643928431109823521e-03 3.529651103651714195e-01 3.757501780083409848e-01 2.340351947919845355e-01 1.018895935830958430e-02 2.140168853626284173e-01 2.519580917505848672e-01
2.004008016032064049e-02 5.578577967653342018e-01 7.125425036432739105e-03 5.475536567999186310e-01 5.717627911707863220e-01 5.436374732987487857e-01 8.056669054144085726e-03 5.310751703794120981e-01 5.575221238938052881e-01 5.239243210253279326e-01 7.582819324033354159e-03 5.150035601668192520e-01 5.373817516020750196e-01 4.698911606143830744e-01 7.405153970225437574e-03 4.569219814871325336e-01 4.819448682738277090e-01 3.851795341267419404e-01 5.900415251585379266e-03 3.719865730851388275e-01 3.952802359882006122e-01 2.533821584782829928e-01 8.924999112087699665e-03 2.334452242905096231e-01 2.647746922998677754e-01
2.204408817635270315e-02 5.717526192655884021e-01 6.704581970626796207e-03 5.634218289085545228e-01 5.866137727596378859e-01 5.577560777133558911e-01 7.665736993228953328e-03 5.472484996439833660e-01 5.750178008340962599e-01 5.382768792594853080e-01 7.894447013898863580e-03 5.270064083002746758e-01 5.556911809581934758e-01 4.850066117383785569e-01 7.382932483054517429e-03 4.708574916081781914e-01 4.993388261621401480e-01 4.006408300274642009e-01 7.208723790838873768e-03 3.834808259587020873e-01 4.143016987081680202e-01 2.680195300579798490e-01 9.221206557644561624e-03 2.467704200996846675e-01 2.816600549282880506e-01
2.404809619238476581e-02 5.870511646831451102e-01 8.136640426024277159e-03 5.780693723934492434e-01 6.034991353880582166e-01 5.729223883633404180e-01 9.200059491999994579e-03 5.597599430373308982e-01 5.908859729427321517e-01 5.540433323161427781e-01 9.575518416822803580e-03 5.430780185128674109e-01 5.753229579900315249e-01 5.016885362628420442e-01 8.889506077893115712e-03 4.874376970806632015e-01 5.179534126741939248e-01 4.174753331298951542e-01 7.520443863159704222e-03 4.035194791984538787e-01 4.313904994405451943e-01 2.857084731970297997e-01 1.060338055259541813e-02 2.627403112602990642e-01 3.033262129996948664e-01
2.605210420841683194e-02 5.990438409114027252e-01 9.704850511210472500e-03 5.849862679279829170e-01 6.188587122368019999e-01 5.860848336893500488e-01 1.100596381991673228e-02 5.664734004679076174e-01 6.067541450513681545e-01 5.669718238226020279e-01 1.165368769618591212e-02 5.517241379310344751e-01 5.927169158783439640e-01 5.154816397111179338e-01 1.089012075389042197e-02 5.004577357339029531e-01 5.349404943545925661e-01 4.318177194588546652e-01 9.633476263661032435e-03 4.156240463838877242e-01 4.508188383684264000e-01 2.997355304648560703e-01 1.265730428110792456e-02 2.770826975892584643e-01 3.190926660563523365e-01
2.805611222444889460e-02 6.109024477599283021e-01 9.332029265915579852e-03 5.981080256332010903e-01 6.286237412267318136e-01 5.987793713762588066e-01 1.064694828217294977e-02 5.823415725765436202e-01 6.183501169769097805e-01 5.799308310446545933e-01 1.169291805348124900e-02 5.654562099481232895e-01 6.047197640117993878e-01 5.287966636150951416e-01 1.056891788394644961e-02 5.112399552436170946e-01 5.481639711117892722e-01 4.464042315125622551e-01 1.031786239800988950e-02 4.276268945173430924e-01 4.662801342691486051e-01 3.135082901027362867e-01 1.233944340213994663e-02 2.887803885667785675e-01 3.336384904892686354e-01
3.006012024048096073e-02 6.217577052181874064e-01 1.045266581718742004e-02 6.083816498830231234e-01 6.399145559963380636e-01 6.101210456718543229e-01 1.123859277011725506e-02 5.950564540738479957e-01 6.289288983826670787e-01 5.913640524870309445e-01 1.181466241381942152e-02 5.774590580815787133e-01 6.136710405859017170e-01 5.408808869901332583e-01 1.140825310177240141e-02 5.242599938968568463e-01 5.610822907130506021e-01 4.595971925541653680e-01 1.143025726902737425e-02 4.444105380937849459e-01 4.791984538704099350e-01 3.274132845081884069e-01 1.193392957151292663e-02 3.045468416234360931e-01 3.461499338826162231e-01
3.206412825651302340e-02 6.306377784559047406e-01 9.968031145559885786e-03 6.185535550808666239e-01 6.476452039466992217e-01 6.195504017902553340e-01 1.084840246465524141e-02 6.068558641033465761e-01 6.400162750483165963e-01 6.015257857796765251e-01 1.193587150263562997e-02 5.884447156952496982e-01 6.221137219001119378e-01 5.509409012308005282e-01 1.035848113493354969e-02 5.354490896144847856e-01 5.695249720272607119e-01 4.704506154002644491e-01 1.103658745214501982e-02 4.547858813955854007e-01 4.879462923405553654e-01 3.385820364154206175e-01 1.142601558037999870e-02 3.169565659648052036e-01 3.564235581324382007e-01
3.406813627254508953e-02 6.395585393144134212e-01 9.847565315456495091e-03 6.249618553555080780e-01 6.579188281965212548e-01 6.282372088292137446e-01 1.043359840516882089e-02 6.126538500661173892e-01 6.479503611026344867e-01 6.104770623537787433e-01 1.134039247187761286e-02 5.962770826975892779e-01 6.316753127860847972e-01 5.613874478689859782e-01 1.059363760485850479e-02 5.461295900722205054e-01 5.823415725765436202e-01 4.815786796867053132e-01 1.068681485992317715e-02 4.646526294374936361e-01 4.999491404740107892e-01 3.498118197538399032e-01 1.082923404176104436e-02 3.297731665140881119e-01 3.682229681619367256e-01
