# mN	mSQ	0sq(mean)	1sq(mean)	2sq(mean)	S-comb(mean)	0sq(std)	1sq(std)	2sq(std)	S-comb(std)	0sq(min)	1sq(min)	2sq(min)	S-comb(min)	0sq(max)	1sq(max)	2sq(max)	S-comb(max)
7.000000000000000000e+02 2.200000000000000000e+03 6.332067839691472855e-02 5.436434551974477225e-01 2.632944030347743603e+00 3.063508728009026516e+00 1.927225541270572232e-02 7.203204521915324010e-02 1.390759229661037710e-01 1.449844213682261462e-01 1.860116873996350839e-02 5.246249363841470892e-01 2.575699575466812608e+00 2.999658555955147410e+00 7.053254859426610901e-02 5.825394996798102243e-01 2.778577733164626640e+00 3.196624729280440835e+00
7.000000000000000000e+02 2.300000000000000000e+03 1.312441158765438251e-02 4.480015236187585015e-01 2.377155323489260397e+00 2.723081217943495780e+00 1.600716201055413235e-02 1.162060258311044952e-01 1.553102518985950697e-01 1.567648691958529183e-01 1.190488596038734997e-02 4.257382325059113626e-01 2.295229247698400865e+00 2.639385253121568464e+00 5.771718928734412279e-02 4.842023625669213405e-01 2.496101270929667049e+00 2.856243716070040239e+00
7.000000000000000000e+02 2.700000000000000000e+03 5.083502204753868187e-02 1.600844000419163471e-01 1.014757679578907723e+00 1.145710522642993556e+00 2.886189828932517187e-02 8.893075974837440223e-02 1.571633688297916498e-01 1.560140440486092184e-01 6.029259317207305915e-03 1.442824509947611966e-01 9.654610403268948371e-01 1.094248173732466745e+00 7.981795920051044935e-02 2.879727517596299968e-01 1.166078568170072494e+00 1.292564426745877126e+00
7.000000000000000000e+02 3.000000000000000000e+03 3.734613908323684839e-03 9.559635812512501385e-02 4.247827632122588293e-01 4.737485896685829090e-01 8.571862675675482116e-03 6.189702581434095019e-02 1.373792468889851459e-01 1.394151244233170772e-01 1.501866817805057970e-03 5.182601668754318464e-02 3.589860051263527585e-01 4.034933052728686964e-01 2.944616070663554075e-02 1.720954346542827307e-01 5.446241057563506738e-01 5.645475997265827495e-01
9.000000000000000000e+02 2.000000000000000000e+03 1.674015048492880769e-02 4.721909036496328982e-01 2.164871308133544225e+00 2.591540690290601301e+00 1.614143714566328158e-03 2.475232441414449563e-02 7.078715131997642684e-02 8.112774404630537783e-02 1.542956925167887801e-02 4.450912089022816542e-01 2.070696393295793136e+00 2.481061329136434956e+00 1.896212394871795229e-02 4.987727352031559591e-01 2.249842275829895044e+00 2.692004474727607288e+00
9.000000000000000000e+02 2.200000000000000000e+03 1.792054771905968180e-02 3.971368950689028732e-01 2.068262475157271574e+00 2.405996449563289730e+00 3.779594447645395414e-03 3.410751957208706803e-02 1.065454730354095381e-01 1.177601244049322204e-01 1.634937065028663900e-02 3.813591071398075849e-01 1.998740843138516077e+00 2.329770541901036829e+00 2.422258715955273936e-02 4.187564376772291985e-01 2.135906859689067794e+00 2.499067799453709604e+00
9.000000000000000000e+02 2.300000000000000000e+03 4.191196857716884827e-02 3.369902649485836399e-01 1.925505752363447343e+00 2.211327134636437819e+00 3.090876588232968972e-02 7.701775557853332566e-02 1.385889320717977324e-01 1.375205907099264491e-01 1.108645498375060434e-02 3.236386429500714423e-01 1.872811128451790541e+00 2.153645965378504279e+00 6.755017969980899040e-02 3.556376921368936683e-01 2.013361532952131050e+00 2.292231336115139406e+00
9.000000000000000000e+02 2.700000000000000000e+03 2.134045252777769588e-02 1.486364163456216914e-01 9.858484710464731071e-01 1.107610626660076036e+00 2.619549835050670114e-02 8.571285822371461915e-02 1.586428429385787486e-01 1.581452490077057682e-01 5.471144800115877033e-03 1.366789198160926755e-01 9.410986596441569541e-01 1.065022398832260464e+00 7.141806923347153446e-02 2.636610027050454441e-01 1.134308548958990581e+00 1.244232746121910260e+00
9.000000000000000000e+02 3.000000000000000000e+03 1.672805580780588634e-03 8.056500015036713314e-02 4.237844759991044041e-01 4.691588933894078051e-01 2.840650724921519417e-04 6.165692199958335007e-02 1.344130761583050004e-01 1.411969871034873814e-01 1.424387274856259763e-03 4.298619871817026955e-02 3.681213127756982062e-01 4.071626181957809232e-01 2.027796881285137860e-03 1.663231931233773164e-01 5.480710894302691649e-01 6.022514831844009153e-01
1.100000000000000000e+03 2.000000000000000000e+03 9.528259604733255519e-03 2.797820194641315039e-01 1.269850531850028164e+00 1.546827093308436707e+00 7.110448559019675501e-04 1.019480928872159783e-02 4.289923190149796256e-02 5.048151268602575625e-02 8.801878919183474953e-03 2.659985839370931915e-01 1.197310045387026900e+00 1.461322287266127340e+00 1.062657689081199230e-02 2.903978702259218947e-01 1.317443337999816277e+00 1.601782084333890133e+00
1.100000000000000000e+03 2.200000000000000000e+03 9.254416535146376549e-03 2.441737973561374786e-01 1.340063041702092450e+00 1.569712671695586703e+00 8.603694886958800298e-04 1.080343185177056950e-02 4.901814428990036721e-02 5.347890790736803401e-02 8.535781596267106100e-03 2.279110090002544331e-01 1.268531051266863274e+00 1.489430391865460557e+00 1.084673046863124726e-02 2.554643872518130854e-01 1.405824480902950757e+00 1.644660529713861896e+00
1.100000000000000000e+03 2.300000000000000000e+03 5.971889223763211275e-03 2.159252922644550599e-01 1.353872999941549748e+00 1.550599819884032282e+00 7.149998509319833127e-04 1.722381830469377206e-02 6.395812017405695660e-02 7.254371781715489298e-02 5.331708526790810733e-03 2.021666589021559046e-01 1.300408403998721152e+00 1.480342772669411389e+00 7.127355865860918703e-03 2.264775924261721862e-01 1.417184404489438609e+00 1.623419554907167939e+00
1.100000000000000000e+03 2.700000000000000000e+03 7.744598131546716335e-03 1.538798639347246922e-01 8.302110953919872305e-01 9.372843653915079454e-01 1.569889050806870523e-02 8.793967860960408278e-02 1.523251977789689959e-01 1.556686079702728209e-01 1.655133599174541618e-03 1.142250125136718836e-01 7.972844066468829372e-01 8.940991760508686381e-01 5.478557879954695786e-02 2.350715875992956116e-01 9.554275149950541834e-01 1.057205754873789871e+00
1.100000000000000000e+03 3.000000000000000000e+03 9.108778181492135223e-03 1.035617580157459361e-01 4.166314917803173867e-01 4.674744475949948463e-01 1.238829268717041125e-02 6.258463441758378709e-02 1.314558615691912846e-01 1.345266214839186680e-01 1.362420858156146225e-03 4.867875158354716819e-02 3.687102665756206710e-01 4.172671065628468789e-01 2.805010780607577331e-02 1.784352112584740579e-01 5.511488243496416306e-01 6.077035033696197575e-01
