# mN	mSQ	0sq(mean)	1sq(mean)	2sq(mean)	S-comb(mean)	0sq(std)	1sq(std)	2sq(std)	S-comb(std)	0sq(min)	1sq(min)	2sq(min)	S-comb(min)	0sq(max)	1sq(max)	2sq(max)	S-comb(max)
2.000000000000000000e+02 2.000000000000000000e+03 1.293158407008369003e-02 3.709477395232846364e-01 1.389024012460235769e+00 1.644118438574069696e+00 1.093117159483883091e-02 4.801057675456875395e-02 4.466862700596806179e-02 4.488808705760336665e-02 1.180496637501935418e-02 3.611157177249686434e-01 1.361955678349559218e+00 1.615542289647716290e+00 4.364532744343215670e-02 3.945468419619021505e-01 1.456820941944411585e+00 1.704749052798363307e+00
2.000000000000000000e+02 2.200000000000000000e+03 8.926531413933716866e-03 2.287782138248529162e-01 1.069723269878996685e+00 1.226301061674880399e+00 9.508526707737086818e-04 4.753855873203560733e-02 4.681039687321625342e-02 4.563060529021039508e-02 8.185924497404272956e-03 2.173099011599151920e-01 1.041074516412729967e+00 1.190720242848651855e+00 1.073949474650524351e-02 2.595638299241109781e-01 1.127541828282059955e+00 1.285360860871181288e+00
2.000000000000000000e+02 2.300000000000000000e+03 3.690891442215672030e-03 1.977142314127934564e-01 9.369598833896743972e-01 1.071302780941035593e+00 6.955050215796852123e-04 4.515364530428622042e-02 4.696058192687205257e-02 4.640493477127418526e-02 3.418100100984821504e-03 1.883051530081145952e-01 9.128293253065820068e-01 1.047180949653148341e+00 4.507656478327108467e-03 2.269954350119366970e-01 9.957168633281027192e-01 1.124747397028258211e+00
2.000000000000000000e+02 2.700000000000000000e+03 1.450107242268613462e-02 6.265656606990827049e-02 3.540054337799744544e-01 4.007004467812477211e-01 1.033282537462436139e-02 3.267496664642397658e-02 4.939545866303391569e-02 5.007924421681955035e-02 1.925671111719852880e-03 4.913626567927413535e-02 3.240107734569988018e-01 3.661919102626505773e-01 2.812143465455251359e-02 1.129187616828778301e-01 3.972021428222684003e-01 4.470283969918985023e-01
2.000000000000000000e+02 3.000000000000000000e+03 4.808332710010620949e-04 3.105451908341388956e-02 1.359983850165041031e-01 1.520254792653042419e-01 6.541846176886167638e-05 2.008454248218181221e-02 4.396739819558317247e-02 4.406014756454091491e-02 4.299875967122074793e-04 1.530188968826976838e-02 1.117684816738451770e-01 1.256509894638897784e-01 6.083984771475598645e-04 5.972306383033072069e-02 1.821641130566021560e-01 1.907533136578247746e-01
3.000000000000000000e+02 2.000000000000000000e+03 1.702381025511673016e-02 3.452314914689927350e-01 1.382319103650039960e+00 1.619845718219827813e+00 1.582247308956806486e-02 3.805019274366679138e-02 4.312945757349063991e-02 4.225306232125158878e-02 1.015406557524550432e-02 3.310237585065302079e-01 1.359426861913651363e+00 1.589258458256006312e+00 4.739489434360114745e-02 3.666518617465486796e-01 1.434305853873732550e+00 1.667015927653132668e+00
3.000000000000000000e+02 2.200000000000000000e+03 1.479137424217798723e-02 2.321709675997949973e-01 1.042503218983180435e+00 1.204023191234961487e+00 1.045513469979750254e-02 4.096395937787333102e-02 4.692205337919407027e-02 4.440572568508106138e-02 6.341425810119918557e-03 2.235124745804746016e-01 1.012180340840273862e+00 1.170249617437415512e+00 3.748023191231619061e-02 2.592499267229367299e-01 1.091434063210309224e+00 1.255216970533340248e+00
3.000000000000000000e+02 2.300000000000000000e+03 1.704491100521256589e-02 1.697801778281478879e-01 8.962235681079724348e-01 1.018182596670210049e+00 1.729055060658131124e-02 4.429453044554425983e-02 4.720528104415395304e-02 4.579053272187515178e-02 5.389648935676485432e-03 1.631103457306534721e-01 8.756901543202874061e-01 9.940671486205158169e-01 4.342806010500423197e-02 2.010749872219981804e-01 9.543296555820631744e-01 1.073285711234660100e+00
3.000000000000000000e+02 2.700000000000000000e+03 2.063639009648609093e-03 6.432075989011828976e-02 3.546827172249951143e-01 4.010639981992241698e-01 3.508778007193674741e-04 3.385353437595923359e-02 5.020000183287817025e-02 5.085772374685142844e-02 1.693145726235113563e-03 5.220789019142924037e-02 3.212202703450714458e-01 3.664199487782810460e-01 2.543457494637462336e-03 1.139066262551466785e-01 3.940301681581050430e-01 4.431633621274140844e-01
3.000000000000000000e+02 3.000000000000000000e+03 1.374640119767158537e-03 2.999393305157608755e-02 1.309444910150035224e-01 1.467957939351086649e-01 2.211007793283880935e-03 2.004259144829560052e-02 4.401731294667476230e-02 4.428759120270183564e-02 7.882881781412992908e-04 1.334245118614778292e-02 1.096158724288970321e-01 1.223295101261589746e-01 7.590632204233413102e-03 5.668824695124285301e-02 1.803407836812660758e-01 1.881243503560196262e-01
5.000000000000000000e+02 2.000000000000000000e+03 1.207370908136825953e-02 2.925640073378197870e-01 1.232846382825762976e+00 1.446639188914677465e+00 2.495717249973544195e-03 3.785852941330820204e-02 4.552470959466357880e-02 4.338651153681807177e-02 1.075747274654831158e-02 2.801498553663211433e-01 1.210742300630932133e+00 1.416669642803946472e+00 1.486947790516053407e-02 3.084018671259319833e-01 1.280807638253794956e+00 1.505766992537186821e+00
5.000000000000000000e+02 2.200000000000000000e+03 3.779310588585178994e-03 2.046384090543905965e-01 9.812376787003641576e-01 1.126447439917313886e+00 4.752259864717598738e-04 4.141328799358798274e-02 4.741345722734182505e-02 4.707709089640865069e-02 3.299941181733519538e-03 1.961954597196559902e-01 9.489287022405463734e-01 1.099026333487531204e+00 4.344683995066415776e-03 2.264918660702610609e-01 1.027916898738373774e+00 1.176801471330720661e+00
5.000000000000000000e+02 2.300000000000000000e+03 2.446583940805718144e-02 1.583743317579613952e-01 8.379326875678051456e-01 9.559473643573410673e-01 1.767696952733278232e-02 4.023912283433715015e-02 4.829225607966085992e-02 4.736686214733733941e-02 6.887717752241617752e-03 1.519707543036940278e-01 8.183182222182511234e-01 9.324313404992042864e-01 4.210429570333036609e-02 1.845887986015185278e-01 8.959658565508843431e-01 1.004100467913466854e+00
5.000000000000000000e+02 2.700000000000000000e+03 2.827668897722973411e-03 5.086411614614372301e-02 3.540141193749860582e-01 3.922710363410423784e-01 4.680386817268857545e-03 3.114710491363026357e-02 5.038783684464992474e-02 4.958320048957955140e-02 9.013012462300503151e-04 4.560242940212655416e-02 3.232150281412126125e-01 3.615048549672663647e-01 1.219537806973716373e-02 8.784375112276079922e-02 3.971012612573195377e-01 4.426397681916454663e-01
5.000000000000000000e+02 3.000000000000000000e+03 2.509417105691210455e-03 2.933292296601488006e-02 1.338504517972483321e-01 1.490776096899851522e-01 3.786498581968797926e-03 1.868226052970551471e-02 4.373773107488707068e-02 4.446136922679159997e-02 3.583070368537783130e-04 1.440577636676205683e-02 1.088498020784908760e-01 1.218766768341687790e-01 1.274261808151415029e-02 5.884734843225181838e-02 1.722106072119194975e-01 1.856487875269985655e-01
7.000000000000000000e+02 2.000000000000000000e+03 9.023492966906465629e-03 2.319945143549843602e-01 9.958070406146453113e-01 1.184353699113107838e+00 6.674219685179717983e-03 1.281539069289327863e-02 3.873309655156385173e-02 4.296525054927941706e-02 8.299327347893899892e-03 2.222818212120610259e-01 9.599645066132567184e-01 1.145105632898144599e+00 2.524798916692381351e-02 2.396805631037955686e-01 1.038714429886231194e+00 1.229210700613765805e+00
7.000000000000000000e+02 2.200000000000000000e+03 2.002375667212699661e-02 1.719151553467638538e-01 8.326100087642365200e-01 9.687665212313794072e-01 6.094422275265843486e-03 2.277853274127668304e-02 4.397966842630084139e-02 4.584809967651804624e-02 5.882206035940901363e-03 1.659009716294845560e-01 8.145077226803880688e-01 9.485753239629902689e-01 2.230435027343883464e-02 1.842151646003128418e-01 8.786634292627794052e-01 1.010861496934533310e+00
7.000000000000000000e+02 2.300000000000000000e+03 4.150303356649447974e-03 1.416705209860996684e-01 7.517225174220424355e-01 8.611138902326818112e-01 5.061909082867130545e-03 3.674757194626512846e-02 4.911341399740505598e-02 4.957340437572638897e-02 3.764655491938509891e-03 1.346302501733014634e-01 7.258152174961728376e-01 8.346469022524198866e-01 1.825177782910780699e-02 1.531182314146125323e-01 7.893365286578785112e-01 9.032235695324604130e-01
7.000000000000000000e+02 2.700000000000000000e+03 1.607544545750985709e-02 5.062313219940101083e-02 3.208945540616683356e-01 3.623054790773777012e-01 9.126933619038490875e-03 2.812237548540856558e-02 4.969942102472536816e-02 4.933597261674425166e-02 1.906619204616672369e-03 4.562611715350722852e-02 3.053055879588663091e-01 3.460316554474227035e-01 2.524065492600053445e-02 9.106497996266924022e-02 3.687464206125351529e-01 4.087447611026835403e-01
7.000000000000000000e+02 3.000000000000000000e+03 1.180988613164611102e-03 3.023022276925387691e-02 1.343281042530720948e-01 1.498124581645235986e-01 2.710660984531972160e-03 1.957355819635558589e-02 4.344313234077941399e-02 4.408693334534505986e-02 4.749319886493108523e-04 1.638882547865314412e-02 1.135213424324156700e-01 1.275957865291892646e-01 9.311693618032150857e-03 5.442135484242053428e-02 1.722252642822488800e-01 1.785256262717053177e-01
9.000000000000000000e+02 2.000000000000000000e+03 5.293700390634724362e-03 1.493198745945953365e-01 6.845924174850201993e-01 8.195171230323309297e-01 5.104370608874303841e-04 7.827372253208949443e-03 2.238486272461200424e-02 2.565484526174897917e-02 4.879258215060505895e-03 1.407501986649022374e-01 6.548116945510520370e-01 7.845804814635816138e-01 5.996350095237460397e-03 1.577257878034018790e-01 7.114625967759261593e-01 8.512865611504424335e-01
