# mN	mSQ	0sq(mean)	1sq(mean)	2sq(mean)	S-comb(mean)	0sq(std)	1sq(std)	2sq(std)	S-comb(std)	0sq(min)	1sq(min)	2sq(min)	S-comb(min)	0sq(max)	1sq(max)	2sq(max)	S-comb(max)
5.000000000000000000e+02 2.000000000000000000e+03 2.764337570465886240e-01 1.025051338554136660e+00 4.120861067028707581e+00 4.981637937777244396e+00 5.390768447422854617e-03 5.843854439985178562e-02 1.067223555592308887e-01 1.037918274671791874e-01 2.732314474267465432e-01 9.893508910781398935e-01 4.044827870034192863e+00 4.897672527316768942e+00 2.808380981588567971e-01 1.088028292088935256e+00 4.233868219737388472e+00 5.123602467369249958e+00
5.000000000000000000e+02 2.200000000000000000e+03 2.784579744454072081e-01 7.375571707283916645e-01 3.269849376900191285e+00 3.854569600628376058e+00 7.782159740922380171e-03 7.591510453421801419e-02 1.016656022955984007e-01 1.020955679256113358e-01 2.770595375309584663e-01 7.189510147995459288e-01 3.193537941508099998e+00 3.755476163714261517e+00 2.802910314060541586e-01 7.737618972872186696e-01 3.422696495939196115e+00 4.029765484069604220e+00
5.000000000000000000e+02 2.300000000000000000e+03 2.729198104589621865e-01 5.457291835402612312e-01 2.808280765193380102e+00 3.236487022678856018e+00 3.829522859385365522e-03 8.954772436805943925e-02 9.518392707460666957e-02 9.596944823077301068e-02 2.711583762436184930e-01 5.232887479654539931e-01 2.756976142616046399e+00 3.197874039889647246e+00 2.766217450547600043e-01 5.734567353414805613e-01 2.904274641822975234e+00 3.372463174070485792e+00
5.000000000000000000e+02 2.700000000000000000e+03 2.572075060651797807e-01 1.775856148957669356e-01 1.145734620012592853e+00 1.322355857635754139e+00 3.692016158822618473e-03 5.318209569534883968e-02 9.531857772911896121e-02 8.101263300730164596e-02 2.562334469871683784e-01 1.614411772712779913e-01 1.005320752394856409e+00 1.155164710389931404e+00 2.588522148874632944e-01 2.299996646259864219e-01 1.238179230881688797e+00 1.408998565402047820e+00
5.000000000000000000e+02 3.000000000000000000e+03 2.617201324047135902e-01 4.742088907491193162e-02 4.153148160059011440e-01 5.071724570642424101e-01 4.048970703026724335e-03 3.301619465836499318e-02 8.475733609760571774e-02 4.084710762576705678e-02 2.602223155898504281e-01 4.075518896658791163e-02 3.646320196114600232e-01 4.363102063998579583e-01 2.632550862791723234e-01 1.270117282474478582e-01 4.773436207537206100e-01 5.563958281557477292e-01
7.000000000000000000e+02 2.000000000000000000e+03 9.817833046671634034e-02 7.718333275363196133e-01 3.288112927569900812e+00 3.969172150149228084e+00 3.737176386054106691e-03 3.025104808313997320e-02 8.231665208019543767e-02 8.764958256214036569e-02 9.657274962139276997e-02 7.453687863539990577e-01 3.184185637882614994e+00 3.835747649586548569e+00 1.006583046497993572e-01 7.998879840874500990e-01 3.389555258046642816e+00 4.080536857586968935e+00
7.000000000000000000e+02 2.200000000000000000e+03 8.615649652817922166e-02 5.466002414701411904e-01 2.804638538469692133e+00 3.254140121672810526e+00 2.867125887229395736e-03 4.731298859893009329e-02 8.989324338333858078e-02 9.526585023127505381e-02 8.530402414914846354e-02 5.205898108625161003e-01 2.717788127765311312e+00 3.138677255592632331e+00 8.803460710758415075e-02 5.827056699479392643e-01 2.934660581636227228e+00 3.403747003717712438e+00
7.000000000000000000e+02 2.300000000000000000e+03 8.664348528103675562e-02 4.532765695915115245e-01 2.456735465789269046e+00 2.818060781773483736e+00 2.077118140677089095e-03 6.558507404640186167e-02 9.313399960757547114e-02 9.638162775947721472e-02 8.579129005479531334e-02 4.364908410387362547e-01 2.413539247893605300e+00 2.771045359962280408e+00 8.759150883588476266e-02 4.768729210659863327e-01 2.561383309560284705e+00 2.935020892039267082e+00
7.000000000000000000e+02 2.700000000000000000e+03 8.381822122435975131e-02 1.481163943497516566e-01 1.112019109849154308e+00 1.249495650104817557e+00 1.468427884066227790e-03 5.162899006600823321e-02 9.568546074528486156e-02 9.487336462120718461e-02 8.320754311963644845e-02 1.335951556347370339e-01 9.944546766521730197e-01 1.123492064649660449e+00 8.504155717504238710e-02 2.020261493930577967e-01 1.173956318714419522e+00 1.313001374517805520e+00
7.000000000000000000e+02 3.000000000000000000e+03 8.135646545944727470e-02 5.060236576369653294e-02 4.135269509841711932e-01 4.747316919270730406e-01 1.408754599306020518e-03 4.368701125673694202e-02 7.564246710526961737e-02 6.299872871650878670e-02 8.076311207293007666e-02 4.325666897857412263e-02 3.583255852745443337e-01 4.083706851833714402e-01 8.213123230097317540e-02 1.255186663886354026e-01 4.705441230357167437e-01 5.343950147261492534e-01
9.000000000000000000e+02 2.000000000000000000e+03 3.831034087077845457e-02 4.897805991289839733e-01 2.227505408932151543e+00 2.698315199796058828e+00 3.090169227255137700e-03 1.636078312000765686e-02 5.473844771540635479e-02 6.595067163153330025e-02 3.742697170324460476e-02 4.599459789205906368e-01 2.152068584543561869e+00 2.589182599280698494e+00 3.999471501117189687e-02 5.158610308609772321e-01 2.305710810506912622e+00 2.788236601704195294e+00
9.000000000000000000e+02 2.200000000000000000e+03 3.434832956935933435e-02 3.984265765809587023e-01 2.117044826393434942e+00 2.472354002532637374e+00 1.431968013755001304e-03 1.813682578116450339e-02 6.536842911549646529e-02 7.117032223078423314e-02 3.385656457669011798e-02 3.802232730860624632e-01 2.045779519292033388e+00 2.392283379779670316e+00 3.550747429529903937e-02 4.198493141652083760e-01 2.203728370457026298e+00 2.572124813910926289e+00
9.000000000000000000e+02 2.300000000000000000e+03 3.039068302622558934e-02 3.389182801081921381e-01 1.972773905206799849e+00 2.268074833101151544e+00 1.760309878383629770e-03 2.344645497526510677e-02 8.003688847162965248e-02 8.357760390166761588e-02 2.961327947141455599e-02 3.242578020834856467e-01 1.878072201713490097e+00 2.158258016914848643e+00 3.152020728383458231e-02 3.595166144793232044e-01 2.065397458580953138e+00 2.372447407103029704e+00
9.000000000000000000e+02 2.700000000000000000e+03 3.054378249013343233e-02 1.477441659303414256e-01 1.060347658479507071e+00 1.185950833423388584e+00 8.421215871699962554e-04 5.294679503932332026e-02 1.000985723240771230e-01 9.123092862782231083e-02 3.010270168965896789e-02 1.396810133872146698e-01 9.921397401359572932e-01 1.114748867142926425e+00 3.107636416606527133e-02 2.232639171571299819e-01 1.101636737122624332e+00 1.234307229686947505e+00
9.000000000000000000e+02 3.000000000000000000e+03 2.976517191540049151e-02 5.339325768520988141e-02 4.289667582952956804e-01 4.839171535413832603e-01 5.760246357598298311e-04 3.196273340312841965e-02 7.759375208121659095e-02 7.628737133047075458e-02 2.944969651517892820e-02 4.694802608773391422e-02 3.766516039303183239e-01 4.208000412748801322e-01 3.030549023123079583e-02 1.221370800667540835e-01 4.698744169395158155e-01 5.276884407258218834e-01
1.100000000000000000e+03 2.000000000000000000e+03 1.881935330186641081e-02 3.009337902244063612e-01 1.372659457499716407e+00 1.683177736539150260e+00 1.068999088452111685e-03 6.926659040632105260e-03 3.163116369927712612e-02 3.576807883480732919e-02 1.835319575775517381e-02 2.957352457510194488e-01 1.353158082750603564e+00 1.656837902780395000e+00 1.967436730970293160e-02 3.099916438648114281e-01 1.415550652673812193e+00 1.731215760332955211e+00
1.100000000000000000e+03 2.200000000000000000e+03 1.705052666917689780e-02 2.401593508144856115e-01 1.329448410157783478e+00 1.567576551677338115e+00 1.410550383446374477e-03 7.255788498148848555e-03 3.559272880084445728e-02 3.972135289936080255e-02 1.653955662175832578e-02 2.331965415581815637e-01 1.279818427872674080e+00 1.513573598263790121e+00 1.823619916355151416e-02 2.471736843880869561e-01 1.378279704540799289e+00 1.619391186937758409e+00
1.100000000000000000e+03 2.300000000000000000e+03 1.530972192806246378e-02 2.311691151823205836e-01 1.332251320890247559e+00 1.553774577670696377e+00 7.123793414808043175e-04 8.856547272738249724e-03 3.957170226596620072e-02 4.508661464477371067e-02 1.486892612099931059e-02 2.214412531670467144e-01 1.287774421240054368e+00 1.500909954083340603e+00 1.637203110875420572e-02 2.419137821952055123e-01 1.382110668545340149e+00 1.609150379724477498e+00
1.100000000000000000e+03 2.700000000000000000e+03 1.082561295741610481e-02 1.151796263549122318e-01 9.214911180871314667e-01 1.022428822093192746e+00 8.180447850764133600e-04 4.208382007263591212e-02 8.567231018085974537e-02 8.987860200101330244e-02 1.057887720757270077e-02 1.114937180201326095e-01 8.838984661762223638e-01 9.868740756310693252e-01 1.129420636075709194e-02 1.694973547653540469e-01 9.654672970380449026e-01 1.071537278782235703e+00
1.100000000000000000e+03 3.000000000000000000e+03 1.077495288716518416e-02 4.455993920372929018e-02 4.240652488696425304e-01 4.683996425184068224e-01 3.527316398730762450e-04 3.386833530467725506e-02 7.229887777952341554e-02 7.715868950813516147e-02 1.065044078981548098e-02 3.901833870167090157e-02 3.764246764361812714e-01 4.152363818742672019e-01 1.098021092227183942e-02 1.297096550160993789e-01 4.568830644330442170e-01 5.037205627037126821e-01
