# mN	mSQ	0sq(mean)	1sq(mean)	2sq(mean)	S-comb(mean)	0sq(std)	1sq(std)	2sq(std)	S-comb(std)	0sq(min)	1sq(min)	2sq(min)	S-comb(min)	0sq(max)	1sq(max)	2sq(max)	S-comb(max)
2.000000000000000000e+02 2.000000000000000000e+03 1.788214238995084582e+00 1.220141629782181214e+00 4.696183559405353591e+00 5.933760297643248194e+00 4.252472528992250200e-02 1.209628189760195011e-01 1.070400441623290122e-01 9.768098412877534997e-02 1.782490012071769492e+00 1.188275539788548274e+00 4.620510839177925710e+00 5.857514784423307752e+00 1.795126593848145546e+00 1.268795642782905242e+00 4.859759539196566891e+00 6.042398278714695259e+00
2.000000000000000000e+02 2.200000000000000000e+03 1.779413110667805054e+00 8.834681921142493177e-01 3.736641968596595031e+00 4.702077167712061190e+00 3.053412556130057770e-02 1.145726978572399191e-01 9.153723112449028976e-02 8.714426177818974939e-02 1.773236919253562416e+00 8.607723153046422659e-01 3.690760348908931121e+00 4.631506260774404637e+00 1.785519138607223111e+00 9.210987242672898923e-01 3.825765166429845987e+00 4.848676876463581920e+00
2.000000000000000000e+02 2.300000000000000000e+03 8.769678238551918970e-01 6.128886109987590203e-01 2.926549460515420087e+00 3.494367732004096005e+00 1.407426489507360157e-02 9.619364453759933486e-02 9.256319539004256858e-02 9.006335241847995832e-02 8.753075702387959067e-01 5.926209069780880023e-01 2.866299204800379030e+00 3.432712139266182128e+00 8.823346111857750529e-01 6.469796453444974782e-01 3.015073909778742234e+00 3.641934343239227712e+00
2.000000000000000000e+02 2.700000000000000000e+03 1.786058043049518762e+00 1.980425271494444528e-01 1.251905617933620984e+00 2.062663611428502186e+00 3.390542758269568524e-02 9.530855041443687947e-02 1.138859379850298004e-01 7.807157989634960771e-02 1.780544508227760669e+00 1.845785206982203663e-01 1.162367652470130963e+00 2.054764056510243631e+00 1.796057556817450163e+00 3.605334620717967620e-01 1.349239626190255947e+00 2.074890024465690708e+00
2.000000000000000000e+02 3.000000000000000000e+03 1.767862060004061764e+00 1.167764147171767714e-01 5.473020147797315049e-01 1.867426439812501782e+00 2.886824769003458122e-02 6.545108854115253005e-02 1.193957955840778684e-01 6.767951298551173889e-02 1.764090506348112930e+00 5.316367862740387085e-02 4.686808792211313857e-01 1.864068374080254165e+00 1.771133568699031047e+00 2.248846669256944208e-01 6.456987843643431368e-01 1.871086195173270239e+00
3.000000000000000000e+02 2.000000000000000000e+03 9.514203971404600058e-01 1.230532740636679723e+00 4.741763220057013228e+00 5.818458455974895749e+00 1.387688443183077332e-02 8.044232208955921781e-02 1.081471804076832161e-01 1.051499789597365869e-01 9.480562373190283276e-01 1.176713672857843340e+00 4.625930874241603874e+00 5.733503279887281145e+00 9.576685051310748209e-01 1.284064546208469659e+00 4.895437715141063961e+00 5.946397258021590027e+00
3.000000000000000000e+02 2.200000000000000000e+03 9.119269042203350661e-01 8.239453116823772794e-01 3.557989764472711869e+00 4.283277271623159521e+00 1.837551478638488334e-02 1.034793232343586555e-01 1.017651548542554130e-01 9.513623778446225754e-02 9.088388551621370270e-01 7.781169710701733022e-01 3.511139829328393080e+00 4.212467765916930951e+00 9.157051550531544182e-01 8.833231318512982932e-01 3.691235521042988577e+00 4.451608701689499625e+00
3.000000000000000000e+02 2.300000000000000000e+03 9.057375839497219250e-01 5.925222941097227913e-01 3.049579704736640196e+00 3.589960598882991238e+00 1.456966056187719745e-02 1.042764114029626904e-01 9.497138434067121937e-02 8.859272456465512591e-02 9.031352850837829349e-01 5.639965754554312483e-01 2.976840775063156475e+00 3.542448081653655656e+00 9.088942973877837117e-01 6.245424581413735465e-01 3.127803879516478869e+00 3.702374969126129400e+00
3.000000000000000000e+02 2.700000000000000000e+03 8.822362292524992267e-01 2.010281813459323386e-01 1.191421206895298068e+00 1.465035953707182426e+00 1.169831361320320014e-02 8.513339641002180824e-02 1.082361135659041518e-01 7.885223120220893889e-02 8.806060185743902480e-01 1.855755158715156061e-01 1.080885287669431483e+00 1.351887038287406861e+00 8.859480196130523622e-01 3.472617635235439870e-01 1.288732643755491791e+00 1.555493190838468820e+00
3.000000000000000000e+02 3.000000000000000000e+03 8.887536822485767596e-01 5.102158800634971902e-02 4.047629715818756857e-01 9.843580362864983169e-01 1.261206042890954983e-02 2.368083034788323604e-02 1.005110035940288971e-01 4.181293731730881952e-02 8.866880285196643285e-01 4.469022926010047386e-02 3.572972234585752305e-01 9.816731293767193556e-01 8.928190663622019851e-01 9.224874168790886397e-02 4.567311803288005012e-01 9.899499647562314264e-01
