# bkg-pred	mh=200GeV-pred	mh=300GeV-pred	mh=500GeV-pred	mh=700GeV-pred	mh=900GeV-pred	mh=1100GeV-pred
2.226043939590454102e-01 4.551936984062194824e-01 5.761138796806335449e-01 9.574963450431823730e-01 9.770947694778442383e-01 5.084795355796813965e-01 9.985902905464172363e-01
2.766186892986297607e-01 5.968036055564880371e-01 2.915995419025421143e-01 9.964833259582519531e-01 9.655206203460693359e-01 8.481789827346801758e-01 5.699576139450073242e-01
7.655072212219238281e-01 8.669864535331726074e-01 4.372678399085998535e-01 1.630144119262695312e-01 7.494530081748962402e-01 9.834004044532775879e-01 8.549490571022033691e-01
8.706510066986083984e-02 9.977592229843139648e-01 1.741226464509963989e-01 7.972185611724853516e-01 9.614507555961608887e-01 4.224897921085357666e-01 9.240162968635559082e-01
7.112573087215423584e-02 1.626460999250411987e-02 5.699550509452819824e-01 2.572953999042510986e-01 9.891082048416137695e-01 7.627273201942443848e-01 8.842869997024536133e-01
3.165877982974052429e-02 8.136792778968811035e-01 2.015011310577392578e-01 9.510517120361328125e-01 7.142369747161865234e-01 1.929186135530471802e-01 4.764141142368316650e-01
3.907397091388702393e-01 9.976422190666198730e-01 4.326166957616806030e-02 9.794520139694213867e-01 4.690687060356140137e-01 9.771782159805297852e-01 7.649120092391967773e-01
5.785601735115051270e-01 3.820846378803253174e-01 8.440203666687011719e-01 6.845614910125732422e-01 6.454003453254699707e-01 9.539929628372192383e-01 2.909103333950042725e-01
5.461471080780029297e-01 6.155235767364501953e-01 9.937757253646850586e-01 9.857696294784545898e-01 5.288217067718505859e-01 8.554323911666870117e-01 7.000776529312133789e-01
4.395508468151092529e-01 1.142064407467842102e-01 4.945181012153625488e-01 5.780395269393920898e-01 6.257122159004211426e-01 7.909723520278930664e-01 9.869258403778076172e-01
2.660100162029266357e-01 7.761315107345581055e-01 8.597053289413452148e-01 8.649607300758361816e-01 9.901150465011596680e-01 9.442067742347717285e-01 9.279128909111022949e-01
1.899642497301101685e-01 9.924085140228271484e-01 3.193647563457489014e-01 9.995881915092468262e-01 3.406928479671478271e-01 8.866957426071166992e-01 7.399414181709289551e-01
4.185602962970733643e-01 7.157698869705200195e-01 9.758670926094055176e-01 9.115356206893920898e-01 9.384447336196899414e-01 5.662797689437866211e-01 9.694144725799560547e-01
1.006487905979156494e-01 3.544598817825317383e-01 3.351855874061584473e-01 9.910764694213867188e-01 9.979119896888732910e-01 5.538938045501708984e-01 4.094062447547912598e-01
4.716534018516540527e-01 9.696167111396789551e-01 4.318213760852813721e-01 8.595765233039855957e-01 9.951146841049194336e-01 6.139587759971618652e-01 5.607137084007263184e-01
1.983370482921600342e-01 5.802609324455261230e-01 9.383282661437988281e-01 9.999507665634155273e-01 8.078027367591857910e-01 4.545920193195343018e-01 6.590394377708435059e-01
2.160658091306686401e-01 6.540470123291015625e-01 6.518437266349792480e-01 2.856157124042510986e-01 8.344543576240539551e-01 9.487493038177490234e-01 3.579785525798797607e-01
9.055296778678894043e-01 2.801205813884735107e-01 5.455946922302246094e-01 2.047560065984725952e-01 7.972571849822998047e-01 7.650706768035888672e-01 8.356608748435974121e-01
1.939205974340438843e-01 7.084173560142517090e-01 8.327554464340209961e-01 9.895362854003906250e-01 7.903766632080078125e-01 5.869615674018859863e-01 9.593102335929870605e-01
7.352993488311767578e-01 3.787647783756256104e-01 7.655848264694213867e-01 9.957638978958129883e-01 9.757692217826843262e-01 9.995521903038024902e-01 4.989144206047058105e-01
9.618268907070159912e-02 8.706316947937011719e-01 3.001416623592376709e-01 7.008711695671081543e-01 9.926466941833496094e-01 9.885954260826110840e-01 5.213085412979125977e-01
2.175197005271911621e-01 9.416294693946838379e-01 9.994509816169738770e-01 1.180767044425010681e-01 5.525282025337219238e-01 9.504334330558776855e-01 5.861580967903137207e-01
1.878931224346160889e-01 5.652989149093627930e-01 7.187044620513916016e-01 9.840886592864990234e-01 8.507184386253356934e-01 9.416024088859558105e-01 3.749376237392425537e-01
5.078365802764892578e-01 2.840201854705810547e-01 9.064058065414428711e-01 5.374236702919006348e-01 6.769550442695617676e-01 7.955263257026672363e-01 8.852685093879699707e-01
1.455413252115249634e-01 9.950129389762878418e-01 9.816727638244628906e-01 9.945013523101806641e-01 9.901030063629150391e-01 9.623297452926635742e-01 5.268383622169494629e-01
6.224632263183593750e-01 5.837210416793823242e-01 2.486223131418228149e-01 8.291032314300537109e-01 7.018842697143554688e-01 9.846546649932861328e-01 9.789052605628967285e-01
3.164639770984649658e-01 8.944619894027709961e-01 9.922243356704711914e-01 8.645029067993164062e-01 9.823450446128845215e-01 8.073220252990722656e-01 8.809237480163574219e-01
1.133765801787376404e-01 6.465650200843811035e-01 3.648457825183868408e-01 1.924561560153961182e-01 9.992181062698364258e-01 5.704116821289062500e-01 1.763451844453811646e-01
8.917434215545654297e-01 9.991272091865539551e-01 9.124019742012023926e-01 2.301006466150283813e-01 7.576408386230468750e-01 9.537962079048156738e-01 8.764032721519470215e-01
2.813817858695983887e-01 9.983465671539306641e-01 7.166105508804321289e-01 4.919290840625762939e-01 9.438953995704650879e-01 8.434070944786071777e-01 9.989262223243713379e-01
3.205325901508331299e-01 5.168131589889526367e-01 4.631313979625701904e-01 9.987183809280395508e-01 6.951199769973754883e-01 5.664172768592834473e-01 1.920926123857498169e-01
3.095334768295288086e-01 6.714397072792053223e-01 3.835640251636505127e-01 9.687428474426269531e-01 9.988226294517517090e-01 8.655192255973815918e-01 6.856195926666259766e-01
1.063840370625257492e-02 3.564656972885131836e-01 9.751690626144409180e-01 8.403490781784057617e-01 9.961718916893005371e-01 2.172483056783676147e-01 8.844122886657714844e-01
5.475561022758483887e-01 3.754874467849731445e-01 8.592255711555480957e-01 4.473131000995635986e-01 9.980046153068542480e-01 9.985992312431335449e-01 5.561507344245910645e-01
2.660190463066101074e-01 4.495798051357269287e-01 9.746481776237487793e-01 7.761382460594177246e-01 4.521329998970031738e-01 9.015221595764160156e-01 2.931458652019500732e-01
3.727083280682563782e-02 8.884445428848266602e-01 9.999170303344726562e-01 9.990490078926086426e-01 9.448224306106567383e-01 8.056907653808593750e-01 9.365098476409912109e-01
2.197230905294418335e-01 3.764134347438812256e-01 5.712023973464965820e-01 3.154560327529907227e-01 7.660531401634216309e-01 4.318782091140747070e-01 4.629384279251098633e-01
5.311268568038940430e-01 9.873210191726684570e-01 4.028488993644714355e-01 5.059765577316284180e-01 7.560403347015380859e-01 9.687454700469970703e-01 7.008613944053649902e-01
7.675317674875259399e-02 9.997858405113220215e-01 9.562330245971679688e-01 5.488933324813842773e-01 9.525195360183715820e-01 8.804916143417358398e-01 8.830593228340148926e-01
2.727733366191387177e-02 8.851540088653564453e-01 9.889771342277526855e-01 9.980592131614685059e-01 6.883705854415893555e-01 7.579777240753173828e-01 6.822713017463684082e-01
3.145442008972167969e-01 6.960050463676452637e-01 8.777107596397399902e-01 9.064928889274597168e-01 9.976177811622619629e-01 6.809352040290832520e-01 7.557102441787719727e-01
8.010250926017761230e-01 3.179385364055633545e-01 8.618054389953613281e-01 3.273797035217285156e-01 3.493286967277526855e-01 5.427730679512023926e-01 9.485686421394348145e-01
6.229424476623535156e-01 7.398374080657958984e-01 9.783546924591064453e-01 9.886705875396728516e-01 9.970382452011108398e-01 9.211440086364746094e-01 5.290889739990234375e-01
3.229626640677452087e-02 4.432586133480072021e-01 4.622687101364135742e-01 9.994839429855346680e-01 9.799416065216064453e-01 6.482552289962768555e-01 3.499259054660797119e-01
3.467690944671630859e-01 5.361680388450622559e-01 9.833110570907592773e-01 9.963326454162597656e-01 9.784704446792602539e-01 6.057681441307067871e-01 7.200803160667419434e-01
1.285337805747985840e-01 9.957820177078247070e-01 9.759907126426696777e-01 1.905271857976913452e-01 9.992074370384216309e-01 8.605840206146240234e-01 6.321846842765808105e-01
2.724692225456237793e-01 9.662389159202575684e-01 2.320814579725265503e-01 5.935122370719909668e-01 9.919982552528381348e-01 6.295555233955383301e-01 8.831969499588012695e-01
4.917977750301361084e-01 8.136982917785644531e-01 9.832752346992492676e-01 4.709795415401458740e-01 9.835047721862792969e-01 9.959911704063415527e-01 4.394862055778503418e-01
4.056332111358642578e-01 2.400564700365066528e-01 9.462495446205139160e-01 3.494797050952911377e-01 8.955805301666259766e-01 4.143285751342773438e-01 9.959309697151184082e-01
3.527288436889648438e-01 3.798775002360343933e-02 4.011882543563842773e-01 7.272360324859619141e-01 2.906175553798675537e-01 9.832166433334350586e-01 2.622936069965362549e-01
1.133816689252853394e-02 1.292192637920379639e-01 9.965583682060241699e-01 8.384308815002441406e-01 9.208391308784484863e-01 9.502828717231750488e-01 5.583525300025939941e-01
1.164734512567520142e-01 3.704144060611724854e-01 8.424989134073257446e-02 9.909631609916687012e-01 9.140054583549499512e-01 9.981427192687988281e-01 8.701096773147583008e-01
9.287552237510681152e-01 2.563292682170867920e-01 9.999605417251586914e-01 9.943395256996154785e-01 9.154561161994934082e-01 9.858736991882324219e-01 5.371961593627929688e-01
4.206032156944274902e-01 9.656987786293029785e-01 9.842318296432495117e-01 9.956645369529724121e-01 7.321059703826904297e-01 6.961836218833923340e-01 6.838506460189819336e-01
2.236749082803726196e-01 4.747968316078186035e-01 9.246899485588073730e-01 9.979634284973144531e-01 4.624632596969604492e-01 7.102071642875671387e-01 3.869123160839080811e-01
5.076583623886108398e-01 9.993022680282592773e-01 2.946150302886962891e-01 9.980093836784362793e-01 9.965448975563049316e-01 1.654641479253768921e-01 9.905101656913757324e-01
9.372786432504653931e-02 9.988156557083129883e-01 9.760149121284484863e-01 9.996185302734375000e-01 5.962800383567810059e-01 9.029334783554077148e-01 7.993249297142028809e-01
6.764942407608032227e-01 6.235089898109436035e-01 9.966083765029907227e-01 1.996600180864334106e-01 8.206873536109924316e-01 9.661700129508972168e-01 9.309355616569519043e-01
2.258642315864562988e-01 6.435431838035583496e-01 9.992855191230773926e-01 9.771772027015686035e-01 9.979004859924316406e-01 6.414200663566589355e-01 4.719754159450531006e-01
4.555516541004180908e-01 4.134016335010528564e-01 4.096436798572540283e-01 5.231349468231201172e-01 3.034704625606536865e-01 9.993023872375488281e-01 3.631570637226104736e-01
4.262067377567291260e-01 7.248184680938720703e-01 6.557151675224304199e-01 5.190945267677307129e-01 4.671918451786041260e-01 2.244975566864013672e-01 8.286219239234924316e-01
1.742770075798034668e-01 9.135094881057739258e-01 9.993226528167724609e-01 9.872609376907348633e-01 9.977426528930664062e-01 7.754107713699340820e-01 7.752277851104736328e-01
2.993988394737243652e-01 6.607537865638732910e-01 3.761492669582366943e-01 9.567121267318725586e-01 9.954656958580017090e-01 9.061762690544128418e-01 9.992101192474365234e-01
4.287521839141845703e-01 4.403990209102630615e-01 2.227963656187057495e-01 9.732970595359802246e-01 7.690492272377014160e-01 3.565913736820220947e-01 5.242338180541992188e-01
1.159935221076011658e-01 3.535600006580352783e-01 7.025726437568664551e-01 9.714797139167785645e-01 8.832615613937377930e-01 9.969176054000854492e-01 5.119509100914001465e-01
6.035747751593589783e-02 9.007853865623474121e-01 4.932101070880889893e-01 9.965468049049377441e-01 8.213385343551635742e-01 5.289876461029052734e-01 6.759765744209289551e-01
6.062542796134948730e-01 1.105308458209037781e-01 9.899137020111083984e-01 8.952475190162658691e-01 9.405450224876403809e-01 4.237069487571716309e-01 8.324717283248901367e-01
9.949142932891845703e-01 4.849476218223571777e-01 5.054787993431091309e-01 9.983496665954589844e-01 7.330977320671081543e-01 9.594493359327316284e-02 8.702934384346008301e-01
1.756500303745269775e-01 2.895217239856719971e-01 8.781794309616088867e-01 9.965103268623352051e-01 7.358064055442810059e-01 3.368461132049560547e-01 9.545232653617858887e-01
4.376453533768653870e-02 9.849030971527099609e-01 3.077966570854187012e-01 8.529926538467407227e-01 8.591276407241821289e-01 4.843453168869018555e-01 2.382067590951919556e-01
6.854145228862762451e-02 8.233723640441894531e-01 5.875619649887084961e-01 9.936645030975341797e-01 9.987701773643493652e-01 4.941319823265075684e-01 6.152370572090148926e-01
7.641723006963729858e-02 7.343771457672119141e-01 3.061471283435821533e-01 9.989383816719055176e-01 3.787005841732025146e-01 9.240901470184326172e-02 6.605577468872070312e-01
6.070346236228942871e-01 3.475275933742523193e-01 9.767358303070068359e-01 9.982019662857055664e-01 9.981782436370849609e-01 9.066288471221923828e-01 9.526053071022033691e-01
2.659278810024261475e-01 7.982407808303833008e-01 8.713613748550415039e-01 9.568119645118713379e-01 6.091526150703430176e-01 9.537574052810668945e-01 6.879991292953491211e-01
8.011244535446166992e-01 9.714252948760986328e-01 3.403838276863098145e-01 7.681457400321960449e-01 4.732370972633361816e-01 6.445825695991516113e-01 1.422431021928787231e-01
6.397894024848937988e-01 5.421759486198425293e-01 3.845722973346710205e-01 3.213573694229125977e-01 8.946760892868041992e-01 6.545404791831970215e-01 9.738464355468750000e-01
8.591999113559722900e-02 5.289065241813659668e-01 9.807635545730590820e-01 9.839338660240173340e-01 9.269313216209411621e-01 5.631201863288879395e-01 6.005360484123229980e-01
8.459948748350143433e-02 8.973159790039062500e-01 3.680469393730163574e-01 7.585267424583435059e-01 9.075036644935607910e-01 9.241185188293457031e-01 9.977926015853881836e-01
3.184171617031097412e-01 1.415436267852783203e-01 9.720914959907531738e-01 9.662644863128662109e-01 7.271081805229187012e-01 9.982806444168090820e-01 5.784208178520202637e-01
4.120010137557983398e-02 3.318949341773986816e-01 2.583143115043640137e-01 4.702286124229431152e-01 5.232385396957397461e-01 8.470717072486877441e-01 8.110371828079223633e-01
2.092315852642059326e-01 9.966027736663818359e-01 9.734426736831665039e-01 6.214364767074584961e-01 9.977844357490539551e-01 2.722848951816558838e-01 1.800647228956222534e-01
3.854258954524993896e-01 1.759819090366363525e-01 6.990325450897216797e-01 3.675488531589508057e-01 9.965762495994567871e-01 6.349579095840454102e-01 2.116970419883728027e-01
4.034239053726196289e-01 2.509686946868896484e-01 4.640907645225524902e-01 9.799957871437072754e-01 2.784557044506072998e-01 2.393261045217514038e-01 5.881129503250122070e-01
4.425617158412933350e-01 9.936031699180603027e-01 2.368005365133285522e-01 3.270476758480072021e-01 9.997063279151916504e-01 9.992081522941589355e-01 4.022108912467956543e-01
2.428464740514755249e-01 9.972299933433532715e-01 4.940643906593322754e-01 9.863175153732299805e-01 4.183910489082336426e-01 7.918037176132202148e-01 1.247400268912315369e-01
4.009496569633483887e-01 1.761352121829986572e-01 9.769753217697143555e-01 7.414383292198181152e-01 9.193542003631591797e-01 5.524383783340454102e-01 5.983203649520874023e-01
1.089092046022415161e-01 8.596178293228149414e-01 9.999200105667114258e-01 9.836596250534057617e-01 9.980728626251220703e-01 8.840274214744567871e-01 8.577373623847961426e-01
1.653320193290710449e-01 9.217590093612670898e-01 7.619981169700622559e-01 9.998507499694824219e-01 8.521136641502380371e-01 7.649893164634704590e-01 1.578899621963500977e-01
6.321936845779418945e-01 8.147904872894287109e-01 7.393375635147094727e-01 9.781100153923034668e-01 8.678413033485412598e-01 5.516309738159179688e-01 5.016532540321350098e-01
9.281280636787414551e-01 1.082868054509162903e-01 5.634282827377319336e-01 3.062154352664947510e-01 6.351836919784545898e-01 9.847669005393981934e-01 6.872871518135070801e-01
4.859975278377532959e-01 8.559458255767822266e-01 8.879395127296447754e-01 9.935053586959838867e-01 9.778935909271240234e-01 3.376697599887847900e-01 9.886660575866699219e-01
3.056582808494567871e-01 8.591352105140686035e-01 5.728008747100830078e-01 9.807206988334655762e-01 6.839185953140258789e-01 9.861256480216979980e-01 6.820844411849975586e-01
4.223418980836868286e-02 2.885918691754341125e-02 7.998309731483459473e-01 2.258805781602859497e-01 9.998465776443481445e-01 8.777740001678466797e-01 8.754140138626098633e-02
2.402535453438758850e-02 7.568027973175048828e-01 8.282620310783386230e-01 9.981044530868530273e-01 9.434347152709960938e-01 9.773120880126953125e-01 8.097379207611083984e-01
3.193584680557250977e-01 9.881076216697692871e-01 3.101109266281127930e-01 3.611050546169281006e-01 9.948725104331970215e-01 9.841125607490539551e-01 5.252665877342224121e-01
3.680249154567718506e-01 4.108583629131317139e-01 2.897827029228210449e-01 9.809013009071350098e-01 9.372055530548095703e-01 8.332293629646301270e-01 9.973698854446411133e-01
4.253671765327453613e-01 1.595015376806259155e-01 7.023327946662902832e-01 9.905548691749572754e-01 4.231190085411071777e-01 5.570790171623229980e-01 8.242160677909851074e-01
7.512003928422927856e-02 1.546931862831115723e-01 7.944192886352539062e-01 7.590676546096801758e-01 9.825776219367980957e-01 2.635986804962158203e-01 6.699398756027221680e-01
3.038690388202667236e-01 6.403040289878845215e-01 7.423119544982910156e-01 9.966171383857727051e-01 9.541974067687988281e-01 9.679296612739562988e-01 7.455929517745971680e-01
1.195144727826118469e-01 9.969039559364318848e-01 7.411877512931823730e-01 7.577389478683471680e-01 2.158986181020736694e-01 7.044827342033386230e-01 2.725392878055572510e-01
1.045628115534782410e-01 6.875473856925964355e-01 9.635750651359558105e-01 9.911324381828308105e-01 3.794326186180114746e-01 7.684071660041809082e-01 9.873656034469604492e-01
2.792207598686218262e-01 9.999911785125732422e-01 7.179327607154846191e-01 9.988947510719299316e-01 9.443063735961914062e-01 9.446359276771545410e-01 3.282901942729949951e-01
3.250347077846527100e-01 5.254810452461242676e-01 4.920913279056549072e-01 7.223601341247558594e-01 9.865595102310180664e-01 4.013189971446990967e-01 6.937292814254760742e-01
6.150397658348083496e-01 8.453120589256286621e-01 6.890362501144409180e-02 9.990471005439758301e-01 1.984399110078811646e-01 5.690574049949645996e-01 2.860826253890991211e-01
3.226642310619354248e-02 5.314214229583740234e-01 2.513289153575897217e-01 9.546723961830139160e-01 7.806448936462402344e-01 9.981631636619567871e-01 2.327031344175338745e-01
7.590670585632324219e-01 6.129423975944519043e-01 7.736565470695495605e-01 9.627196788787841797e-01 9.540103077888488770e-01 9.335619807243347168e-01 7.460584044456481934e-01
2.418215870857238770e-01 6.720619201660156250e-01 9.975492358207702637e-01 9.417085647583007812e-01 9.992442131042480469e-01 6.736822724342346191e-01 9.341511130332946777e-01
4.599196314811706543e-01 5.815067887306213379e-01 6.462227106094360352e-01 9.975790381431579590e-01 8.822457790374755859e-01 8.122420907020568848e-01 4.781188964843750000e-01
3.250940442085266113e-01 9.988963603973388672e-01 9.962391853332519531e-01 9.958129525184631348e-01 5.694851279258728027e-01 1.898826807737350464e-01 8.921543359756469727e-01
4.367256462574005127e-01 6.102223396301269531e-01 8.110579252243041992e-01 8.057630062103271484e-01 9.017158746719360352e-01 4.015544354915618896e-01 3.507373332977294922e-01
4.381833076477050781e-01 5.276429653167724609e-01 8.069528937339782715e-01 5.444073081016540527e-01 7.902880311012268066e-01 9.818778038024902344e-01 1.203021705150604248e-01
1.851047873497009277e-01 7.592117190361022949e-01 9.810665845870971680e-01 7.660000920295715332e-01 9.954599738121032715e-01 8.428651094436645508e-01 8.748686313629150391e-01
3.403741419315338135e-01 7.354148626327514648e-01 9.964912533760070801e-01 4.653469324111938477e-01 3.555740714073181152e-01 5.573339462280273438e-01 4.254439771175384521e-01
3.571398854255676270e-01 9.969333410263061523e-01 1.712812334299087524e-01 3.642193675041198730e-01 9.823070168495178223e-01 8.602221012115478516e-01 2.962671220302581787e-01
7.585372030735015869e-02 5.830380320549011230e-01 4.033221006393432617e-01 9.626798033714294434e-01 5.600374937057495117e-01 2.154583334922790527e-01 1.660903245210647583e-01
1.294534802436828613e-01 9.987829327583312988e-01 9.988393187522888184e-01 9.991495609283447266e-01 9.219405651092529297e-01 8.689520955085754395e-01 4.675624966621398926e-01
3.059547543525695801e-01 1.199492737650871277e-01 7.367821335792541504e-01 6.480595469474792480e-01 1.446731835603713989e-01 9.988528490066528320e-01 1.609325706958770752e-01
8.529792726039886475e-02 5.802748799324035645e-01 9.611207246780395508e-01 9.439831376075744629e-01 5.447425842285156250e-01 9.786905050277709961e-01 5.665543675422668457e-01
5.103650689125061035e-02 3.373003304004669189e-01 1.410471647977828979e-01 8.867110013961791992e-01 9.934945702552795410e-01 9.921138286590576172e-01 9.364258050918579102e-01
2.901423536241054535e-02 9.989773035049438477e-01 2.983163297176361084e-01 5.957395434379577637e-01 9.995881915092468262e-01 9.224257469177246094e-01 7.678950428962707520e-01
5.578724145889282227e-01 4.569843411445617676e-01 9.984644651412963867e-01 9.986824393272399902e-01 4.454721808433532715e-01 2.635556757450103760e-01 8.118219375610351562e-01
7.193626761436462402e-01 8.927574753761291504e-01 6.173216104507446289e-01 2.288139015436172485e-01 2.736059576272964478e-02 9.651607871055603027e-01 1.874715387821197510e-01
7.053044438362121582e-01 9.994706511497497559e-01 4.859007596969604492e-01 9.570826292037963867e-01 9.979257583618164062e-01 4.278020858764648438e-01 3.499996066093444824e-01
1.762854158878326416e-01 8.443533182144165039e-01 3.357566297054290771e-01 9.899380207061767578e-01 5.686770081520080566e-01 8.986741900444030762e-01 3.625359535217285156e-01
