# FPR	msq=2.0TeV-mean	msq=2.0TeV-std	msq=2.0TeV-min	msq=2.0TeV-max	msq=2.2TeV-mean	msq=2.2TeV-std	msq=2.2TeV-min	msq=2.2TeV-max	msq=2.3TeV-mean	msq=2.3TeV-std	msq=2.3TeV-min	msq=2.3TeV-max	msq=2.7TeV-mean	msq=2.7TeV-std	msq=2.7TeV-min	msq=2.7TeV-max	msq=3.0TeV-mean	msq=3.0TeV-std	msq=3.0TeV-min	msq=3.0TeV-max
6.813627254509017905e-02 5.062755062755062152e-01 5.249237059702262578e-03 4.977284977284977541e-01 5.135905135905135532e-01 4.877723877723877943e-01 4.139289523265845573e-03 4.820974820974820996e-01 4.948024948024948300e-01 4.563024563024563607e-01 3.774574876037922484e-03 4.505274505274505237e-01 4.610764610764610527e-01 3.002926002926002425e-01 2.588267993901665828e-03 2.962192962192962131e-01 3.043813043813043961e-01 2.016401016401016544e-01 4.517490244086399404e-03 1.951181951181951146e-01 2.102872102872102855e-01
7.014028056112224518e-02 5.106876106876107047e-01 5.149808669361624798e-03 5.019635019635019235e-01 5.179795179795180227e-01 4.915992915992916101e-01 4.166437096414487770e-03 4.859474859474859354e-01 4.984984984984984768e-01 4.600600600600600609e-01 3.845504416301404396e-03 4.532994532994533143e-01 4.648494648494648218e-01 3.041657041657040983e-01 2.706593780250825081e-03 2.999922999922999822e-01 3.084623084623084877e-01 2.053900053900053757e-01 4.213980027864110307e-03 1.992761992761992729e-01 2.129822129822129817e-01
7.214428857715429744e-02 5.149149149149148119e-01 4.626903808861420470e-03 5.070455070455069935e-01 5.215985215985216028e-01 4.956417956417956683e-01 3.956253166047711024e-03 4.891044891044891152e-01 5.017325017325017233e-01 4.636020636020636299e-01 3.531408554908413693e-03 4.571494571494571502e-01 4.682374682374682573e-01 3.079541079541079363e-01 2.487042888805599938e-03 3.033803033803033622e-01 3.126973126973127126e-01 2.090090090090090114e-01 4.210179451187838484e-03 2.021252021252021303e-01 2.159082159082159058e-01
7.414829659318636357e-02 5.189574189574189811e-01 4.837792957378171145e-03 5.104335104335104845e-01 5.258335258335258278e-01 4.992068992068990907e-01 4.043317961380719222e-03 4.933394933394933402e-01 5.066605066605066598e-01 4.673442673442673723e-01 3.613954133814641610e-03 4.618464618464618310e-01 4.724724724724724823e-01 3.113267113267113584e-01 2.198429736466865365e-03 3.077693077693077761e-01 3.161623161623161593e-01 2.125741125741125725e-01 3.555544736574705201e-03 2.073612073612073614e-01 2.186032186032186020e-01
7.615230460921842970e-02 5.227150227150227924e-01 4.635411030755453611e-03 5.157465157465157546e-01 5.297605297605297858e-01 5.027104027104026818e-01 3.953944581976324806e-03 4.971124971124971093e-01 5.100485100485100398e-01 4.707245707245707456e-01 3.441662269901939620e-03 4.660814660814660559e-01 4.761684761684761846e-01 3.145761145761146182e-01 2.486089121747666122e-03 3.111573111573111561e-01 3.202433202433202508e-01 2.162470162470162549e-01 3.424071437414628275e-03 2.108262108262108359e-01 2.215292215292215261e-01
7.815631262525049583e-02 5.263263263263262548e-01 4.878816266849197482e-03 5.183645183645183563e-01 5.336875336875336329e-01 5.062139062139061618e-01 3.996415266542484822e-03 4.998074998074998332e-01 5.144375144375143982e-01 4.738969738969739387e-01 3.499947849505417614e-03 4.686994686994687132e-01 4.785554785554785306e-01 3.179410179410179227e-01 2.077133274241445195e-03 3.147763147763147917e-01 3.217833217833218074e-01 2.194964194964194593e-01 3.602945423180660845e-03 2.132902132902132764e-01 2.247632247632247726e-01
8.016032064128256196e-02 5.300454300454300327e-01 4.933061479463520839e-03 5.221375221375221809e-01 5.373835373835373908e-01 5.096327096327095685e-01 4.176386505627928229e-03 5.039655039655039914e-01 5.188265188265188677e-01 4.771925771925771831e-01 3.472361992158009593e-03 4.717794717794717707e-01 4.817894817894817772e-01 3.209671209671209335e-01 2.000283570463129261e-03 3.173173173173173267e-01 3.243243243243243423e-01 2.227304227304227058e-01 3.606070710271627386e-03 2.168322168322168453e-01 2.289982289982289976e-01
8.216432865731462809e-02 5.338492338492338840e-01 5.344543117821555674e-03 5.251405251405251162e-01 5.413875413875414155e-01 5.127512127512127149e-01 4.419220844108870221e-03 5.060445060445060150e-01 5.214445214445214694e-01 4.803726803726804384e-01 3.840474848046700543e-03 4.743204743204743057e-01 4.846384846384846345e-01 3.239855239855239932e-01 2.362334252649415933e-03 3.192423192423192169e-01 3.275583275583275333e-01 2.261492261492261679e-01 3.615069561909260709e-03 2.211442211442211370e-01 2.320782320782320829e-01
8.416833667334668034e-02 5.375991375991375776e-01 5.263426986982897189e-03 5.285285285285284962e-01 5.446985446985447288e-01 5.165011165011165195e-01 4.309225914110043597e-03 5.099715099715099731e-01 5.254485254485254941e-01 4.834372834372834826e-01 3.720817094261126643e-03 4.774004774004774188e-01 4.878724878724878811e-01 3.274967274967274800e-01 2.242487613677366341e-03 3.225533225533225301e-01 3.305613305613305797e-01 2.291522291522291588e-01 3.487687016908097050e-03 2.238392238392238331e-01 2.350812350812350737e-01
8.617234468937874647e-02 5.410718410718410309e-01 5.401482681819975463e-03 5.317625317625317427e-01 5.483175483175483089e-01 5.198583198583198728e-01 3.991724392754515856e-03 5.142065142065141981e-01 5.279125279125279624e-01 4.865480865480866224e-01 3.387968387787600091e-03 4.800954800954800872e-01 4.901054901054900936e-01 3.310772310772310822e-01 1.994301994301994879e-03 3.267883267883268106e-01 3.338723338723338929e-01 2.323785323785323986e-01 3.260014488522759019e-03 2.273042273042273076e-01 2.381612381612381590e-01
8.817635270541081260e-02 5.443443443443443108e-01 5.464966211394324709e-03 5.343805343805343444e-01 5.518595518595518223e-01 5.230923230923232303e-01 3.890477943854991384e-03 5.179025179025179559e-01 5.314545314545314758e-01 4.893739893739894598e-01 3.399402971386242863e-03 4.830984830984830780e-01 4.933394933394933402e-01 3.341803341803341598e-01 1.661846480113212451e-03 3.307153307153307131e-01 3.370293370293370172e-01 2.354662354662354906e-01 2.968849782008048561e-03 2.304612304612304596e-01 2.413182413182413111e-01
9.018036072144287874e-02 5.479248479248479686e-01 5.473124091425715307e-03 5.384615384615384359e-01 5.551705551705551356e-01 5.263571263571262815e-01 3.951507113596199224e-03 5.209825209825209580e-01 5.342265342265342110e-01 4.921767921767922216e-01 3.171328353330349521e-03 4.864864864864865135e-01 4.958804958804958751e-01 3.373912373912373308e-01 2.000831851168945446e-03 3.334103334103334371e-01 3.403403403403403304e-01 2.388388388388388572e-01 2.957805392046055758e-03 2.330792330792330891e-01 2.437052437052437126e-01
9.218436873747494487e-02 5.518056518056517756e-01 4.892026446557875587e-03 5.441595441595441507e-01 5.587895587895588267e-01 5.297143297143296348e-01 4.154180914984425405e-03 5.238315238315238709e-01 5.373835373835373908e-01 4.954877954877954238e-01 3.176932104371307103e-03 4.899514899514899602e-01 4.988834988834988660e-01 3.409717409717409331e-01 2.248033039637106507e-03 3.369523369523369505e-01 3.441903441903441663e-01 2.422191422191422028e-01 3.015425654128228109e-03 2.363902363902364023e-01 2.467082467082467034e-01
9.418837675350701100e-02 5.548471548471548553e-01 4.788240981245663747e-03 5.487025487025487536e-01 5.623315623315623402e-01 5.324170324170324209e-01 3.846036301697582441e-03 5.266805266805266728e-01 5.392315392315392142e-01 4.983059983059983655e-01 2.826070668497678625e-03 4.931854931854932067e-01 5.014245014245014564e-01 3.437976437976438260e-01 2.436282923008536473e-03 3.396473396473396744e-01 3.485023485023485135e-01 2.452683452683452336e-01 2.860643538883289941e-03 2.397782397782397823e-01 2.492492492492492384e-01
9.619238476953906325e-02 5.579887579887579108e-01 4.656588808088693750e-03 5.514745514745514887e-01 5.654885654885655200e-01 5.354893354893355273e-01 3.821904077012793378e-03 5.299915299915299860e-01 5.422345422345422605e-01 5.010010010010009784e-01 2.884010104874839935e-03 4.952644952644952858e-01 5.048125048125048364e-01 3.468930468930468969e-01 2.257415868166003960e-03 3.434203434203434435e-01 3.515823515823515710e-01 2.485254485254485279e-01 2.981046818362869007e-03 2.431662431662431623e-01 2.520212520212520291e-01
9.819639278557112938e-02 5.613459613459612640e-01 4.930146027518394515e-03 5.529375529375529785e-01 5.687995687995688332e-01 5.383306383306383225e-01 4.191528030181463152e-03 5.323785323785323875e-01 5.456995456995457072e-01 5.037961037961038446e-01 3.127909558735127941e-03 4.974204974204974317e-01 5.078155078155077717e-01 3.498883498883498810e-01 2.396175094458755442e-03 3.461153461153461119e-01 3.542773542773542950e-01 2.518749518749518468e-01 2.715702222275059429e-03 2.472472472472472538e-01 2.551012551012550866e-01
1.002004008016031955e-01 5.644567644567646258e-01 5.187794115651532534e-03 5.565565565565565587e-01 5.726495726495726135e-01 5.411180411180411820e-01 4.780241432333059287e-03 5.342265342265342110e-01 5.503965503965504436e-01 5.065912065912067108e-01 3.262196207133700142e-03 4.995764995764995775e-01 5.110495110495110183e-01 3.526757526757526295e-01 2.429056491855433302e-03 3.485793485793485802e-01 3.571263571263571523e-01 2.548009548009547709e-01 2.897996895575221526e-03 2.496342496342496275e-01 2.584892584892584666e-01
