# signal_efficiencies		0sq-mean	0sq-std	0sq-min	0sq-max	1sq-mean	1sq-std	1sq-min	1sq-max	2sq-mean	2sq-std	2sq-min	2sq-max	all-mean	all-std	all-min	all-max
1.000000000000000021e-02 5.338417421731763562e-02 2.275836904508587218e-03 4.966371224858302097e-02 5.787985139028137965e-02 3.601878424451292193e-02 4.429966379118237957e-02 0.000000000000000000e+00 9.608727229197164266e-02 2.160371058630517760e-01 2.221512603546928755e-01 0.000000000000000000e+00 5.045699089192370312e-01 4.756346742865228405e-01 2.902765649227683764e-01 0.000000000000000000e+00 8.133724080674309409e-01
1.497487437185929596e-02 6.479243412358826060e-02 2.202955755112612993e-03 6.025653884177052666e-02 6.824731303897554890e-02 6.555288944007450769e-02 5.642266096200578007e-02 0.000000000000000000e+00 1.438894831306911648e-01 3.309005443496183529e-01 2.631961652383335015e-01 0.000000000000000000e+00 6.677621122769946682e-01 9.564940989086435641e-01 1.791303092746983905e-01 5.767091114747782132e-01 1.232841656298921507e+00
1.994974874371859344e-02 7.275045465126714350e-02 3.587538081964324575e-03 6.824775377243243180e-02 7.891481133829519878e-02 8.830089884091842090e-02 5.810728389256100690e-02 0.000000000000000000e+00 1.495030396471050960e-01 5.894324759556195392e-01 2.126412567109012275e-01 0.000000000000000000e+00 7.117767198957289931e-01 1.059385541709327638e+00 1.729180221929336181e-01 6.993362665565540093e-01 1.407792219244608400e+00
2.492462311557788746e-02 8.028389451320297465e-02 4.338595663612599546e-03 7.261081207563117867e-02 8.822110506016266063e-02 1.435869167982852523e-01 4.937966592353639633e-02 3.038870873438674625e-02 2.290527364308135860e-01 8.069481876934148090e-01 1.743420660288125534e-01 4.674840192507507819e-01 1.161093895460691749e+00 1.198348513540268723e+00 2.645200262110644629e-01 7.941274573480827659e-01 1.758853755026009269e+00
2.989949748743718494e-02 8.586272228294092312e-02 3.455359932799735752e-03 8.139603569007905493e-02 9.343543128016036647e-02 1.726846293539272548e-01 3.448221202463432056e-02 1.070492730354426492e-01 2.290870227319326269e-01 8.646855146867187258e-01 1.541212663392506899e-01 5.333843178059933798e-01 1.091871225038252069e+00 1.264970387639291927e+00 2.270862164239750014e-01 8.996709028995920621e-01 1.667555274936143750e+00
3.487437185929648242e-02 9.110206144478705248e-02 4.069941085697390687e-03 8.659058021707390085e-02 9.947975225287646051e-02 1.788087091735572065e-01 3.248577115746541233e-02 1.184751495111048963e-01 2.369502990222097927e-01 8.834897860627112243e-01 1.690877374378154940e-01 5.962957794464589512e-01 1.244264593470115532e+00 1.288544302623781501e+00 1.535188286595230156e-01 9.884692817428535339e-01 1.565338922924921050e+00
3.984924623115577991e-02 9.603174931530722436e-02 5.077825354779274755e-03 9.083321197270070868e-02 1.073243827872578521e-01 1.876520839661667550e-01 3.853895779360272389e-02 1.298004417029081092e-01 2.707515664619775109e-01 9.711701867147721767e-01 2.123852981055298350e-01 6.421633134156439215e-01 1.421760551328244526e+00 1.315127967608152870e+00 1.460238179979748696e-01 1.062850597714987577e+00 1.623531105485996662e+00
4.482412060301507739e-02 1.007955305256527934e-01 5.262751448859643438e-03 9.487331241959746919e-02 1.107051646297464026e-01 2.037920810101477576e-01 4.655227547923537768e-02 1.391835521499220629e-01 3.045528339017452013e-01 1.040308274929313548e+00 2.447845529873294845e-01 6.903184941403615049e-01 1.599256509186373298e+00 1.354804918550565507e+00 1.280220588002282389e-01 1.195539386080414879e+00 1.581549949075807149e+00
4.979899497487437487e-02 1.060334929547643579e-01 6.001022082627567936e-03 9.886543444632796274e-02 1.171300284199208314e-01 2.165595940258310814e-01 5.550091583923174449e-02 1.465062120767574583e-01 3.383541013415128362e-01 1.027415072839384269e+00 1.511433997181651501e-01 7.576097975209720170e-01 1.256353717937095160e+00 1.416209296962659181e+00 1.586873619013501324e-01 1.271160183679682198e+00 1.757080716966507250e+00
5.477386934673367236e-02 1.096044525859037194e-01 6.048322600542463054e-03 1.015772017487996115e-01 1.189442702572699462e-01 2.176384374254302367e-01 4.009790273399754107e-02 1.586875824395107826e-01 2.942006046459567647e-01 1.047457004390037527e+00 1.253242380054211957e-01 8.062148959112439561e-01 1.300917466783412912e+00 1.431958076437078953e+00 1.364622965392132681e-01 1.316424322708707795e+00 1.777565548284602004e+00
