# bkg-pred	mN=200GeV-pred	mN=300GeV-pred	mN=500GeV-pred	mN=700GeV-pred	mN=900GeV-pred	mN=1100GeV-pred
5.543917417526245117e-01 4.184778034687042236e-01 3.509166836738586426e-01 9.791182279586791992e-01 9.999620914459228516e-01 7.460128664970397949e-01 6.515691876411437988e-01
3.856929540634155273e-01 9.722599387168884277e-01 7.385966181755065918e-01 2.447931468486785889e-02 4.394764900207519531e-01 4.793903231620788574e-01 3.003630936145782471e-01
1.673012524843215942e-01 8.900440335273742676e-01 9.933775067329406738e-01 5.090973377227783203e-01 2.416270971298217773e-01 6.849516630172729492e-01 5.940166711807250977e-01
3.046814501285552979e-01 9.985861778259277344e-01 8.970096111297607422e-01 1.282266378402709961e-01 1.819053143262863159e-01 4.466879665851593018e-01 9.642741084098815918e-01
4.345923066139221191e-01 9.964835643768310547e-01 9.936018586158752441e-01 4.463099539279937744e-01 4.890589416027069092e-01 3.734436333179473877e-01 5.040861964225769043e-01
2.972441911697387695e-01 7.301987409591674805e-01 8.299388885498046875e-01 2.156227827072143555e-01 5.048328638076782227e-01 9.998939037322998047e-01 7.475349903106689453e-01
8.034271001815795898e-01 7.825847268104553223e-01 1.738828122615814209e-01 8.998518586158752441e-01 4.535568952560424805e-01 7.763878107070922852e-01 9.188036322593688965e-01
2.664382159709930420e-01 9.214712381362915039e-01 4.067803919315338135e-01 8.146752119064331055e-01 7.875812053680419922e-01 9.056509137153625488e-01 2.441964149475097656e-01
8.407007455825805664e-01 5.883254408836364746e-01 5.787302255630493164e-01 8.138998746871948242e-01 9.396894574165344238e-01 1.366419792175292969e-01 9.980404973030090332e-01
4.841531813144683838e-01 6.996198296546936035e-01 5.297545194625854492e-01 5.654207468032836914e-01 9.723805189132690430e-01 9.888129830360412598e-01 6.653797030448913574e-01
7.494288682937622070e-02 3.897878825664520264e-01 6.760834455490112305e-01 9.993997812271118164e-01 8.842420578002929688e-01 5.252142548561096191e-01 9.978331923484802246e-01
1.792398691177368164e-01 9.417536854743957520e-01 9.995384216308593750e-01 4.154407978057861328e-01 2.551925480365753174e-01 6.038866639137268066e-01 9.785131216049194336e-01
3.005493283271789551e-01 5.941054821014404297e-01 9.333457350730895996e-01 7.629079222679138184e-01 8.761180639266967773e-01 9.677573442459106445e-01 8.366543650627136230e-01
2.817693352699279785e-01 3.477575480937957764e-01 2.784295380115509033e-01 4.790385067462921143e-01 8.766106367111206055e-01 4.069631993770599365e-01 7.446486949920654297e-01
9.897635132074356079e-02 9.878833889961242676e-01 4.728224277496337891e-01 9.983950257301330566e-01 5.211475491523742676e-01 1.282015889883041382e-01 9.456012248992919922e-01
8.835242986679077148e-01 6.721130013465881348e-01 9.993742108345031738e-01 9.795135855674743652e-01 9.436147809028625488e-01 2.357584685087203979e-01 9.841936230659484863e-01
3.375352323055267334e-01 9.216637015342712402e-01 7.686569094657897949e-01 9.998775720596313477e-01 2.100781202316284180e-01 1.309358775615692139e-01 9.486106038093566895e-01
3.359981775283813477e-01 2.490912824869155884e-01 9.759573340415954590e-01 6.574509739875793457e-01 2.674628198146820068e-01 2.641205787658691406e-01 9.937792420387268066e-01
5.061909556388854980e-01 9.452543854713439941e-01 8.808560371398925781e-01 3.298237025737762451e-01 9.897226095199584961e-01 3.564529120922088623e-01 7.818208932876586914e-01
7.111229300498962402e-01 1.386348307132720947e-01 6.475871205329895020e-01 7.703119516372680664e-01 9.941815733909606934e-01 6.292914748191833496e-01 6.187013983726501465e-01
4.206122457981109619e-01 7.033904194831848145e-01 3.534384071826934814e-01 7.269432544708251953e-01 2.070430368185043335e-01 9.653927087783813477e-01 6.752606630325317383e-01
3.727793321013450623e-02 9.966093301773071289e-01 6.123714447021484375e-01 2.528500258922576904e-01 7.842547297477722168e-01 6.039592027664184570e-01 7.781071066856384277e-01
1.019464954733848572e-01 8.309948444366455078e-01 9.363079667091369629e-01 9.986388087272644043e-01 9.983371496200561523e-01 6.210159659385681152e-01 9.929434657096862793e-01
1.586515307426452637e-01 9.955698847770690918e-01 4.713834524154663086e-01 9.996747970581054688e-01 5.492461323738098145e-01 8.975175023078918457e-01 9.928499460220336914e-01
3.839136362075805664e-01 6.242944598197937012e-01 6.739884018898010254e-01 5.128808021545410156e-01 6.779960989952087402e-01 4.632816314697265625e-01 9.856750369071960449e-01
2.851971685886383057e-01 2.698233723640441895e-01 9.993392825126647949e-01 1.196625009179115295e-01 7.971296310424804688e-01 6.750515103340148926e-01 5.703212618827819824e-01
3.681101202964782715e-01 4.939621984958648682e-01 8.390563130378723145e-01 6.068515777587890625e-01 5.472930073738098145e-01 1.545723080635070801e-01 9.644400477409362793e-01
2.226043939590454102e-01 9.961466789245605469e-01 5.761138796806335449e-01 1.076479554176330566e-01 6.506208181381225586e-01 3.169236481189727783e-01 8.362552523612976074e-01
2.766186892986297607e-01 5.647171139717102051e-01 2.915995419025421143e-01 3.091854453086853027e-01 2.850634157657623291e-01 9.977185726165771484e-01 4.988485574722290039e-01
7.655072212219238281e-01 1.411563605070114136e-01 4.372678399085998535e-01 7.251349687576293945e-01 2.477571964263916016e-01 3.282268643379211426e-01 6.776084303855895996e-01
8.706510066986083984e-02 6.593484878540039062e-01 1.741226464509963989e-01 9.763502478599548340e-01 4.693179130554199219e-01 7.048050761222839355e-01 8.119372129440307617e-01
7.112573087215423584e-02 8.899144530296325684e-01 5.699550509452819824e-01 3.293643295764923096e-01 8.663080334663391113e-01 8.453205823898315430e-01 5.474677085876464844e-01
3.165877982974052429e-02 6.684876680374145508e-01 2.015011310577392578e-01 5.815203785896301270e-01 5.990732908248901367e-01 3.431672155857086182e-01 7.150101065635681152e-01
3.907397091388702393e-01 8.959500193595886230e-01 4.326166957616806030e-02 8.076611757278442383e-01 9.987083673477172852e-01 5.815632343292236328e-01 7.044991850852966309e-01
5.785601735115051270e-01 5.980279445648193359e-01 8.440203666687011719e-01 9.675610065460205078e-01 9.998432397842407227e-01 4.797641560435295105e-02 8.711684346199035645e-01
5.461471080780029297e-01 9.889478683471679688e-01 9.937757253646850586e-01 4.069777429103851318e-01 7.965131998062133789e-01 6.119698286056518555e-01 8.600240349769592285e-01
4.395508468151092529e-01 9.989757537841796875e-01 4.945181012153625488e-01 9.834170937538146973e-01 6.510334014892578125e-01 1.260009706020355225e-01 9.525223374366760254e-01
2.660100162029266357e-01 4.751288890838623047e-01 8.597053289413452148e-01 9.828738570213317871e-01 7.763459086418151855e-01 2.780727148056030273e-01 6.438785195350646973e-01
1.899642497301101685e-01 9.804613590240478516e-01 3.193647563457489014e-01 9.817544817924499512e-01 4.997195601463317871e-01 2.433134764432907104e-01 9.997137188911437988e-01
4.185602962970733643e-01 3.664219081401824951e-01 9.758670926094055176e-01 3.773467540740966797e-01 4.788372218608856201e-01 6.798542737960815430e-01 9.384112358093261719e-01
1.006487905979156494e-01 9.355866909027099609e-01 3.351855874061584473e-01 9.824327230453491211e-01 4.125758111476898193e-01 5.832927227020263672e-01 5.767115950584411621e-01
4.716534018516540527e-01 4.907882213592529297e-01 4.318213760852813721e-01 4.155396521091461182e-01 2.561274766921997070e-01 4.216225445270538330e-01 6.070040464401245117e-01
1.983370482921600342e-01 7.828518152236938477e-01 9.383282661437988281e-01 8.158147931098937988e-01 3.251154422760009766e-01 9.998704195022583008e-01 6.794775128364562988e-01
2.160658091306686401e-01 7.437040209770202637e-01 6.518437266349792480e-01 4.452759623527526855e-01 8.517301678657531738e-01 2.721758484840393066e-01 9.956440925598144531e-01
9.055296778678894043e-01 9.936916828155517578e-01 5.455946922302246094e-01 1.298764646053314209e-01 3.871115148067474365e-01 7.943549752235412598e-01 9.896755814552307129e-01
1.939205974340438843e-01 4.774779081344604492e-01 8.327554464340209961e-01 7.850064039230346680e-01 9.995817542076110840e-01 1.127000078558921814e-01 4.754322767257690430e-01
7.352993488311767578e-01 9.548830986022949219e-01 7.655848264694213867e-01 4.821552038192749023e-01 4.693041145801544189e-01 4.611240029335021973e-01 5.750918984413146973e-01
9.618268907070159912e-02 5.707206726074218750e-01 3.001416623592376709e-01 5.815882980823516846e-02 4.093295633792877197e-01 3.660276830196380615e-01 2.593310177326202393e-01
2.175197005271911621e-01 9.621157050132751465e-01 9.994509816169738770e-01 5.397139787673950195e-01 6.978282928466796875e-01 4.062568843364715576e-01 9.956033229827880859e-01
1.878931224346160889e-01 9.356380701065063477e-01 7.187044620513916016e-01 9.986157417297363281e-01 9.967294931411743164e-01 7.747806310653686523e-01 7.377425432205200195e-01
5.078365802764892578e-01 3.101564645767211914e-01 9.064058065414428711e-01 4.460839629173278809e-01 4.174848794937133789e-01 2.892796695232391357e-01 3.367445766925811768e-01
1.455413252115249634e-01 9.856244325637817383e-01 9.816727638244628906e-01 9.857489466667175293e-01 5.854390263557434082e-01 5.024108290672302246e-01 9.993931055068969727e-01
6.224632263183593750e-01 7.284272909164428711e-01 2.486223131418228149e-01 7.216559052467346191e-01 9.180604815483093262e-01 8.397471308708190918e-01 9.580448269844055176e-01
3.164639770984649658e-01 9.999433755874633789e-01 9.922243356704711914e-01 5.648838877677917480e-01 9.996757507324218750e-01 8.133092522621154785e-01 4.674514234066009521e-01
1.133765801787376404e-01 5.488575696945190430e-01 3.648457825183868408e-01 9.522550702095031738e-01 4.289568662643432617e-01 8.518149256706237793e-01 8.157624006271362305e-01
8.917434215545654297e-01 2.623847424983978271e-01 9.124019742012023926e-01 5.432251095771789551e-01 9.578669667243957520e-01 5.212265849113464355e-01 9.975295662879943848e-01
2.813817858695983887e-01 7.499464154243469238e-01 7.166105508804321289e-01 9.587322473526000977e-01 8.049598932266235352e-01 5.204207897186279297e-01 9.996536970138549805e-01
3.205325901508331299e-01 7.489348649978637695e-01 4.631313979625701904e-01 5.885916352272033691e-01 9.990540146827697754e-01 1.894228905439376831e-01 9.921821951866149902e-01
3.095334768295288086e-01 8.243113160133361816e-01 3.835640251636505127e-01 3.290854692459106445e-01 5.183247327804565430e-01 4.669155478477478027e-01 6.719079017639160156e-01
1.063840370625257492e-02 3.397589027881622314e-01 9.751690626144409180e-01 6.229913830757141113e-01 3.271062374114990234e-01 8.385436534881591797e-01 3.671610057353973389e-01
5.475561022758483887e-01 2.884159684181213379e-01 8.592255711555480957e-01 9.974923133850097656e-01 9.964250922203063965e-01 3.528966307640075684e-01 9.898054599761962891e-01
2.660190463066101074e-01 2.112454622983932495e-01 9.746481776237487793e-01 9.641131758689880371e-01 4.484256803989410400e-01 4.665271043777465820e-01 7.401471734046936035e-01
3.727083280682563782e-02 9.978851675987243652e-01 9.999170303344726562e-01 4.915799796581268311e-01 4.029371142387390137e-01 9.830754995346069336e-01 8.825531601905822754e-01
2.197230905294418335e-01 8.199715018272399902e-01 5.712023973464965820e-01 6.972119808197021484e-01 3.901912271976470947e-01 7.551925778388977051e-01 9.937168955802917480e-01
5.311268568038940430e-01 9.641184806823730469e-01 4.028488993644714355e-01 4.546021223068237305e-01 9.997039437294006348e-01 4.166553914546966553e-01 9.560394883155822754e-01
7.675317674875259399e-02 1.681159585714340210e-01 9.562330245971679688e-01 5.873060822486877441e-01 9.903026223182678223e-01 4.597809016704559326e-01 7.828488349914550781e-01
2.727733366191387177e-02 4.297368228435516357e-01 9.889771342277526855e-01 9.694463014602661133e-01 2.917304039001464844e-01 4.017195403575897217e-01 9.850631952285766602e-01
3.145442008972167969e-01 9.110562801361083984e-01 8.777107596397399902e-01 3.931691348552703857e-01 6.587767601013183594e-01 6.871289610862731934e-01 6.276482343673706055e-01
8.010250926017761230e-01 9.701913595199584961e-01 8.618054389953613281e-01 5.885043144226074219e-01 6.768887639045715332e-01 4.681687355041503906e-01 9.582108259201049805e-01
6.229424476623535156e-01 6.053484678268432617e-01 9.783546924591064453e-01 9.999836683273315430e-01 3.239100575447082520e-01 3.164976239204406738e-01 7.859979867935180664e-01
3.229626640677452087e-02 6.992458105087280273e-01 4.622687101364135742e-01 9.647844433784484863e-01 5.903423428535461426e-01 6.956976652145385742e-01 9.280577301979064941e-01
3.467690944671630859e-01 9.898045063018798828e-01 9.833110570907592773e-01 3.064712285995483398e-01 5.614309310913085938e-01 9.858165979385375977e-01 9.809147119522094727e-01
1.285337805747985840e-01 9.365624189376831055e-01 9.759907126426696777e-01 8.116284012794494629e-01 4.897364675998687744e-01 2.071180343627929688e-01 9.341781735420227051e-01
2.724692225456237793e-01 9.909494519233703613e-01 2.320814579725265503e-01 9.971439242362976074e-01 9.881123900413513184e-01 5.590212941169738770e-01 6.497005224227905273e-01
4.917977750301361084e-01 7.643277049064636230e-01 9.832752346992492676e-01 6.863184571266174316e-01 5.343046784400939941e-01 5.591089129447937012e-01 9.834892749786376953e-01
4.056332111358642578e-01 4.416820704936981201e-01 9.462495446205139160e-01 8.765372633934020996e-01 4.481273293495178223e-01 5.671573877334594727e-01 9.299537539482116699e-01
3.527288436889648438e-01 3.173914253711700439e-01 4.011882543563842773e-01 1.627917289733886719e-01 5.082380771636962891e-01 5.541830062866210938e-01 6.909385323524475098e-01
1.133816689252853394e-02 4.113697409629821777e-01 9.965583682060241699e-01 8.054905533790588379e-01 3.966363668441772461e-01 9.757218956947326660e-01 9.954200983047485352e-01
1.164734512567520142e-01 9.781504869461059570e-01 8.424989134073257446e-02 9.139335155487060547e-01 2.311017662286758423e-01 1.719011515378952026e-01 9.646986126899719238e-01
9.287552237510681152e-01 9.771336317062377930e-01 9.999605417251586914e-01 9.673525094985961914e-01 6.812847852706909180e-01 1.547858417034149170e-01 9.681024551391601562e-01
4.206032156944274902e-01 4.029775559902191162e-01 9.842318296432495117e-01 5.246081352233886719e-01 9.855161309242248535e-01 5.130610466003417969e-01 8.857026696205139160e-01
2.236749082803726196e-01 9.717873334884643555e-01 9.246899485588073730e-01 2.139734923839569092e-01 6.716907024383544922e-01 1.708561182022094727e-01 9.982226490974426270e-01
5.076583623886108398e-01 2.198423445224761963e-01 2.946150302886962891e-01 9.987977743148803711e-01 2.970134019851684570e-01 3.224413990974426270e-01 9.889053106307983398e-01
9.372786432504653931e-02 4.587448835372924805e-01 9.760149121284484863e-01 9.316044449806213379e-01 8.309499025344848633e-01 2.423387616872787476e-01 5.669414997100830078e-01
6.764942407608032227e-01 6.375452280044555664e-01 9.966083765029907227e-01 9.990033507347106934e-01 7.296953797340393066e-01 7.502495646476745605e-01 9.610344171524047852e-01
2.258642315864562988e-01 1.161614209413528442e-01 9.992855191230773926e-01 9.352180957794189453e-01 9.989537000656127930e-01 9.364714622497558594e-01 9.601545333862304688e-01
4.555516541004180908e-01 9.958867430686950684e-01 4.096436798572540283e-01 9.858493804931640625e-01 5.145032703876495361e-02 4.237878918647766113e-01 5.450737476348876953e-01
4.262067377567291260e-01 9.943172335624694824e-01 6.557151675224304199e-01 2.670326828956604004e-01 4.838327467441558838e-01 1.678961664438247681e-01 7.576549649238586426e-01
1.742770075798034668e-01 3.987071812152862549e-01 9.993226528167724609e-01 5.683389306068420410e-01 8.323282599449157715e-01 2.152736037969589233e-01 9.841747879981994629e-01
2.993988394737243652e-01 8.183230757713317871e-01 3.761492669582366943e-01 2.839423120021820068e-01 2.620895206928253174e-01 9.856939911842346191e-01 8.346883654594421387e-01
4.287521839141845703e-01 8.074706792831420898e-01 2.227963656187057495e-01 9.334962964057922363e-01 1.326981484889984131e-01 3.954135179519653320e-01 7.317588925361633301e-01
1.159935221076011658e-01 9.541254639625549316e-01 7.025726437568664551e-01 4.982266426086425781e-01 4.807285666465759277e-01 9.869041442871093750e-01 9.734972119331359863e-01
6.035747751593589783e-02 8.197990655899047852e-01 4.932101070880889893e-01 7.986883521080017090e-01 9.938708543777465820e-01 1.698841750621795654e-01 7.369875907897949219e-01
6.062542796134948730e-01 6.632758378982543945e-01 9.899137020111083984e-01 1.306557208299636841e-01 2.793376147747039795e-01 5.685609579086303711e-01 4.947593212127685547e-01
9.949142932891845703e-01 9.955860376358032227e-01 5.054787993431091309e-01 3.818815946578979492e-01 3.420268595218658447e-01 1.429802775382995605e-01 9.989539384841918945e-01
1.756500303745269775e-01 9.019754528999328613e-01 8.781794309616088867e-01 5.523773431777954102e-01 2.232967764139175415e-01 9.108970761299133301e-01 2.793023288249969482e-01
4.376453533768653870e-02 9.572213292121887207e-01 3.077966570854187012e-01 9.991592168807983398e-01 3.349971473217010498e-01 8.482160419225692749e-02 9.200370311737060547e-01
6.854145228862762451e-02 7.116732001304626465e-01 5.875619649887084961e-01 8.893793225288391113e-01 9.994577765464782715e-01 1.315550506114959717e-01 6.983887553215026855e-01
7.641723006963729858e-02 5.509038567543029785e-01 3.061471283435821533e-01 1.251053065061569214e-01 9.963999986648559570e-01 5.967441201210021973e-01 8.618195056915283203e-01
6.070346236228942871e-01 3.723969161510467529e-01 9.767358303070068359e-01 7.510997653007507324e-01 4.345492422580718994e-01 5.597376823425292969e-01 9.273255467414855957e-01
2.659278810024261475e-01 7.907237410545349121e-01 8.713613748550415039e-01 9.914935827255249023e-01 9.706673026084899902e-01 3.801968991756439209e-01 6.543737649917602539e-01
8.011244535446166992e-01 9.870291948318481445e-01 3.403838276863098145e-01 3.121588230133056641e-01 5.453765392303466797e-01 2.343113422393798828e-01 9.855556488037109375e-01
6.397894024848937988e-01 3.127265572547912598e-01 3.845722973346710205e-01 9.980939030647277832e-01 4.078840613365173340e-01 2.061410099267959595e-01 8.204487562179565430e-01
8.591999113559722900e-02 9.116895794868469238e-01 9.807635545730590820e-01 9.246498942375183105e-01 4.424655437469482422e-01 8.313741087913513184e-01 2.874191403388977051e-01
8.459948748350143433e-02 4.828297197818756104e-01 3.680469393730163574e-01 9.992509484291076660e-01 4.528964459896087646e-01 6.910531520843505859e-01 7.134855985641479492e-01
3.184171617031097412e-01 7.314021140336990356e-02 9.720914959907531738e-01 3.982565999031066895e-01 5.644887685775756836e-01 8.765544891357421875e-01 3.079743981361389160e-01
4.120010137557983398e-02 9.924777150154113770e-01 2.583143115043640137e-01 1.437816321849822998e-01 9.982806444168090820e-01 5.202804803848266602e-01 9.998644590377807617e-01
2.092315852642059326e-01 8.508633971214294434e-01 9.734426736831665039e-01 4.553581476211547852e-01 1.216408461332321167e-01 3.184359669685363770e-01 9.935309290885925293e-01
3.854258954524993896e-01 5.710111260414123535e-01 6.990325450897216797e-01 2.929940223693847656e-01 5.789123177528381348e-01 5.824337601661682129e-01 9.623990654945373535e-01
4.034239053726196289e-01 9.922807812690734863e-01 4.640907645225524902e-01 2.670073807239532471e-01 7.843539714813232422e-01 7.975505590438842773e-01 9.920114874839782715e-01
4.425617158412933350e-01 3.320047259330749512e-01 2.368005365133285522e-01 3.325267434120178223e-01 5.458869338035583496e-01 5.075679421424865723e-01 4.309067726135253906e-01
2.428464740514755249e-01 6.781001091003417969e-01 4.940643906593322754e-01 1.637704819440841675e-01 1.960124522447586060e-01 3.941103518009185791e-01 9.860020875930786133e-01
4.009496569633483887e-01 9.879123568534851074e-01 9.769753217697143555e-01 9.956145286560058594e-01 7.888920903205871582e-01 3.688846528530120850e-01 8.607470393180847168e-01
1.089092046022415161e-01 9.905830621719360352e-01 9.999200105667114258e-01 6.016045063734054565e-02 9.999614953994750977e-01 3.467282354831695557e-01 9.047430157661437988e-01
1.653320193290710449e-01 9.315367937088012695e-01 7.619981169700622559e-01 9.666628241539001465e-01 9.874318838119506836e-01 8.785816431045532227e-01 8.391992449760437012e-01
6.321936845779418945e-01 9.999982118606567383e-01 7.393375635147094727e-01 1.370739191770553589e-01 5.219693183898925781e-01 5.979330539703369141e-01 9.673937559127807617e-01
9.281280636787414551e-01 9.641651511192321777e-01 5.634282827377319336e-01 6.270868182182312012e-01 4.039824604988098145e-01 9.929359555244445801e-01 6.259251832962036133e-01
4.859975278377532959e-01 7.593852877616882324e-01 8.879395127296447754e-01 9.994668364524841309e-01 9.999703168869018555e-01 1.033150479197502136e-01 9.526193737983703613e-01
3.056582808494567871e-01 6.700522303581237793e-01 5.728008747100830078e-01 9.863271713256835938e-01 5.982805490493774414e-01 7.830528020858764648e-01 9.539291858673095703e-01
4.223418980836868286e-02 7.839022874832153320e-01 7.998309731483459473e-01 5.204923748970031738e-01 5.080022811889648438e-01 1.079874485731124878e-01 3.411096334457397461e-01
2.402535453438758850e-02 9.855013489723205566e-01 8.282620310783386230e-01 4.977790415287017822e-01 9.633670449256896973e-01 2.802050113677978516e-01 2.696150243282318115e-01
3.193584680557250977e-01 9.949759244918823242e-01 3.101109266281127930e-01 6.977051496505737305e-01 6.254024505615234375e-01 4.103009700775146484e-01 6.116092205047607422e-01
3.680249154567718506e-01 8.198350667953491211e-01 2.897827029228210449e-01 9.062607884407043457e-01 4.106747508049011230e-01 3.472169041633605957e-01 5.613476634025573730e-01
4.253671765327453613e-01 1.882452666759490967e-01 7.023327946662902832e-01 2.731290161609649658e-01 1.701183021068572998e-01 4.114419221878051758e-01 8.813621997833251953e-01
7.512003928422927856e-02 7.441852092742919922e-01 7.944192886352539062e-01 6.724717020988464355e-01 4.077491760253906250e-01 5.733586475253105164e-02 9.892283678054809570e-01
3.038690388202667236e-01 2.344612330198287964e-01 7.423119544982910156e-01 7.186081409454345703e-01 3.857281208038330078e-01 1.650065034627914429e-01 8.837482929229736328e-01
1.195144727826118469e-01 4.276338815689086914e-01 7.411877512931823730e-01 9.994978904724121094e-01 2.148843407630920410e-01 7.615842223167419434e-01 9.994280934333801270e-01
1.045628115534782410e-01 9.538993239402770996e-01 9.635750651359558105e-01 5.501843094825744629e-01 3.691342473030090332e-01 9.826577305793762207e-01 7.981973290443420410e-01
2.792207598686218262e-01 4.576189219951629639e-01 7.179327607154846191e-01 9.999566078186035156e-01 5.200017094612121582e-01 2.734054028987884521e-01 6.931929588317871094e-01
3.250347077846527100e-01 9.905863404273986816e-01 4.920913279056549072e-01 4.881258904933929443e-01 1.772813051939010620e-01 4.973039627075195312e-01 9.741904735565185547e-01
6.150397658348083496e-01 9.748532176017761230e-01 6.890362501144409180e-02 9.705802798271179199e-01 9.561151266098022461e-01 4.201371669769287109e-01 9.855328202247619629e-01
3.226642310619354248e-02 9.846357107162475586e-01 2.513289153575897217e-01 9.005298018455505371e-01 7.484800219535827637e-01 4.869881868362426758e-01 7.810562252998352051e-01
7.590670585632324219e-01 3.249722123146057129e-01 7.736565470695495605e-01 2.468189895153045654e-01 1.903276890516281128e-01 9.581735134124755859e-01 2.836132049560546875e-01
2.418215870857238770e-01 9.993503689765930176e-01 9.975492358207702637e-01 2.734518647193908691e-01 9.709649682044982910e-01 9.323768019676208496e-01 5.013468265533447266e-01
4.599196314811706543e-01 8.669535517692565918e-01 6.462227106094360352e-01 7.047858238220214844e-01 2.024155259132385254e-01 5.697205662727355957e-01 6.550335288047790527e-01
3.250940442085266113e-01 9.312049746513366699e-01 9.962391853332519531e-01 7.956018447875976562e-01 6.524666547775268555e-01 6.179876923561096191e-01 8.415123224258422852e-01
4.367256462574005127e-01 9.988909363746643066e-01 8.110579252243041992e-01 9.975601434707641602e-01 9.959444403648376465e-01 2.409007400274276733e-01 2.106283605098724365e-01
4.381833076477050781e-01 7.272203564643859863e-01 8.069528937339782715e-01 7.352551221847534180e-01 7.551103234291076660e-01 5.239400640130043030e-02 9.993769526481628418e-01
1.851047873497009277e-01 9.595359563827514648e-01 9.810665845870971680e-01 3.743305057287216187e-02 9.999574422836303711e-01 4.129874706268310547e-01 6.091632246971130371e-01
3.403741419315338135e-01 6.238117814064025879e-01 9.964912533760070801e-01 6.617218255996704102e-01 8.223869800567626953e-01 3.651892840862274170e-01 6.190208792686462402e-01
3.571398854255676270e-01 9.854171872138977051e-01 1.712812334299087524e-01 2.036836445331573486e-01 1.762363016605377197e-01 1.131137683987617493e-01 4.607854783535003662e-01
7.585372030735015869e-02 9.969993829727172852e-01 4.033221006393432617e-01 4.552789032459259033e-01 6.957322359085083008e-01 8.395554423332214355e-01 9.824354052543640137e-01
1.294534802436828613e-01 8.154836297035217285e-01 9.988393187522888184e-01 7.672823071479797363e-01 6.961313486099243164e-01 9.508549571037292480e-01 9.778547286987304688e-01
3.059547543525695801e-01 5.481699705123901367e-01 7.367821335792541504e-01 6.799600720405578613e-01 9.966764450073242188e-01 4.871714413166046143e-01 1.070192381739616394e-01
8.529792726039886475e-02 9.734665155410766602e-01 9.611207246780395508e-01 9.957122802734375000e-01 3.795405030250549316e-01 5.848303437232971191e-01 8.738840818405151367e-01
5.103650689125061035e-02 9.959404468536376953e-01 1.410471647977828979e-01 7.964466214179992676e-01 3.734221756458282471e-01 9.962387084960937500e-01 8.634379506111145020e-01
2.901423536241054535e-02 4.215401411056518555e-01 2.983163297176361084e-01 9.199110269546508789e-01 2.352039068937301636e-01 5.529645681381225586e-01 5.940350890159606934e-01
5.578724145889282227e-01 9.974728226661682129e-01 9.984644651412963867e-01 4.236142933368682861e-01 8.922305703163146973e-01 6.051239967346191406e-01 8.810093402862548828e-01
7.193626761436462402e-01 9.964143037796020508e-01 6.173216104507446289e-01 9.437987804412841797e-01 9.916127920150756836e-01 5.370674729347229004e-01 6.576663255691528320e-01
7.053044438362121582e-01 7.449918389320373535e-01 4.859007596969604492e-01 9.696426987648010254e-01 3.556117117404937744e-01 3.775378167629241943e-01 5.950978398323059082e-01
1.762854158878326416e-01 9.965021610260009766e-01 3.357566297054290771e-01 3.413792848587036133e-01 9.986290931701660156e-01 7.547392249107360840e-01 9.825561046600341797e-01
