seed=0 AUC=0.7981058267355743, AUC0=0.630357484885888, AUC1=0.9087511830719308, AUC2=0.9098352496899127
seed=1 AUC=0.7974569176094687, AUC0=0.6314246639972871, AUC1=0.9061658328826392, AUC2=0.9077337756278042
seed=2 AUC=0.7937195298823434, AUC0=0.6290461605157904, AUC1=0.9001112087614926, AUC2=0.9031321245550709
seed=3 AUC=0.7985201989646007, AUC0=0.6288670204891431, AUC1=0.9080780151433205, AUC2=0.9119005064465211
seed=4 AUC=0.7975255949991066, AUC0=0.625579274117732, AUC1=0.9084153596538669, AUC2=0.9130916690464217
seed=5 AUC=0.7987973370576795, AUC0=0.6299929178302234, AUC1=0.9063304488912927, AUC2=0.9103588652608852
seed=6 AUC=0.7983719157799518, AUC0=0.6271751644268595, AUC1=0.9106686046511627, AUC2=0.9127893841775842
seed=7 AUC=0.7952511799732226, AUC0=0.6300463474651439, AUC1=0.9043969713358573, AUC2=0.9048637273161622
seed=8 AUC=0.7957629975418593, AUC0=0.6307078567601013, AUC1=0.9020754461871282, AUC2=0.907099510028706
seed=9 AUC=0.7981197868921156, AUC0=0.6327431254990061, AUC1=0.9061087074094105, AUC2=0.909196423983302
