# mN	mSQ	0sq(mean)	1sq(mean)	2sq(mean)	S-comb(mean)	0sq(std)	1sq(std)	2sq(std)	S-comb(std)	0sq(min)	1sq(min)	2sq(min)	S-comb(min)	0sq(max)	1sq(max)	2sq(max)	S-comb(max)
2.000000000000000000e+02 2.000000000000000000e+03 5.654829939569155917e-01 3.858426618101629124e-01 1.485063635795757175e+00 1.876419763003131624e+00 1.344749887891191764e-02 3.825180201588580103e-02 3.384903403979699216e-02 3.088943939336879357e-02 5.636728344647821132e-01 3.757657193597848111e-01 1.461133820529820548e+00 1.852308814688782945e+00 5.676688724900146310e-01 4.012284116491361408e-01 1.536790902459147734e+00 1.910774109061935011e+00
2.000000000000000000e+02 2.200000000000000000e+03 5.626998328075525357e-01 2.793771727392236892e-01 1.181629942134061029e+00 1.486927358384365849e+00 9.655738313527712988e-03 3.623106828991713019e-02 2.894661410586455569e-02 2.755743522330344683e-02 5.607467495941340641e-01 2.722001063179282920e-01 1.167120900038996600e+00 1.464610878137688532e+00 5.646307283820709566e-01 2.912769918560044746e-01 1.209813171885146366e+00 1.533286256781578150e+00
2.000000000000000000e+02 2.300000000000000000e+03 2.773215758063751202e-01 1.938123962733003525e-01 9.254561980365736407e-01 1.105016101532979800e+00 4.450673346098327557e-03 3.041910131714284718e-02 2.927105249357322275e-02 2.848053273528305604e-02 2.767965575142409262e-01 1.874031855085530884e-01 9.064033942698629387e-01 1.085518891179025447e+00 2.790187029746129532e-01 2.045929279056565575e-01 9.534500868649848915e-01 1.151680761342540826e+00
2.000000000000000000e+02 2.700000000000000000e+03 5.648011449299547015e-01 6.262654593679779780e-02 3.958873168230780393e-01 6.522715058862583737e-01 1.072183762032153861e-02 3.013920997986054354e-02 3.601389574973810903e-02 2.468840130002771666e-02 5.630576121304140536e-01 5.836885325509090505e-02 3.675729260308658319e-01 6.497734472819299834e-01 5.679632688300422227e-01 1.140106912852806575e-01 4.266670328115381161e-01 6.561378371674075893e-01
2.000000000000000000e+02 3.000000000000000000e+03 5.590470698610096045e-01 3.692794474946860944e-02 1.730720934703089409e-01 5.905320912626843555e-01 9.128941475840382513e-03 2.069745151273891942e-02 3.775626570935599474e-02 2.140214119651594540e-02 5.578543998739761145e-01 1.681183132558104060e-02 1.482099074109058112e-01 5.894701776380382174e-01 5.600816117471244526e-01 7.111477583335301667e-02 2.041878840993241739e-01 5.916894075245883178e-01
3.000000000000000000e+02 2.000000000000000000e+03 3.008655467305803022e-01 3.891286195821142546e-01 1.499477190059436804e+00 1.839958119194721631e+00 4.388256163151690176e-03 2.543809580758825406e-02 3.419914126134158266e-02 3.325134294315502947e-02 2.998017059857254196e-01 3.721095360093041315e-01 1.462847786109740422e+00 1.813092933648968064e+00 3.028413719622844447e-01 4.060568628689291137e-01 1.548073332333631980e+00 1.880415920752817494e+00
3.000000000000000000e+02 2.200000000000000000e+03 2.883766076922474331e-01 2.605543852333653265e-01 1.125135154729980824e+00 1.354491202836088481e+00 5.810847990307860082e-03 3.272303521533551779e-02 3.218096757791878010e-02 3.008471994182719544e-02 2.874000808372230154e-01 2.460621914613094208e-01 1.110319904401259494e+00 1.332099271033851062e+00 2.895713955125612804e-01 2.793313006563328260e-01 1.167271162661423167e+00 1.407722274916386684e+00
3.000000000000000000e+02 2.300000000000000000e+03 2.864193727699088643e-01 1.873720013814894614e-01 9.643617773191561771e-01 1.135245220273237710e+00 4.607331211106056347e-03 3.297509662621161269e-02 3.003258870557696733e-02 2.801547937442592714e-02 2.855964536130247144e-01 1.783513770974179125e-01 9.413597080860541810e-01 1.120220443091968665e+00 2.874176132083823831e-01 1.974976663207110295e-01 9.890984333582948373e-01 1.170793765443415069e+00
3.000000000000000000e+02 2.700000000000000000e+03 2.789875918756367645e-01 6.357069269345196061e-02 3.767604666415850234e-01 4.632850467751699064e-01 3.699331580067609111e-03 2.692154376016708123e-02 3.422726439529063386e-02 2.493526491851773622e-02 2.784720739947614820e-01 5.868413081147162702e-02 3.418059398401714910e-01 4.275042180247461410e-01 2.801613630492773011e-01 1.098138117021177501e-01 4.075330449277726474e-01 4.918901367932519975e-01
3.000000000000000000e+02 3.000000000000000000e+03 2.810485914767061333e-01 1.613444279387946448e-02 1.279972902696733805e-01 3.112813427756008222e-01 3.988283694303429439e-03 7.488536078334856461e-03 3.178437012665012024e-02 1.322241175845464620e-02 2.803953744126477798e-01 1.413229136170189755e-02 1.129873027783241946e-01 3.104323006615582470e-01 2.823341788129581365e-01 2.917161350183176960e-02 1.444310808256101530e-01 3.130496658233105078e-01
5.000000000000000000e+02 2.000000000000000000e+03 8.741602944248404172e-02 3.241496948435439451e-01 1.303130689292251621e+00 1.575332236168025535e+00 1.704710663242587276e-03 1.847989034484092546e-02 3.374857208255025581e-02 3.282185773075114305e-02 8.640337022530718281e-02 3.128602220924081023e-01 1.279086881263557629e+00 1.548780041995422518e+00 8.880880439319271957e-02 3.440647561703996660e-01 1.338866688737241128e+00 1.620225362214536391e+00
