# mN	mSQ	0sq(mean)	1sq(mean)	2sq(mean)	S-comb(mean)	0sq(std)	1sq(std)	2sq(std)	S-comb(std)	0sq(min)	1sq(min)	2sq(min)	S-comb(min)	0sq(max)	1sq(max)	2sq(max)	S-comb(max)
5.000000000000000000e+02 2.200000000000000000e+03 8.805614318844484645e-02 2.332360564091387756e-01 1.034017163668697004e+00 1.218921933763126519e+00 2.460934989658060488e-03 2.400646391379047603e-02 3.214948629469341346e-02 3.228545336533637095e-02 8.761391860707325174e-02 2.273522732855989825e-01 1.009885368933117755e+00 1.187585837580845682e+00 8.863580669609187612e-02 2.446849962080871743e-01 1.082351666664511214e+00 1.274323736599092260e+00
5.000000000000000000e+02 2.300000000000000000e+03 8.630482196317645904e-02 1.725747205611297130e-01 8.880563527251587042e-01 1.023467060924221572e+00 1.211001458733848395e-03 2.831747682880299613e-02 3.009980061951248939e-02 3.034820421988592559e-02 8.574780755627268991e-02 1.654784317508636582e-01 8.718324065411914292e-01 1.011256563637543460e+00 8.747547647034605023e-02 1.813429423243455019e-01 9.184122818830317003e-01 1.066466495510364210e+00
5.000000000000000000e+02 2.700000000000000000e+03 8.133615504575408828e-02 5.615750227521486282e-02 3.623130993347329354e-01 4.181656387394343533e-01 1.167518022002543652e-03 1.681765531383385207e-02 3.014238089518161273e-02 2.561844395504093291e-02 8.102813051954611823e-02 5.105218283162455545e-02 3.179103356601921115e-01 3.652951557480955680e-01 8.185625764237301760e-02 7.273228012929762454e-02 3.915466521101629849e-01 4.455644686580190195e-01
5.000000000000000000e+02 3.000000000000000000e+03 8.276317279197362153e-02 1.499580181469167828e-02 1.313340764592401955e-01 1.603820130826960344e-01 1.280396960085766148e-03 1.044063747919181905e-02 2.680262304768414941e-02 1.291698959274566703e-02 8.228952152670697406e-02 1.288792236049817776e-02 1.153067689799398138e-01 1.379734018601725398e-01 8.324856782663259125e-02 4.016463508162813889e-02 1.509493068133377358e-01 1.759478097587806045e-01
7.000000000000000000e+02 2.000000000000000000e+03 3.104671411475256465e-02 2.440751289041527272e-01 1.039792605496514755e+00 1.255162441977939469e+00 1.181798939772769766e-03 9.566221354999298807e-03 2.603081099330552955e-02 2.771723168593408226e-02 3.053898487087647329e-02 2.357063061674069260e-01 1.006927910850519359e+00 1.212969910233090864e+00 3.183095081044834407e-02 2.529467902716863725e-01 1.071871487042716398e+00 1.290379054624095412e+00
7.000000000000000000e+02 2.200000000000000000e+03 2.724507642494356646e-02 1.728501732643668576e-01 8.869045795050002345e-01 1.029049460982353725e+00 9.066648142075964777e-04 1.496168068821978822e-02 2.842673953512105112e-02 3.012570699633073876e-02 2.697550098893161316e-02 1.646249529001816425e-01 8.594400681503088224e-01 9.925368967839179879e-01 2.783898713780138048e-02 1.842677122529817191e-01 9.280211597484983033e-01 1.076359311072158098e+00
7.000000000000000000e+02 2.300000000000000000e+03 2.739907579033503196e-02 1.433386369896994528e-01 7.768879680408764532e-01 8.911490655198928135e-01 6.568424293793638079e-04 2.073982144974255426e-02 2.945155663611666308e-02 3.047854683144592819e-02 2.712958799773048518e-02 1.380305235484902693e-01 7.632281245553542703e-01 8.762814837121963851e-01 2.769886716121595580e-02 1.508004585026207489e-01 8.099805218950635322e-01 9.281350999023243453e-01
7.000000000000000000e+02 2.700000000000000000e+03 2.650564884928439252e-02 4.683851649569097109e-02 3.516513188756307251e-01 3.951252180804030734e-01 4.643576693350955813e-04 1.632652019027930335e-02 3.025839949177326973e-02 3.000159214866524732e-02 2.631253547647235264e-02 4.224649761704467321e-02 3.144741808027134988e-01 3.552793857418070078e-01 2.689250164405684526e-02 6.388627789955063363e-02 3.712375840684118966e-01 4.152074914408031558e-01
7.000000000000000000e+02 3.000000000000000000e+03 2.572717332326705103e-02 1.600187308062067659e-02 1.307687038974788829e-01 1.501233423954920210e-01 4.454873198044888793e-04 1.381504597367037152e-02 2.392024838870156211e-02 1.992194724392239505e-02 2.553953850739018594e-02 1.367895979642434756e-02 1.133124993380451306e-01 1.291381494823029830e-01 2.597217611074670654e-02 3.969248746549092904e-02 1.487991168399368236e-01 1.689905416773853919e-01
9.000000000000000000e+02 2.000000000000000000e+03 1.211479350890983311e-02 1.548822247009470077e-01 7.043990592570372744e-01 8.532821876407854500e-01 9.771973113488709086e-04 5.173733896326013215e-03 1.730981703627248666e-02 2.085543355734977358e-02 1.183544765049244531e-02 1.454476894024860356e-01 6.805438408052291166e-01 8.187714291802051791e-01 1.264743938046298220e-02 1.631295813643099391e-01 7.291297786874736397e-01 8.817178316832974261e-01
9.000000000000000000e+02 2.200000000000000000e+03 1.086189552612860064e-02 1.259935462339331624e-01 6.694683560079003337e-01 7.818269830236836970e-01 4.528280459973126298e-04 5.735367899414246101e-03 2.067131230722347654e-02 2.250603200573941462e-02 1.070638578109152708e-02 1.202371562356156220e-01 6.469322871487201976e-01 7.565064288669358650e-01 1.122844927330271178e-02 1.327680106821653994e-01 6.968800994975519192e-01 8.133772838195271193e-01
9.000000000000000000e+02 2.300000000000000000e+03 9.610377801109151047e-03 1.071753705808825147e-01 6.238458848998594819e-01 7.172282376305896268e-01 5.566588603386265349e-04 7.414420077842463069e-03 2.530988644032225454e-02 2.642955897086452302e-02 9.364541211677712348e-03 1.025393203663906294e-01 5.938985767661811854e-01 6.825011111769133665e-01 9.967564733754673278e-03 1.136891358427331578e-01 6.531360242639092650e-01 7.502337435406307709e-01
9.000000000000000000e+02 2.700000000000000000e+03 9.658792102559104684e-03 4.672080753417290344e-02 3.353113712421595949e-01 3.750305826592851277e-01 2.663022282253218868e-04 1.674324671303661222e-02 3.165394790751778487e-02 2.884975275161784369e-02 9.519310106392148141e-03 4.417101481840692706e-02 3.137421335997198635e-01 3.525145439264085745e-01 9.827209216160535596e-03 7.060224975476758758e-02 3.483681243423660812e-01 3.903222178223353933e-01
9.000000000000000000e+02 3.000000000000000000e+03 9.412573819914220319e-03 1.688443059815528460e-02 1.356511996712062573e-01 1.530280404016187978e-01 1.821549837369938198e-04 1.010750377986306160e-02 2.453729887750749281e-02 2.412418501113173727e-02 9.312811738868886913e-03 1.484626940862432409e-02 1.191076952775434322e-01 1.330686569921485374e-01 9.583437473867218240e-03 3.862313597732931064e-02 1.485873371772473694e-01 1.668697367636352569e-01
1.100000000000000000e+03 2.000000000000000000e+03 5.951202052530819159e-03 9.516362020164376156e-02 4.340730337470199984e-01 5.322675354350532295e-01 3.380471936152474894e-04 2.190401914379427450e-03 1.000265223313529135e-02 1.131085966464527581e-02 5.803790093744626288e-03 9.351969609628545121e-02 4.279061575758509317e-01 5.239381486482673767e-01 6.221581222142063758e-03 9.802796502325654415e-02 4.476364205787164985e-01 5.474584923832318539e-01
1.100000000000000000e+03 2.200000000000000000e+03 5.391849958004327550e-03 7.594505499611885202e-02 4.204085007788327388e-01 4.957112309973029651e-01 4.460551966114409384e-04 2.294481787460278099e-03 1.125540911513420519e-02 1.256099469053128907e-02 5.230267041407634515e-03 7.374322137979648362e-02 4.047141223533573529e-01 4.786339976810252694e-01 5.766792522128022860e-03 7.816318203219571603e-02 4.358503119132844383e-01 5.120964573526829433e-01
1.100000000000000000e+03 2.300000000000000000e+03 4.841359163650188827e-03 7.310209286619431812e-02 4.212948589781045361e-01 4.913466635905601732e-01 2.252741277130204960e-04 2.800686158680540210e-03 1.251367100504993668e-02 1.425763942637884446e-02 4.701967290313020624e-03 7.002587279298422285e-02 4.072300283623688788e-01 4.746294017722096359e-01 5.177290822679515847e-03 7.649985491227374867e-02 4.370617691021312368e-01 5.088580297654179407e-01
1.100000000000000000e+03 2.700000000000000000e+03 3.423359401286628443e-03 3.642299593286800474e-02 2.914010776770517563e-01 3.233203823217574158e-01 2.586884748864385231e-04 1.330807240702421533e-02 2.709196325799488256e-02 2.842210952349693773e-02 3.345334706317160296e-03 3.525740937441780576e-02 2.795132373446163054e-01 3.120769842767450730e-01 3.571541646395376586e-03 5.359976984321134647e-02 3.053075665046557918e-01 3.388498398730681038e-01
1.100000000000000000e+03 3.000000000000000000e+03 3.407339280444924342e-03 1.409109002824143232e-02 1.341012062954214934e-01 1.481209725566812740e-01 1.115435384805187188e-04 1.071010801210729030e-02 2.286291260574308676e-02 2.439972001194440701e-02 3.367965098057957261e-03 1.233868208131771657e-02 1.190359345030246596e-01 1.313092734090141323e-01 3.472247570343707512e-03 4.101779443655583640e-02 1.444791107965885946e-01 1.592904282405395999e-01
