seed=0 AUC=0.7980433585603441, AUC0=0.6270545844663118, AUC1=0.9140065575987021, AUC2=0.9125604471670847
seed=1 AUC=0.7990057648583948, AUC0=0.6283341476121729, AUC1=0.9089828961600865, AUC2=0.9117515858386793
seed=2 AUC=0.800583182640938, AUC0=0.6274510313688995, AUC1=0.9163449837750136, AUC2=0.9149249058166181
seed=3 AUC=0.7978496445452721, AUC0=0.62390441075525, AUC1=0.909632571660357, AUC2=0.9121442086438456
seed=4 AUC=0.7965100241632606, AUC0=0.6282131327017757, AUC1=0.9045612493239589, AUC2=0.9092962866603224
seed=5 AUC=0.7976129360682864, AUC0=0.628412458355529, AUC1=0.9062936046511628, AUC2=0.9104449005151255
seed=6 AUC=0.7992874983655179, AUC0=0.6311026330598579, AUC1=0.9057326595457004, AUC2=0.9110182727430703
seed=7 AUC=0.7993736220338412, AUC0=0.6270961024064905, AUC1=0.9115398526230394, AUC2=0.9139792228753038
seed=8 AUC=0.7992380502689476, AUC0=0.6342775198305499, AUC1=0.907124797187669, AUC2=0.9099917949936492
seed=9 AUC=0.8022275073331088, AUC0=0.6271903481306963, AUC1=0.9162658869659275, AUC2=0.9194172123758768
