# FPR	mN=200GeV-mean	mN=200GeV-std	mN=200GeV-min	mN=200GeV-max	mN=300GeV-mean	mN=300GeV-std	mN=300GeV-min	mN=300GeV-max	mN=500GeV-mean	mN=500GeV-std	mN=500GeV-min	mN=500GeV-max	mN=700GeV-mean	mN=700GeV-std	mN=700GeV-min	mN=700GeV-max	mN=900GeV-mean	mN=900GeV-std	mN=900GeV-min	mN=900GeV-max	mN=1100GeV-mean	mN=1100GeV-std	mN=1100GeV-min	mN=1100GeV-max
2.404809619238476581e-02 2.170585292646323161e-01 4.119468574268357955e-03 2.129398032349508196e-01 2.255294313823578423e-01 3.133650158412539244e-01 4.458225384883184907e-03 3.079873269968317340e-01 3.224112056028013984e-01 4.414373853593464014e-01 6.430608935550971746e-03 4.317158579289644971e-01 4.565616141404035266e-01 4.599716524929131078e-01 7.990394225739246362e-03 4.483908620977155035e-01 4.774887443721860802e-01 4.003084875771219520e-01 8.614221454087252206e-03 3.831915957978989651e-01 4.152909788227446830e-01 2.887443721860930568e-01 1.035085353675978780e-02 2.655494413873603632e-01 3.042354510588627381e-01
2.605210420841683194e-02 2.246039686509921363e-01 4.270469869842960509e-03 2.194430548607637088e-01 2.328664332166082984e-01 3.226863431715857877e-01 5.380376855470443698e-03 3.139069534767383596e-01 3.328330832082708191e-01 4.540853760213440227e-01 7.503663868455422853e-03 4.387193596798399375e-01 4.698182424545606084e-01 4.737368684342170289e-01 8.444700219677813563e-03 4.601467400366849869e-01 4.896614974153743471e-01 4.158245789561447192e-01 1.067917832381278312e-02 3.978655994663998774e-01 4.321327330331832806e-01 3.042354510588627936e-01 1.178186694869750445e-02 2.808904452226113069e-01 3.201600800400200009e-01
2.805611222444889460e-02 2.312989828247456747e-01 3.616554310957698515e-03 2.274470568617642241e-01 2.391195597798899397e-01 3.306986826746706742e-01 5.252255744436724882e-03 3.229948307487076620e-01 3.409204602301150744e-01 4.657161914290478544e-01 7.543002231103852241e-03 4.518092379523094837e-01 4.807403701850925248e-01 4.859096214774053513e-01 7.754056237516285775e-03 4.744038686009671713e-01 4.998332499583124644e-01 4.289644822411206038e-01 1.078925602672703606e-02 4.112889778222444392e-01 4.449724862431215788e-01 3.187343671835917713e-01 1.052927488385781672e-02 2.963148240787060184e-01 3.345839586459896653e-01
3.006012024048096073e-02 2.378022344505586472e-01 3.590705741523255150e-03 2.342004335501083889e-01 2.448724362181090575e-01 3.385442721360680252e-01 5.898480740300136513e-03 3.293313323328330711e-01 3.490078372519593297e-01 4.755544438886109004e-01 7.843263299020420895e-03 4.617308654327163531e-01 4.899116224779055950e-01 4.972736368184091371e-01 8.960937636694490949e-03 4.849924962481240720e-01 5.100883775220943495e-01 4.412706353176588658e-01 1.161586104553190453e-02 4.227947306986826748e-01 4.578956144739036449e-01 3.311905952976488265e-01 9.978777953676482709e-03 3.093213273303318522e-01 3.460063365015841330e-01
3.206412825651302340e-02 2.431382357845589259e-01 3.393844717881218040e-03 2.398699349674837389e-01 2.502918125729531318e-01 3.448557612139403483e-01 5.922185892041106729e-03 3.359179589794897280e-01 3.562614640653660181e-01 4.840670335167584493e-01 7.742882467629029659e-03 4.721527430381857737e-01 4.989161247290311851e-01 5.059077635009889828e-01 8.178807089096302996e-03 4.942471235617809100e-01 5.194263798565950108e-01 4.510338502584626541e-01 1.093529749900588530e-02 4.321327330331832806e-01 4.686509921627480257e-01 3.410872102718024990e-01 9.834365567894650870e-03 3.192429548107387216e-01 3.572619643154910651e-01
3.406813627254508953e-02 2.495914623978655877e-01 3.511504081099676815e-03 2.444555611138902740e-01 2.557945639486409739e-01 3.520927130231782942e-01 6.128829673153282816e-03 3.409204602301150744e-01 3.639319659829914899e-01 4.931298982824744992e-01 7.607000927277654014e-03 4.792396198099049265e-01 5.074203768550942240e-01 5.164415541103885010e-01 8.398790908247740633e-03 5.014173753543438306e-01 5.286810071702517932e-01 4.628564282141070518e-01 1.033771250887615192e-02 4.454727363681840746e-01 4.783224945806236472e-01 3.525596131399032496e-01 9.676834074604566058e-03 3.312489578122394529e-01 3.670168417542104544e-01
3.607214428857714872e-02 2.548857762214440936e-01 3.602042139538237046e-03 2.494580623645155926e-01 2.607970651992663202e-01 3.588210772052692898e-01 6.763050526035169902e-03 3.464232116058029165e-01 3.700183425045856511e-01 5.014674003668501134e-01 8.752725413305351143e-03 4.856594964148741034e-01 5.153410038352509437e-01 5.253293313323328384e-01 9.374318955872065068e-03 5.085042521260629833e-01 5.379356344839085757e-01 4.737035184258795439e-01 1.154376467908619329e-02 4.532266133066533143e-01 4.899949974987493628e-01 3.639986659996664597e-01 1.155246888260298872e-02 3.385859596464899091e-01 3.786893446723361700e-01
3.807615230460921485e-02 2.598632649658162430e-01 3.602881525650928653e-03 2.549608137402034624e-01 2.649658162414540441e-01 3.648157412039352843e-01 6.836263642864228406e-03 3.512589628147407272e-01 3.761047190261797568e-01 5.085042521260629833e-01 8.118860721828250263e-03 4.929964982491245595e-01 5.203435050858762345e-01 5.331165582791395074e-01 9.268272730351885882e-03 5.167583791895947742e-01 5.469401367350341658e-01 4.831082207770551196e-01 1.137573868521654478e-02 4.648157412039353176e-01 5.001667500416875356e-01 3.735617808904452275e-01 1.151102302494106180e-02 3.490078372519593297e-01 3.865265966316491775e-01
4.008016032064128098e-02 2.644405536101384069e-01 3.932447180872327037e-03 2.592963148240787219e-01 2.703018175754544061e-01 3.698932799733199439e-01 6.339161347292870084e-03 3.585125896281474156e-01 3.804402201100550163e-01 5.154410538602635095e-01 8.226863039230604066e-03 5.015007503751875984e-01 5.295981323995331280e-01 5.404702351175587616e-01 9.123391420820728751e-03 5.248457562114390296e-01 5.566116391529097873e-01 4.912706353176588547e-01 1.183602614162708108e-02 4.713189928297482068e-01 5.108387527096881486e-01 3.820993830248457512e-01 1.192195454800815818e-02 3.564282141070535537e-01 3.959479739869934956e-01
4.208416833667334017e-02 2.692429548107387327e-01 3.977792448827190651e-03 2.628814407203601822e-01 2.743871935967984177e-01 3.751459062864765381e-01 6.367608584095636737e-03 3.634317158579289386e-01 3.868600967150241932e-01 5.221027180256795353e-01 8.767425580645218236e-03 5.075037518759379918e-01 5.398532599633150131e-01 5.484742371185592491e-01 9.028340656051504071e-03 5.338502584625646197e-01 5.665332666333167122e-01 4.997998999499749795e-01 1.194116596843511346e-02 4.814073703518426117e-01 5.217608804402200651e-01 3.913123228280807053e-01 1.214978611418806274e-02 3.661830915457728874e-01 4.081207270301817625e-01
4.408817635270540630e-02 2.735951308987826791e-01 3.841815654648729483e-03 2.683008170752042565e-01 2.788894447223611572e-01 3.804885241551971276e-01 6.258040955202380171e-03 3.688510922127730685e-01 3.907787226946806691e-01 5.288394197098549299e-01 8.853583217192024721e-03 5.142571285642821843e-01 5.458562614640654065e-01 5.559529764882441549e-01 9.173711526211323838e-03 5.407703851925963479e-01 5.722861430715358022e-01 5.084125396031348165e-01 1.195473660188758891e-02 4.889111222277805480e-01 5.291812572953142890e-01 4.004252126063031492e-01 1.277206538964423960e-02 3.732699683174920957e-01 4.159579789894947699e-01
4.609218436873747243e-02 2.778472569618142263e-01 4.629416332773785003e-03 2.713856928464232210e-01 2.848090712022677828e-01 3.856928464232116660e-01 6.458524246346076560e-03 3.741037185259296072e-01 3.955310988827747121e-01 5.349758212439551519e-01 9.065150195694506724e-03 5.200100050025012743e-01 5.520260130065032245e-01 5.627230281807570345e-01 9.528787382370319803e-03 5.451892612973153751e-01 5.787893946973486914e-01 5.153159913289978578e-01 1.180574102853810571e-02 4.963314990828747719e-01 5.353510088377522180e-01 4.082541270635317576e-01 1.308946404606674101e-02 3.785225946306486344e-01 4.228781057195264426e-01
4.809619238476953162e-02 2.818575954643988690e-01 4.818787701251325828e-03 2.750541937635484491e-01 2.896448224112055936e-01 3.903535100883774867e-01 6.528477091608744440e-03 3.787727196931799378e-01 4.005336001334000584e-01 5.403201600800400239e-01 9.118437524828274660e-03 5.246790061697514940e-01 5.567783891945973229e-01 5.683091545772885889e-01 9.577177266492100174e-03 5.514423878605969609e-01 5.841253960313490534e-01 5.217942304485576610e-01 1.189187365736350810e-02 5.011672502918125272e-01 5.411872602968150758e-01 4.155744538936134158e-01 1.301698504028732210e-02 3.861930965482741618e-01 4.307987326996831623e-01
5.010020040080159776e-02 2.866766716691678818e-01 4.556458238248702226e-03 2.808904452226113069e-01 2.933133233283308217e-01 3.955977988994497374e-01 6.023901512200576999e-03 3.843588460897115477e-01 4.045356011339003022e-01 5.466233116558280036e-01 8.633868873365301358e-03 5.310155077538769586e-01 5.612806403201601180e-01 5.757211939302984138e-01 9.529133895733444409e-03 5.586126396531598814e-01 5.907120226780057104e-01 5.301317325329331087e-01 1.145217143399482329e-02 5.106720026680006130e-01 5.476905119226279650e-01 4.239536434884109140e-01 1.323061758159426067e-02 3.943638485909621294e-01 4.386359846589961697e-01
5.210420841683366389e-02 2.911789227947306768e-01 4.308512604398911580e-03 2.855594463898615820e-01 2.978989494747373845e-01 4.008754377188594731e-01 5.788586655622145194e-03 3.893613473403368386e-01 4.105386026346506401e-01 5.528597632149407914e-01 8.731000972801406315e-03 5.371018842754711198e-01 5.667833916958479046e-01 5.823406526242413950e-01 9.227728950435606231e-03 5.653660163415040740e-01 5.970485242621310640e-01 5.375521093880273327e-01 1.111206063097379577e-02 5.181757545439386048e-01 5.549441387360346534e-01 4.321827580456895079e-01 1.287274681752770961e-02 4.063698515924629162e-01 4.463064865766216416e-01
5.410821643286573002e-02 2.952059363014840621e-01 4.577592368383287535e-03 2.888110722027680266e-01 3.019009504752376283e-01 4.054694013673502684e-01 5.996142302502408851e-03 3.927797231949308188e-01 4.161247290311822500e-01 5.581207270301817847e-01 8.380118697748049211e-03 5.414373853593463792e-01 5.704518926129731327e-01 5.875687843921961750e-01 9.204243570112147568e-03 5.699516424879106369e-01 6.031349007837252252e-01 5.440970485242621058e-01 1.051890468656681635e-02 5.243455060863765338e-01 5.610305152576288146e-01 4.390945472736368371e-01 1.156843061077502365e-02 4.171252292813072970e-01 4.538102384525596333e-01
5.611222444889778921e-02 2.988827747206936336e-01 4.762137131409452384e-03 2.933133233283308217e-01 3.063198265799566555e-01 4.098966149741537501e-01 6.073004697396259567e-03 3.984492246123061410e-01 4.205436051359012772e-01 5.630815407703850806e-01 8.481268415216706644e-03 5.471068867767217014e-01 5.767883941970985973e-01 5.931633318329172511e-01 9.461596924123611904e-03 5.768717692179422540e-01 6.088044022011005474e-01 5.504002001000499744e-01 1.043509250555437091e-02 5.325162581290645569e-01 5.671168917792229758e-01 4.466149741537434603e-01 1.231435510052465536e-02 4.227113556778389070e-01 4.626479906619976878e-01
5.811623246492985534e-02 3.022511255627814419e-01 4.840751125361054778e-03 2.962314490578622506e-01 3.099883274970818836e-01 4.140153410038351356e-01 5.866788070497377418e-03 4.038686009671502153e-01 4.262131065532766550e-01 5.677171919292979263e-01 8.012231054092808225e-03 5.526096381524094880e-01 5.800400200100049863e-01 5.984742371185592935e-01 9.025818709145047927e-03 5.826246456561614551e-01 6.127230281807570789e-01 5.558862764715690741e-01 9.667695886582656703e-03 5.391862597965649817e-01 5.708687677171919717e-01 4.527930631982658438e-01 1.167499199264545283e-02 4.321327330331832806e-01 4.700683675170918563e-01
6.012024048096192147e-02 3.055027513756878310e-01 5.270963278747083612e-03 2.988160747040186638e-01 3.146573286643321588e-01 4.182507920626979403e-01 5.204531662165134444e-03 4.100383525095881443e-01 4.281307320326829813e-01 5.721027180256794686e-01 7.907082316804455238e-03 5.572786393196598187e-01 5.847090211772553170e-01 6.032933133233282508e-01 9.380297536499921859e-03 5.873770218442554425e-01 6.195597798899449282e-01 5.614057028514257697e-01 9.980463626316531806e-03 5.452726363181590319e-01 5.789561447390362270e-01 4.589711522427880608e-01 1.226222086659578027e-02 4.375521093880273549e-01 4.756544939136234662e-01
6.212424849699398066e-02 3.094714023678505899e-01 4.821325939714663292e-03 3.024012006003001241e-01 3.183258295814573868e-01 4.229364682341170689e-01 4.726275416976830068e-03 4.159579789894947699e-01 4.315491078872769615e-01 5.770301817575455017e-01 7.544536486809047190e-03 5.617808904452226137e-01 5.889611472402868086e-01 6.087210271802567796e-01 9.175647377160756069e-03 5.918792729698182375e-01 6.251459062864765936e-01 5.679923294980824267e-01 9.768638862524688452e-03 5.502751375687844337e-01 5.842087710521927102e-01 4.659663164915791578e-01 1.170852489782098736e-02 4.459729864932466259e-01 4.811572452893113083e-01
6.412825651302604679e-02 3.134900783725196316e-01 4.563897159591493585e-03 3.062364515591128877e-01 3.211605802901450479e-01 4.268050692012672620e-01 4.620277765447468321e-03 4.214607303651826120e-01 4.361347340336835243e-01 5.817408704352176052e-01 7.103551775887958532e-03 5.681173920293479673e-01 5.927963981990995723e-01 6.139403034850758889e-01 8.500344045745750893e-03 5.997998999499749573e-01 6.285642821410705183e-01 5.733533433383357636e-01 8.993672425652469299e-03 5.586960146740036492e-01 5.872936468234116747e-01 4.721027180256795464e-01 1.194128239526030637e-02 4.508087377021844366e-01 4.874937468734367174e-01
6.613226452905811292e-02 3.169334667333667532e-01 4.831300096791760548e-03 3.096548274137068679e-01 3.249124562281140438e-01 4.306319826579956822e-01 5.105928753444628765e-03 4.242121060530265053e-01 4.408037352009337995e-01 5.864432216108055318e-01 7.224223042891607903e-03 5.717858929464731954e-01 5.970485242621310640e-01 6.186426546606635934e-01 8.839246541024279452e-03 6.030515257628814574e-01 6.339836584959146482e-01 5.787143571785893226e-01 9.734364857026099951e-03 5.619476404869101493e-01 5.932966483241620681e-01 4.780640320160080559e-01 1.199067595301353713e-02 4.569784892446223101e-01 4.932466233116558074e-01
6.813627254509017905e-02 3.209771552442887699e-01 5.101679305489928949e-03 3.132399533099883282e-01 3.294980823745206067e-01 4.354427213606802960e-01 5.111650385114323812e-03 4.277138569284642533e-01 4.457228614307153780e-01 5.907036851759214224e-01 7.370130197514305169e-03 5.759546439886610303e-01 6.017175254293813946e-01 6.231865932966482724e-01 8.873409619164152745e-03 6.068867767216942211e-01 6.379022844755710686e-01 5.844755711188927005e-01 9.929597453557559641e-03 5.668667667166916724e-01 5.978822744705686310e-01 4.843088210772052982e-01 1.202542987588583676e-02 4.641487410371852862e-01 5.014173753543438306e-01
7.014028056112224518e-02 3.241454060363514467e-01 5.132516442081392488e-03 3.155744538936134935e-01 3.323328330832082678e-01 4.388944472236118166e-01 5.289742636423158152e-03 4.301317325329331309e-01 4.482241120560280234e-01 5.942971485742871707e-01 7.537858124180496326e-03 5.795397698849424906e-01 6.051359012839753193e-01 6.271469067867266878e-01 9.488135983452260572e-03 6.097215274303818822e-01 6.421544105386026713e-01 5.890945472736367483e-01 1.066738999030913092e-02 5.697015174253793335e-01 6.048857762214440159e-01 4.894613973653492711e-01 1.245837090217328039e-02 4.707353676838419432e-01 5.049191262297815230e-01
7.214428857715429744e-02 3.280807070201767206e-01 4.870985356629368816e-03 3.195764548941137373e-01 3.358345839586460158e-01 4.425796231449057316e-01 5.157949691120214224e-03 4.343838585959646226e-01 4.512256128064032201e-01 5.984075371018843237e-01 7.229537431831915134e-03 5.844588961147240136e-01 6.094714023678505788e-01 6.313406703351676086e-01 8.962411429203117480e-03 6.159746539936634679e-01 6.458229114557278994e-01 5.942054360513591149e-01 1.066030095183325907e-02 5.757878939469734947e-01 6.100550275137568423e-01 4.952309488077372146e-01 1.241615032590154266e-02 4.767383691845922811e-01 5.100883775220943495e-01
7.414829659318636357e-02 3.312239453059863115e-01 4.649463935583036771e-03 3.226613306653326463e-01 3.389194597298649247e-01 4.459396364849091410e-01 4.947757827620225500e-03 4.390528597632149532e-01 4.547273636818409126e-01 6.023678505919626280e-01 6.518284511013161531e-03 5.917958979489744697e-01 6.126396531599133111e-01 6.349091212272803819e-01 8.336372276293401232e-03 6.210605302651325266e-01 6.478239119559779935e-01 5.981407370351842223e-01 9.281437489901111018e-03 5.832916458229114864e-01 6.119726529931632797e-01 5.000333500083374849e-01 1.163081241935149009e-02 4.819909954977488753e-01 5.156745039186260149e-01
7.615230460921842970e-02 3.345370246913704215e-01 4.920023210163261725e-03 3.272469568117392091e-01 3.429214607303651685e-01 4.501167250291812638e-01 5.497575900790251623e-03 4.419709854927463821e-01 4.603134900783725225e-01 6.064115391028848112e-01 7.314232599042923277e-03 5.941303985325996351e-01 6.183925295981324011e-01 6.390028347507087370e-01 8.820415223742732527e-03 6.232282808070701563e-01 6.502417875604469266e-01 6.028681007170251238e-01 9.665448646716701120e-03 5.854593963648491162e-01 6.169751542437885705e-01 5.055777888944472664e-01 1.211375931791425394e-02 4.861597465399366547e-01 5.226780056695013998e-01
7.815631262525049583e-02 3.377855594463898270e-01 5.212265964060783241e-03 3.299983324995831024e-01 3.472569618142404280e-01 4.537101884275471231e-01 5.321103306194445437e-03 4.450558612639652911e-01 4.633983658495914870e-01 6.103635150908787166e-01 7.523277913292406201e-03 5.968817742204435284e-01 6.230615307653827317e-01 6.428214107053527027e-01 9.533378573734912348e-03 6.254794063698515538e-01 6.549941637485409140e-01 6.073119893279973480e-01 1.000413049949061724e-02 5.897115224278806078e-01 6.218109054527263257e-01 5.107887276971819768e-01 1.252326118231190423e-02 4.909121227280306976e-01 5.286810071702517932e-01
8.016032064128256196e-02 3.411038852759713524e-01 4.947420626104966600e-03 3.339169584792396339e-01 3.505919626479906404e-01 4.572869768217442399e-01 5.478195699814716532e-03 4.485576121394030391e-01 4.676504919126229787e-01 6.139152909788229140e-01 7.427684964612440641e-03 6.003001500750375641e-01 6.263131565782891208e-01 6.467567116891778101e-01 1.009263495125944238e-02 6.286476571619142861e-01 6.602467900616975083e-01 6.116058029014507236e-01 1.047757005472189744e-02 5.944638986159747063e-01 6.268967817241953844e-01 5.156494914123728179e-01 1.257874880408847013e-02 4.956644989161247405e-01 5.337668834417208519e-01
8.216432865731462809e-02 3.445722861430715045e-01 4.495112269581361467e-03 3.374187093546773264e-01 3.521760880440220065e-01 4.606886776721694221e-01 5.200924176945453947e-03 4.531432382858095465e-01 4.698182424545606084e-01 6.172502918125728488e-01 7.108037149355925406e-03 6.051359012839753193e-01 6.283975320993829827e-01 6.506253126563281697e-01 9.990693452851350312e-03 6.335667833916958092e-01 6.648324162081040711e-01 6.160413540103384378e-01 1.026954198990221757e-02 6.008837752209438277e-01 6.319826579956645540e-01 5.206603301650825077e-01 1.211257427447685886e-02 5.006670001667500314e-01 5.369351342337835842e-01
8.416833667334668034e-02 3.476738369184592670e-01 4.934646242106958611e-03 3.395864598966149561e-01 3.547607136901784197e-01 4.638152409538102150e-01 4.999860344542149219e-03 4.571452392863098457e-01 4.723194930798732538e-01 6.205019176254794600e-01 7.385168083937336363e-03 6.079706519926629804e-01 6.318992829748207862e-01 6.540186760046690084e-01 9.886467098261953607e-03 6.373186593296648050e-01 6.679172919793230356e-01 6.204018676004668942e-01 1.007744671637443232e-02 6.064699016174753821e-01 6.352342838085709431e-01 5.256211439052859147e-01 1.244345581216560644e-02 5.043355010838752595e-01 5.409371352342837724e-01
8.617234468937874647e-02 3.511005502751375351e-01 5.169042850558179872e-03 3.433383358345839520e-01 3.581790895447723999e-01 4.678089044522261153e-01 4.620729105492839793e-03 4.613139903284975696e-01 4.764048691012172654e-01 6.239869934967482434e-01 7.325761282055746892e-03 6.120560280140070475e-01 6.351509087877271753e-01 6.576454894113723526e-01 9.871672885741381021e-03 6.420710355177589035e-01 6.709187927296982323e-01 6.241870935467732640e-01 1.000119779249609639e-02 6.107220276805068737e-01 6.390695347673837068e-01 5.303068200767049323e-01 1.258395350202845195e-02 5.082541270635317909e-01 5.462731365682841345e-01
