# FPR	mN=200GeV-mean	mN=200GeV-std	mN=200GeV-min	mN=200GeV-max	mN=300GeV-mean	mN=300GeV-std	mN=300GeV-min	mN=300GeV-max	mN=500GeV-mean	mN=500GeV-std	mN=500GeV-min	mN=500GeV-max	mN=700GeV-mean	mN=700GeV-std	mN=700GeV-min	mN=700GeV-max	mN=900GeV-mean	mN=900GeV-std	mN=900GeV-min	mN=900GeV-max	mN=1100GeV-mean	mN=1100GeV-std	mN=1100GeV-min	mN=1100GeV-max
0.000000000000000000e+00 6.503251625812907395e-03 2.172875254862354204e-03 3.251625812906453264e-03 9.421377355344338900e-03 1.073870268467567134e-02 3.679437062208388860e-03 5.085876271469068170e-03 1.642487910621977590e-02 1.296481574120393609e-02 4.272390220861644120e-03 6.003001500750375190e-03 1.900950475237618911e-02 9.529764882441222121e-03 3.755033596093918218e-03 4.669001167250291622e-03 1.559112889778222454e-02 4.360513590128397426e-03 1.451324197569957503e-03 2.584625646156411480e-03 6.753376688344171763e-03 1.150575287643821774e-03 6.456048251661144002e-04 3.335000833750208379e-04 2.251125562781390588e-03
2.004008016032063962e-03 5.858762714690678164e-02 3.922535559612287497e-03 5.294313823578455924e-02 6.594964148741036536e-02 9.563948640987160466e-02 6.394755395027005261e-03 8.479239619809904316e-02 1.092212773053193309e-01 1.233042205805641583e-01 1.074245439713948647e-02 1.069731592583198776e-01 1.420710355177588757e-01 1.131482407870602058e-01 1.200214918323233917e-02 9.363014840753709767e-02 1.343171585792896361e-01 6.974320493580123126e-02 1.001855912742263995e-02 5.619476404869101077e-02 8.504252126063031880e-02 2.843921960980490618e-02 5.489274860521070783e-03 1.984325496081373874e-02 3.810238452559613215e-02
4.008016032064127925e-03 8.720193430048359118e-02 4.168159037504453809e-03 8.012339503084875414e-02 9.496414874103718817e-02 1.357518104409586035e-01 6.221097627156474408e-03 1.266466566616641642e-01 1.465732866433216708e-01 1.852092713023178461e-01 8.778023758474666136e-03 1.690845422711355628e-01 1.999332999833249858e-01 1.770802067700516791e-01 9.954813390826561942e-03 1.580790395197598786e-01 1.936801734200433445e-01 1.191929297982324554e-01 9.948299661057757870e-03 9.921627480406870758e-02 1.327330331832582977e-01 5.794563948640987089e-02 6.871437206987465567e-03 4.368851092212772819e-02 6.628314157078539492e-02
6.012024048096191453e-03 1.096048024012006017e-01 6.251481079702665179e-03 9.971652492913123111e-02 1.214774053693513378e-01 1.677922294480573562e-01 7.492928477130372800e-03 1.572452893113223393e-01 1.832582958145739516e-01 2.336168084042020698e-01 1.200420798839393205e-02 2.176921794230448626e-01 2.592129398032349541e-01 2.270051692512922992e-01 1.343704541953382250e-02 2.096048024012006072e-01 2.512089378022344666e-01 1.640236785059196456e-01 1.254388479776776845e-02 1.510755377688844381e-01 1.851759212939803334e-01 8.677762394891500031e-02 9.980893922862032683e-03 7.362014340503585108e-02 1.043021510755377662e-01
8.016032064128255849e-03 1.284404226161177109e-01 4.843991932048223939e-03 1.187260296815074168e-01 1.353176588294147109e-01 1.944555611138902851e-01 5.124824553601124190e-03 1.846756711689177821e-01 2.014340503585125841e-01 2.737952309488076996e-01 7.844384373858509507e-03 2.593796898449224342e-01 2.866433216608303969e-01 2.704530956192859326e-01 1.033035971897171626e-02 2.542938135734533756e-01 2.876438219109554995e-01 2.041032540318255539e-01 1.121099040401025634e-02 1.842708261278267756e-01 2.212773053193263229e-01 1.158746039686509854e-01 9.786025644350876754e-03 9.746539936634984747e-02 1.322327830581957742e-01
1.002004008016032024e-02 1.429047857261964150e-01 4.792432170485213735e-03 1.341504085376021282e-01 1.514924128731032216e-01 2.156828414207103695e-01 5.232265845007546406e-03 2.063531765882941349e-01 2.248624312156078109e-01 3.052859763214940680e-01 7.635094562885640264e-03 2.879773219943305151e-01 3.189094547273637059e-01 3.042271135567784501e-01 1.064320268212442903e-02 2.817241954310488738e-01 3.241620810405202446e-01 2.365015841253960416e-01 1.144518887958128478e-02 2.107720526930131622e-01 2.558779389694847417e-01 1.419876604969151357e-01 1.071789054771654821e-02 1.183925295981324011e-01 1.636651659162914885e-01
1.202404809619238291e-02 1.566783391695847905e-01 5.358724752608003301e-03 1.477405369351342257e-01 1.657495414373853504e-01 2.346756711689177433e-01 6.846916921435441603e-03 2.257795564448891179e-01 2.487910621977655612e-01 3.320410205102550805e-01 1.037905157851044639e-02 3.163248290812072927e-01 3.516758379189594552e-01 3.356678339169584246e-01 1.326590643758939966e-02 3.139903284975821274e-01 3.604302151075537974e-01 2.672252793063198406e-01 1.397209385571727275e-02 2.432883108220777191e-01 2.878105719526429795e-01 1.668417542104385642e-01 1.393582734292840575e-02 1.430715357678839506e-01 1.886776721694180536e-01
1.402805611222444730e-02 1.696264799066199980e-01 5.173855039781034143e-03 1.629981657495414293e-01 1.786726696681674165e-01 2.536539311740038660e-01 6.658389956728018658e-03 2.422044355511088765e-01 2.673836918459229772e-01 3.585959646489911834e-01 9.940036981302505584e-03 3.422544605636151371e-01 3.767717191929297882e-01 3.667083541770884692e-01 1.174339758327380863e-02 3.484242121060530106e-01 3.878605969651492402e-01 2.984909121227280471e-01 1.289164674449792131e-02 2.779723194930798780e-01 3.182424545606136190e-01 1.931132232783058511e-01 1.336149677524141842e-02 1.700850425212606376e-01 2.110221777555444378e-01
1.603206412825651170e-02 1.805486076371519144e-01 5.601939048034158472e-03 1.733366683341670822e-01 1.885109221277305458e-01 2.677088544272135939e-01 7.229287430537424328e-03 2.535434383858595764e-01 2.785559446389861415e-01 3.793980323495080298e-01 1.032499574911139445e-02 3.584292146073036478e-01 3.935300983825246179e-01 3.891529097882274191e-01 1.127002395827060230e-02 3.683508420877105172e-01 4.055361013840253492e-01 3.223469115987519507e-01 1.303408585927596890e-02 3.015081354972743433e-01 3.421710855427713693e-01 2.148991162247790299e-01 1.378843632264940486e-02 1.945139236284809114e-01 2.377855594463898492e-01
1.803607214428857436e-02 1.912289478072369542e-01 4.501818789882032490e-03 1.846756711689177821e-01 1.964315491078872655e-01 2.816408204102051061e-01 4.980776572640668517e-03 2.753876938469234648e-01 2.909788227447057118e-01 3.988577622144405810e-01 6.215265291444941297e-03 3.871935967983992088e-01 4.067867266966816997e-01 4.111138902784725602e-01 7.182403584228500178e-03 4.011172252793063220e-01 4.215441053860263243e-01 3.457061864265466022e-01 8.590395075311686376e-03 3.322494580623645000e-01 3.585125896281474156e-01 2.367100216775054056e-01 9.787279312100402237e-03 2.181924295481073861e-01 2.534600633650158641e-01
2.004008016032064049e-02 2.005419376354843908e-01 4.130397186212318196e-03 1.934300483575120966e-01 2.070201767550441940e-01 2.936301484075370949e-01 4.416012109848682643e-03 2.878105719526429795e-01 3.002334500583624943e-01 4.156328164082040422e-01 5.751964073977215881e-03 4.067033516758379319e-01 4.284642321160580525e-01 4.297398699349674334e-01 6.321349805412244255e-03 4.189594797398699111e-01 4.414707353676838308e-01 3.666333166583292114e-01 7.570268244965110485e-03 3.535100883775220693e-01 3.771052192763048039e-01 2.561697515424378735e-01 8.652322878727263314e-03 2.374520593630148335e-01 2.680506920126730086e-01
2.204408817635270315e-02 2.083708520927130547e-01 3.676980210728754157e-03 2.039353009838252573e-01 2.153576788394196972e-01 3.031765882941470647e-01 4.072773762072138051e-03 2.983158245789561680e-01 3.117392029348007298e-01 4.277972319493080211e-01 5.352910094805580707e-03 4.212939803234950764e-01 4.413039853259963508e-01 4.443054860763715475e-01 6.864149562365441486e-03 4.325496081374020085e-01 4.594797398699349555e-01 3.827163581790894997e-01 7.450392049202759180e-03 3.665165916291479031e-01 3.952809738202434642e-01 2.718192429548107469e-01 9.068489108617667702e-03 2.506253126563281475e-01 2.856428214107053498e-01
