# bkg-pred	mN=2000GeV-pred	mN=2200GeV-pred	mN=2300GeV-pred	mN=2700GeV-pred	mN=3000GeV-pred
4.758109748363494873e-01 9.965748786926269531e-01 2.721643447875976562e-01 9.915448427200317383e-01 2.845166027545928955e-01 1.841037273406982422e-01
4.798449873924255371e-01 9.645618200302124023e-01 8.202164769172668457e-01 9.994974136352539062e-01 9.996720552444458008e-01 3.517968356609344482e-01
1.427940279245376587e-01 9.293594956398010254e-01 9.448794126510620117e-01 6.970047950744628906e-01 5.526747703552246094e-01 7.192845344543457031e-01
2.025365382432937622e-01 4.230692684650421143e-01 4.444364011287689209e-01 2.950544357299804688e-01 9.646476507186889648e-01 7.574318051338195801e-01
4.681618809700012207e-01 9.943208694458007812e-01 3.509650006890296936e-02 9.878474473953247070e-01 9.997047781944274902e-01 8.737061023712158203e-01
1.451822221279144287e-01 4.207988381385803223e-01 9.828798174858093262e-01 2.434344291687011719e-01 7.166702151298522949e-01 4.582473933696746826e-01
8.997290581464767456e-02 9.549865126609802246e-01 7.952585816383361816e-01 8.270079493522644043e-01 4.605086147785186768e-01 7.760745286941528320e-01
1.316986978054046631e-01 3.086103200912475586e-01 8.299320340156555176e-01 9.960591793060302734e-01 7.264714688062667847e-02 9.592808485031127930e-01
2.964133024215698242e-01 9.896713495254516602e-01 9.814609885215759277e-01 9.194579124450683594e-01 9.945909976959228516e-01 9.675007462501525879e-01
5.130473375320434570e-01 6.858125925064086914e-01 9.918246865272521973e-01 4.364124238491058350e-01 9.875477552413940430e-01 6.944175064563751221e-02
6.833286285400390625e-01 9.689662456512451172e-01 7.251776456832885742e-01 3.838061690330505371e-01 2.874231636524200439e-01 4.499818384647369385e-01
2.308129221200942993e-01 9.942497014999389648e-01 6.642610579729080200e-02 7.179188728332519531e-02 4.089402258396148682e-01 3.223735690116882324e-01
1.710159033536911011e-01 9.844698905944824219e-01 9.799448251724243164e-01 5.678531527519226074e-01 5.661956071853637695e-01 2.263143658638000488e-01
6.169598922133445740e-02 2.511024177074432373e-01 4.728528857231140137e-01 5.293065309524536133e-01 5.393947362899780273e-01 2.973977923393249512e-01
3.076997399330139160e-01 9.978781938552856445e-01 9.989664554595947266e-01 7.747947573661804199e-01 2.598824799060821533e-01 2.771694064140319824e-01
1.707258373498916626e-01 9.609994292259216309e-01 8.129870295524597168e-01 9.974645376205444336e-01 1.563002914190292358e-01 8.750218749046325684e-01
7.144296765327453613e-01 9.727024435997009277e-01 3.592532873153686523e-01 8.391255736351013184e-01 8.775607943534851074e-01 9.685037136077880859e-01
4.070994257926940918e-01 1.160437166690826416e-01 9.994031190872192383e-01 4.023616015911102295e-01 2.502767145633697510e-01 2.147220671176910400e-01
1.668087989091873169e-01 4.855523109436035156e-01 7.847013473510742188e-01 6.315076351165771484e-01 9.364477396011352539e-01 3.370801806449890137e-01
8.837776780128479004e-01 4.908612668514251709e-01 9.981714487075805664e-01 7.793788909912109375e-01 6.456762552261352539e-01 3.760402500629425049e-01
4.550706148147583008e-01 4.151163697242736816e-01 2.090901881456375122e-01 6.223177313804626465e-01 9.424579739570617676e-01 8.761793971061706543e-01
6.585342288017272949e-01 5.804591774940490723e-01 5.906850695610046387e-01 5.661703944206237793e-01 2.735157310962677002e-01 7.940086722373962402e-01
2.840557694435119629e-01 8.226230144500732422e-01 8.965044021606445312e-01 9.997604489326477051e-01 8.672904968261718750e-01 7.477873563766479492e-01
3.970998525619506836e-02 9.918386340141296387e-01 9.518360495567321777e-01 9.129897356033325195e-01 9.032507985830307007e-02 3.487875163555145264e-01
3.211513459682464600e-01 9.391677975654602051e-01 9.048422574996948242e-01 8.338317275047302246e-01 7.677940130233764648e-01 7.090284675359725952e-02
5.110718011856079102e-01 9.147151112556457520e-01 1.588728129863739014e-01 8.033171296119689941e-01 3.193154931068420410e-01 9.306470751762390137e-01
4.059341177344322205e-02 9.938936829566955566e-01 6.604466587305068970e-02 4.262360334396362305e-01 4.460157454013824463e-01 8.372273296117782593e-02
8.765039443969726562e-01 9.998365640640258789e-01 8.850195407867431641e-01 1.449842602014541626e-01 7.826093435287475586e-01 4.177851080894470215e-01
2.852075099945068359e-01 2.088463753461837769e-01 9.974608421325683594e-01 8.086296319961547852e-01 3.544048964977264404e-01 1.935477256774902344e-01
2.019489705562591553e-01 6.403240561485290527e-01 9.592710137367248535e-01 1.452431529760360718e-01 8.066875338554382324e-01 4.282264709472656250e-01
7.683784961700439453e-01 1.605023294687271118e-01 6.577434539794921875e-01 4.550226926803588867e-01 2.984002232551574707e-01 7.171734571456909180e-01
4.273069500923156738e-01 8.593860268592834473e-01 5.775291323661804199e-01 3.810796141624450684e-01 4.779536128044128418e-01 4.127526581287384033e-01
2.887926995754241943e-01 8.561661243438720703e-01 9.807031154632568359e-01 1.800868064165115356e-01 1.650649011135101318e-01 2.076838165521621704e-01
1.747496128082275391e-01 9.752941131591796875e-01 9.717213511466979980e-01 4.071113169193267822e-01 8.014096319675445557e-02 9.983219504356384277e-01
3.272749483585357666e-02 9.514384269714355469e-01 9.681367874145507812e-01 6.142254471778869629e-01 8.664829134941101074e-01 5.515004992485046387e-01
4.963575303554534912e-01 4.858107864856719971e-01 1.527341455221176147e-01 5.065633058547973633e-01 4.156127870082855225e-01 4.940983951091766357e-01
3.284122049808502197e-01 9.999115467071533203e-01 9.989270567893981934e-01 5.900350213050842285e-01 9.965560436248779297e-01 3.550985157489776611e-01
1.192308589816093445e-02 4.021729528903961182e-01 8.918446898460388184e-01 4.817710816860198975e-01 4.265616238117218018e-01 5.244530439376831055e-01
2.656213939189910889e-01 7.639081478118896484e-01 9.910643100738525391e-01 7.973459362983703613e-01 4.419754445552825928e-01 5.613026618957519531e-01
3.972047269344329834e-01 8.569626212120056152e-01 8.670375943183898926e-01 9.434974193572998047e-01 9.359945654869079590e-01 2.514396905899047852e-01
1.047122702002525330e-01 8.267486095428466797e-01 8.981286883354187012e-01 3.829937577247619629e-01 2.531672120094299316e-01 7.827261090278625488e-02
4.480752721428871155e-02 2.542453110218048096e-01 4.453208446502685547e-01 9.998757839202880859e-01 8.538775444030761719e-01 7.174952030181884766e-01
2.222400009632110596e-01 9.945060610771179199e-01 7.842489480972290039e-01 1.950433701276779175e-01 9.942540526390075684e-01 5.021864175796508789e-01
1.702841818332672119e-01 9.966546297073364258e-01 9.681921005249023438e-01 9.997850060462951660e-01 8.539313077926635742e-01 2.577100396156311035e-01
2.269538342952728271e-01 2.568448781967163086e-01 2.944209873676300049e-01 5.882834792137145996e-01 8.491841554641723633e-01 3.126724064350128174e-01
3.553454205393791199e-02 9.359380006790161133e-01 9.979370832443237305e-01 9.443315863609313965e-01 9.692667126655578613e-01 5.300909280776977539e-01
3.784891664981842041e-01 9.996801614761352539e-01 6.444681882858276367e-01 3.534104526042938232e-01 2.645656466484069824e-01 3.595201075077056885e-01
2.061853706836700439e-01 9.911496639251708984e-01 2.908233106136322021e-01 4.746633768081665039e-01 8.533210158348083496e-01 8.126217126846313477e-01
1.821527332067489624e-01 3.493721038103103638e-02 1.492161452770233154e-01 8.035463690757751465e-01 6.383205056190490723e-01 7.808781862258911133e-01
2.165933698415756226e-01 9.999482631683349609e-01 9.656887650489807129e-01 7.381269931793212891e-01 6.664190888404846191e-01 4.884892702102661133e-01
4.692976474761962891e-01 5.652652978897094727e-01 9.384279847145080566e-01 2.773282825946807861e-01 8.092797398567199707e-01 5.418093800544738770e-01
1.502923816442489624e-01 1.343605965375900269e-01 9.451792836189270020e-01 5.707172751426696777e-01 9.993349909782409668e-01 1.308513581752777100e-01
4.319990798830986023e-02 8.565841317176818848e-01 9.997234940528869629e-01 4.701146185398101807e-01 6.720776557922363281e-01 3.972851336002349854e-01
3.457390964031219482e-01 9.946447610855102539e-01 8.794295191764831543e-01 8.994987010955810547e-01 9.265001416206359863e-01 9.998705387115478516e-01
5.842739939689636230e-01 9.967100620269775391e-01 3.127962052822113037e-01 7.349481582641601562e-01 4.931721687316894531e-01 2.903037369251251221e-01
3.772980570793151855e-01 2.502647638320922852e-01 5.769200325012207031e-01 9.990573525428771973e-01 7.215538620948791504e-01 7.695816755294799805e-01
2.907166481018066406e-01 3.327012360095977783e-01 7.221183776855468750e-01 5.500716567039489746e-01 1.368208378553390503e-01 6.846458315849304199e-01
4.436826109886169434e-01 9.196708798408508301e-01 2.416063398122787476e-01 9.486821293830871582e-01 5.461485385894775391e-01 1.521491557359695435e-01
5.080068856477737427e-02 8.396236896514892578e-01 9.982016086578369141e-01 8.481658697128295898e-01 9.680587053298950195e-01 1.677923798561096191e-01
8.529846668243408203e-01 6.864469051361083984e-01 9.336442947387695312e-01 5.863742828369140625e-01 8.321930766105651855e-01 6.246836185455322266e-01
3.972948491573333740e-01 1.328288018703460693e-01 9.977508187294006348e-01 8.617753982543945312e-01 2.026424854993820190e-01 5.381926894187927246e-01
3.817061781883239746e-01 7.512008547782897949e-01 9.981541037559509277e-01 6.755489110946655273e-01 2.541282176971435547e-01 1.199060603976249695e-01
3.048618137836456299e-01 5.220070481300354004e-01 9.800758957862854004e-01 9.268549084663391113e-01 5.533946752548217773e-01 6.971325278282165527e-01
1.658174842596054077e-01 9.868739247322082520e-01 9.800233840942382812e-01 7.620192170143127441e-01 5.868951082229614258e-01 5.523798465728759766e-01
5.677143931388854980e-01 9.980555772781372070e-01 8.806475996971130371e-01 4.523964524269104004e-01 8.050788938999176025e-02 3.383088409900665283e-01
2.019340395927429199e-01 9.992308616638183594e-01 9.462928771972656250e-01 5.102174282073974609e-01 9.312931299209594727e-01 4.291235208511352539e-01
1.734868884086608887e-01 8.352026939392089844e-01 2.779216170310974121e-01 9.984769225120544434e-01 1.336461752653121948e-01 7.076566815376281738e-01
3.028322383761405945e-02 6.564015150070190430e-01 9.853299856185913086e-01 3.496235609054565430e-01 8.859901428222656250e-01 4.480695128440856934e-01
6.850360631942749023e-01 9.875192642211914062e-01 6.486261487007141113e-01 5.027658939361572266e-01 1.372348070144653320e-01 4.462302029132843018e-01
9.905005097389221191e-01 6.404864192008972168e-01 2.239952683448791504e-01 6.641544699668884277e-01 3.292172253131866455e-01 2.758121490478515625e-01
9.157581627368927002e-02 4.896950423717498779e-01 9.863881468772888184e-01 2.666279971599578857e-01 9.138339161872863770e-01 5.532814860343933105e-01
3.520888462662696838e-02 2.019608765840530396e-01 9.569294452667236328e-01 7.080774903297424316e-01 1.841830164194107056e-01 2.008429765701293945e-01
1.623623222112655640e-01 8.848415017127990723e-01 9.978950023651123047e-01 8.885360956192016602e-01 1.030427664518356323e-01 7.812036871910095215e-01
1.425537914037704468e-01 2.150796204805374146e-01 4.941936731338500977e-01 9.978998899459838867e-01 4.371005892753601074e-01 3.264129757881164551e-01
7.181642651557922363e-01 7.953054904937744141e-01 2.833574414253234863e-01 8.605726957321166992e-01 4.558050930500030518e-01 5.623158216476440430e-01
1.833421140909194946e-01 9.963839054107666016e-01 5.464378595352172852e-01 9.912837743759155273e-01 3.960999250411987305e-01 3.863890767097473145e-01
4.704738259315490723e-01 3.313831984996795654e-01 6.419335603713989258e-01 4.845710992813110352e-01 4.643792510032653809e-01 9.900874495506286621e-01
5.604243278503417969e-01 8.911780118942260742e-01 5.808131098747253418e-01 4.456206262111663818e-01 5.813595652580261230e-01 4.532763361930847168e-01
2.596269845962524414e-01 7.305598258972167969e-01 5.564042329788208008e-01 8.808710575103759766e-01 6.909327507019042969e-01 7.654155492782592773e-01
8.920060843229293823e-02 8.216155767440795898e-01 9.963678121566772461e-01 1.329060196876525879e-01 6.116800904273986816e-01 5.070687532424926758e-01
1.095839813351631165e-01 9.933202266693115234e-01 8.116511702537536621e-01 9.980922341346740723e-01 5.708143115043640137e-01 9.963424801826477051e-01
9.341247379779815674e-02 3.348845243453979492e-01 9.958325028419494629e-01 5.538451671600341797e-01 6.758183240890502930e-01 1.078375950455665588e-01
2.921214401721954346e-01 9.633477926254272461e-01 2.744541764259338379e-01 9.923003911972045898e-01 2.604312598705291748e-01 3.643196225166320801e-01
4.135151803493499756e-01 9.515694379806518555e-01 8.688744306564331055e-01 6.161797046661376953e-01 1.937918066978454590e-01 2.858318686485290527e-01
7.386023998260498047e-01 8.213574886322021484e-01 5.784055590629577637e-01 6.643686294555664062e-01 3.299994766712188721e-01 1.541403234004974365e-01
5.120461583137512207e-01 9.499920010566711426e-01 8.085606098175048828e-01 7.658395171165466309e-01 2.759211659431457520e-01 6.830281019210815430e-01
8.402352780103683472e-02 9.863097667694091797e-01 2.762217223644256592e-01 8.992766588926315308e-02 9.603381156921386719e-01 1.054033711552619934e-01
2.625771462917327881e-01 4.906665980815887451e-01 7.223532795906066895e-01 9.528565406799316406e-01 4.958911240100860596e-02 3.298335671424865723e-01
2.104146480560302734e-01 3.588215112686157227e-01 9.457024931907653809e-01 4.243442714214324951e-01 1.630882173776626587e-01 6.822001934051513672e-01
1.807263940572738647e-01 4.810218214988708496e-01 5.428857803344726562e-01 3.470827639102935791e-01 9.859630465507507324e-02 9.872305989265441895e-01
8.747147321701049805e-01 8.964729905128479004e-01 5.856191515922546387e-01 5.386024117469787598e-01 7.184393405914306641e-01 9.702740311622619629e-01
7.284600138664245605e-01 2.183179408311843872e-01 9.999210834503173828e-01 4.042710959911346436e-01 3.889403939247131348e-01 3.942067325115203857e-01
7.156500220298767090e-01 4.369223415851593018e-01 4.824311435222625732e-01 9.984356760978698730e-01 4.313002824783325195e-01 3.836633861064910889e-01
1.537746787071228027e-01 2.912385761737823486e-01 3.093134462833404541e-01 9.527662992477416992e-01 1.537579596042633057e-01 9.186844825744628906e-01
1.251881122589111328e-01 9.859592318534851074e-01 2.836701869964599609e-01 1.354817152023315430e-01 1.635280251502990723e-01 4.320238828659057617e-01
2.544946074485778809e-01 5.535756945610046387e-01 2.052055746316909790e-01 4.535649418830871582e-01 6.466390490531921387e-01 1.908320188522338867e-01
1.477211862802505493e-01 7.772369980812072754e-01 4.145672321319580078e-01 9.985854625701904297e-01 2.155572921037673950e-01 5.664311051368713379e-01
2.350313961505889893e-01 3.966195881366729736e-01 8.649542331695556641e-01 9.362699836492538452e-02 6.943903565406799316e-01 5.311300754547119141e-01
2.322025895118713379e-01 9.808221459388732910e-01 7.721123099327087402e-01 3.427603542804718018e-01 5.473594069480895996e-01 3.879147171974182129e-01
5.319456011056900024e-02 5.118737816810607910e-01 4.155649244785308838e-01 1.534802019596099854e-01 5.083838105201721191e-01 7.651122212409973145e-01
3.436611890792846680e-01 9.821402430534362793e-01 5.495396256446838379e-01 6.576068699359893799e-02 2.112133204936981201e-01 8.200293779373168945e-01
3.942505121231079102e-01 1.465332508087158203e-01 6.286698579788208008e-01 9.692534804344177246e-01 4.661583006381988525e-01 8.050327897071838379e-01
2.325456589460372925e-01 2.974559962749481201e-01 5.722685456275939941e-01 9.635656476020812988e-01 6.684035658836364746e-01 1.549352258443832397e-01
2.626275122165679932e-01 6.706493496894836426e-01 5.692543387413024902e-01 9.627949595451354980e-01 3.576950132846832275e-01 8.974854350090026855e-01
4.870744347572326660e-01 3.298743069171905518e-01 4.367485344409942627e-01 3.725788295269012451e-01 9.986563920974731445e-01 1.417943388223648071e-01
7.928843498229980469e-01 4.765096306800842285e-01 9.782704114913940430e-01 2.665387392044067383e-01 4.100129306316375732e-01 6.122693419456481934e-01
8.947330713272094727e-02 2.956956624984741211e-01 9.782721996307373047e-01 9.926902651786804199e-01 4.953255057334899902e-01 5.376662015914916992e-01
5.483648777008056641e-01 9.037758708000183105e-01 4.283066391944885254e-01 9.999320507049560547e-01 9.710611701011657715e-01 8.526075482368469238e-01
6.563683748245239258e-01 9.970186948776245117e-01 5.850701928138732910e-01 9.513060450553894043e-01 5.541891455650329590e-01 9.997652173042297363e-01
2.775232493877410889e-01 9.987570047378540039e-01 9.915218353271484375e-01 9.749479293823242188e-01 1.195493265986442566e-01 9.862464666366577148e-01
2.934223711490631104e-01 6.420847177505493164e-01 2.438633739948272705e-01 9.906846284866333008e-01 4.461747407913208008e-01 6.920093297958374023e-01
2.583785951137542725e-01 5.990447998046875000e-01 2.868066728115081787e-01 7.644526362419128418e-01 2.745494246482849121e-01 9.675623774528503418e-01
3.041110634803771973e-01 5.786128640174865723e-01 3.279111981391906738e-01 1.476805657148361206e-01 6.904805302619934082e-01 5.166310071945190430e-01
3.717939555644989014e-01 3.560481667518615723e-01 9.967869520187377930e-01 9.732514619827270508e-01 6.641747057437896729e-02 4.916698932647705078e-01
2.308977842330932617e-01 4.549894630908966064e-01 9.945705533027648926e-01 8.086568117141723633e-01 2.133686244487762451e-01 1.208733096718788147e-01
5.476275682449340820e-01 2.258711606264114380e-01 9.388446807861328125e-01 5.773641467094421387e-01 4.728923141956329346e-01 7.175909280776977539e-01
1.076999753713607788e-01 2.209016680717468262e-01 6.610532402992248535e-01 9.998730421066284180e-01 9.873341321945190430e-01 6.027764081954956055e-01
3.669211566448211670e-01 9.878472089767456055e-01 7.190793752670288086e-01 2.074985504150390625e-01 4.581264555454254150e-01 3.031830787658691406e-01
1.304470300674438477e-01 4.635754823684692383e-01 4.058314263820648193e-01 9.920108914375305176e-01 2.528127431869506836e-01 6.022530198097229004e-01
4.064307734370231628e-02 3.339737355709075928e-01 2.655732631683349609e-01 9.221138358116149902e-01 6.368942260742187500e-01 9.477897286415100098e-01
4.471041262149810791e-02 2.971040606498718262e-01 9.333548545837402344e-01 5.502965450286865234e-01 6.939482092857360840e-01 3.661083877086639404e-01
4.694506153464317322e-02 7.105869799852371216e-02 7.581222057342529297e-01 7.046099305152893066e-01 2.296380549669265747e-01 3.737029731273651123e-01
6.499511599540710449e-01 8.192660808563232422e-01 5.934615135192871094e-01 2.536548972129821777e-01 8.026411533355712891e-01 5.834556818008422852e-01
4.975432455539703369e-01 9.994233846664428711e-01 7.602223753929138184e-02 2.809149324893951416e-01 9.481731057167053223e-02 4.270187318325042725e-01
8.070058822631835938e-01 3.759702444076538086e-01 1.911605596542358398e-01 9.997877478599548340e-01 4.999476671218872070e-01 1.571328341960906982e-01
2.230798304080963135e-01 6.611242890357971191e-01 3.366366922855377197e-01 1.814832985401153564e-01 4.775499403476715088e-01 5.311316251754760742e-01
3.976197540760040283e-01 2.791360616683959961e-01 7.001946568489074707e-01 1.351126134395599365e-01 9.997305274009704590e-01 2.130779623985290527e-01
2.138077467679977417e-01 6.523298025131225586e-01 9.998778104782104492e-01 6.258788704872131348e-01 7.155162692070007324e-01 7.206913232803344727e-01
4.489496722817420959e-02 7.189433574676513672e-01 9.993016719818115234e-01 5.225912928581237793e-01 7.718902230262756348e-01 2.473640590906143188e-01
4.417349696159362793e-01 9.927535653114318848e-01 4.200268983840942383e-01 1.697416007518768311e-01 9.872009754180908203e-01 4.239744842052459717e-01
1.327423006296157837e-01 1.227874830365180969e-01 4.079051613807678223e-01 9.993663430213928223e-01 5.569869279861450195e-01 2.411103993654251099e-01
4.190911352634429932e-01 9.992201328277587891e-01 9.938510656356811523e-01 7.703012824058532715e-01 5.901392102241516113e-01 6.174781322479248047e-01
6.254224181175231934e-01 9.984977245330810547e-01 6.128292679786682129e-01 7.633351087570190430e-01 7.710751295089721680e-01 2.885721325874328613e-01
3.074665963649749756e-01 9.291141033172607422e-01 8.032304644584655762e-01 2.189155519008636475e-01 1.691474020481109619e-01 7.322680950164794922e-01
1.617601513862609863e-01 9.477669000625610352e-01 9.814964532852172852e-01 5.508108735084533691e-01 5.097178816795349121e-01 7.315867543220520020e-01
5.057120919227600098e-01 1.781267076730728149e-01 4.894008040428161621e-01 9.995477795600891113e-01 1.870995461940765381e-01 4.069195985794067383e-01
5.942161753773689270e-02 5.242419838905334473e-01 9.745878577232360840e-01 8.610677123069763184e-01 8.624228239059448242e-01 8.799340128898620605e-01
9.766013175249099731e-02 1.771168410778045654e-01 6.925890445709228516e-01 6.822037696838378906e-01 6.263030767440795898e-01 5.478562712669372559e-01
1.206501647830009460e-01 7.927139401435852051e-01 6.375937461853027344e-01 8.768284320831298828e-01 1.968769133090972900e-01 1.333632618188858032e-01
3.832866847515106201e-01 8.549592494964599609e-01 1.644341498613357544e-01 9.391922950744628906e-01 3.052053451538085938e-01 6.671516895294189453e-01
1.664808094501495361e-01 7.958939075469970703e-01 4.946357607841491699e-01 9.144397974014282227e-01 5.086778402328491211e-01 1.330573111772537231e-01
5.853424072265625000e-01 6.763958930969238281e-01 9.508769512176513672e-01 4.554773569107055664e-01 6.921198964118957520e-01 3.844009935855865479e-01
3.869890794157981873e-02 4.186251759529113770e-01 6.818607449531555176e-01 1.187272295355796814e-01 3.152899742126464844e-01 3.572137653827667236e-01
3.783395886421203613e-01 7.432237267494201660e-01 9.581122398376464844e-01 8.682913780212402344e-01 2.428743243217468262e-01 4.708626568317413330e-01
1.644696742296218872e-01 7.938500642776489258e-01 9.982430934906005859e-01 7.282373309135437012e-01 5.695187449455261230e-01 5.238544344902038574e-01
7.065883874893188477e-01 9.743245244026184082e-01 2.953181266784667969e-01 4.078408181667327881e-01 6.751689910888671875e-01 4.732863008975982666e-01
3.180254697799682617e-01 9.885134100914001465e-01 4.466215074062347412e-01 4.307260811328887939e-01 5.462218523025512695e-01 4.248931631445884705e-02
4.248192608356475830e-01 1.685943007469177246e-01 1.928537935018539429e-01 2.014135420322418213e-01 5.251855254173278809e-01 2.859414219856262207e-01
3.099935054779052734e-01 8.039142489433288574e-01 5.557230710983276367e-01 7.099491953849792480e-01 5.416127294301986694e-02 5.530206561088562012e-01
1.975089311599731445e-01 2.485538721084594727e-01 9.842544794082641602e-01 9.799141287803649902e-01 1.262315660715103149e-01 3.817372322082519531e-01
4.339163005352020264e-01 4.773954749107360840e-01 4.654912650585174561e-01 4.918371140956878662e-01 3.409196734428405762e-01 6.788836121559143066e-01
2.922295928001403809e-01 9.910280108451843262e-01 1.341076493263244629e-01 6.983227729797363281e-01 2.853201925754547119e-01 6.687405705451965332e-01
1.507371664047241211e-01 4.626769423484802246e-01 9.966878294944763184e-01 5.298748612403869629e-01 9.997798800468444824e-01 9.261649250984191895e-01
2.638052105903625488e-01 9.375611543655395508e-01 9.993141889572143555e-01 4.063655138015747070e-01 7.322290539741516113e-01 8.060457110404968262e-01
