seed=0 AUC=0.7755097999849161, AUC0=0.64809718718044, AUC1=0.8405092200867795, AUC2=0.9154552868898277
seed=1 AUC=0.7767748146677685, AUC0=0.6438608920519772, AUC1=0.848217678741008, AUC2=0.9197317869153037
seed=2 AUC=0.774276764704738, AUC0=0.6485019801825452, AUC1=0.8437078697186546, AUC2=0.9115061015516644
seed=3 AUC=0.7795177167556553, AUC0=0.6475491666808957, AUC1=0.8490135195041999, AUC2=0.9238114210673818
seed=4 AUC=0.778199651137306, AUC0=0.6452750984309322, AUC1=0.8539391502968412, AUC2=0.9203727887684509
seed=5 AUC=0.7781436287476082, AUC0=0.6462763470612198, AUC1=0.8470682352663523, AUC2=0.9203255714594575
seed=6 AUC=0.776273452967984, AUC0=0.6493255919339622, AUC1=0.8433420645624645, AUC2=0.9147203001073505
seed=7 AUC=0.77878572883517, AUC0=0.6469616775931981, AUC1=0.8511658430239964, AUC2=0.9205326237585221
seed=8 AUC=0.782724684225765, AUC0=0.6560991695763881, AUC1=0.8553440405539534, AUC2=0.9226914812427627
seed=9 AUC=0.783173709643595, AUC0=0.6569580037960312, AUC1=0.8514908839692327, AUC2=0.9192046344991207
