seed=0 AUC=0.8059701579295744, AUC0=0.6454735540210876, AUC1=0.9065714575446187, AUC2=0.913559619434021
seed=1 AUC=0.8083197039797533, AUC0=0.6414402047554095, AUC1=0.9110867360735533, AUC2=0.9185867089243167
seed=2 AUC=0.806555987829827, AUC0=0.6480713513085189, AUC1=0.9073816928069227, AUC2=0.9123895718480735
seed=3 AUC=0.8096348384665429, AUC0=0.639626384801239, AUC1=0.9161810438074636, AUC2=0.9226823412925679
seed=4 AUC=0.8070949673820551, AUC0=0.6378616350982702, AUC1=0.9129174553812871, AUC2=0.9185652874515257
seed=5 AUC=0.8099216139247043, AUC0=0.644436356793632, AUC1=0.9117222147106543, AUC2=0.9181752021255396
seed=6 AUC=0.8069952047504667, AUC0=0.6458493902319438, AUC1=0.9099310438074635, AUC2=0.9129879204713328
seed=7 AUC=0.8094171461983051, AUC0=0.6432722332919156, AUC1=0.9128069226608978, AUC2=0.9202677337187491
seed=8 AUC=0.8114469889957242, AUC0=0.6520263799456171, AUC1=0.9167262709572741, AUC2=0.9198888402695348
seed=9 AUC=0.8142038519904282, AUC0=0.6563737135765088, AUC1=0.9111580584099513, AUC2=0.9175905583415251
