# bkg	0sq	1sq	2sq	bkg-weight	0sq-weight	1sq-weight	2sq-weight
1.517393738031387329e-01 7.714845538139343262e-01 9.976586103439331055e-01 7.502875924110412598e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
5.631121397018432617e-01 5.228996276855468750e-01 9.961691498756408691e-01 9.977159500122070312e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
6.624360680580139160e-01 5.864963531494140625e-01 8.904485702514648438e-01 5.736353397369384766e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
3.296198844909667969e-01 4.806462526321411133e-01 2.555272877216339111e-01 8.967580199241638184e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
7.364984750747680664e-01 1.776466816663742065e-01 9.967876672744750977e-01 5.377060770988464355e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
2.039453834295272827e-01 2.066589444875717163e-01 9.836680293083190918e-01 9.996269941329956055e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
1.573246717453002930e-01 4.673020243644714355e-01 9.511470198631286621e-01 6.824383139610290527e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
2.232030034065246582e-01 1.170575618743896484e-01 2.646065950393676758e-01 8.800796866416931152e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
1.326263844966888428e-01 4.443324804306030273e-01 6.739816069602966309e-01 9.813081622123718262e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
4.945152699947357178e-01 6.705150008201599121e-01 7.865256667137145996e-01 6.493175029754638672e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
4.885767996311187744e-01 4.122635424137115479e-01 9.977331161499023438e-01 9.985539317131042480e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
5.769777297973632812e-01 4.255752563476562500e-01 9.945107698440551758e-01 9.561474919319152832e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
3.558647334575653076e-01 6.404394507408142090e-01 9.891248941421508789e-01 9.964472651481628418e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
2.905218005180358887e-01 4.820396900177001953e-01 9.052330255508422852e-01 9.333579540252685547e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
3.058069050312042236e-01 1.517035365104675293e-01 9.654552340507507324e-01 9.593317508697509766e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
2.917479276657104492e-01 1.489056646823883057e-01 4.109756052494049072e-01 9.250927567481994629e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
5.746211409568786621e-01 7.182513922452926636e-02 9.762052893638610840e-01 8.500272631645202637e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
7.291789054870605469e-01 8.735688328742980957e-01 9.982220530509948730e-01 7.606955766677856445e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
2.141008675098419189e-01 1.926695406436920166e-01 1.279256492853164673e-01 5.659422874450683594e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
9.768567681312561035e-01 3.334547877311706543e-01 9.766537547111511230e-01 7.160080075263977051e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
2.728587388992309570e-01 8.578197956085205078e-01 9.716017246246337891e-01 9.990571141242980957e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
6.491666436195373535e-01 3.638663589954376221e-01 9.553205966949462891e-01 6.867738962173461914e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
2.906983196735382080e-01 7.175935506820678711e-01 9.934111237525939941e-01 8.254224061965942383e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
2.519967854022979736e-01 7.818373441696166992e-01 9.058244824409484863e-01 3.594523966312408447e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
1.587215065956115723e-01 6.617255806922912598e-01 8.912416696548461914e-01 6.187043190002441406e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
4.700582325458526611e-01 1.360889375209808350e-01 8.580533266067504883e-01 7.799825668334960938e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
1.622048765420913696e-01 4.811592698097229004e-01 6.507746577262878418e-01 8.576728105545043945e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
1.060211583971977234e-01 6.311064362525939941e-01 8.966076374053955078e-01 3.451191484928131104e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
9.718949198722839355e-01 4.698787927627563477e-01 5.313717722892761230e-01 6.452968120574951172e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
4.956555068492889404e-01 2.765585482120513916e-01 9.988924860954284668e-01 9.985985159873962402e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
5.292899608612060547e-01 8.353785872459411621e-01 9.854831695556640625e-01 7.321127653121948242e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
4.076559841632843018e-01 8.021752238273620605e-01 9.870471954345703125e-01 9.772396087646484375e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
5.100628137588500977e-01 3.664090633392333984e-01 9.984475374221801758e-01 9.890539646148681641e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
5.567881464958190918e-01 2.582716941833496094e-01 9.936230778694152832e-01 9.976764321327209473e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
5.499191954731941223e-02 9.555869102478027344e-01 7.204040288925170898e-01 7.161985635757446289e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
1.559582799673080444e-01 3.984003067016601562e-01 9.107221364974975586e-01 9.636664986610412598e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
2.479224279522895813e-02 3.970471918582916260e-01 9.644232988357543945e-01 9.986063838005065918e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
1.497453600168228149e-01 2.030743807554244995e-01 9.912242889404296875e-01 7.262404561042785645e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
4.758109748363494873e-01 3.696581125259399414e-01 8.743218779563903809e-01 9.661239385604858398e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
4.798449873924255371e-01 3.692935109138488770e-01 6.455468535423278809e-01 6.240237355232238770e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
1.427940279245376587e-01 5.211592912673950195e-01 9.294694662094116211e-01 9.305630326271057129e-01 1.036632333184057379e-07 3.283894270234772176e-09 3.283894270234772176e-09 3.283894270234772176e-09
