# FPR	mN=200GeV-mean	mN=200GeV-std	mN=200GeV-min	mN=200GeV-max	mN=300GeV-mean	mN=300GeV-std	mN=300GeV-min	mN=300GeV-max	mN=500GeV-mean	mN=500GeV-std	mN=500GeV-min	mN=500GeV-max	mN=700GeV-mean	mN=700GeV-std	mN=700GeV-min	mN=700GeV-max	mN=900GeV-mean	mN=900GeV-std	mN=900GeV-min	mN=900GeV-max	mN=1100GeV-mean	mN=1100GeV-std	mN=1100GeV-min	mN=1100GeV-max
0.000000000000000000e+00 2.252252252252252493e-02 1.210779385549644663e-02 6.314006314006313618e-03 5.597905597905598191e-02 1.784861784861784678e-02 1.274856211074446195e-02 3.619003619003619172e-03 5.405405405405405705e-02 1.158081158081158100e-02 1.223347795501410554e-02 1.463001463001462922e-03 4.720104720104720264e-02 6.129206129206130060e-03 8.425103389553344202e-03 3.850003850003850137e-04 3.103103103103103250e-02 2.825902825902825658e-03 4.979357496502672537e-03 0.000000000000000000e+00 1.763301763301763220e-02 4.851004851004851455e-04 1.023290175973815214e-03 0.000000000000000000e+00 3.542003542003542040e-03
2.004008016032063962e-03 1.658658658658658802e-01 7.772466496062271565e-03 1.502271502271502190e-01 1.744051744051744179e-01 1.729806729806729892e-01 1.170225120800394251e-02 1.481481481481481399e-01 1.853391853391853361e-01 1.707788719812767808e-01 1.365162720710268868e-02 1.407581467701708167e-01 1.898051898051898168e-01 1.361288373312421196e-01 1.447611973563186355e-02 1.043371103491343987e-01 1.603911603911603867e-01 9.119199359680320305e-02 1.090153210976828324e-02 6.706907308109713584e-02 1.075691075691075638e-01 3.827673827673827578e-02 7.245658148786176395e-03 2.379302379302379242e-02 4.912604912604912749e-02
4.008016032064127925e-03 2.198352198352198084e-01 5.746806230553683920e-03 2.101332101332101243e-01 2.276122276122276022e-01 2.335181335181334972e-01 7.764116733599320773e-03 2.165242165242165229e-01 2.458612458612458584e-01 2.425117425117425118e-01 9.980009060670340035e-03 2.251482251482251618e-01 2.573342573342573547e-01 2.044352044352044095e-01 1.070184732926787730e-02 1.861861861861861811e-01 2.196812196812196749e-01 1.477400477400477308e-01 9.262315545849901868e-03 1.340571340571340697e-01 1.652421652421652287e-01 7.265727265727264794e-02 7.350277478646909980e-03 6.498806498806498910e-02 8.562408562408561907e-02
6.012024048096191453e-03 2.496573496573496753e-01 8.002975508220046622e-03 2.361592361592361466e-01 2.637252637252637255e-01 2.664516682552754423e-01 8.415094692074100852e-03 2.491722491722491717e-01 2.813582813582813369e-01 2.802879802879802984e-01 9.935662798459489117e-03 2.630322630322630140e-01 2.972972972972973138e-01 2.437757473829618715e-01 1.000688035116514829e-02 2.263032263032263014e-01 2.613382613382613240e-01 1.812966812966813057e-01 8.345135345367278232e-03 1.665511665511665573e-01 1.940401940401940417e-01 9.482619662980383557e-02 6.750037279552533430e-03 8.685608685608685320e-02 1.072611072611072552e-01
8.016032064128255849e-03 2.767244815341007858e-01 9.143148891987142382e-03 2.650342650342650264e-01 2.929933170414132371e-01 2.959574959574959307e-01 7.718634588745613284e-03 2.832062832062832158e-01 3.109263109263109004e-01 3.156310156310156434e-01 9.476857793149457559e-03 3.026103026103025839e-01 3.354893354893355162e-01 2.805651805651805386e-01 9.295350939959817413e-03 2.672672672672672944e-01 2.985292985292985479e-01 2.140371140371140068e-01 8.174496592128611613e-03 2.027412027412027473e-01 2.316162316162316270e-01 1.185878185878185970e-01 8.092957185222625013e-03 1.068761068761068800e-01 1.363671363671363768e-01
1.002004008016032024e-02 2.971663971663971449e-01 6.960061621484909568e-03 2.870562870562870517e-01 3.105413105413105668e-01 3.174174174174174690e-01 7.231865104500604866e-03 3.077693077693077761e-01 3.289443289443289564e-01 3.419727419727419671e-01 1.030051531920251826e-02 3.317163317163316916e-01 3.600523600523600765e-01 3.075537075537075893e-01 1.062672480562319895e-02 2.929082929082928999e-01 3.276353276353276556e-01 2.394856394856395010e-01 1.116441638995348956e-02 2.216832216832216873e-01 2.604142604142604123e-01 1.379148379148379122e-01 1.003594616617338280e-02 1.209671209671209641e-01 1.543851543851543773e-01
1.202404809619238291e-02 3.153307153307153277e-01 7.365796939223531389e-03 3.020713020713020613e-01 3.263263263263262992e-01 3.369369369369369371e-01 6.759343771211132404e-03 3.267113267113266883e-01 3.465773465773465678e-01 3.662585662585662871e-01 9.164445522454680443e-03 3.540463540463540393e-01 3.818433818433818461e-01 3.326634326634326788e-01 1.030404028701296069e-02 3.139293139293139467e-01 3.470393470393470237e-01 2.624239624239624313e-01 1.090514932747116243e-02 2.432432432432432567e-01 2.768922768922769118e-01 1.563255563255563085e-01 1.048930987678089836e-02 1.372141372141372218e-01 1.720951720951720831e-01
1.402805611222444730e-02 3.318626318626318183e-01 6.776133649945850768e-03 3.207823207823207734e-01 3.387233387233387072e-01 3.544313544313544284e-01 7.356550444169791987e-03 3.428043428043427987e-01 3.642103642103642347e-01 3.871115913200081637e-01 9.316258513094878221e-03 3.745283745283745080e-01 4.051744051744051722e-01 3.547239547239547375e-01 1.089973011813203177e-02 3.342573342573342821e-01 3.685223685223685264e-01 2.837452837452837384e-01 1.101930020690209365e-02 2.639562639562639812e-01 2.988372988372988148e-01 1.736813736813736520e-01 1.081905610780501889e-02 1.514591514591514532e-01 1.878801878801878711e-01
1.603206412825651170e-02 3.442827442827442463e-01 5.721970999740520238e-03 3.325633325633325366e-01 3.520443520443520269e-01 3.671825671825671433e-01 6.173197548815186932e-03 3.544313544313544284e-01 3.737583737583737853e-01 4.022253022253021726e-01 7.980496154160715561e-03 3.897743897743897734e-01 4.143374143374143337e-01 3.713636713636713771e-01 9.513386779636662932e-03 3.548933548933548843e-01 3.859243859243859376e-01 2.997920997920998643e-01 1.067734277670167285e-02 2.832062832062832158e-01 3.177793177793177826e-01 1.873950873950874230e-01 9.857636949893991071e-03 1.705551705551705544e-01 1.994301994301994341e-01
1.803607214428857436e-02 3.571186571186571457e-01 5.597481922577002278e-03 3.488873488873489026e-01 3.662123662123661916e-01 3.805035805035805740e-01 6.009282551429706923e-03 3.712173712173711948e-01 3.880803880803880834e-01 4.177100177100177558e-01 8.866638273577536963e-03 4.052514052514052389e-01 4.320474320474320673e-01 3.885269885269884704e-01 9.830940918076062907e-03 3.731423731423731405e-01 4.042504042504042605e-01 3.169477169477169509e-01 1.181918826427106294e-02 3.002233002233002379e-01 3.368753368753368838e-01 2.017248017248017278e-01 1.099208395581558959e-02 1.850311850311850415e-01 2.145222145222145105e-01
