# FPR	msq=2.0TeV-mean	msq=2.0TeV-std	msq=2.0TeV-min	msq=2.0TeV-max	msq=2.2TeV-mean	msq=2.2TeV-std	msq=2.2TeV-min	msq=2.2TeV-max	msq=2.3TeV-mean	msq=2.3TeV-std	msq=2.3TeV-min	msq=2.3TeV-max	msq=2.7TeV-mean	msq=2.7TeV-std	msq=2.7TeV-min	msq=2.7TeV-max	msq=3.0TeV-mean	msq=3.0TeV-std	msq=3.0TeV-min	msq=3.0TeV-max
0.000000000000000000e+00 1.268961268961268929e-02 9.832689744087247039e-03 2.079002079002079117e-03 4.081004081004081102e-02 1.784861784861784678e-02 1.274856211074446195e-02 3.619003619003619172e-03 5.405405405405405705e-02 1.889581889581889301e-02 1.330601434163732923e-02 3.619003619003619172e-03 5.651805651805651837e-02 1.322861322861322922e-02 8.791291373486080293e-03 2.464002464002463914e-03 3.788403788403788691e-02 5.274505274505274059e-03 4.217362472241940538e-03 9.240009240009239679e-04 1.740201740201740080e-02
2.004008016032063962e-03 1.532384550420622382e-01 1.103081960504979052e-02 1.280531340651581140e-01 1.671671671671671744e-01 1.729806729806729892e-01 1.170225120800394251e-02 1.481481481481481399e-01 1.853391853391853361e-01 1.699930699930700118e-01 1.019267269517909642e-02 1.471471471471471337e-01 1.819511819511819561e-01 1.072303072303072424e-01 6.545115250094869080e-03 9.471009471009471381e-02 1.161931161931161888e-01 5.726515786636027228e-02 3.134988586768066004e-03 5.012705012705012675e-02 6.052206052206052234e-02
4.008016032064127925e-03 2.158624170648218710e-01 7.947890818458392195e-03 2.016632016632016744e-01 2.296912296912296814e-01 2.335181335181334972e-01 7.764116733599320773e-03 2.165242165242165229e-01 2.458612458612458584e-01 2.269885269885270063e-01 7.453627339964449816e-03 2.124432124432124314e-01 2.376992376992377032e-01 1.458150458150458129e-01 4.988755302210565699e-03 1.361361361361361488e-01 1.543851543851543773e-01 8.190498190498191056e-02 3.334743458051419966e-03 7.530607530607530409e-02 8.647108647108647794e-02
6.012024048096191453e-03 2.504504504504504458e-01 7.452255056837178704e-03 2.375452375452375420e-01 2.666512666512666496e-01 2.664516682552754423e-01 8.415094692074100852e-03 2.491722491722491717e-01 2.813582813582813369e-01 2.580586598622670591e-01 7.804747720466444216e-03 2.455592635953357528e-01 2.746592746592746437e-01 1.667590667590667652e-01 5.721478791414542735e-03 1.570801570801570735e-01 1.746361746361746459e-01 9.638869638869637657e-02 3.451424845575378625e-03 8.885808885808885171e-02 1.014091014091014070e-01
8.016032064128255849e-03 2.815430815430814970e-01 8.139327002720910323e-03 2.725032725032724978e-01 3.025333025333025172e-01 2.959574959574959307e-01 7.718634588745613284e-03 2.832062832062832158e-01 3.109263109263109004e-01 2.851697851697851949e-01 8.405308795538760092e-03 2.732732732732732761e-01 3.043813043813043961e-01 1.861168861168861210e-01 5.739522932632472492e-03 1.764071764071764026e-01 1.954261954261954370e-01 1.115893139941236123e-01 4.092371066638659897e-03 1.053361053361053373e-01 1.181181181181181206e-01
1.002004008016032024e-02 3.058520058520058371e-01 8.792751368876295520e-03 2.957572957572957573e-01 3.244783244783244758e-01 3.174174174174174690e-01 7.231865104500604866e-03 3.077693077693077761e-01 3.289443289443289564e-01 3.056143086203206294e-01 7.679174498730269305e-03 2.961422961422961464e-01 3.218603218603218741e-01 2.010241010241010096e-01 4.559945600134608819e-03 1.914221914221914123e-01 2.083622083622083676e-01 1.229229229229229226e-01 3.775705665421008519e-03 1.165011165011164973e-01 1.293601293601293611e-01
1.202404809619238291e-02 3.280665280665280847e-01 8.524864884945092952e-03 3.148533148533148585e-01 3.452683452683452670e-01 3.369369369369369371e-01 6.759343771211132404e-03 3.267113267113266883e-01 3.465773465773465678e-01 3.232309232309232838e-01 7.230532732873485441e-03 3.123123123123123235e-01 3.372603372603372729e-01 2.144683144683144638e-01 4.399400595471144107e-03 2.052822052822052823e-01 2.197582197582197694e-01 1.343343343343343377e-01 5.258851592411833281e-03 1.252791252791252696e-01 1.421421421421421305e-01
1.402805611222444730e-02 3.488719488719488893e-01 8.158651430666703092e-03 3.364903364903364946e-01 3.618233618233618332e-01 3.544313544313544284e-01 7.356550444169791987e-03 3.428043428043427987e-01 3.642103642103642347e-01 3.386617386617386538e-01 6.888628466273747850e-03 3.287133287133287007e-01 3.508893508893509150e-01 2.266420266420266505e-01 5.621765022522055323e-03 2.174482174482174346e-01 2.366212366212366303e-01 1.452144452144452091e-01 6.215241883340079723e-03 1.360591360591360544e-01 1.574651574651574626e-01
1.603206412825651170e-02 3.634095634095634297e-01 6.823892620123392545e-03 3.509663509663509817e-01 3.709863709863709946e-01 3.671825671825671433e-01 6.173197548815186932e-03 3.544313544313544284e-01 3.737583737583737853e-01 3.515207515207515176e-01 5.892070847585167970e-03 3.389543389543389629e-01 3.603603603603603434e-01 2.359205359205359398e-01 5.059491022511375738e-03 2.244552244552244502e-01 2.423962423962423840e-01 1.530068530068529886e-01 6.137292574310157511e-03 1.402941402941403071e-01 1.636251636251636332e-01
1.803607214428857436e-02 3.790482790482790909e-01 7.284797377174785302e-03 3.675983675983676147e-01 3.891583891583891841e-01 3.805035805035805740e-01 6.009282551429706923e-03 3.712173712173711948e-01 3.880803880803880834e-01 3.635481635481635498e-01 6.583412021329400343e-03 3.536613536613536501e-01 3.725263725263725512e-01 2.460383460383460397e-01 4.898808802824561326e-03 2.387772387772387761e-01 2.531762531762531965e-01 1.621313621313621167e-01 6.443687391717023427e-03 1.499961499961499911e-01 1.754831754831754909e-01
2.004008016032064049e-02 3.938573998694238631e-01 7.173062506122966468e-03 3.843274444476849072e-01 4.034804034804034822e-01 3.933240933240932935e-01 6.299194596904068855e-03 3.836913836913836695e-01 4.020174020174019924e-01 3.751058751058750640e-01 6.529611069703837589e-03 3.652113652113652131e-01 3.843843843843843811e-01 2.553014553014553156e-01 5.504315375679815457e-03 2.473242473242473205e-01 2.642642642642642481e-01 1.704242704242704132e-01 7.272497278678105061e-03 1.566181566181566176e-01 1.847231847231847190e-01
2.204408817635270315e-02 4.063063063063062641e-01 6.873140051683882673e-03 3.981673981673981566e-01 4.158774158774158902e-01 4.045353045353046184e-01 6.242237196791832268e-03 3.954723954723954882e-01 4.149534149534149785e-01 3.851004851004850571e-01 6.369824097985563732e-03 3.762993762993763203e-01 3.953953953953954215e-01 2.637252637252637255e-01 5.352142364588878889e-03 2.561022561022561206e-01 2.746592746592746437e-01 1.780494846627111161e-01 7.562168333103034060e-03 1.640101640101640224e-01 1.948871948871948867e-01
2.404809619238476581e-02 4.175483175483175602e-01 6.267356926925931812e-03 4.082544082544082298e-01 4.255024255024255075e-01 4.143913143913143804e-01 5.505376273090289291e-03 4.049434049434049165e-01 4.218834218834218719e-01 3.944559944559944409e-01 5.883511338595072242e-03 3.844613844613844478e-01 4.021714021714021814e-01 2.721644721644721487e-01 5.146370869869349232e-03 2.624162624162624247e-01 2.827442827442827600e-01 1.855701855701855640e-01 7.336616471632456844e-03 1.704011704011703932e-01 2.014322014322014187e-01
2.605210420841683194e-02 4.281897281897282248e-01 7.391482008227980363e-03 4.177254177254177137e-01 4.384384384384384381e-01 4.239932239932239777e-01 6.853197187632671661e-03 4.118734118734118654e-01 4.339724339724339575e-01 4.032802032802033088e-01 6.339889143222344169e-03 3.938553938553938649e-01 4.129514129514129661e-01 2.800954800954801316e-01 5.953077089893784452e-03 2.677292677292677503e-01 2.903672903672903649e-01 1.924231924231924185e-01 7.918288981752190717e-03 1.764071764071764026e-01 2.092092092092092126e-01
2.805611222444889460e-02 4.380226380226379668e-01 7.364943655231580462e-03 4.286594286594286318e-01 4.499884499884500011e-01 4.331100331100331546e-01 6.711721771227797256e-03 4.221144221144221276e-01 4.418264418264418181e-01 4.118503118503117899e-01 6.363491532013566647e-03 4.024794024794025038e-01 4.225764225764225834e-01 2.873026873026872652e-01 6.095060733043893182e-03 2.748132748132748326e-01 2.972202972202972471e-01 1.991683991683991795e-01 7.952449260626262215e-03 1.829521829521829623e-01 2.159082159082159058e-01
3.006012024048096073e-02 4.485100485100484979e-01 6.651202291085407670e-03 4.402864402864402615e-01 4.603064603064603300e-01 4.428351428351428032e-01 6.526904611753182005e-03 4.346654346654346690e-01 4.539154539154539036e-01 4.201201201201200663e-01 6.161396816922561255e-03 4.132594132594132330e-01 4.298914298914298660e-01 2.944790944790944831e-01 5.873667624228338241e-03 2.839762839762839941e-01 3.058443058443058304e-01 2.057673057673057304e-01 8.331255326153509666e-03 1.905751905751905673e-01 2.243012243012242890e-01
3.206412825651302340e-02 4.570570570570570146e-01 6.595522939221891597e-03 4.480634480634480554e-01 4.672364672364672233e-01 4.509740509740510217e-01 6.761185551899502079e-03 4.415184415184414957e-01 4.615384615384615641e-01 4.272734272734273198e-01 5.936201569770255607e-03 4.194964194964194704e-01 4.358974358974359031e-01 3.004774004774004581e-01 6.519778900008141309e-03 2.885962885962886082e-01 3.135443135443135576e-01 2.119042119042119088e-01 8.603910184007437095e-03 1.955031955031955038e-01 2.310772310772310767e-01
3.406813627254508953e-02 4.660121660121660514e-01 6.627416801081925310e-03 4.532994532994533143e-01 4.745514745514745614e-01 4.592053592053592648e-01 6.855692677694729363e-03 4.483714483714483778e-01 4.699314699314699473e-01 4.351736351736351649e-01 6.020815198990503436e-03 4.248864248864248627e-01 4.443674443674443530e-01 3.066451066451066909e-01 6.365089236505754207e-03 2.972202972202972471e-01 3.199353199353199284e-01 2.184646184646184541e-01 8.462641258645110451e-03 2.034342034342034311e-01 2.376222376222376087e-01
3.607214428857714872e-02 4.747362747362747770e-01 6.547560637447938196e-03 4.624624624624624758e-01 4.842534842534842454e-01 4.673673673673673368e-01 6.157796824099151002e-03 4.577654577654577395e-01 4.774774774774774855e-01 4.427504427504427298e-01 5.907165681541181809e-03 4.323554323554323342e-01 4.517594517594517578e-01 3.133595133595133975e-01 6.144702635173098296e-03 3.032263032263032287e-01 3.268653268653268773e-01 2.248017248017248060e-01 8.492815287391507206e-03 2.089782089782089847e-01 2.447832447832447855e-01
3.807615230460921485e-02 4.822360822360822752e-01 6.084448445092512439e-03 4.691614691614691690e-01 4.908754908754908719e-01 4.745745745745745259e-01 5.567382462294464922e-03 4.657734657734657890e-01 4.840224840224840452e-01 4.497728497728498143e-01 5.436423562359061351e-03 4.396704396704396722e-01 4.576884576884576727e-01 3.193501193501193103e-01 6.073368565431758702e-03 3.111573111573111561e-01 3.331793331793331814e-01 2.309001309001308955e-01 7.999418633334110310e-03 2.149842149842149941e-01 2.490952490952491050e-01
4.008016032064128098e-02 4.907060907060906696e-01 6.260139408883124042e-03 4.803264803264803429e-01 5.045045045045044585e-01 4.824208824208823243e-01 5.844889149113453169e-03 4.753984753984754064e-01 4.961114961114961308e-01 4.566181566181566898e-01 5.828092032842269697e-03 4.487564487564487670e-01 4.679294679294679349e-01 3.259028259028258767e-01 6.362019239246063940e-03 3.168553168553168708e-01 3.387233387233387072e-01 2.376761376761376832e-01 8.392799995717346515e-03 2.204512204512204532e-01 2.561792561792561873e-01
4.208416833667334017e-02 4.986678986678986791e-01 6.602261583705431106e-03 4.879494879494879478e-01 5.105105105105105512e-01 4.895895895895895356e-01 5.770183556872619107e-03 4.820204820204820328e-01 5.019635019635019235e-01 4.632093632093632896e-01 5.831000830998686775e-03 4.553784553784553935e-01 4.732424732424732605e-01 3.319704319704319673e-01 6.704054055467979258e-03 3.216293216293216184e-01 3.434973434973435102e-01 2.434973434973434492e-01 8.138004776613068023e-03 2.266112266112266238e-01 2.605682605682605457e-01
