# FPR	mN=200GeV-mean	mN=200GeV-std	mN=200GeV-min	mN=200GeV-max	mN=300GeV-mean	mN=300GeV-std	mN=300GeV-min	mN=300GeV-max	mN=500GeV-mean	mN=500GeV-std	mN=500GeV-min	mN=500GeV-max	mN=700GeV-mean	mN=700GeV-std	mN=700GeV-min	mN=700GeV-max	mN=900GeV-mean	mN=900GeV-std	mN=900GeV-min	mN=900GeV-max	mN=1100GeV-mean	mN=1100GeV-std	mN=1100GeV-min	mN=1100GeV-max
4.809619238476953162e-02 3.191429047857262113e-01 2.141156895502379504e-02 2.973153243288310654e-01 3.654327163581790883e-01 4.247040186760046576e-01 1.773841336639330954e-02 4.022011005502751368e-01 4.575621143905285737e-01 5.758629314657328635e-01 1.573211528897152170e-02 5.472736368184092370e-01 5.965482741370685682e-01 6.046356511589128235e-01 1.891698197886177227e-02 5.693680173420043733e-01 6.332332833083208490e-01 5.700433550108388037e-01 2.326950229694418198e-02 5.239286309821576948e-01 5.974653993663497920e-01 4.838419209604801763e-01 2.826179058202926350e-02 4.298816074704018830e-01 5.210105052526262659e-01
5.010020040080159776e-02 3.244872436218109168e-01 2.128009029401072699e-02 3.033183258295814588e-01 3.707687176921794503e-01 4.307070201767550510e-01 1.778088190380027606e-02 4.092046023011505773e-01 4.629814907453727035e-01 5.819409704852425147e-01 1.601350928068152532e-02 5.530265132566283270e-01 6.021344005336001226e-01 6.117058529264631783e-01 1.938958844144641341e-02 5.753710188427546557e-01 6.400700350175088094e-01 5.778055694513923868e-01 2.399355218853571614e-02 5.309321327330331908e-01 6.066366516591629177e-01 4.920793730198431137e-01 2.820487121626475552e-02 4.385526096381524019e-01 5.281807570451892975e-01
5.210420841683366389e-02 3.293063198265799296e-01 2.182888136144479907e-02 3.073203268300817026e-01 3.786059696514924022e-01 4.355761213940302912e-01 1.845016120109073399e-02 4.129564782391195732e-01 4.701517425379356241e-01 5.873686843421710435e-01 1.634109783979120420e-02 5.572786393196598187e-01 6.092212773053192754e-01 6.173753543438385005e-01 1.988394788898615803e-02 5.800400200100049863e-01 6.471569117892279621e-01 5.846923461730866300e-01 2.419935527502459563e-02 5.371018842754711198e-01 6.146406536601634052e-01 4.992662998165748323e-01 2.844177989720616390e-02 4.446389861597465631e-01 5.388527597131899105e-01
5.410821643286573002e-02 3.339753209938302603e-01 2.204590848958524335e-02 3.104885776221443794e-01 3.833583458395864452e-01 4.405035851258962687e-01 1.881769602858091375e-02 4.159579789894947699e-01 4.754877438719359861e-01 5.925379356344838699e-01 1.602481998828512999e-02 5.642821410705353147e-01 6.160580290145072357e-01 6.230865432716358177e-01 1.990788969764042265e-02 5.859596464899116119e-01 6.536601634150408513e-01 5.913540103385026558e-01 2.368255836215561044e-02 5.455227613806903353e-01 6.224779056194763571e-01 5.062281140570286109e-01 2.773505000940339887e-02 4.524762381190595151e-01 5.440220110055027369e-01
5.611222444889778921e-02 3.393446723361680517e-01 2.286371870090942587e-02 3.161580790395197571e-01 3.908620977155244369e-01 4.457478739369684639e-01 1.924587524356168380e-02 4.217108554277138599e-01 4.821577455394364109e-01 5.981990995497749042e-01 1.648355158572764254e-02 5.699516424879106369e-01 6.228947807236951961e-01 6.294063698515924843e-01 2.019082225906817379e-02 5.923795230948807333e-01 6.611639152909788431e-01 5.982824745706187830e-01 2.343065946571910169e-02 5.544438886109721576e-01 6.304819076204769557e-01 5.135484408871102691e-01 2.777159869144113502e-02 4.610638652659663217e-01 5.521093880273469923e-01
5.811623246492985534e-02 3.440386860096715238e-01 2.294641137628037827e-02 3.205769551442387844e-01 3.951975987993996964e-01 4.505502751375687898e-01 1.920959213692076395e-02 4.267967316991829185e-01 4.863264965816241348e-01 6.032182758045688820e-01 1.677836069029246813e-02 5.740370185092545929e-01 6.282307820576955582e-01 6.348507587126895890e-01 2.022923373164867838e-02 5.972986493246623674e-01 6.668334167083541653e-01 6.043438385859596362e-01 2.374737364644768922e-02 5.605302651325663188e-01 6.385692846423212110e-01 5.205436051359011440e-01 2.759799334375727387e-02 4.678172419543105143e-01 5.588627647156911848e-01
6.012024048096192147e-02 3.487493746873437384e-01 2.308694674419514356e-02 3.243288310822077802e-01 4.013673503418375699e-01 4.555194263798565402e-01 1.885239017814297618e-02 4.337168584292145912e-01 4.915791228947807290e-01 6.085209271302317591e-01 1.649229567727433440e-02 5.798732699683174507e-01 6.328997832249457778e-01 6.404202101050524565e-01 1.998260449576309133e-02 6.028847757211939218e-01 6.716691679172920315e-01 6.104802401200599693e-01 2.316434928788550091e-02 5.672002668000667436e-01 6.440720360180089976e-01 5.276554944138736047e-01 2.727683731183220064e-02 4.753209938302484505e-01 5.673670168417541682e-01
6.212424849699398066e-02 3.528764382191095228e-01 2.342144279067703491e-02 3.268300817075204256e-01 4.052859763214941013e-01 4.601050525262631585e-01 1.910533645243714732e-02 4.372186093046523392e-01 4.947473736868434058e-01 6.131899282974820897e-01 1.714256932624375063e-02 5.848757712189428526e-01 6.394864098716024348e-01 6.453476738369184895e-01 2.049713631238039152e-02 6.074704018676004846e-01 6.770051692512922825e-01 6.158579289644823263e-01 2.363616992792464538e-02 5.720360180090044988e-01 6.489911622477905206e-01 5.338585959646489076e-01 2.776699768846667415e-02 4.804902451225612769e-01 5.715357678839420030e-01
6.412825651302604679e-02 3.569868267467066758e-01 2.376044889476704863e-02 3.309988327497082050e-01 4.105386026346506401e-01 4.639986659996664931e-01 1.950205007420578035e-02 4.407203601800900317e-01 5.007503751875937992e-01 6.174670668667666673e-01 1.721561744304079059e-02 5.887110221777555052e-01 6.427380356845089349e-01 6.499833249958312242e-01 2.061736147826455715e-02 6.115557778889444407e-01 6.800900450225112470e-01 6.212689678172420571e-01 2.346559560450331081e-02 5.786226446556611558e-01 6.536601634150408513e-01 5.397532099383024473e-01 2.794958528057008354e-02 4.864098716024679026e-01 5.776221444055360532e-01
6.613226452905811292e-02 3.606469901617475604e-01 2.423825859338244945e-02 3.342504585626146496e-01 4.143738535934634037e-01 4.677588794397198879e-01 1.941424732835740630e-02 4.443054860763714919e-01 5.045856261464065629e-01 6.216858429214606740e-01 1.696788194194834634e-02 5.936301484075371393e-01 6.454894113723528282e-01 6.541187260296814632e-01 2.010251979083175003e-02 6.167250291812572671e-01 6.827580456895113725e-01 6.262297815574454640e-01 2.314055642114385553e-02 5.846256461564115492e-01 6.573286643321660794e-01 5.452642988160747439e-01 2.811801904088336024e-02 4.920793730198432803e-01 5.830415207603801830e-01
6.813627254509017905e-02 3.646656661664164911e-01 2.417785902782537341e-02 3.379189594797398777e-01 4.182091045522761119e-01 4.721027180256795464e-01 1.951279034718560179e-02 4.477238619309654721e-01 5.087543771885942867e-01 6.259629814907453627e-01 1.712555401053954263e-02 5.978822744705686310e-01 6.500750375187593910e-01 6.585459396364848894e-01 2.043654932064112653e-02 6.208937802234451020e-01 6.869267967316992074e-01 6.317658829414707355e-01 2.337557254697007758e-02 5.899616474904119112e-01 6.621644155411038346e-01 5.511255627813906877e-01 2.883946189146226885e-02 4.966649991662497876e-01 5.899616474904119112e-01
7.014028056112224518e-02 3.690678672669668314e-01 2.466779869814053269e-02 3.410038352509587867e-01 4.225446056361514269e-01 4.764882441220609222e-01 2.017079388316960972e-02 4.503918625979656531e-01 5.155077538769384793e-01 6.301067200266801116e-01 1.737041075005776175e-02 6.023011505752876582e-01 6.534934133733533157e-01 6.630898782724695684e-01 2.044584167557307944e-02 6.265632816408204242e-01 6.909287977321993957e-01 6.372291356098891413e-01 2.407145292442950529e-02 5.962981490745372648e-01 6.674170418542604288e-01 5.570702017675503992e-01 2.941336145909956290e-02 5.028347507086876611e-01 5.965482741370685682e-01
7.214428857715429744e-02 3.731198932799733581e-01 2.468708321151469667e-02 3.459229614807403652e-01 4.272969818242454698e-01 4.805986326496581862e-01 2.026538063855343186e-02 4.544772386193096647e-01 5.195097548774386675e-01 6.340586960146739059e-01 1.785134742326369844e-02 6.044689011172252879e-01 6.582457895614474142e-01 6.674587293646823127e-01 2.064090892293602569e-02 6.291479072869767819e-01 6.950141737535434627e-01 6.419709854927464487e-01 2.422011493188713088e-02 5.992996498249124615e-01 6.729197932299483265e-01 5.624562281140570441e-01 2.966305730468600521e-02 5.065866266466566570e-01 6.009671502417875955e-01
7.414829659318636357e-02 3.775554443888610723e-01 2.502162581790929805e-02 3.497582124395531289e-01 4.324662331165582962e-01 4.843921960980488994e-01 2.043184116878090165e-02 4.579789894947473572e-01 5.231782557945638956e-01 6.383608470902117915e-01 1.787931590531302919e-02 6.082207770551942838e-01 6.629147907286976338e-01 6.723278305819575529e-01 2.079411965709200907e-02 6.333166583291646168e-01 6.995997998999500256e-01 6.469818242454560275e-01 2.432863821599070067e-02 6.039686509921627922e-01 6.778389194597298495e-01 5.684175421043855536e-01 2.997600897804361328e-02 5.118392529598132512e-01 6.072202768050691812e-01
7.615230460921842970e-02 3.818159079539769074e-01 2.504042824806797587e-02 3.550942137735534354e-01 4.373019843254961070e-01 4.881857595464398902e-01 2.049561012659532194e-02 4.621477405369351366e-01 5.279306319826579941e-01 6.421043855260963884e-01 1.797373630203463052e-02 6.119726529931632797e-01 6.659162914790728305e-01 6.759296314824079221e-01 2.079047550976326209e-02 6.364015341003834703e-01 7.025179256294814545e-01 6.514173753543438528e-01 2.370413427276423651e-02 6.098882774720694178e-01 6.802567950641987826e-01 5.734533933633484404e-01 2.992111005270956664e-02 5.169251292312823098e-01 6.128064032016008467e-01
7.815631262525049583e-02 3.854677338669335040e-01 2.520894597329180128e-02 3.594297148574286949e-01 4.418042354510588465e-01 4.920877105219275682e-01 2.059840424956528582e-02 4.674837418709354431e-01 5.326830081707520925e-01 6.455977988994496819e-01 1.809791331816307247e-02 6.155577788894447400e-01 6.691679172919793306e-01 6.796314824078706351e-01 2.103881548971762300e-02 6.384859096214774432e-01 7.059363014840753792e-01 6.557028514257130514e-01 2.366380063444167500e-02 6.139736534934133738e-01 6.841754210438553141e-01 5.783558445889611654e-01 2.987746634815595728e-02 5.205936301484075379e-01 6.181424045356010977e-01
8.016032064128256196e-02 3.894780723695180358e-01 2.495059872515385802e-02 3.621810905452726437e-01 4.448891112222778110e-01 4.959229614807403874e-01 2.039293869299137196e-02 4.711522427880606712e-01 5.361847590461897850e-01 6.491662497915624552e-01 1.814308079556986239e-02 6.197265299316324638e-01 6.749207937301984206e-01 6.831749207937301005e-01 2.074034712590046639e-02 6.440720360180089976e-01 7.103551775887944064e-01 6.598882774720693511e-01 2.331747733736964923e-02 6.198932799733199994e-01 6.909287977321993957e-01 5.832166083041521176e-01 2.979932069066101863e-02 5.258462564615641321e-01 6.216441554110389012e-01
8.216432865731462809e-02 3.933800233450058248e-01 2.506918707013963341e-02 3.650992162748040726e-01 4.497248624312156218e-01 4.999166249791562322e-01 2.048115490322937812e-02 4.744872436218108835e-01 5.410205102551275402e-01 6.527347006836751175e-01 1.793394372684601820e-02 6.225612806403201249e-01 6.777555444388860817e-01 6.870351842587960611e-01 2.054858706909298491e-02 6.483241620810404893e-01 7.142738035684509379e-01 6.642237785559446106e-01 2.325939093774287772e-02 6.237285309321327631e-01 6.946806736701683915e-01 5.882274470568616964e-01 2.936268430279214206e-02 5.315157578789394544e-01 6.268967817241953844e-01
8.416833667334668034e-02 3.973653493413372706e-01 2.530060307663569569e-02 3.688510922127730685e-01 4.549774887443721605e-01 5.038769384692345366e-01 2.077039784342652948e-02 4.784058696014674150e-01 5.464398866099716701e-01 6.565199266299817094e-01 1.799379178552724251e-02 6.263131565782891208e-01 6.805902951475737428e-01 6.910955477738870423e-01 2.060446267658209291e-02 6.523261630815407885e-01 7.175254293813573270e-01 6.686843421710854107e-01 2.318208832938592132e-02 6.288144072036018217e-01 6.975987993996998204e-01 5.926713356678339206e-01 2.956328813951062534e-02 5.361847590461897850e-01 6.329831582457895456e-01
8.617234468937874647e-02 4.009838252459562713e-01 2.543089026377517298e-02 3.722694680673669931e-01 4.584792396198099085e-01 5.073370018342504562e-01 2.065379506006943811e-02 4.818242454560613397e-01 5.493580123395030990e-01 6.598716024679005532e-01 1.799430172308260842e-02 6.305652826413206125e-01 6.845089211272302743e-01 6.945472736368184519e-01 2.057431994647803547e-02 6.561614140403535522e-01 7.210271802567950195e-01 6.724612306153077146e-01 2.315837071968124619e-02 6.336501584125395770e-01 7.014340503585125841e-01 5.972069368017342006e-01 2.910704133491636911e-02 5.428547607136902098e-01 6.371519092879772694e-01
