# bkg-pred	mN=2000GeV-pred	mN=2200GeV-pred	mN=2300GeV-pred	mN=2700GeV-pred	mN=3000GeV-pred
4.244220256805419922e-01 9.980554580688476562e-01 3.968131244182586670e-01 3.695684373378753662e-01 5.176135897636413574e-01 9.998468160629272461e-01
3.900866508483886719e-01 2.528842091560363770e-01 3.803764581680297852e-01 9.707830548286437988e-01 9.167341589927673340e-01 1.276045441627502441e-01
2.596487104892730713e-01 7.768177390098571777e-01 7.482913732528686523e-01 7.505569458007812500e-01 9.993531107902526855e-01 3.530998826026916504e-01
4.985800981521606445e-01 6.004379987716674805e-01 7.938589453697204590e-01 9.777037501335144043e-01 4.530628323554992676e-01 9.113152027130126953e-01
2.953438162803649902e-01 8.280762284994125366e-02 6.743637919425964355e-01 9.984501600265502930e-01 2.804256677627563477e-01 6.172183752059936523e-01
1.407528221607208252e-01 1.375733315944671631e-01 4.297571778297424316e-01 9.051411151885986328e-01 9.909843206405639648e-01 8.079751133918762207e-01
4.303641617298126221e-01 4.661993384361267090e-01 9.821502566337585449e-01 8.096574544906616211e-01 4.966222941875457764e-01 4.116607308387756348e-01
6.698911637067794800e-02 8.090170025825500488e-01 7.189034819602966309e-01 7.133483290672302246e-01 7.725621461868286133e-01 5.231081843376159668e-01
5.601006150245666504e-01 2.101680040359497070e-01 9.984288811683654785e-01 5.190833806991577148e-01 9.661137461662292480e-01 3.694369494915008545e-01
7.007995247840881348e-01 6.892305612564086914e-01 9.351140260696411133e-01 1.197860762476921082e-01 3.906817138195037842e-01 3.785431385040283203e-01
3.029620647430419922e-01 6.493651270866394043e-01 4.344855844974517822e-01 6.437600255012512207e-01 8.524312376976013184e-01 2.281869351863861084e-01
6.651613116264343262e-01 7.813130617141723633e-01 9.998056292533874512e-01 9.478060603141784668e-01 3.213818073272705078e-01 1.292274296283721924e-01
1.479678452014923096e-01 9.742724895477294922e-01 5.253435969352722168e-01 3.712994605302810669e-02 2.445725947618484497e-01 7.524086236953735352e-01
1.918158829212188721e-01 8.307672142982482910e-01 9.157355874776840210e-02 1.247067824006080627e-01 9.692021012306213379e-01 9.949648976325988770e-01
4.522671699523925781e-01 3.220516443252563477e-01 7.431457638740539551e-01 8.015656471252441406e-01 1.072604507207870483e-01 8.016014695167541504e-01
5.115821212530136108e-02 9.858683347702026367e-01 9.980687499046325684e-01 9.948109388351440430e-01 3.606241047382354736e-01 8.019521832466125488e-01
2.024226356297731400e-03 1.782532483339309692e-01 6.501086950302124023e-01 9.899800419807434082e-01 4.885779917240142822e-01 1.763770431280136108e-01
6.783835589885711670e-02 3.349812030792236328e-01 9.977594614028930664e-01 5.148894190788269043e-01 8.255496621131896973e-01 1.006436571478843689e-01
8.898282051086425781e-02 9.481427669525146484e-01 2.105873525142669678e-01 9.999374151229858398e-01 2.772150933742523193e-01 2.754056751728057861e-01
1.757273226976394653e-01 8.175588250160217285e-01 9.998917579650878906e-01 5.891237258911132812e-01 7.225968241691589355e-01 9.968754053115844727e-01
7.422156333923339844e-01 9.801353812217712402e-01 5.646412372589111328e-01 8.011178374290466309e-01 1.236783899366855621e-02 9.408870339393615723e-01
3.117710947990417480e-01 9.589962959289550781e-01 9.840459823608398438e-01 5.695267915725708008e-01 7.922661900520324707e-01 3.924914300441741943e-01
5.055578425526618958e-03 9.984977245330810547e-01 1.592228561639785767e-01 3.979022502899169922e-01 6.555303335189819336e-01 7.934268116950988770e-01
5.998876094818115234e-01 9.639518857002258301e-01 4.057615995407104492e-01 9.999954700469970703e-01 6.347673535346984863e-01 9.266794323921203613e-01
3.980000317096710205e-01 8.489425182342529297e-01 9.999914169311523438e-01 5.854221582412719727e-01 3.542382419109344482e-01 1.410870254039764404e-01
6.661225110292434692e-02 9.720351696014404297e-01 5.868528485298156738e-01 7.311614751815795898e-01 3.335730433464050293e-01 9.769293665885925293e-01
1.103627495467662811e-02 5.722150802612304688e-01 4.888927638530731201e-01 6.462137699127197266e-01 6.048732250928878784e-02 7.042453885078430176e-01
5.249732732772827148e-01 3.610541522502899170e-01 9.509223103523254395e-01 4.685470759868621826e-01 3.637169301509857178e-01 9.991587400436401367e-01
4.325673580169677734e-01 3.728893697261810303e-01 8.927052021026611328e-01 2.810010313987731934e-01 9.967499971389770508e-01 2.036217898130416870e-01
2.706969976425170898e-01 7.909274101257324219e-01 5.530859231948852539e-01 5.527844429016113281e-01 2.203214317560195923e-01 4.970320761203765869e-01
8.381840586662292480e-01 8.539599180221557617e-01 9.992448091506958008e-01 3.055074810981750488e-01 3.345717787742614746e-01 8.884260654449462891e-01
4.429452121257781982e-01 1.952500939369201660e-01 7.315882444381713867e-01 9.801461100578308105e-01 9.715983271598815918e-01 1.051053553819656372e-01
4.873950183391571045e-01 9.122279882431030273e-01 9.983268380165100098e-01 5.866246297955513000e-02 4.490627646446228027e-01 8.218071460723876953e-01
8.457762002944946289e-02 9.038754701614379883e-01 8.204519152641296387e-01 7.931225299835205078e-01 7.424725890159606934e-01 7.337396740913391113e-01
1.072821170091629028e-01 7.997939586639404297e-01 8.459149003028869629e-01 6.478824019432067871e-01 9.987661838531494141e-01 4.111214578151702881e-01
5.532465502619743347e-02 9.997637867927551270e-01 5.448445677757263184e-01 9.819349050521850586e-01 9.999808073043823242e-01 3.569790422916412354e-01
2.539041340351104736e-01 8.522377014160156250e-01 1.973817944526672363e-01 4.671098291873931885e-01 3.793945014476776123e-01 9.994109869003295898e-01
6.943339109420776367e-02 9.905992150306701660e-01 4.433808028697967529e-01 9.987248778343200684e-01 1.494249850511550903e-01 8.334215283393859863e-01
2.558652758598327637e-01 9.884665012359619141e-01 2.690506577491760254e-01 4.395081102848052979e-01 3.710461556911468506e-01 9.955458641052246094e-01
8.032364845275878906e-01 9.726596474647521973e-01 9.983727931976318359e-01 2.935502827167510986e-01 8.219181895256042480e-01 1.012145280838012695e-01
8.950005471706390381e-02 6.819049715995788574e-01 9.892702102661132812e-01 5.817157626152038574e-01 6.431559920310974121e-01 8.196895718574523926e-01
2.235450036823749542e-02 1.630714535713195801e-01 5.531872510910034180e-01 9.999831914901733398e-01 8.449257612228393555e-01 9.376602768898010254e-01
5.278313755989074707e-01 8.521441221237182617e-01 9.190961718559265137e-01 9.414594769477844238e-01 8.992787599563598633e-01 8.380241394042968750e-01
2.488108724355697632e-01 9.999185800552368164e-01 7.549188137054443359e-01 2.512444853782653809e-01 1.677519269287586212e-02 6.361382603645324707e-01
3.541436195373535156e-01 9.981582760810852051e-01 7.044131159782409668e-01 9.612891674041748047e-01 3.343616127967834473e-01 3.910012543201446533e-02
3.450157344341278076e-01 7.355195283889770508e-01 9.578833580017089844e-01 5.707286000251770020e-01 9.939358830451965332e-01 5.374627709388732910e-01
5.158132314682006836e-01 1.781411916017532349e-01 6.572677940130233765e-02 1.714570373296737671e-01 8.808619976043701172e-01 9.635934233665466309e-01
4.128450751304626465e-01 9.989399313926696777e-01 8.875933885574340820e-01 7.093651890754699707e-01 6.122686862945556641e-01 9.081274867057800293e-01
2.156734168529510498e-01 7.907820343971252441e-01 8.856100440025329590e-01 8.693513870239257812e-01 1.958096474409103394e-01 9.448321461677551270e-01
4.280505776405334473e-01 9.692707657814025879e-01 9.999715089797973633e-01 8.941177129745483398e-01 5.367247462272644043e-01 7.428311705589294434e-01
3.087525665760040283e-01 1.208686083555221558e-01 9.993547797203063965e-01 4.281523823738098145e-02 5.104982852935791016e-01 9.917228817939758301e-01
4.274347797036170959e-02 9.532003402709960938e-01 1.000000000000000000e+00 9.590289592742919922e-01 9.989677667617797852e-01 9.999830722808837891e-01
5.736434459686279297e-01 1.510502249002456665e-01 3.641135692596435547e-01 9.991734623908996582e-01 1.207134351134300232e-01 7.024156451225280762e-01
2.553918957710266113e-01 4.728997945785522461e-01 7.911806106567382812e-01 5.819670557975769043e-01 8.908332586288452148e-01 1.273277848958969116e-01
4.054956138134002686e-01 9.959930181503295898e-01 6.590448021888732910e-01 2.781448364257812500e-01 8.348884582519531250e-01 5.275958180427551270e-01
2.010841667652130127e-02 5.524386763572692871e-01 2.365314364433288574e-01 9.999728202819824219e-01 3.980734199285507202e-02 7.460188269615173340e-01
2.971535325050354004e-01 8.066865801811218262e-01 9.996824264526367188e-01 9.999244213104248047e-01 8.581039309501647949e-01 9.339103698730468750e-01
6.335066556930541992e-01 9.993705153465270996e-01 9.958178400993347168e-01 9.346116781234741211e-01 8.593954443931579590e-01 4.228570461273193359e-01
2.950342595577239990e-01 7.051057219505310059e-01 8.183916807174682617e-01 8.160551786422729492e-01 9.423190355300903320e-01 9.057626128196716309e-01
8.944667577743530273e-01 8.025517314672470093e-02 3.907322511076927185e-02 2.939318716526031494e-01 8.128746747970581055e-01 6.475214362144470215e-01
1.366327255964279175e-01 9.999403953552246094e-01 7.536069750785827637e-01 9.425632357597351074e-01 6.543599963188171387e-01 9.999517202377319336e-01
1.697604954242706299e-01 4.048034250736236572e-01 9.974668025970458984e-01 6.703377962112426758e-01 9.622414112091064453e-01 7.865473628044128418e-01
4.023216068744659424e-01 7.838638424873352051e-01 4.894755482673645020e-01 9.917581677436828613e-01 9.119336605072021484e-01 1.824232339859008789e-01
2.669737637042999268e-01 9.940800070762634277e-01 9.900954961776733398e-01 2.953814864158630371e-01 8.613823056221008301e-01 2.729318737983703613e-01
3.643770515918731689e-01 5.500237941741943359e-01 9.113412499427795410e-01 9.977989792823791504e-01 5.390539169311523438e-01 9.999935626983642578e-01
9.983172267675399780e-02 7.452055066823959351e-02 9.999983310699462891e-01 9.316115975379943848e-01 3.845111131668090820e-01 8.899725675582885742e-01
8.698615431785583496e-01 9.997982382774353027e-01 9.993332028388977051e-01 2.145123779773712158e-01 1.787254661321640015e-01 9.995869994163513184e-01
7.061136886477470398e-03 9.998144507408142090e-01 4.521952271461486816e-01 7.556211352348327637e-01 9.734181165695190430e-01 9.985141158103942871e-01
1.848236471414566040e-01 9.993882179260253906e-01 9.999628067016601562e-01 9.674042463302612305e-01 4.180162400007247925e-02 9.157444834709167480e-01
3.242080211639404297e-01 9.997611641883850098e-01 9.766055345535278320e-01 4.253559410572052002e-01 2.521816194057464600e-01 9.890171289443969727e-01
9.923691749572753906e-01 9.989262223243713379e-01 3.751423358917236328e-01 9.978817105293273926e-01 9.887758493423461914e-01 4.204552769660949707e-01
3.059767559170722961e-02 1.419680416584014893e-01 9.998465776443481445e-01 8.983662724494934082e-01 3.417130112648010254e-01 9.950810670852661133e-01
4.785299897193908691e-01 6.419534683227539062e-01 6.174862980842590332e-01 9.986030459403991699e-01 6.826466321945190430e-02 5.742170214653015137e-01
4.067603871226310730e-02 9.687557220458984375e-01 9.570372104644775391e-01 8.074867129325866699e-01 2.221132218837738037e-01 9.526882767677307129e-01
2.310878224670886993e-02 5.060225129127502441e-01 7.006607055664062500e-01 7.819959521293640137e-01 7.989168167114257812e-01 2.949254810810089111e-01
3.822802305221557617e-01 8.686260879039764404e-02 9.388091564178466797e-01 8.199747204780578613e-01 1.297841519117355347e-01 7.440466284751892090e-01
2.106210440397262573e-01 7.931777238845825195e-01 6.040102839469909668e-01 9.908965229988098145e-01 6.592250466346740723e-01 5.086618065834045410e-01
3.748881220817565918e-01 2.933283522725105286e-02 9.997760653495788574e-01 9.935100674629211426e-01 6.832728981971740723e-01 5.340194106101989746e-01
9.842676669359207153e-02 8.332213759422302246e-01 9.976279139518737793e-01 3.853708803653717041e-01 7.161523103713989258e-01 7.772395610809326172e-01
7.975212335586547852e-01 9.381365776062011719e-01 3.593914806842803955e-01 7.795014381408691406e-01 2.966561913490295410e-01 9.385032057762145996e-01
7.795303463935852051e-01 9.294013381004333496e-01 7.046793699264526367e-01 9.999903440475463867e-01 9.772744178771972656e-01 8.401317596435546875e-01
7.050287127494812012e-01 9.798175692558288574e-01 9.819403290748596191e-01 9.286796450614929199e-01 9.995997548103332520e-01 8.377260714769363403e-02
5.580265074968338013e-02 3.104523718357086182e-01 4.773290082812309265e-02 9.993694424629211426e-01 9.934695959091186523e-01 7.883339524269104004e-01
3.023676946759223938e-02 8.894819021224975586e-01 5.531411617994308472e-02 9.964584708213806152e-01 7.575981020927429199e-01 2.056131511926651001e-01
2.078640460968017578e-01 8.098879456520080566e-01 9.750471115112304688e-01 9.809858202934265137e-01 7.304148077964782715e-01 1.755298376083374023e-01
4.174667224287986755e-02 9.971147775650024414e-01 9.912657141685485840e-01 2.780953049659729004e-02 9.975950121879577637e-01 5.386124849319458008e-01
5.539798736572265625e-01 9.993085861206054688e-01 8.019913434982299805e-01 1.679133325815200806e-01 9.773960113525390625e-01 2.672621905803680420e-01
4.868108034133911133e-02 5.121896862983703613e-01 5.918039083480834961e-01 9.208663702011108398e-01 7.358603477478027344e-01 6.343814730644226074e-02
2.318488061428070068e-02 6.775465011596679688e-01 6.093102097511291504e-01 4.778124392032623291e-01 2.683551609516143799e-01 1.153425574302673340e-01
4.103849828243255615e-01 4.716777801513671875e-01 7.782307267189025879e-01 8.120970129966735840e-01 1.363859027624130249e-01 2.083765901625156403e-02
1.582130342721939087e-01 6.513710618019104004e-01 1.636929959058761597e-01 9.999374151229858398e-01 8.443469405174255371e-01 9.905772209167480469e-01
3.831191221252083778e-03 9.803362190723419189e-02 2.034195512533187866e-01 8.897740244865417480e-01 9.979238510131835938e-01 7.865176796913146973e-01
6.410580873489379883e-01 8.693510890007019043e-01 8.943985700607299805e-01 9.949835538864135742e-01 8.953894972801208496e-01 1.878163218498229980e-01
7.757921814918518066e-01 8.190281391143798828e-01 9.099879860877990723e-01 7.233978509902954102e-01 1.876310557126998901e-01 6.652079820632934570e-01
2.760555036365985870e-02 4.221392869949340820e-01 6.781762242317199707e-01 7.252722978591918945e-01 2.030639350414276123e-01 5.478903055191040039e-01
5.864866375923156738e-01 8.814411163330078125e-01 7.231243252754211426e-01 9.699638485908508301e-01 7.498297095298767090e-01 2.162404805421829224e-01
3.760906457901000977e-01 9.242995381355285645e-01 9.999976158142089844e-01 7.057914733886718750e-01 6.433134526014328003e-02 4.127911105751991272e-02
4.154624342918395996e-01 6.832928657531738281e-01 8.788689374923706055e-01 9.995711445808410645e-01 9.912223815917968750e-01 9.745902419090270996e-01
3.048454821109771729e-01 2.277592867612838745e-01 1.646713614463806152e-01 9.581680297851562500e-01 2.608141601085662842e-01 9.858270883560180664e-01
1.990405470132827759e-01 6.391162872314453125e-01 9.948667287826538086e-01 9.978854060173034668e-01 6.862061619758605957e-01 9.573596119880676270e-01
1.138379871845245361e-01 9.351049661636352539e-01 9.994638562202453613e-01 9.882742166519165039e-01 5.981687307357788086e-01 4.688856005668640137e-01
3.802944421768188477e-01 9.492911696434020996e-01 7.763065695762634277e-01 7.657115459442138672e-01 9.999955892562866211e-01 1.367697864770889282e-01
9.954956769943237305e-01 6.739748716354370117e-01 1.898578107357025146e-01 8.673921227455139160e-01 4.283038675785064697e-01 5.105449557304382324e-01
1.760177463293075562e-01 9.999763965606689453e-01 4.380167648196220398e-02 9.947499632835388184e-01 9.328432679176330566e-01 4.283270537853240967e-01
6.759506464004516602e-02 9.944867491722106934e-01 8.222895860671997070e-01 8.905162811279296875e-01 9.999653100967407227e-01 8.381575942039489746e-01
3.167618215084075928e-01 4.378686547279357910e-01 9.303829669952392578e-01 7.529999613761901855e-01 9.999969005584716797e-01 4.842005074024200439e-01
8.547396659851074219e-01 7.903041839599609375e-01 8.614789694547653198e-02 1.025183498859405518e-02 1.217099353671073914e-01 2.686101794242858887e-01
7.478274106979370117e-01 7.033005952835083008e-01 9.839073419570922852e-01 4.557674825191497803e-01 3.610281273722648621e-02 9.906588792800903320e-01
4.516145288944244385e-01 9.999883174896240234e-01 3.960686326026916504e-01 2.680840194225311279e-01 6.414645165205001831e-02 7.724183797836303711e-01
6.991545557975769043e-01 9.952514171600341797e-01 8.915005922317504883e-01 7.668453454971313477e-01 3.484679162502288818e-01 7.650112509727478027e-01
6.182194948196411133e-01 9.933863282203674316e-01 9.198702573776245117e-01 3.599295020103454590e-01 5.443109273910522461e-01 7.607302069664001465e-01
1.299213171005249023e-01 8.855513334274291992e-01 1.838671863079071045e-01 6.306194663047790527e-01 4.871066287159919739e-02 9.126138687133789062e-01
2.659195959568023682e-01 8.875889778137207031e-01 9.660249352455139160e-01 6.857126355171203613e-01 2.888143956661224365e-01 9.429749250411987305e-01
7.499366402626037598e-01 8.570765256881713867e-01 9.244546890258789062e-01 9.117643833160400391e-01 7.969507575035095215e-01 1.556539237499237061e-01
1.483525633811950684e-01 4.173597991466522217e-01 7.782440185546875000e-01 9.919249415397644043e-01 8.909202814102172852e-01 9.961374402046203613e-01
3.187815845012664795e-02 7.342990040779113770e-01 7.825410366058349609e-01 9.999186992645263672e-01 8.871710896492004395e-01 9.998219087719917297e-03
2.384071648120880127e-01 9.470103383064270020e-01 2.865317463874816895e-01 3.563998341560363770e-01 8.460457324981689453e-01 9.093090891838073730e-01
1.324486136436462402e-01 9.999976158142089844e-01 9.743646383285522461e-01 7.182346582412719727e-01 4.688115119934082031e-01 6.634519100189208984e-01
5.535509064793586731e-02 7.478628754615783691e-01 8.693161606788635254e-01 9.486460685729980469e-01 4.801955521106719971e-01 8.448194861412048340e-01
8.408311009407043457e-01 9.912838935852050781e-01 7.518121004104614258e-01 9.816812872886657715e-01 3.224874436855316162e-01 9.903310537338256836e-01
9.980849921703338623e-02 6.270437836647033691e-01 9.374644160270690918e-01 9.999269247055053711e-01 7.007328867912292480e-01 1.048590689897537231e-01
7.955797314643859863e-01 6.978457570075988770e-01 9.979548454284667969e-01 9.994260072708129883e-01 9.997005462646484375e-01 4.167775809764862061e-01
2.185342460870742798e-02 6.467015743255615234e-01 6.586641073226928711e-01 4.056434631347656250e-01 5.311824679374694824e-01 1.451680213212966919e-01
4.933095350861549377e-02 9.660337567329406738e-01 9.938461184501647949e-01 6.033385396003723145e-01 3.341233730316162109e-01 9.676584601402282715e-01
2.798458635807037354e-01 7.199360132217407227e-01 9.721814990043640137e-01 2.223258316516876221e-01 8.104302287101745605e-01 8.601199388504028320e-01
5.692197680473327637e-01 9.909027218818664551e-01 9.922750592231750488e-01 6.776707172393798828e-01 9.948025941848754883e-01 1.487818639725446701e-02
9.810489416122436523e-01 9.902729392051696777e-01 9.983316063880920410e-01 7.592263221740722656e-01 5.446384102106094360e-02 5.663810372352600098e-01
1.466645300388336182e-02 9.958558678627014160e-01 9.999588727951049805e-01 1.816353499889373779e-01 9.995686411857604980e-01 2.373894751071929932e-01
4.273315072059631348e-01 5.075165033340454102e-01 8.129081130027770996e-01 5.087255835533142090e-01 2.441132366657257080e-01 3.497542440891265869e-01
3.910112977027893066e-01 9.293816685676574707e-01 9.992064833641052246e-01 1.575001887977123260e-02 1.310088336467742920e-01 4.058105349540710449e-01
1.007547974586486816e-01 8.884463906288146973e-01 9.977276921272277832e-01 7.899218201637268066e-01 3.345184028148651123e-01 8.726337552070617676e-02
3.060149494558572769e-03 5.323136448860168457e-01 9.829137921333312988e-01 2.613958120346069336e-01 2.171454206109046936e-02 6.262789368629455566e-01
2.731857299804687500e-01 1.243265792727470398e-01 8.818340897560119629e-01 9.419324994087219238e-01 9.718223214149475098e-01 4.646307229995727539e-01
2.037499397993087769e-01 9.570751786231994629e-01 6.897791028022766113e-01 9.019767045974731445e-01 7.673431038856506348e-01 3.604834675788879395e-01
1.883179992437362671e-01 9.999850988388061523e-01 1.366987824440002441e-01 9.999917745590209961e-01 6.782196760177612305e-01 8.089324831962585449e-01
2.475792914628982544e-01 9.953215718269348145e-01 9.377533793449401855e-01 5.173049494624137878e-02 8.392295837402343750e-01 9.477840065956115723e-01
7.222888991236686707e-03 5.089901685714721680e-01 6.012715101242065430e-01 9.995341300964355469e-01 9.954385161399841309e-01 2.210066020488739014e-01
2.551013231277465820e-01 9.980339407920837402e-01 9.898005127906799316e-01 8.882982134819030762e-01 2.569946944713592529e-01 3.311083018779754639e-01
2.506680190563201904e-01 9.963814020156860352e-01 6.948940753936767578e-01 9.368619918823242188e-01 6.477575302124023438e-01 9.689273834228515625e-01
2.408656291663646698e-02 9.998493194580078125e-01 6.562641263008117676e-01 9.403997063636779785e-01 9.851788878440856934e-01 7.219811677932739258e-01
8.264857530593872070e-01 8.704646825790405273e-01 9.968822002410888672e-01 7.469742894172668457e-01 9.766917228698730469e-01 2.278812080621719360e-01
8.136252164840698242e-01 9.864967465400695801e-01 9.738280177116394043e-01 6.284729242324829102e-01 6.611075997352600098e-01 4.297235310077667236e-01
4.684228599071502686e-01 1.532651484012603760e-01 9.913246631622314453e-01 6.480607390403747559e-01 7.940585017204284668e-01 9.453260339796543121e-03
6.053993105888366699e-01 9.993608593940734863e-01 6.430617570877075195e-01 4.739977717399597168e-01 6.528640985488891602e-01 5.875244736671447754e-02
2.118824571371078491e-01 2.281216830015182495e-01 9.278118014335632324e-01 9.466329813003540039e-01 8.236168026924133301e-01 3.015228509902954102e-01
3.436550870537757874e-02 9.268410801887512207e-01 5.343284606933593750e-01 9.991196990013122559e-01 2.689341008663177490e-01 1.852332055568695068e-01
2.570181712508201599e-02 4.283198416233062744e-01 9.992092847824096680e-01 9.999896287918090820e-01 9.674725532531738281e-01 7.027164101600646973e-01
2.115572988986968994e-01 9.996501207351684570e-01 9.201444983482360840e-01 9.386512637138366699e-01 7.696582674980163574e-01 9.171343445777893066e-01
4.744145870208740234e-01 9.585659503936767578e-01 9.999974966049194336e-01 2.560580670833587646e-01 6.403512954711914062e-01 9.969945996999740601e-02
1.546313911676406860e-01 9.339204430580139160e-01 9.939623475074768066e-01 1.476999372243881226e-01 9.501802325248718262e-01 9.313865900039672852e-01
2.591392099857330322e-01 2.609810233116149902e-01 9.903684854507446289e-01 6.678763628005981445e-01 9.025779366493225098e-01 8.501380681991577148e-01
6.380482912063598633e-01 9.203275442123413086e-01 5.532713532447814941e-01 8.750263452529907227e-01 5.221950411796569824e-01 8.255275487899780273e-01
5.235842466354370117e-01 8.877406716346740723e-01 9.614200592041015625e-01 8.188162446022033691e-01 4.181328713893890381e-01 5.082728266716003418e-01
5.366421937942504883e-01 9.999856948852539062e-01 3.300112783908843994e-01 9.992021918296813965e-01 9.489675164222717285e-01 5.568264126777648926e-01
5.179321765899658203e-01 9.937875270843505859e-01 9.927259683609008789e-01 9.999769926071166992e-01 9.447657465934753418e-01 9.838817119598388672e-01
8.176487088203430176e-01 9.040000438690185547e-01 9.996445178985595703e-01 7.296092510223388672e-01 9.999983310699462891e-01 8.272063732147216797e-01
7.911939620971679688e-01 9.732961654663085938e-01 9.877722263336181641e-01 8.157491683959960938e-01 1.688677072525024414e-01 3.478368520736694336e-01
2.350275218486785889e-02 5.521326661109924316e-01 2.132975012063980103e-01 5.123601555824279785e-01 4.015209972858428955e-01 3.013536334037780762e-01
4.026889503002166748e-01 9.998983144760131836e-01 9.534400701522827148e-01 9.064151048660278320e-01 5.231367945671081543e-01 2.597643733024597168e-01
6.775213479995727539e-01 9.363453984260559082e-01 8.232662677764892578e-01 9.962270259857177734e-01 2.101949900388717651e-01 4.853252470493316650e-01
2.423542290925979614e-01 9.997017979621887207e-01 6.349065899848937988e-01 9.637746810913085938e-01 3.296664655208587646e-01 1.754688844084739685e-02
7.527659833431243896e-02 8.203228712081909180e-01 8.202406167984008789e-01 8.696790337562561035e-01 9.972481131553649902e-01 7.503238320350646973e-02
3.650006055831909180e-01 4.230569899082183838e-01 7.367702722549438477e-01 5.366025567054748535e-01 3.422443568706512451e-01 5.290791988372802734e-01
6.743168830871582031e-02 6.231622099876403809e-01 9.303261041641235352e-01 2.850000262260437012e-01 3.450985550880432129e-01 4.585435092449188232e-01
8.525693416595458984e-01 9.921207427978515625e-01 7.724660038948059082e-01 6.213633418083190918e-01 6.478067636489868164e-01 4.960783720016479492e-01
3.912485241889953613e-01 9.995090961456298828e-01 9.979003667831420898e-01 7.590971589088439941e-01 8.161479234695434570e-01 4.462050199508666992e-01
6.844298839569091797e-01 6.403493285179138184e-01 5.213631987571716309e-01 9.845617413520812988e-01 8.289952874183654785e-01 9.829780459403991699e-01
9.325999617576599121e-01 9.414765834808349609e-01 2.219843678176403046e-02 9.923164844512939453e-01 3.631133437156677246e-01 8.074634671211242676e-01
4.082158803939819336e-01 8.787332177162170410e-01 8.226341009140014648e-01 9.977470040321350098e-01 5.995243787765502930e-01 6.497476696968078613e-01
1.724895238876342773e-01 8.787593841552734375e-01 1.543270200490951538e-01 6.636983752250671387e-01 6.578435301780700684e-01 4.757708907127380371e-01
5.800424516201019287e-02 2.352619916200637817e-01 5.364867448806762695e-01 1.107849106192588806e-01 3.963819742202758789e-01 9.091976284980773926e-01
8.309524655342102051e-01 8.942386507987976074e-01 5.564817190170288086e-01 9.999819993972778320e-01 1.170465722680091858e-01 6.455874443054199219e-01
7.517184615135192871e-01 9.456557631492614746e-01 1.962066292762756348e-01 5.296919345855712891e-01 3.597491383552551270e-01 9.563918113708496094e-01
5.375504493713378906e-01 1.624250262975692749e-01 9.999775886535644531e-01 5.465880632400512695e-01 9.982982277870178223e-01 9.634326696395874023e-01
6.000441908836364746e-01 9.870324134826660156e-01 9.980066418647766113e-01 2.982065081596374512e-01 3.784953653812408447e-01 9.356226325035095215e-01
5.837146937847137451e-02 9.844048619270324707e-01 9.999229907989501953e-01 7.416309118270874023e-01 9.725979566574096680e-01 9.032074809074401855e-01
9.401707649230957031e-01 3.165719211101531982e-01 3.886228799819946289e-01 9.654847979545593262e-01 4.599920511245727539e-01 5.295100212097167969e-01
1.367712207138538361e-02 2.233282625675201416e-01 6.076080203056335449e-01 9.376444816589355469e-01 5.913125276565551758e-01 8.487705588340759277e-01
2.147392779588699341e-01 5.506031513214111328e-01 2.169908024370670319e-02 8.215943574905395508e-01 5.069453716278076172e-01 4.016803503036499023e-01
1.652040630578994751e-01 9.960353970527648926e-01 9.934442043304443359e-01 9.932191967964172363e-01 7.226896882057189941e-01 3.059501051902770996e-01
3.578531444072723389e-01 9.892172813415527344e-01 6.390184164047241211e-01 9.975384473800659180e-01 4.550979435443878174e-01 9.363233447074890137e-01
2.892656065523624420e-02 2.963159680366516113e-01 8.895304203033447266e-01 9.456104636192321777e-01 9.991212487220764160e-01 3.672196269035339355e-01
2.143451124429702759e-01 9.158629179000854492e-01 2.413230687379837036e-01 4.930981099605560303e-01 3.927041888236999512e-01 4.520891904830932617e-01
2.014073282480239868e-01 6.430225372314453125e-01 9.999973773956298828e-01 5.145532488822937012e-01 1.428705602884292603e-01 8.389863371849060059e-01
7.072657942771911621e-01 9.212126731872558594e-01 2.371875047683715820e-01 7.367751598358154297e-01 9.303211569786071777e-01 3.612611293792724609e-01
1.165831685066223145e-01 9.889834523200988770e-01 3.084592223167419434e-01 8.536484092473983765e-02 4.133897125720977783e-01 7.763891220092773438e-01
7.288318127393722534e-02 7.769925594329833984e-01 4.957863688468933105e-01 9.961154460906982422e-01 7.949651479721069336e-01 4.802520573139190674e-01
8.297243118286132812e-01 4.274414777755737305e-01 9.646131992340087891e-01 7.798489928245544434e-01 4.056366980075836182e-01 1.458068937063217163e-01
4.100344702601432800e-02 8.358965516090393066e-01 9.835765957832336426e-01 9.996807575225830078e-01 6.731930971145629883e-01 4.049448668956756592e-01
7.626184076070785522e-02 5.991410613059997559e-01 9.935285449028015137e-01 8.708054423332214355e-01 9.187732338905334473e-01 3.900768756866455078e-01
1.939025968313217163e-01 1.279031187295913696e-01 3.368493616580963135e-01 9.988487958908081055e-01 9.993788003921508789e-01 5.501951575279235840e-01
2.860003411769866943e-01 8.658713102340698242e-01 8.501073122024536133e-01 8.519440889358520508e-01 6.132021546363830566e-01 4.949661791324615479e-01
5.564491823315620422e-02 9.987344145774841309e-01 5.198016762733459473e-01 8.940470218658447266e-01 6.351608037948608398e-02 9.825054407119750977e-01
