# FPR	msq=2.0TeV-mean	msq=2.0TeV-std	msq=2.0TeV-min	msq=2.0TeV-max	msq=2.2TeV-mean	msq=2.2TeV-std	msq=2.2TeV-min	msq=2.2TeV-max	msq=2.3TeV-mean	msq=2.3TeV-std	msq=2.3TeV-min	msq=2.3TeV-max	msq=2.7TeV-mean	msq=2.7TeV-std	msq=2.7TeV-min	msq=2.7TeV-max	msq=3.0TeV-mean	msq=3.0TeV-std	msq=3.0TeV-min	msq=3.0TeV-max
0.000000000000000000e+00 1.349007837251959586e-02 8.937304459270732637e-03 2.501250625312656148e-04 3.151575787893946823e-02 1.789227947306987199e-02 1.078462904280808043e-02 7.503751875937968987e-04 3.460063365015841191e-02 1.927630481907620374e-02 1.058756406985334082e-02 7.503751875937968987e-04 3.468400867100216584e-02 1.188094047023511776e-02 6.322911142949219805e-03 5.002501250625312297e-04 2.059363014840753792e-02 4.702351175587794752e-03 2.623386783425897626e-03 0.000000000000000000e+00 8.420877105219276224e-03
2.004008016032063962e-03 1.177171919292979985e-01 2.134200065883875425e-02 9.246289811572452888e-02 1.594964148741037091e-01 1.265719198944829649e-01 1.688506514786567922e-02 1.002167750541937685e-01 1.529931632482908199e-01 1.241537435384358623e-01 1.511667304328796237e-02 1.023845255961313983e-01 1.509921627480406980e-01 6.969317992329497613e-02 8.044151462473439138e-03 5.761213940303484826e-02 8.354177088544272045e-02 3.394197098549274483e-02 7.594219620374991105e-03 2.517925629481407301e-02 5.344338836084708971e-02
4.008016032064127925e-03 1.687927296981824310e-01 2.364322874085736728e-02 1.431549107887276906e-01 2.112723028180757134e-01 1.733533433383357969e-01 1.962492143313882692e-02 1.497415374353843476e-01 2.018509254627313676e-01 1.661080540270135075e-01 1.740590299761094958e-02 1.459062864765716117e-01 1.945972986493246515e-01 9.261297315324328039e-02 1.092892290850500450e-02 8.054027013506753763e-02 1.139736534934133738e-01 4.821577455394363693e-02 1.089760002616364971e-02 3.768550942137735560e-02 7.395364348841086677e-02
6.012024048096191453e-03 2.047273636818409126e-01 1.745962321439765638e-02 1.844255461063865342e-01 2.354510588627647116e-01 2.061447390361847432e-01 1.453230440038085110e-02 1.888444222111055615e-01 2.268634317158579328e-01 1.952142738035684555e-01 1.246088151308021898e-02 1.825912956478239202e-01 2.149408037352009415e-01 1.088544272136068025e-01 9.530840746083579090e-03 9.838252459563115448e-02 1.285642821410705461e-01 5.855427713856927591e-02 1.154447823724124612e-02 4.869101217275303983e-02 8.570952142738035018e-02
8.016032064128255849e-03 2.335000833750208449e-01 1.725904014320364319e-02 2.073536768384192097e-01 2.573786893446723401e-01 2.329664832416208087e-01 1.395822358037514428e-02 2.107720526930131622e-01 2.515424378856094823e-01 2.179435074918888993e-01 1.184844040030457943e-02 2.006003001500750449e-01 2.367016841754210343e-01 1.230031682507920776e-01 1.081924142693892719e-02 1.115557778889444684e-01 1.429047857261964427e-01 6.821744205436051922e-02 1.247050641342926404e-02 5.736201434050358650e-02 9.479739869934968033e-02
1.002004008016032024e-02 2.537685509421377938e-01 1.786732921590725165e-02 2.250291812572953187e-01 2.825579456394863853e-01 2.513089878272469768e-01 1.439492371261137833e-02 2.288644322161080547e-01 2.728030682007670515e-01 2.335417708854426733e-01 1.246647277840622417e-02 2.151909287977321894e-01 2.521260630315157458e-01 1.329831582457895733e-01 1.190611645579891208e-02 1.219776554944138752e-01 1.582457895614473864e-01 7.580456895114223714e-02 1.461727479448025543e-02 6.344839086209771994e-02 1.079706519926629943e-01
1.202404809619238291e-02 2.719192929798232017e-01 1.829811810842626660e-02 2.412873103218275694e-01 3.020677005169251084e-01 2.674503918625980026e-01 1.498765663710597412e-02 2.441220610305152583e-01 2.914790728697682076e-01 2.487326996831749071e-01 1.299072992932085065e-02 2.307820576955144365e-01 2.686343171585792722e-01 1.420043355010838781e-01 1.330842936773100199e-02 1.301484075371018845e-01 1.700016675004168698e-01 8.333333333333332871e-02 1.630608448903998406e-02 6.953476738369183952e-02 1.199766549941637533e-01
1.402805611222444730e-02 2.888277472069368246e-01 1.827461019796437075e-02 2.634650658662664457e-01 3.248290812072702760e-01 2.834583958645989776e-01 1.508151575527704076e-02 2.649658162414540441e-01 3.117392029348007298e-01 2.623895280973820299e-01 1.370901623943463973e-02 2.475404368851092107e-01 2.893946973486743457e-01 1.514090378522594815e-01 1.510123951427342834e-02 1.365682841420710336e-01 1.855927963981990891e-01 9.112889778222443837e-02 1.836110294547700986e-02 7.495414373853592771e-02 1.343171585792896361e-01
1.603206412825651170e-02 3.063114890778723121e-01 1.777360878989819176e-02 2.805569451392362912e-01 3.424212106053026727e-01 2.979930680102910734e-01 1.546422870030893758e-02 2.779723194930798780e-01 3.286050172714947704e-01 2.763465065866266279e-01 1.429050046219411917e-02 2.597131899282975054e-01 3.049024512256128250e-01 1.609054527263631962e-01 1.641376361319082933e-02 1.459896614974153795e-01 1.990161747540436787e-01 9.900783725195931584e-02 1.972503046334264654e-02 8.270802067700516735e-02 1.449057862264465646e-01
1.803607214428857436e-02 3.203935300983825618e-01 1.845779855175089940e-02 2.967316991829248018e-01 3.566783391695848016e-01 3.099716524929130856e-01 1.672743965122804391e-02 2.912289478072369597e-01 3.435884608971151999e-01 2.868600967150242154e-01 1.480709385900472012e-02 2.721360680340170202e-01 3.158245789561447414e-01 1.687093546773386632e-01 1.779423947735939843e-02 1.518259129564782373e-01 2.100216775054193630e-01 1.059279639819910024e-01 2.110960197536659172e-02 8.679339669834917892e-02 1.545772886443221583e-01
2.004008016032064049e-02 3.333249958312488603e-01 1.740156529977618383e-02 3.103218275804568993e-01 3.664332166083041353e-01 3.213106553276638411e-01 1.583141265091882535e-02 3.028180757045189075e-01 3.525095881273970222e-01 2.976821744205435660e-01 1.375744436711451302e-02 2.830581957645489366e-01 3.234950808737702133e-01 1.763214940803735087e-01 1.808526243022790664e-02 1.595797898949474769e-01 2.177755544438886026e-01 1.128480907120226889e-01 2.159545824172667480e-02 9.429714857428714292e-02 1.619976654994163823e-01
2.204408817635270315e-02 3.459813239953309916e-01 1.649713581895762005e-02 3.234950808737702133e-01 3.758545939636485089e-01 3.324495581123895760e-01 1.481394644438529910e-02 3.159913289978322770e-01 3.600967150241787817e-01 3.084792396198099418e-01 1.287249031088290481e-02 2.938135734533933729e-01 3.319993329998332521e-01 1.835834583958645960e-01 1.765234284343343563e-02 1.670001667500417009e-01 2.230281807570451968e-01 1.193930298482574343e-01 2.178080465725086567e-02 9.996664999166249288e-02 1.685009171252292715e-01
2.404809619238476581e-02 3.563781890945473263e-01 1.638026153979515315e-02 3.349174587293646810e-01 3.859429714857428584e-01 3.412206103051525496e-01 1.496428104046313920e-02 3.256628314157078430e-01 3.686843421710855329e-01 3.169084542271135563e-01 1.334568204960797852e-02 3.020677005169251084e-01 3.403368350842087553e-01 1.902201100550275081e-01 1.866536574042144611e-02 1.733366683341670822e-01 2.300316825079206373e-01 1.258629314657328524e-01 2.282351258994123194e-02 1.043855260963815201e-01 1.759212939803234954e-01
2.605210420841683194e-02 3.678172419543105365e-01 1.596370182840189597e-02 3.465065866266466843e-01 3.956144739036184799e-01 3.512172753043188433e-01 1.565174775001164711e-02 3.337502084375520983e-01 3.797732199433049849e-01 3.261880940470235357e-01 1.375758837183640136e-02 3.097382024345506357e-01 3.492579623144905776e-01 1.971735867933967212e-01 1.916434115278931732e-02 1.782557945639486330e-01 2.372019343004835856e-01 1.324829081207270220e-01 2.390831603825334731e-02 1.102217775554443918e-01 1.844255461063865342e-01
2.805611222444889460e-02 3.783891945972986948e-01 1.577622840592534173e-02 3.573453393363348329e-01 4.075371018842754434e-01 3.602884775721194033e-01 1.560561470874333688e-02 3.442554610638652868e-01 3.911955977988994526e-01 3.350258462564615902e-01 1.374540580023866400e-02 3.170752042688010919e-01 3.596798399199599983e-01 2.038936134734033734e-01 1.970722547634813637e-02 1.842587960646990264e-01 2.457895614473903645e-01 1.387527096881774058e-01 2.460848167645704812e-02 1.153910288477572182e-01 1.935134233783558366e-01
3.006012024048096073e-02 3.872102718025679513e-01 1.539387399448765952e-02 3.656828414207103362e-01 4.142071035517758681e-01 3.678300907300678380e-01 1.546598232351450303e-02 3.510088377522094238e-01 3.978655994663998774e-01 3.421544105386026824e-01 1.345306018982866773e-02 3.252459563114890595e-01 3.651825912956478404e-01 2.100050025012506205e-01 1.950711092625685705e-02 1.891779222944805772e-01 2.507920626980156831e-01 1.445972986493246626e-01 2.420352729924889895e-02 1.206436551609137847e-01 1.981824245456061395e-01
3.206412825651302340e-02 3.953976988494246614e-01 1.525914133544405658e-02 3.739369684842421271e-01 4.227947306986826748e-01 3.751375687843921947e-01 1.556699834654481050e-02 3.580123395030848643e-01 4.067867266966816997e-01 3.491245622811405824e-01 1.377602620932691369e-02 3.323328330832082678e-01 3.730198432549607923e-01 2.155160913790228339e-01 1.943015283610250582e-02 1.951809237952309428e-01 2.561280640320159896e-01 1.507170251792562810e-01 2.445979424979156241e-02 1.262297815574453808e-01 2.041020510255127651e-01
