seed=0 AUC=0.8112713401439426, AUC0=0.6455291682904793, AUC1=0.9189859383450514, AUC2=0.9214346063911328
seed=1 AUC=0.8091533196080292, AUC0=0.6540133989068999, AUC1=0.9068744929691726, AUC2=0.9129252128638574
seed=2 AUC=0.8106969760602524, AUC0=0.6529977020413225, AUC1=0.9105888318009735, AUC2=0.9155020291007429
seed=3 AUC=0.8133694059600235, AUC0=0.6528117313249933, AUC1=0.9172167387777177, AUC2=0.9201565565814218
seed=4 AUC=0.8101440958897489, AUC0=0.6471448685882066, AUC1=0.9168655354245538, AUC2=0.9174296980973468
seed=5 AUC=0.8131946407814509, AUC0=0.6639448757213842, AUC1=0.9109292184964846, AUC2=0.9145306281337255
seed=6 AUC=0.809623419653875, AUC0=0.6515008023638497, AUC1=0.908804083288264, AUC2=0.9136924877279172
seed=7 AUC=0.8124748607506503, AUC0=0.655461554545558, AUC1=0.9120845727420227, AUC2=0.9177786750347745
seed=8 AUC=0.8163336642365695, AUC0=0.6587541743323283, AUC1=0.914387506760411, AUC2=0.9208171469947225
seed=9 AUC=0.814362792524661, AUC0=0.6646827780262703, AUC1=0.9076693482963765, AUC2=0.9139777089686429
