# mN	mSQ	0sq(mean)	1sq(mean)	2sq(mean)	S-comb(mean)	0sq(std)	1sq(std)	2sq(std)	S-comb(std)	0sq(min)	1sq(min)	2sq(min)	S-comb(min)	0sq(max)	1sq(max)	2sq(max)	S-comb(max)
5.000000000000000000e+02 2.000000000000000000e+03 2.800989090514611757e-01 9.607352171186394063e-01 3.923578128405582621e+00 4.787240188213483627e+00 1.020476679974381337e-02 1.125028371752875567e-01 1.391565840904346874e-01 1.518395034825234247e-01 2.758659930364277257e-01 9.266275715234669752e-01 3.822204846958658031e+00 4.672524781663572213e+00 2.850082673416194368e-01 1.031775866648892093e+00 4.071199505303994215e+00 4.924540599384980233e+00
5.000000000000000000e+02 2.200000000000000000e+03 2.819574641319627650e-01 7.068082983447705470e-01 3.055925182147509300e+00 3.602266061132313180e+00 9.982071006302131039e-03 1.153902433256503018e-01 1.387611094832355008e-01 1.484299880923531934e-01 2.800708952369007632e-01 6.605380911643734532e-01 2.947306542083192316e+00 3.487517060263359614e+00 2.850837740475322679e-01 7.861203325687575738e-01 3.340338571075728957e+00 3.863114966843623321e+00
5.000000000000000000e+02 2.300000000000000000e+03 2.752330124118854693e-01 5.319336666772123134e-01 2.681650896768807524e+00 3.073333515295863627e+00 1.064828713122146532e-02 1.133267336256874036e-01 1.243835429156306543e-01 1.268717826377321056e-01 2.734589481106988740e-01 5.052167561825453568e-01 2.570980837478500813e+00 2.952446529688357746e+00 2.787610604737579267e-01 6.425867273891849862e-01 2.864865099884086330e+00 3.283351919710039812e+00
5.000000000000000000e+02 2.700000000000000000e+03 2.596844874258198432e-01 2.015608617551263304e-01 1.130743675425317507e+00 1.308621095727158679e+00 6.174032530244876089e-03 9.054777876049299734e-02 1.229316667262090740e-01 1.199504660136717221e-01 2.581274286739099200e-01 1.465795958422722312e-01 9.918705475439062447e-01 1.175543423232527029e+00 2.624662555979698220e-01 3.405327854777749907e-01 1.267828196336486357e+00 1.457479974840196757e+00
5.000000000000000000e+02 3.000000000000000000e+03 2.646846241269255051e-01 8.612358414568538345e-02 4.200742725085234719e-01 5.110371945881568845e-01 5.027564133808376697e-03 5.973322430136901451e-02 1.275166566669109491e-01 1.285727053023502098e-01 2.630627071411723583e-01 3.847231054858499949e-02 3.570648654780781417e-01 4.423143049277739602e-01 2.671867034578680467e-01 1.792834909324988735e-01 5.764503912882611436e-01 6.015758624123386245e-01
7.000000000000000000e+02 2.000000000000000000e+03 9.969572672004681224e-02 7.238280903018072809e-01 3.155816832663508542e+00 3.824033742101171640e+00 6.735432276794313562e-03 4.628141477823462246e-02 1.232292903245156418e-01 1.326547815017012633e-01 9.756580877042898836e-02 6.996365068917951291e-01 3.083209652959824520e+00 3.736166689641484240e+00 1.020625902480404162e-01 7.523241519745132999e-01 3.263856224703234332e+00 3.946985041795513904e+00
7.000000000000000000e+02 2.200000000000000000e+03 8.733819163560962995e-02 4.872106642686143685e-01 2.555538319367397726e+00 2.987890548062455132e+00 3.311936933126382286e-03 8.187180657152060004e-02 1.244095852851589273e-01 1.374993150688742505e-01 8.636462447946506582e-02 4.633074548894334233e-01 2.454045113340989737e+00 2.876661811359460863e+00 8.926724088777218680e-02 5.337421109744955317e-01 2.706997857484990000e+00 3.152540692738994288e+00
7.000000000000000000e+02 2.300000000000000000e+03 8.855771793600308861e-02 4.155107135736556545e-01 2.220504869867544695e+00 2.547524549688083173e+00 2.256666839597785881e-03 9.977839994671046375e-02 1.355113382171171388e-01 1.319402648491408703e-01 8.786440831162453668e-02 3.880584421740061463e-01 2.121861990747565319e+00 2.448845947659299416e+00 8.984114356205404051e-02 4.732070853618395301e-01 2.392951846457165743e+00 2.743760836568736927e+00
7.000000000000000000e+02 2.700000000000000000e+03 8.420506172070281459e-02 1.783789962368692028e-01 1.057517515029460231e+00 1.189052970951611776e+00 2.672701060830549782e-03 8.596196112587632665e-02 1.202190037948845241e-01 1.178831606953651828e-01 8.343212199134507345e-02 1.206069740638712057e-01 9.442876503714344727e-01 1.076297463923777453e+00 8.521562044604528985e-02 2.856580952975096288e-01 1.175677662682224511e+00 1.325717055231263597e+00
7.000000000000000000e+02 3.000000000000000000e+03 8.214424129274108810e-02 9.099739485697010133e-02 4.026604824648988279e-01 4.607283542350276706e-01 1.863120294052822033e-03 6.720308221600340692e-02 1.197808579964240450e-01 1.236749177355966067e-01 8.121080155869100925e-02 3.893983011284354173e-02 3.378425514216118475e-01 3.870529786004749950e-01 8.299788518388458158e-02 1.789324321503090176e-01 4.976849402379358578e-01 5.385945293529620370e-01
9.000000000000000000e+02 2.000000000000000000e+03 3.899611512317972817e-02 4.803959754985239750e-01 2.226105454539618833e+00 2.697847634383899518e+00 2.516988276039764348e-03 1.661738993066871548e-02 6.408526650589313478e-02 7.453879234002268317e-02 3.759778802109112195e-02 4.660018505310264958e-01 2.126691803236165690e+00 2.587998364958673747e+00 4.122451759657209253e-02 5.153276468755662032e-01 2.360225944111148166e+00 2.856384245801503852e+00
9.000000000000000000e+02 2.200000000000000000e+03 3.488198026887043279e-02 3.642316190519608865e-01 1.960621605550313173e+00 2.298382122467164557e+00 1.167513855398278700e-03 2.774026120863159681e-02 1.023764150341067852e-01 1.070977421364003174e-01 3.427455445333466022e-02 3.513490261264871073e-01 1.911710153425371095e+00 2.240365630352191051e+00 3.649374571994608990e-02 3.880926965465697487e-01 2.036480355824439759e+00 2.389436524064827427e+00
9.000000000000000000e+02 2.300000000000000000e+03 2.988892098887731621e-02 2.961502235374182113e-01 1.782565687204888061e+00 2.055870698154833143e+00 1.929490602945596730e-03 3.490028355142241884e-02 1.273052040043668454e-01 1.242861933367976346e-01 2.936809819692266441e-02 2.832676041033891368e-01 1.716097018224152837e+00 1.978040682867781230e+00 3.126023368324031687e-02 3.211894389668965566e-01 1.914158409250742432e+00 2.196938547682516951e+00
9.000000000000000000e+02 2.700000000000000000e+03 3.096808736658897970e-02 1.452893168122007528e-01 1.004848174168609054e+00 1.122806433087342404e+00 1.050120202856350731e-03 8.486657611541087443e-02 1.173629164031116251e-01 1.179079641603106715e-01 3.046963245014686766e-02 1.199918019121850726e-01 9.119412575375649421e-01 1.023176197426007183e+00 3.173515987005007949e-02 2.516968280030399407e-01 1.128779753052834067e+00 1.243562831788470824e+00
9.000000000000000000e+02 3.000000000000000000e+03 2.999291618441450244e-02 9.078797752252169839e-02 4.062929448229858909e-01 4.583894673960807187e-01 7.067323402080228408e-04 6.081729128930770528e-02 1.214341117792909208e-01 1.233603642770906700e-01 2.947645457273531319e-02 4.265449508680637519e-02 3.400111869963868827e-01 3.804296847915132340e-01 3.058054283933641163e-02 1.636917866658534060e-01 4.992782884593129911e-01 5.321557223561578231e-01
1.100000000000000000e+03 2.000000000000000000e+03 1.888724644711147621e-02 3.064951371174018946e-01 1.407136062324308767e+00 1.721449390002107949e+00 9.044470574844986699e-04 1.057652549868157328e-02 4.323578456799900827e-02 5.251749931337435645e-02 1.832281264026301010e-02 3.003241548618175161e-01 1.378295110351461794e+00 1.687541631454640978e+00 1.981243837753918560e-02 3.283345160250175088e-01 1.510996226384683450e+00 1.844481901991690709e+00
1.100000000000000000e+03 2.200000000000000000e+03 1.704009850586771929e-02 2.309795385110736399e-01 1.316289796805166556e+00 1.548382097985102401e+00 1.382186219316218490e-03 9.961871366719320456e-03 4.877822734346288353e-02 5.504254210741107989e-02 1.663394482880580991e-02 2.242980078438988334e-01 1.270390443230058342e+00 1.495728128525821043e+00 1.832189716551285708e-02 2.434547034352422257e-01 1.379667039602369805e+00 1.621263565662783401e+00
1.100000000000000000e+03 2.300000000000000000e+03 1.501324234968470436e-02 2.159420660432797567e-01 1.246559992386361504e+00 1.458249886136777862e+00 1.189254871566092567e-03 1.520381413378823696e-02 6.473451785305614492e-02 7.427661127161055976e-02 1.464399541475750952e-02 2.089807453408270843e-01 1.217449265712397422e+00 1.424286229831731809e+00 1.574519484871439098e-02 2.291327717683840359e-01 1.291271101035936342e+00 1.512190320018152567e+00
1.100000000000000000e+03 2.700000000000000000e+03 1.079015499967324321e-02 1.073517542218557913e-01 8.598586912713898078e-01 9.552833153433428759e-01 8.455874112989555805e-04 6.765924929458230763e-02 1.176122896827723058e-01 1.193417163296453531e-01 1.054704789580713370e-02 9.816603089780043256e-02 8.156921260540902496e-01 9.074860296794183823e-01 1.163228390481552826e-02 2.187154130964484022e-01 9.933707781787630697e-01 1.103291025171684758e+00
1.100000000000000000e+03 3.000000000000000000e+03 1.092506327323802470e-02 7.902021146263078777e-02 3.938520505009038830e-01 4.354132943751647389e-01 6.353411865583886249e-04 4.924686106419657455e-02 1.134030567032437986e-01 1.162596665665257961e-01 1.074131143516813408e-02 3.638863236618362917e-02 3.416373309696051908e-01 3.784255535594531761e-01 1.128952286359977651e-02 1.498158819453933865e-01 4.528767685324761039e-01 4.987718054672862222e-01
