# mN	mSQ	0sq(mean)	1sq(mean)	2sq(mean)	S-comb(mean)	0sq(std)	1sq(std)	2sq(std)	S-comb(std)	0sq(min)	1sq(min)	2sq(min)	S-comb(min)	0sq(max)	1sq(max)	2sq(max)	S-comb(max)
5.000000000000000000e+02 2.000000000000000000e+03 8.857505227309703244e-02 3.038111514431290350e-01 1.240744346338223725e+00 1.513858270104777137e+00 3.227030607805783657e-03 3.557652087049723022e-02 4.400517571345244350e-02 4.801586697938427933e-02 8.723648669792612165e-02 2.930253668724737137e-01 1.208687300012466492e+00 1.477582073363784776e+00 9.012752767777001961e-02 3.262761773404659893e-01 1.287426324571138148e+00 1.557276472402732148e+00
5.000000000000000000e+02 2.200000000000000000e+03 8.916277899422331288e-02 2.235124091877294938e-01 9.663683934651053908e-01 1.139136549110145724e+00 3.156608014544372634e-03 3.648959886700973293e-02 4.388011566190138518e-02 4.693768354435063489e-02 8.856619352710101700e-02 2.088804849379363171e-01 9.320201635697796805e-01 1.102849728912692173e+00 9.015140499470011837e-02 2.485930765886318616e-01 1.056307804071154655e+00 1.221624215831169868e+00
5.000000000000000000e+02 2.300000000000000000e+03 8.703632064909519461e-02 1.682121950824801426e-01 8.480124723222498551e-01 9.718733917666864119e-01 3.367284051412008667e-03 3.583705980443640388e-02 3.933352990546937905e-02 4.012038039410389945e-02 8.647531225836070645e-02 1.597635661618798386e-01 8.130155267079253179e-01 9.336455703675150541e-01 8.815198740610113992e-02 2.032037652743527989e-01 9.059498904759497595e-01 1.038287042617002331e+00
5.000000000000000000e+02 2.700000000000000000e+03 8.211944532789465512e-02 6.373914102925230807e-02 3.575725464174167034e-01 4.138223256643060455e-01 1.952400514354622882e-03 2.863372179521759056e-02 3.887440634155554797e-02 3.793166790018206308e-02 8.162706011722119237e-02 4.635253813685274310e-02 3.136570074277073017e-01 3.717394705846082670e-01 8.299911766255040069e-02 1.076859220071278989e-01 4.009224782206440851e-01 4.608956364579925302e-01
5.000000000000000000e+02 3.000000000000000000e+03 8.370062738666408930e-02 2.723466861575325054e-02 1.328391487565187545e-01 1.616041503961249681e-01 1.589855374540599751e-03 1.888930407780462298e-02 4.032430746771337171e-02 4.065825936850346600e-02 8.318773220159460247e-02 1.216601281828506159e-02 1.129138247332354267e-01 1.398720645246004368e-01 8.449185434388496729e-02 5.669441782128414181e-02 1.822896194566189232e-01 1.902349910603065297e-01
7.000000000000000000e+02 2.000000000000000000e+03 3.152655694210557830e-02 2.288945399763745170e-01 9.979569069515145108e-01 1.209265647437662183e+00 2.129930702048370324e-03 1.463546840341980147e-02 3.896852318716187424e-02 4.194912520573477327e-02 3.085301774709876474e-02 2.212444895982163540e-01 9.749965007170354747e-01 1.181479645731851047e+00 3.227502490802972718e-02 2.379057858994123864e-01 1.032121962538054438e+00 1.248146262268871265e+00
7.000000000000000000e+02 2.200000000000000000e+03 2.761876122887930649e-02 1.540695399412435607e-01 8.081321737039764974e-01 9.448539531166154637e-01 1.047326417551213773e-03 2.589013849187462787e-02 3.934176522580705437e-02 4.348110123307542124e-02 2.731089226202435341e-02 1.465106814386324396e-01 7.760372038963589958e-01 9.096803381921527709e-01 2.822878016442713009e-02 1.687840753825759210e-01 8.560278850848451748e-01 9.969209005420267555e-01
7.000000000000000000e+02 2.300000000000000000e+03 2.800440930645151788e-02 1.313960247094593525e-01 7.021852944277230391e-01 8.055979972209137419e-01 7.136207133302869708e-04 3.155270051188283770e-02 4.285244775435112508e-02 4.172317520091379378e-02 2.778516555277631486e-02 1.227148542526602520e-01 6.709916771301430716e-01 7.743930833476866393e-01 2.841026412502636878e-02 1.496412194673136520e-01 7.567178165910168897e-01 8.676533598326219288e-01
7.000000000000000000e+02 2.700000000000000000e+03 2.662797855524780613e-02 5.640839148431111422e-02 3.344164013014440662e-01 3.760115646797123068e-01 8.451822856972783212e-04 2.718355892926214296e-02 3.801658700282609105e-02 3.727792855769924280e-02 2.638355355136734470e-02 3.813927397426870175e-02 2.986099741542476704e-01 3.403551425862043622e-01 2.694754528339168148e-02 9.033302132055646971e-02 3.717819208258973940e-01 4.192285427462034142e-01
7.000000000000000000e+02 3.000000000000000000e+03 2.597628991515161384e-02 2.877590288897173901e-02 1.273324248331370867e-01 1.456950982003571426e-01 5.891703684089580426e-04 2.125148055861264540e-02 3.787803313578926717e-02 3.910944294784392955e-02 2.568111035334160255e-02 1.231385548565970545e-02 1.068351953014849698e-01 1.223968987529911873e-01 2.624623581582183340e-02 5.658340328685165094e-02 1.573817968316659488e-01 1.703185448061774465e-01
9.000000000000000000e+02 2.000000000000000000e+03 1.233165436873855450e-02 1.519145461353778315e-01 7.039563548069613930e-01 8.531343304750315104e-01 7.959415796226266843e-04 5.254880094806063141e-03 2.026554066175225224e-02 2.357123578327837213e-02 1.188946451308427882e-02 1.473627241531388909e-01 6.725189979436932974e-01 8.183969414061106340e-01 1.303633710468582105e-02 1.629609105381742418e-01 7.463689776012505384e-01 9.032680089354998554e-01
9.000000000000000000e+02 2.200000000000000000e+03 1.103065069466831541e-02 1.151801512054975440e-01 6.200029903275213750e-01 7.268122440408297802e-01 3.692002982863035643e-04 8.772240830729118033e-03 3.237426501904821369e-02 3.386727974124123519e-02 1.083856578600048484e-02 1.111063176241706280e-01 6.045358310894115572e-01 7.084658183471781445e-01 1.154033568260509277e-02 1.227256864363723554e-01 6.439916334595378045e-01 7.556061740440588315e-01
9.000000000000000000e+02 2.300000000000000000e+03 9.451706712966453927e-03 9.365092359462491578e-02 5.636967650430712018e-01 6.501233980969799431e-01 6.101585029199674661e-04 1.103643870082050664e-02 4.025744026461873515e-02 3.930274526563231480e-02 9.287008084975978753e-03 8.957708163055683181e-02 5.426775263411807160e-01 6.255113862336989516e-01 9.885353862815395021e-03 1.015690187527032162e-01 6.053100375597064708e-01 6.947329690099187660e-01
9.000000000000000000e+02 2.700000000000000000e+03 9.792969085750693331e-03 4.594451608163485634e-02 3.177608933034377081e-01 3.550625700045444977e-01 3.320771657984126091e-04 2.683716777447431312e-02 3.711341286737690481e-02 3.728577210200843123e-02 9.635343801064096339e-03 3.794473945902521878e-02 2.883811466096899978e-01 3.235567231536293220e-01 1.003553870989314090e-02 7.959352563292559912e-02 3.569514996329357093e-01 3.932490961980409372e-01
9.000000000000000000e+02 3.000000000000000000e+03 9.484592881327663649e-03 2.870967931313394075e-02 1.284811102897752133e-01 1.449554772403107983e-01 2.234883891158349705e-04 1.923211615961306978e-02 3.840083788620415189e-02 3.900997241036772284e-02 9.321273379632894276e-03 1.348853569187696833e-02 1.075209780846007601e-01 1.203024293481100571e-01 9.670416745665563404e-03 5.176388801264764083e-02 1.578856577801989458e-01 1.682824152537644447e-01
1.100000000000000000e+03 2.000000000000000000e+03 5.972671750179519776e-03 9.692227250566042007e-02 4.449754934705462128e-01 5.443700949114147480e-01 2.860112724688256285e-04 3.344591030668197639e-03 1.367235556592356904e-02 1.660749148465919325e-02 5.794182108375451126e-03 9.497083657284745295e-02 4.358551836583738348e-01 5.336475201753111408e-01 6.265243127475482628e-03 1.038284905088109750e-01 4.778189611295007855e-01 5.832763913253206089e-01
1.100000000000000000e+03 2.200000000000000000e+03 5.388552283217407438e-03 7.304214345895701510e-02 4.162473818744553133e-01 4.896414117862935567e-01 4.370856603536269033e-04 3.150220327644755527e-03 1.542502986308471463e-02 1.740598012651433171e-02 5.260115213260595918e-03 7.092925794250332094e-02 4.017327318317819862e-01 4.729907646522661380e-01 5.793892609840366713e-03 7.698713699361846297e-02 4.362890257805216443e-01 5.126885554940350254e-01
1.100000000000000000e+03 2.300000000000000000e+03 4.747604088910176851e-03 6.828687713392685155e-02 3.941968815983056262e-01 4.611391037873414644e-01 3.760754112599870775e-04 4.807868178463079248e-03 2.047085196484906000e-02 2.348832684972248716e-02 4.630837955569584892e-03 6.608551423966345373e-02 3.849912615350711276e-01 4.503988526282331484e-01 4.979067792508776701e-03 7.245814453756206641e-02 4.083357756026968488e-01 4.781965666916275781e-01
1.100000000000000000e+03 2.700000000000000000e+03 3.412146610522084293e-03 3.394760541556611499e-02 2.719111930309135450e-01 3.020871087241838171e-01 2.673982180470298306e-04 2.139573325480207885e-02 3.719227162250827307e-02 3.773916434753894766e-02 3.335269394163680942e-03 3.104282464955132256e-02 2.579444987796099542e-01 2.869722798570123468e-01 3.678451152893434141e-03 6.916388647693974545e-02 3.141314220098780918e-01 3.488912561564687653e-01
1.100000000000000000e+03 3.000000000000000000e+03 3.454808352488663442e-03 2.498838494100585894e-02 1.245469540710516521e-01 1.376897733742901697e-01 2.009125240838462840e-04 1.557322485767248174e-02 3.586119528074758339e-02 3.676453463619491074e-02 3.396700919234334377e-03 1.150709592156625403e-02 1.080352099604733329e-01 1.196686674057911154e-01 3.570060594552171718e-03 4.737594166143408586e-02 1.432122087939495247e-01 1.577254937951048097e-01
