# mN	mSQ	0sq(mean)	1sq(mean)	2sq(mean)	S-comb(mean)	0sq(std)	1sq(std)	2sq(std)	S-comb(std)	0sq(min)	1sq(min)	2sq(min)	S-comb(min)	0sq(max)	1sq(max)	2sq(max)	S-comb(max)
2.000000000000000000e+02 2.000000000000000000e+03 5.784603049917940165e-01 4.166691409638912380e-01 1.540271352098696811e+00 2.036152910398624449e+00 2.704581229047838334e-02 3.417704161513143019e-02 4.041963235733491561e-02 3.867544959462848597e-02 5.750053764124125610e-01 4.050752829478985739e-01 1.510835947550206448e+00 2.019558481094239522e+00 5.857216989107195682e-01 4.981598041936529109e-01 1.626799082513092687e+00 2.080509887946325076e+00
2.000000000000000000e+02 2.200000000000000000e+03 5.759574620731858774e-01 2.992697564062918869e-01 1.251267316986280020e+00 1.620928918185596146e+00 2.528842783896478874e-02 3.565048814184177545e-02 4.314151786921069376e-02 4.384393479758528361e-02 5.723377302575100023e-01 2.903417790221295425e-01 1.219689332268478754e+00 1.603851191602223780e+00 5.818242903296343416e-01 3.548581261511017382e-01 1.305952079083742001e+00 1.663866193842091112e+00
2.000000000000000000e+02 2.300000000000000000e+03 2.806793107978046709e-01 2.067472783364832922e-01 9.482195019823009829e-01 1.131572263502164777e+00 1.117007952337465207e-02 3.598227774857418182e-02 3.605552110333545140e-02 3.485948659510393344e-02 2.788671670863392404e-01 1.901721231967256620e-01 9.169134079006527882e-01 1.092660735943428163e+00 2.837828552673125615e-01 2.666847548036658799e-01 1.006990198901259070e+00 1.185176700306800113e+00
2.000000000000000000e+02 2.700000000000000000e+03 5.749269880722979176e-01 1.321299058883466382e-01 4.464246216690656022e-01 7.555589023133828519e-01 2.282461572527140839e-02 3.983248592238346902e-02 3.441919168015663416e-02 2.891977681705017872e-02 5.725653512485303631e-01 7.575913404787021355e-02 4.115470604585039216e-01 7.413786148549128541e-01 5.800121898335576232e-01 1.902266287762641450e-01 5.018697989765372736e-01 7.776916444373201953e-01
2.000000000000000000e+02 3.000000000000000000e+03 5.684587743524709413e-01 2.774028908450024145e-02 2.348385159245106046e-01 6.039526142982979406e-01 2.359900218050503887e-02 1.521409038956561544e-02 4.275523143459750847e-02 3.739757639287158431e-02 5.652486467690083227e-01 1.813561155737108618e-02 2.022896695014324842e-01 5.980271981829394790e-01 5.740160878683728818e-01 6.850393589291034480e-02 3.212073655320000776e-01 6.105776457238314414e-01
3.000000000000000000e+02 2.000000000000000000e+03 3.051516075814514339e-01 3.807658998850826371e-01 1.474943616998851015e+00 1.852243791911698967e+00 9.285835810049672401e-03 4.111068461980224575e-02 4.440689919172904204e-02 4.205715206651072791e-02 3.022251076832721539e-01 3.636356879173066048e-01 1.448472782838587047e+00 1.817202064913471693e+00 3.089005278601117399e-01 4.094368445251704847e-01 1.552055760351373825e+00 1.919541551706608118e+00
3.000000000000000000e+02 2.200000000000000000e+03 2.921227470742830401e-01 2.788126638238141997e-01 1.127190281099008873e+00 1.361819010735495050e+00 9.498136453827759132e-03 3.644084537689767228e-02 4.270040425934082395e-02 4.395692547304122511e-02 2.896024763286676462e-01 2.687470496999340153e-01 1.088421422275827499e+00 1.330218764837999057e+00 2.947843984129395745e-01 3.307187191884272126e-01 1.198945226140556652e+00 1.429615248684814821e+00
3.000000000000000000e+02 2.300000000000000000e+03 2.892456938641508879e-01 1.966030596173586609e-01 9.778205478137085294e-01 1.158457550976939476e+00 1.124209382141976542e-02 3.425821964363238992e-02 4.101274009942392634e-02 3.770538668171448393e-02 2.880375071175465540e-01 1.858382149552143259e-01 9.453595648886284897e-01 1.120155798861964147e+00 2.909527420683425958e-01 2.496651664861255504e-01 1.046832231238521871e+00 1.223099722834925629e+00
3.000000000000000000e+02 2.700000000000000000e+03 2.829591496762302039e-01 9.270702263654775899e-02 4.065747890095909867e-01 5.173382128647587841e-01 7.810308750199656050e-03 3.402633434052147743e-02 3.866450942847377004e-02 3.278115652143258341e-02 2.812221467705208755e-01 6.712478296708108971e-02 3.721534035901713500e-01 4.783496768360503415e-01 2.854387813708422761e-01 1.552570720988863118e-01 4.618300098085923455e-01 5.526781115721740578e-01
3.000000000000000000e+02 3.000000000000000000e+03 2.844845259858791442e-01 2.102987069635560771e-02 1.584075971206178046e-01 3.167393347797965442e-01 8.016809110823499424e-03 1.095901427778140855e-02 3.729735352384630498e-02 3.354726734636207658e-02 2.831132581459754327e-01 1.484144462065825620e-02 1.357257552101447939e-01 3.151882100990709423e-01 2.867275711670539962e-01 4.702948294651512762e-02 2.170531292690836556e-01 3.208066521818182526e-01
