# bkg-pred	mh=200GeV-pred	mh=300GeV-pred	mh=500GeV-pred	mh=700GeV-pred	mh=900GeV-pred	mh=1100GeV-pred
4.419672489166259766e-01 5.960446000099182129e-01 4.975652098655700684e-01 9.621628522872924805e-01 4.484709203243255615e-01 9.830066561698913574e-01 7.867080569267272949e-01
4.555066823959350586e-01 9.989413619041442871e-01 4.270826876163482666e-01 9.954887032508850098e-01 1.311635524034500122e-01 9.956805706024169922e-01 8.546597957611083984e-01
1.303356736898422241e-01 9.916163086891174316e-01 9.986934065818786621e-01 1.789122074842453003e-01 7.498911023139953613e-01 9.895093441009521484e-01 2.443665117025375366e-01
4.002667367458343506e-01 1.693956404924392700e-01 9.822659492492675781e-01 9.977055191993713379e-01 5.893039703369140625e-01 9.963597655296325684e-01 8.321276307106018066e-01
5.163016915321350098e-01 1.225399076938629150e-01 9.914950132369995117e-01 6.464517116546630859e-01 9.983270764350891113e-01 5.891586542129516602e-01 9.928037524223327637e-01
8.687248080968856812e-02 8.922402262687683105e-01 8.990247845649719238e-01 9.927554726600646973e-01 9.618263840675354004e-01 5.267017483711242676e-01 7.943492531776428223e-01
9.208613038063049316e-01 1.157314777374267578e-01 1.168903633952140808e-01 8.744515776634216309e-01 9.197399020195007324e-01 5.265474319458007812e-01 5.599619150161743164e-01
4.615603685379028320e-01 9.939839243888854980e-01 2.150172591209411621e-01 7.661779522895812988e-01 7.271617650985717773e-01 9.977230429649353027e-01 1.244051232933998108e-01
6.012516617774963379e-01 9.968919157981872559e-01 7.645593881607055664e-01 9.275638461112976074e-01 3.362515270709991455e-01 2.909726798534393311e-01 9.206466078758239746e-01
1.768940091133117676e-01 3.762576282024383545e-01 5.804812908172607422e-01 9.950135350227355957e-01 9.992677569389343262e-01 4.340405166149139404e-01 9.899006485939025879e-01
4.680126160383224487e-02 8.490184545516967773e-01 9.708356261253356934e-01 9.994252920150756836e-01 9.983752965927124023e-01 3.901533484458923340e-01 8.008785843849182129e-01
6.115390360355377197e-02 2.516466379165649414e-01 9.993663430213928223e-01 3.626095950603485107e-01 7.708098292350769043e-01 6.589043140411376953e-01 9.670803546905517578e-01
2.695724666118621826e-01 9.997794032096862793e-01 9.652056097984313965e-01 4.986360967159271240e-01 8.899894356727600098e-01 9.904813170433044434e-01 7.188775390386581421e-02
1.593724936246871948e-01 9.984319806098937988e-01 2.134201526641845703e-01 9.344881772994995117e-01 9.316512346267700195e-01 2.501407861709594727e-01 9.946395754814147949e-01
6.216181069612503052e-02 6.721597909927368164e-01 7.333651185035705566e-01 6.655225902795791626e-02 5.175732076168060303e-02 9.053838253021240234e-02 4.504244029521942139e-01
8.112677931785583496e-01 8.998067975044250488e-01 9.986697435379028320e-01 9.995573163032531738e-01 3.722468614578247070e-01 5.985782742500305176e-01 5.491588711738586426e-01
2.617540061473846436e-01 8.454717397689819336e-01 9.878665208816528320e-01 9.586160182952880859e-01 6.615837216377258301e-01 4.868267178535461426e-01 9.873680472373962402e-01
3.073570728302001953e-01 1.627151072025299072e-01 9.475966691970825195e-01 3.494112193584442139e-01 6.964457631111145020e-01 9.417625665664672852e-01 7.374215126037597656e-01
7.777702212333679199e-01 6.938463449478149414e-01 7.746770977973937988e-01 9.683814048767089844e-01 7.376163005828857422e-01 5.013945102691650391e-01 9.572978019714355469e-01
2.912910580635070801e-01 2.687176465988159180e-01 5.568931102752685547e-01 9.609370827674865723e-01 3.530393838882446289e-01 3.080247044563293457e-01 3.122176826000213623e-01
6.258102059364318848e-01 7.883500307798385620e-02 4.196770787239074707e-01 9.551751613616943359e-01 9.457277655601501465e-01 6.784523129463195801e-01 7.403389215469360352e-01
1.490406244993209839e-01 1.573492586612701416e-01 5.204479694366455078e-01 9.331175088882446289e-01 1.517087817192077637e-01 9.687182307243347168e-01 7.593608498573303223e-01
1.381584256887435913e-01 3.060176968574523926e-01 9.847191572189331055e-01 9.883512854576110840e-01 9.888999462127685547e-01 5.227133035659790039e-01 9.606786966323852539e-01
6.369603425264358521e-02 6.847974658012390137e-01 6.893863081932067871e-01 8.634015321731567383e-01 9.754474163055419922e-01 7.104793190956115723e-01 9.680393338203430176e-01
1.220775172114372253e-01 9.999725818634033203e-01 6.287730932235717773e-01 9.936559200286865234e-01 9.091260433197021484e-01 9.895727038383483887e-01 9.283775687217712402e-01
2.542663216590881348e-01 9.621958136558532715e-01 9.986091852188110352e-01 9.722300767898559570e-01 8.011034131050109863e-01 3.162001669406890869e-01 6.725276708602905273e-01
4.966588318347930908e-01 9.881766438484191895e-01 7.614530920982360840e-01 9.330486059188842773e-01 8.407961577177047729e-02 2.533923089504241943e-01 7.215974926948547363e-01
1.988819986581802368e-01 6.857035160064697266e-01 6.766989231109619141e-01 9.240339994430541992e-01 9.468770027160644531e-01 2.821547687053680420e-01 9.993029832839965820e-01
1.598929166793823242e-01 6.062967777252197266e-01 2.765764594078063965e-01 9.986253976821899414e-01 9.716371297836303711e-01 8.552119135856628418e-01 9.299826622009277344e-01
3.597810268402099609e-01 8.956168293952941895e-01 3.462581634521484375e-01 4.300979077816009521e-01 8.493184447288513184e-01 9.754492640495300293e-01 7.673907876014709473e-01
7.904650270938873291e-02 9.941521286964416504e-01 1.458341479301452637e-01 7.079401612281799316e-01 7.249000668525695801e-01 1.927973479032516479e-01 8.462154269218444824e-01
3.056447394192218781e-02 4.565743356943130493e-02 7.924119830131530762e-01 3.923533260822296143e-01 9.930763244628906250e-01 4.602138698101043701e-01 7.370955348014831543e-01
3.414225950837135315e-02 6.150315999984741211e-01 6.035262346267700195e-02 7.104217410087585449e-01 8.538727164268493652e-01 1.020910665392875671e-01 1.700379997491836548e-01
2.133931368589401245e-01 9.999817609786987305e-01 4.668245464563369751e-02 9.948830604553222656e-01 7.518399953842163086e-01 9.669336676597595215e-01 7.197659015655517578e-01
5.047969818115234375e-01 5.894173383712768555e-01 9.968570470809936523e-01 9.460458159446716309e-01 8.276861310005187988e-01 9.026136398315429688e-01 3.989268541336059570e-01
6.266447901725769043e-01 8.612562417984008789e-01 9.996303319931030273e-01 9.991666078567504883e-01 7.668457031250000000e-01 8.699534535408020020e-01 8.888819217681884766e-01
5.311658382415771484e-01 1.458719968795776367e-01 3.751535415649414062e-01 4.185111522674560547e-01 6.112503409385681152e-01 8.529230952262878418e-01 9.950439929962158203e-01
7.838154584169387817e-02 3.172186017036437988e-01 8.155253529548645020e-01 9.058858156204223633e-01 9.933753609657287598e-01 8.582848310470581055e-01 9.468998908996582031e-01
3.273849561810493469e-02 9.776794314384460449e-01 5.940396785736083984e-01 9.990603327751159668e-01 2.921376526355743408e-01 9.466730356216430664e-01 6.596781611442565918e-01
8.495946228504180908e-02 6.072154045104980469e-01 9.449096322059631348e-01 9.228195548057556152e-01 9.769541621208190918e-01 6.097514033317565918e-01 9.051196575164794922e-01
3.858795762062072754e-02 7.825090885162353516e-01 1.590578556060791016e-01 9.907483458518981934e-01 9.968447685241699219e-01 4.127593934535980225e-01 2.713780105113983154e-01
5.339060425758361816e-01 9.621568918228149414e-01 1.730292588472366333e-01 6.724382042884826660e-01 9.891436696052551270e-01 8.073393702507019043e-01 7.803757786750793457e-01
2.317938804626464844e-01 7.730537056922912598e-01 9.504701495170593262e-01 9.999932050704956055e-01 8.896979689598083496e-01 2.810119986534118652e-01 6.608361005783081055e-01
9.568816423416137695e-02 6.559618115425109863e-01 5.034578442573547363e-01 2.599475979804992676e-01 8.890630006790161133e-01 9.564263820648193359e-01 2.606474459171295166e-01
8.006665110588073730e-01 2.405864149332046509e-01 3.148207068443298340e-01 5.885585024952888489e-02 5.084609389305114746e-01 7.213854193687438965e-01 8.870611190795898438e-01
2.545997500419616699e-01 3.378217816352844238e-01 7.792908549308776855e-01 9.980644583702087402e-01 7.805520296096801758e-01 3.702620863914489746e-01 9.457226395606994629e-01
1.719665229320526123e-01 1.716223508119583130e-01 5.290991663932800293e-01 9.990116357803344727e-01 9.766546487808227539e-01 9.983991980552673340e-01 6.079993844032287598e-01
5.059668421745300293e-01 9.086987376213073730e-01 4.058404862880706787e-01 9.951275587081909180e-01 9.956464171409606934e-01 9.628174901008605957e-01 6.024444103240966797e-01
2.194412797689437866e-02 7.002908587455749512e-01 9.999459981918334961e-01 1.597720384597778320e-01 6.462256908416748047e-01 9.678739309310913086e-01 2.008692175149917603e-01
2.154675573110580444e-01 4.929386079311370850e-01 3.798238039016723633e-01 9.899806380271911621e-01 9.952726960182189941e-01 9.916273355484008789e-01 7.034690976142883301e-01
3.587187826633453369e-01 8.792870640754699707e-01 9.660224914550781250e-01 7.733139991760253906e-01 8.140571117401123047e-01 8.958516716957092285e-01 7.503589391708374023e-01
4.063311219215393066e-02 9.802630543708801270e-01 9.724482297897338867e-01 9.929347634315490723e-01 9.864861965179443359e-01 8.915301561355590820e-01 5.148587226867675781e-01
5.975217223167419434e-01 9.984046816825866699e-01 9.852390289306640625e-01 8.339675664901733398e-01 5.410519242286682129e-01 9.374852776527404785e-01 9.644611477851867676e-01
2.523488402366638184e-01 9.122774004936218262e-01 9.958947896957397461e-01 6.553014516830444336e-01 9.887905120849609375e-01 8.232976794242858887e-01 9.151719808578491211e-01
5.405121296644210815e-02 4.318616688251495361e-01 1.518291085958480835e-01 4.111333489418029785e-01 9.986203908920288086e-01 4.082981944084167480e-01 2.849389314651489258e-01
9.770956039428710938e-01 9.993467926979064941e-01 8.838211297988891602e-01 1.067404076457023621e-01 7.001404166221618652e-01 9.766787886619567871e-01 7.881172895431518555e-01
1.800820976495742798e-01 9.981164932250976562e-01 5.543295145034790039e-01 4.506090879440307617e-01 9.036188125610351562e-01 9.142251610755920410e-01 9.992048144340515137e-01
2.985321283340454102e-01 2.487201541662216187e-01 9.821798801422119141e-01 9.980316758155822754e-01 7.808398604393005371e-01 6.945052146911621094e-01 7.372754067182540894e-02
1.651370376348495483e-01 6.399919986724853516e-01 2.636275887489318848e-01 9.538041353225708008e-01 9.988427162170410156e-01 9.258186817169189453e-01 6.344144344329833984e-01
1.558077242225408554e-02 1.388843059539794922e-01 7.799061536788940430e-01 9.193970561027526855e-01 9.862459897994995117e-01 1.378756761550903320e-01 9.415501952171325684e-01
6.298083662986755371e-01 2.647221684455871582e-01 8.728808164596557617e-01 3.554893434047698975e-01 9.991099238395690918e-01 9.974629878997802734e-01 4.354199767112731934e-01
1.297431290149688721e-01 7.439512610435485840e-01 9.824154973030090332e-01 7.503993511199951172e-01 2.986330687999725342e-01 9.436944127082824707e-01 1.183736994862556458e-01
8.804941177368164062e-02 9.907689690589904785e-01 9.994101524353027344e-01 9.995600581169128418e-01 9.342569112777709961e-01 7.522113323211669922e-01 9.806622862815856934e-01
1.577489078044891357e-01 8.803315758705139160e-01 4.706471562385559082e-01 2.236963361501693726e-01 3.336674273014068604e-01 5.854042768478393555e-01 2.814139425754547119e-01
9.591262936592102051e-01 9.854657649993896484e-01 2.769455909729003906e-01 6.153525114059448242e-01 3.238907754421234131e-01 9.990351200103759766e-01 8.451466560363769531e-01
8.893652260303497314e-02 9.997121691703796387e-01 6.040557026863098145e-01 2.209773212671279907e-01 9.410064816474914551e-01 9.883467555046081543e-01 7.560038566589355469e-01
2.872100099921226501e-02 9.287429451942443848e-01 9.931046366691589355e-01 9.941524863243103027e-01 6.454110145568847656e-01 9.386403560638427734e-01 6.886041760444641113e-01
1.018597632646560669e-01 8.432686328887939453e-01 7.695559859275817871e-01 8.020666241645812988e-01 9.988196492195129395e-01 4.039256274700164795e-01 8.697757720947265625e-01
1.203328743577003479e-01 5.802983641624450684e-01 9.723418354988098145e-01 3.081810474395751953e-01 4.522437453269958496e-01 2.424142956733703613e-01 8.146672248840332031e-01
2.209044992923736572e-01 2.718090116977691650e-01 8.836486339569091797e-01 9.986048340797424316e-01 9.964967370033264160e-01 9.083250761032104492e-01 4.166788458824157715e-01
6.807393580675125122e-02 3.660614192485809326e-01 1.889698952436447144e-01 9.997655749320983887e-01 9.963531494140625000e-01 3.689519464969635010e-01 2.297735959291458130e-01
4.029632806777954102e-01 9.416037201881408691e-01 9.946528673171997070e-01 9.639854431152343750e-01 9.704105257987976074e-01 9.620755314826965332e-01 5.240937471389770508e-01
4.006501659750938416e-02 9.863958358764648438e-01 9.982175230979919434e-01 1.476683914661407471e-01 9.961457252502441406e-01 9.220585823059082031e-01 7.521580457687377930e-01
1.338380724191665649e-01 9.622840285301208496e-01 2.149753719568252563e-01 7.728328704833984375e-01 9.607354998588562012e-01 4.949540197849273682e-01 8.224457502365112305e-01
3.945603966712951660e-01 7.052969336509704590e-01 9.995782971382141113e-01 5.964303612709045410e-01 9.945650100708007812e-01 9.964512586593627930e-01 6.856529116630554199e-01
3.598897457122802734e-01 7.922933101654052734e-01 9.867578148841857910e-01 4.148815870285034180e-01 9.703754782676696777e-01 2.651012539863586426e-01 9.953362345695495605e-01
2.185877114534378052e-01 5.347730591893196106e-02 2.561078667640686035e-01 7.825456857681274414e-01 1.963989436626434326e-01 9.951286315917968750e-01 5.365272164344787598e-01
1.795234344899654388e-02 1.436111181974411011e-01 9.948711395263671875e-01 9.128967523574829102e-01 9.794624447822570801e-01 9.654605984687805176e-01 3.571163713932037354e-01
1.087485626339912415e-01 3.863181471824645996e-01 1.675828993320465088e-01 9.915667176246643066e-01 9.280884265899658203e-01 9.980896115303039551e-01 7.041078209877014160e-01
9.909219145774841309e-01 9.504613280296325684e-01 9.999958276748657227e-01 9.763740897178649902e-01 9.243175387382507324e-01 9.846774339675903320e-01 5.296098589897155762e-01
2.298773676156997681e-01 9.849107265472412109e-01 9.936624765396118164e-01 9.943608641624450684e-01 2.932713925838470459e-01 4.829254150390625000e-01 5.778494477272033691e-01
3.472346365451812744e-01 4.303197860717773438e-01 9.792643785476684570e-01 9.989758729934692383e-01 2.631395459175109863e-01 4.401656687259674072e-01 4.655654728412628174e-01
3.016622960567474365e-01 9.973720312118530273e-01 1.672099679708480835e-01 9.955493211746215820e-01 9.929403066635131836e-01 1.158951297402381897e-01 9.380818009376525879e-01
7.699417322874069214e-02 9.975754618644714355e-01 9.850842356681823730e-01 9.979464411735534668e-01 3.112957179546356201e-01 9.727782011032104492e-01 6.823229789733886719e-01
9.109498858451843262e-01 3.519813120365142822e-01 9.981867671012878418e-01 5.071626976132392883e-02 6.027984023094177246e-01 8.826405405998229980e-01 8.278775215148925781e-01
5.550355315208435059e-01 9.385233521461486816e-01 9.987086057662963867e-01 9.962142109870910645e-01 9.992083907127380371e-01 7.183418273925781250e-01 6.221070885658264160e-01
3.607225418090820312e-01 2.311426401138305664e-01 3.546741604804992676e-01 2.077901661396026611e-01 1.017245054244995117e-01 9.748850464820861816e-01 9.102444350719451904e-02
7.925012111663818359e-01 5.757876038551330566e-01 9.122361540794372559e-01 8.763715028762817383e-01 5.327638387680053711e-01 1.714175492525100708e-01 8.421727418899536133e-01
1.505789458751678467e-01 8.804537057876586914e-01 9.999860525131225586e-01 9.617869853973388672e-01 9.923148751258850098e-01 5.333893299102783203e-01 6.610358357429504395e-01
4.042846560478210449e-01 5.727614164352416992e-01 2.197545766830444336e-01 9.622907638549804688e-01 9.972026348114013672e-01 8.127678036689758301e-01 9.899729490280151367e-01
2.844451367855072021e-01 6.743275523185729980e-01 2.204174548387527466e-01 9.550873637199401855e-01 7.096765637397766113e-01 2.980383634567260742e-01 6.040044426918029785e-01
1.654670089483261108e-01 2.511518597602844238e-01 6.011573076248168945e-01 9.860753417015075684e-01 9.056850671768188477e-01 9.949896931648254395e-01 2.291987836360931396e-01
4.817582666873931885e-02 9.995736479759216309e-01 2.508582174777984619e-01 9.966417551040649414e-01 8.182253241539001465e-01 6.585581302642822266e-01 9.005892872810363770e-01
4.756526947021484375e-01 8.418699353933334351e-02 9.731830358505249023e-01 9.537649750709533691e-01 7.161215543746948242e-01 5.762686729431152344e-01 7.081218361854553223e-01
9.893921613693237305e-01 6.413736343383789062e-01 6.149536371231079102e-01 9.984604120254516602e-01 9.581038951873779297e-01 4.089372456073760986e-01 7.106426358222961426e-01
1.242314726114273071e-01 2.974338233470916748e-01 9.293055534362792969e-01 9.991741776466369629e-01 5.995041728019714355e-01 9.166280627250671387e-01 9.833796620368957520e-01
2.257900685071945190e-02 9.905451536178588867e-01 2.175326347351074219e-01 8.598399758338928223e-01 7.381864190101623535e-01 5.772243142127990723e-01 1.264825761318206787e-01
3.738959878683090210e-02 5.268996953964233398e-01 7.960489392280578613e-01 9.928372502326965332e-01 9.982762336730957031e-01 6.898899674415588379e-01 3.992643058300018311e-01
5.514227598905563354e-02 4.723031818866729736e-01 1.497915089130401611e-01 9.929015040397644043e-01 2.065957933664321899e-01 4.763067141175270081e-02 5.696002840995788574e-01
6.284019947052001953e-01 3.471561372280120850e-01 9.522112607955932617e-01 9.942675828933715820e-01 9.984133243560791016e-01 9.575055241584777832e-01 9.107852578163146973e-01
2.045528292655944824e-01 9.925841093063354492e-01 6.912168264389038086e-01 9.906078577041625977e-01 4.645765721797943115e-01 9.645859003067016602e-01 5.443669557571411133e-01
3.211982846260070801e-01 9.977498650550842285e-01 4.350372850894927979e-01 5.381818413734436035e-01 2.323568463325500488e-01 5.696907043457031250e-01 2.339572161436080933e-01
8.550352454185485840e-01 1.608432680368423462e-01 3.919446766376495361e-01 5.890904664993286133e-01 9.455958008766174316e-01 9.157299995422363281e-01 9.615619778633117676e-01
5.990168452262878418e-01 9.109413027763366699e-01 9.521323442459106445e-01 9.923899769783020020e-01 9.829299449920654297e-01 5.121382474899291992e-01 7.149013876914978027e-01
8.282215893268585205e-02 9.740696549415588379e-01 4.793184697628021240e-01 8.857246637344360352e-01 9.840149283409118652e-01 7.970238924026489258e-01 9.776881337165832520e-01
2.655174136161804199e-01 2.877978682518005371e-01 8.899189233779907227e-01 9.881063699722290039e-01 8.269796371459960938e-01 9.973869919776916504e-01 5.674973130226135254e-01
6.511859595775604248e-02 1.714680939912796021e-01 5.722206234931945801e-01 6.632012724876403809e-01 7.893229126930236816e-01 9.299589395523071289e-01 7.984583377838134766e-01
1.369743496179580688e-01 9.994762539863586426e-01 9.852950572967529297e-01 8.870419859886169434e-01 9.987408518791198730e-01 2.258498370647430420e-01 4.440997242927551270e-01
4.286656975746154785e-01 4.424504563212394714e-02 9.890751242637634277e-01 1.639884859323501587e-01 9.795464873313903809e-01 7.392788529396057129e-01 3.458285927772521973e-01
8.112702369689941406e-01 1.102783679962158203e-01 7.795751690864562988e-01 9.400259256362915039e-01 2.081160694360733032e-01 3.242288827896118164e-01 3.843994438648223877e-01
2.765364944934844971e-01 9.918061494827270508e-01 1.735194325447082520e-01 8.462072163820266724e-02 9.983774423599243164e-01 9.991030693054199219e-01 4.725692868232727051e-01
5.896669626235961914e-02 9.946100711822509766e-01 2.272051870822906494e-01 9.983653426170349121e-01 1.565367132425308228e-01 7.391541600227355957e-01 1.302912980318069458e-01
3.540917634963989258e-01 1.322443336248397827e-01 9.865521788597106934e-01 5.853081941604614258e-01 9.624177217483520508e-01 4.770028889179229736e-01 4.083993136882781982e-01
1.799633651971817017e-01 8.635920882225036621e-01 9.999971389770507812e-01 9.518947601318359375e-01 9.980765581130981445e-01 9.751726984977722168e-01 7.983181476593017578e-01
1.545338481664657593e-01 8.935056328773498535e-01 3.615217804908752441e-01 9.983695149421691895e-01 7.959524989128112793e-01 5.999179482460021973e-01 1.935738027095794678e-01
7.855799198150634766e-01 6.029340624809265137e-01 6.093037724494934082e-01 9.853297472000122070e-01 9.842749238014221191e-01 7.294106483459472656e-01 2.706644535064697266e-01
9.141219258308410645e-01 2.104199677705764771e-01 7.560692429542541504e-01 1.615365147590637207e-01 5.575307011604309082e-01 9.560453891754150391e-01 5.418741703033447266e-01
4.414004981517791748e-01 9.509225487709045410e-01 3.290975987911224365e-01 9.978563189506530762e-01 9.919671416282653809e-01 9.654854536056518555e-01 9.903959631919860840e-01
1.451607346534729004e-01 9.940220713615417480e-01 1.147389113903045654e-01 9.798734188079833984e-01 5.835909843444824219e-01 9.692276120185852051e-01 7.803319692611694336e-01
6.418246775865554810e-02 1.198109313845634460e-01 7.153451442718505859e-01 9.397796988487243652e-01 9.979161620140075684e-01 8.849559426307678223e-01 3.886759877204895020e-01
4.150459170341491699e-02 9.275881052017211914e-01 8.101391792297363281e-01 9.968388080596923828e-01 9.776903986930847168e-01 9.931127429008483887e-01 6.945858001708984375e-01
1.463612169027328491e-01 9.916625022888183594e-01 6.422356367111206055e-01 3.786396682262420654e-01 9.769781827926635742e-01 9.514199495315551758e-01 8.453253507614135742e-01
1.996187567710876465e-01 9.713733196258544922e-01 5.311204195022583008e-01 9.910240173339843750e-01 9.995173215866088867e-01 9.719178080558776855e-01 9.940218329429626465e-01
9.863866567611694336e-01 2.969955801963806152e-01 7.208421826362609863e-01 9.913397431373596191e-01 2.287726104259490967e-01 7.452785372734069824e-01 7.516793012619018555e-01
8.538307994604110718e-02 3.615639358758926392e-02 5.089243650436401367e-01 3.368516862392425537e-01 9.680426120758056641e-01 4.065130650997161865e-01 8.023435473442077637e-01
2.218214571475982666e-01 5.885614752769470215e-01 7.488188147544860840e-01 9.926780462265014648e-01 9.681309461593627930e-01 9.685466885566711426e-01 6.832464933395385742e-01
9.304556995630264282e-02 9.933488965034484863e-01 5.408591628074645996e-01 9.423359632492065430e-01 6.010658666491508484e-02 9.507587552070617676e-01 3.060996532440185547e-01
1.599031388759613037e-01 4.627710878849029541e-01 9.363291859626770020e-01 9.795290231704711914e-01 4.597229361534118652e-01 8.143826723098754883e-01 9.980425834655761719e-01
1.256063878536224365e-01 9.999958276748657227e-01 3.033013045787811279e-01 9.987242817878723145e-01 9.052380919456481934e-01 9.791753292083740234e-01 2.469253391027450562e-01
3.808109760284423828e-01 3.383797705173492432e-01 8.875207304954528809e-01 3.798440396785736084e-01 9.898541569709777832e-01 2.604789137840270996e-01 8.600180149078369141e-01
7.829650044441223145e-01 9.071943163871765137e-01 8.221403509378433228e-02 9.990454316139221191e-01 3.369530141353607178e-01 2.337164729833602905e-01 3.653378188610076904e-01
1.996235549449920654e-02 9.860812425613403320e-01 3.734278976917266846e-01 9.997779726982116699e-01 6.282377243041992188e-01 9.891052842140197754e-01 6.635320186614990234e-02
3.033380508422851562e-01 9.916743636131286621e-01 9.796071052551269531e-01 9.550272822380065918e-01 9.902008175849914551e-01 9.513256549835205078e-01 9.508734941482543945e-01
2.198289483785629272e-01 2.091537117958068848e-01 9.942147135734558105e-01 9.924923777580261230e-01 9.980395436286926270e-01 3.082659542560577393e-01 9.493764638900756836e-01
1.438331007957458496e-01 3.748281300067901611e-01 7.683755159378051758e-01 9.973148703575134277e-01 9.914639592170715332e-01 9.580698013305664062e-01 8.356352448463439941e-01
1.393460333347320557e-01 9.903262257575988770e-01 9.999361038208007812e-01 9.985426664352416992e-01 6.874986290931701660e-01 2.298619598150253296e-01 9.283298850059509277e-01
5.634587407112121582e-01 6.169577240943908691e-01 9.966444969177246094e-01 7.500024437904357910e-01 5.222294330596923828e-01 1.934388577938079834e-01 4.924708604812622070e-01
1.772434115409851074e-01 3.328966200351715088e-01 5.954810976982116699e-01 9.411003589630126953e-01 7.688137292861938477e-01 9.042877554893493652e-01 1.240318864583969116e-01
2.362635284662246704e-01 8.200657963752746582e-01 9.999577999114990234e-01 8.889310956001281738e-01 9.980868101119995117e-01 7.923531532287597656e-01 9.473480582237243652e-01
3.407916128635406494e-01 8.081703782081604004e-01 9.910719990730285645e-01 3.607174456119537354e-01 3.339910805225372314e-01 4.064346551895141602e-01 4.396717548370361328e-01
2.889687418937683105e-01 9.962055683135986328e-01 3.256306648254394531e-01 7.229407429695129395e-01 9.890596866607666016e-01 7.642831206321716309e-01 1.792699843645095825e-01
1.520606130361557007e-01 4.685450196266174316e-01 2.509552836418151855e-01 8.849589228630065918e-01 6.967929601669311523e-01 4.585935175418853760e-01 8.581560850143432617e-02
3.528653681278228760e-01 9.992865920066833496e-01 9.994303584098815918e-01 9.984083771705627441e-01 9.854128956794738770e-01 9.165019989013671875e-01 2.640481293201446533e-01
7.833095639944076538e-02 1.432263702154159546e-01 4.408927261829376221e-01 4.463831782341003418e-01 1.111240386962890625e-01 9.997202754020690918e-01 2.989016771316528320e-01
4.264008998870849609e-02 2.105001956224441528e-01 9.952221512794494629e-01 9.361144900321960449e-01 7.679147124290466309e-01 9.750808477401733398e-01 4.741394817829132080e-01
7.551766186952590942e-02 2.082198262214660645e-01 1.693334430456161499e-01 9.112903475761413574e-01 9.950613379478454590e-01 9.875556826591491699e-01 9.627113938331604004e-01
2.499312907457351685e-02 9.971344470977783203e-01 2.532598376274108887e-01 2.178120315074920654e-01 9.994157552719116211e-01 9.850569367408752441e-01 9.001370072364807129e-01
4.738316833972930908e-01 4.126717746257781982e-01 9.998363256454467773e-01 9.983273148536682129e-01 2.875309586524963379e-01 1.458029150962829590e-01 9.429728388786315918e-01
4.206954538822174072e-01 8.187620043754577637e-01 2.187219560146331787e-01 2.193533331155776978e-01 6.494659185409545898e-02 9.591240286827087402e-01 1.311810016632080078e-01
7.579664587974548340e-01 9.988862872123718262e-01 5.130738615989685059e-01 9.627590179443359375e-01 9.985711574554443359e-01 4.090370237827301025e-01 1.696640402078628540e-01
2.601447105407714844e-01 9.299252033233642578e-01 1.240312382578849792e-01 9.921495914459228516e-01 8.630089163780212402e-01 9.419147372245788574e-01 3.165164589881896973e-01
