# FPR	msq=2.0TeV-mean	msq=2.0TeV-std	msq=2.0TeV-min	msq=2.0TeV-max	msq=2.2TeV-mean	msq=2.2TeV-std	msq=2.2TeV-min	msq=2.2TeV-max	msq=2.3TeV-mean	msq=2.3TeV-std	msq=2.3TeV-min	msq=2.3TeV-max	msq=2.7TeV-mean	msq=2.7TeV-std	msq=2.7TeV-min	msq=2.7TeV-max	msq=3.0TeV-mean	msq=3.0TeV-std	msq=3.0TeV-min	msq=3.0TeV-max
0.000000000000000000e+00 1.824131824131823912e-02 6.172837371728201634e-03 5.929005929005928821e-03 2.756602756602756499e-02 2.743512743512743074e-02 7.318009701857359876e-03 1.101101101101101092e-02 3.803803803803804118e-02 2.848232848232847697e-02 7.595381424891070252e-03 1.139601139601139658e-02 3.911603911603911410e-02 1.910371910371910439e-02 5.501864297762280517e-03 7.238007238007238345e-03 2.718102718102717932e-02 7.253407253407252557e-03 2.325045344002197797e-03 2.387002387002387215e-03 1.078001078001077952e-02
2.004008016032063962e-03 1.026721032733056982e-01 1.027753378162549018e-02 8.731808731808732293e-02 1.219681219681219703e-01 1.273427273427273076e-01 9.785907038586526274e-03 1.137291137291137344e-01 1.485331485331485291e-01 1.270732270732270464e-01 8.461677864933934284e-03 1.137291137291137344e-01 1.442211442211442096e-01 7.963368023488263947e-02 5.657444265260146501e-03 6.660506660506659848e-02 8.631708631708631674e-02 3.722953722953723649e-02 3.110888877033304509e-03 3.018403018403018404e-02 4.127204127204127382e-02
4.008016032064127925e-03 1.527219527219527140e-01 6.386199035970888116e-03 1.428351428351428420e-01 1.626241626241626270e-01 1.788018788018788108e-01 6.889717160113151100e-03 1.690151690151690256e-01 1.908061908061907952e-01 1.758527758527758666e-01 5.530171046681381375e-03 1.658581658581658458e-01 1.842611842611842632e-01 1.089551089551089313e-01 6.318512027934154208e-03 9.694309694309694025e-02 1.193501193501193547e-01 5.507085627326106791e-02 3.373254651137823790e-03 4.750904750904751117e-02 6.090706090706090453e-02
6.012024048096191453e-03 1.916146916146916346e-01 7.832028302507169915e-03 1.827981827981828011e-01 2.062832062832062885e-01 2.148225148225148262e-01 8.021948436212303357e-03 2.050512050512050544e-01 2.284592284592284472e-01 2.098945098945099175e-01 7.161706751189678491e-03 1.987371987371987503e-01 2.209132209132209090e-01 1.298298298298297959e-01 6.990780124704584590e-03 1.155771155771155717e-01 1.386771386771386838e-01 6.914606914606914734e-02 3.598960864614348873e-03 6.152306152306152159e-02 7.507507507507507616e-02
8.016032064128255849e-03 2.159698159698159592e-01 1.002373031312386170e-02 2.049742049742049876e-01 2.340802340802340675e-01 2.380619404667501104e-01 1.037356713299898529e-02 2.260722260722260735e-01 2.563332563332563208e-01 2.324247324247324387e-01 9.206984565374531568e-03 2.202972202972202920e-01 2.473242473242473205e-01 1.436359436359436192e-01 6.575842641317513129e-03 1.332101332101331970e-01 1.543081543081543106e-01 7.843997843997843611e-02 3.976075515924871323e-03 6.868406868406867760e-02 8.408408408408409029e-02
1.002004008016032024e-02 2.371910371910371518e-01 8.525143078919930270e-03 2.250712250712250673e-01 2.524832524832524849e-01 2.579040579040579040e-01 8.892972210112343179e-03 2.444752444752444631e-01 2.736582736582736652e-01 2.509606569726810510e-01 7.922613951897196707e-03 2.402402402402402382e-01 2.639562639562639812e-01 1.557942557942557926e-01 6.208235963166106215e-03 1.466081466081466111e-01 1.649341649341649341e-01 8.618618618618618943e-02 3.293596724790075377e-03 7.900207900207900646e-02 9.101409101409101143e-02
1.202404809619238291e-02 2.558404558404558382e-01 9.249449760096879400e-03 2.396242396242396211e-01 2.739662739662739877e-01 2.754831754831755242e-01 9.790344048682730893e-03 2.574882574882574882e-01 2.943712943712943897e-01 2.670208670208670254e-01 7.686351175943610496e-03 2.532532532532532632e-01 2.799722799722799693e-01 1.668206668206668186e-01 5.563781749970408974e-03 1.593131593131593138e-01 1.765611765611765638e-01 9.414029414029415066e-02 2.836321640687609457e-03 8.893508893508893232e-02 9.786709786709786585e-02
1.402805611222444730e-02 2.738738738738738521e-01 8.992593695558683681e-03 2.579502579502579440e-01 2.921382921382921216e-01 2.921921921921921683e-01 9.080659921321072858e-03 2.737352737352737320e-01 3.098483098483098552e-01 2.826287826287826044e-01 8.014909127836230066e-03 2.676522676522676281e-01 2.967582967582967357e-01 1.772695772695773164e-01 5.360643386102667204e-03 1.692461692461692535e-01 1.857241857241857252e-01 1.015708015708015610e-01 3.060198513106707815e-03 9.463309463309463321e-02 1.055671055671055653e-01
1.603206412825651170e-02 2.911449911449910943e-01 1.004840384094601337e-02 2.782782782782782793e-01 3.112343112343112228e-01 3.082313082313082875e-01 8.450245393668936317e-03 2.966042966042966023e-01 3.234773234773234973e-01 2.970277970277970248e-01 8.622100598529523416e-03 2.854392854392854284e-01 3.120043120043120011e-01 1.872718872718872885e-01 5.501648766165288806e-03 1.781011781011780926e-01 1.950411950411950479e-01 1.092708092708092743e-01 4.011319731878260422e-03 1.003311003311003341e-01 1.158851158851158802e-01
1.803607214428857436e-02 3.062370062370062263e-01 9.886608988929266456e-03 2.971432971432971248e-01 3.288673288673288897e-01 3.216080270188486634e-01 7.584802824672147274e-03 3.122353122353122568e-01 3.379533379533379289e-01 3.092708092708092438e-01 8.048939260597114814e-03 3.006083006083006270e-01 3.255563255563255765e-01 1.962346962346962487e-01 5.440288397083935766e-03 1.871101871101871206e-01 2.035882035882035923e-01 1.158081158081158135e-01 3.623587954054128830e-03 1.085701085701085700e-01 1.206591206591206555e-01
2.004008016032064049e-02 3.211442211442211425e-01 9.578515562749218004e-03 3.115423115423115452e-01 3.451913451913452002e-01 3.352814352814352805e-01 7.338317408762787958e-03 3.254023254023253875e-01 3.527373527373527384e-01 3.209363209363209068e-01 7.442526478444348031e-03 3.137753137753137578e-01 3.379533379533379289e-01 2.053592053592053490e-01 5.213650138268611199e-03 1.950411950411950479e-01 2.128282128282128205e-01 1.225379225379225334e-01 3.360980593869861231e-03 1.168091168091168058e-01 1.275121275121275100e-01
2.204408817635270315e-02 3.345576345576345423e-01 9.157666129293754592e-03 3.240933240933240866e-01 3.561253561253561184e-01 3.469931469931470391e-01 7.752971003238613365e-03 3.344113344113344155e-01 3.642103642103642347e-01 3.318318318318318472e-01 7.478943395903780295e-03 3.220143220143220075e-01 3.480403480403480576e-01 2.134057134057134042e-01 5.429269914446518963e-03 2.012782012782012853e-01 2.190652190652190578e-01 1.285208285208285228e-01 3.883346800216232880e-03 1.207361207361207361e-01 1.336721336721336806e-01
2.404809619238476581e-02 3.480249480249479888e-01 8.691177118954824740e-03 3.387233387233387072e-01 3.707553707553707389e-01 3.586201586201586133e-01 7.841859623167413140e-03 3.470393470393470237e-01 3.776083776083776211e-01 3.429814429814429522e-01 7.245461757774973761e-03 3.329483329483329257e-01 3.595903595903595651e-01 2.216370216370216473e-01 4.706487592890137676e-03 2.128282128282128205e-01 2.285362285362285417e-01 1.347193347193347268e-01 3.212333948730808266e-03 1.288211288211288108e-01 1.379071379071379055e-01
2.605210420841683194e-02 3.612843612843612551e-01 7.705472766064510107e-03 3.510433510433510484e-01 3.816893816893817126e-01 3.696542696542696738e-01 7.190838442508875640e-03 3.587433587433587201e-01 3.863093863093863267e-01 3.532301532301532765e-01 6.488434230191088802e-03 3.441903441903441663e-01 3.676753676753676814e-01 2.292215292215292466e-01 3.843754071071136830e-03 2.225302225302225323e-01 2.346962346962346846e-01 1.408639408639408841e-01 3.499769971979225201e-03 1.342111342111342032e-01 1.449911449911449879e-01
2.805611222444889460e-02 3.738353738353738520e-01 6.931033521662069083e-03 3.632863632863632675e-01 3.899283899283899069e-01 3.806960806960806298e-01 6.933295764002287559e-03 3.704473704473704720e-01 3.940863940863940651e-01 3.626472626472626581e-01 5.468203717170190027e-03 3.542003542003541727e-01 3.731423731423731405e-01 2.360976360976361210e-01 3.752961951503467133e-03 2.291522291522291588e-01 2.398552398552398490e-01 1.465416549584886430e-01 3.550570140842770461e-03 1.391391391391391397e-01 1.503811503811503802e-01
3.006012024048096073e-02 3.842919842919843010e-01 7.211565936280033180e-03 3.696773696773696938e-01 3.983983983983984123e-01 3.894663894663894510e-01 6.359945337640009362e-03 3.766073766073765872e-01 3.990913990913990683e-01 3.708400708400708679e-01 5.151696467177238614e-03 3.609763609763609882e-01 3.797643797643797670e-01 2.419727419727419893e-01 3.453219526679164250e-03 2.348502348502348458e-01 2.462462462462462476e-01 1.519904519904519691e-01 2.945884479483548962e-03 1.471471471471471337e-01 1.560021560021560005e-01
3.206412825651302340e-02 3.946407946407946565e-01 6.847709969195307778e-03 3.807653807653807454e-01 4.072534072534072513e-01 3.984522984522984590e-01 6.210145716630250182e-03 3.866943866943867159e-01 4.081004081004080963e-01 3.791945791945791622e-01 5.285167719757587201e-03 3.700623700623700829e-01 3.882343882343882169e-01 2.484022484022484212e-01 3.595334706651165477e-03 2.403172403172403049e-01 2.535612535612535856e-01 1.575190575190575371e-01 3.175737467204558118e-03 1.515361515361515476e-01 1.623931623931623991e-01
3.406813627254508953e-02 4.046739046739046830e-01 6.581344822918498358e-03 3.903903903903903627e-01 4.164934164934164795e-01 4.066220066220067042e-01 6.165759229254396540e-03 3.951643951643951658e-01 4.170324170324170576e-01 3.869176869176869094e-01 5.322978064783155314e-03 3.771463771463771653e-01 3.962423962423962664e-01 2.540386540386540548e-01 4.307436888453096240e-03 2.440902440902441017e-01 2.596442596442596340e-01 1.625625625625625736e-01 3.439723666718878456e-03 1.565411565411565509e-01 1.676291676291676302e-01
3.607214428857714872e-02 4.141372141372141047e-01 5.222535544132538010e-03 4.027874027874027707e-01 4.218064218064218052e-01 4.145376145376145627e-01 5.760635080422980836e-03 4.030954030954030931e-01 4.228074228074227836e-01 3.946869946869946966e-01 4.476453631755192460e-03 3.861553861553861378e-01 4.019404019404019257e-01 2.601216601216601032e-01 3.836087886261968938e-03 2.507892507892507949e-01 2.639562639562639812e-01 1.676445676445676158e-01 3.255528288453084489e-03 1.625471625471625603e-01 1.719411719411719497e-01
3.807615230460921485e-02 4.237006237006236686e-01 4.989723815469401802e-03 4.137984137984138111e-01 4.294294294294294101e-01 4.219450219450219808e-01 5.884115947668466795e-03 4.102564102564102422e-01 4.290444290444290210e-01 4.014630014630015120e-01 4.242669306046328165e-03 3.929313929313929532e-01 4.060984060984060839e-01 2.653807653807653821e-01 4.667024149520444289e-03 2.541002541002541082e-01 2.709632709632709413e-01 1.724339724339724322e-01 3.477165245044332859e-03 1.656271656271656179e-01 1.761761761761761746e-01
4.008016032064128098e-02 4.325171325171324743e-01 5.376728524706306071e-03 4.207284207284207045e-01 4.408254408254408396e-01 4.290906290906290610e-01 6.033210319491360239e-03 4.167244167244167352e-01 4.385924385924385716e-01 4.082621082621082920e-01 5.221542084382368304e-03 3.970893970893971114e-01 4.152614152614152454e-01 2.708323708323708279e-01 4.739109220970746938e-03 2.596442596442596340e-01 2.757372757372757444e-01 1.772464772464772409e-01 3.580867863411951475e-03 1.708631708631708768e-01 1.807191807191807220e-01
4.208416833667334017e-02 4.414799414799414623e-01 4.812381610804611007e-03 4.311234311234311001e-01 4.480634480634480554e-01 4.367213367213366726e-01 5.634706539812329128e-03 4.248094248094247960e-01 4.435204435204435081e-01 4.147455147455146873e-01 4.757838433998217917e-03 4.040964040964040715e-01 4.201124201124201152e-01 2.764687764687764893e-01 4.691478900083263792e-03 2.669592669592669720e-01 2.849002849002849058e-01 1.820666820666820840e-01 3.563074043712899895e-03 1.767921767921767917e-01 1.875721875721875764e-01
4.408817635270540630e-02 4.496958496958496920e-01 5.147131184057037075e-03 4.388234388234388272e-01 4.583814583814583843e-01 4.438361438361438371e-01 5.825446410500909056e-03 4.319704319704319451e-01 4.517594517594517578e-01 4.202202202202202086e-01 5.227868611699525332e-03 4.089474089474089413e-01 4.269654269654269418e-01 2.817894817894818216e-01 5.184135618451483039e-03 2.720412720412720420e-01 2.916762916762916658e-01 1.866558866558866436e-01 3.985815849163134965e-03 1.811041811041811112e-01 1.932701932701932634e-01
