seed=0 AUC=0.9068779120075453, AUC0=0.774421768707483, AUC1=0.8923828253456858, AUC2=0.9116074797498471
seed=1 AUC=0.8953373225233694, AUC0=0.7666213151927437, AUC1=0.8757120056024849, AUC2=0.9004113934857997
seed=2 AUC=0.8972875253506862, AUC0=0.7479365079365079, AUC1=0.8778323904768874, AUC2=0.9030818471492483
seed=3 AUC=0.9054451153041709, AUC0=0.7825850340136056, AUC1=0.8844638038537462, AUC2=0.9109406916564298
seed=4 AUC=0.9019938055258528, AUC0=0.7822222222222223, AUC1=0.8839749296215637, AUC2=0.9069094339271171
seed=5 AUC=0.8985443528327816, AUC0=0.7760544217687074, AUC1=0.8800958943827865, AUC2=0.90399084021447
seed=6 AUC=0.8974223199430951, AUC0=0.763718820861678, AUC1=0.8794625116139473, AUC2=0.9019858034190599
seed=7 AUC=0.9020031914287145, AUC0=0.7682539682539682, AUC1=0.8820461806671663, AUC2=0.9071555559465129
seed=8 AUC=0.905237360821595, AUC0=0.7783219954648526, AUC1=0.8839408867451397, AUC2=0.910601781661594
seed=9 AUC=0.8983978509809523, AUC0=0.7808616780045351, AUC1=0.8799178061380927, AUC2=0.9036024626172916
