seed=0 AUC=0.758619833997911, AUC0=0.6278015470150726, AUC1=0.8110774597781945, AUC2=0.9108338952160517
seed=1 AUC=0.7588209176233155, AUC0=0.6286094052098445, AUC1=0.8149125138350246, AUC2=0.9069220535881068
seed=2 AUC=0.7541263262653275, AUC0=0.625622813191773, AUC1=0.8012672305894638, AUC2=0.9020745858299037
seed=3 AUC=0.7574176362867411, AUC0=0.6241678282514957, AUC1=0.80742021277309, AUC2=0.9118172469990029
seed=4 AUC=0.7587185985800942, AUC0=0.625533012272461, AUC1=0.8121304905302323, AUC2=0.9117164189814129
seed=5 AUC=0.7586937657128403, AUC0=0.6255135998252406, AUC1=0.8110857735317442, AUC2=0.911019401562938
seed=6 AUC=0.7589052601746192, AUC0=0.6261125511781673, AUC1=0.8080938949962199, AUC2=0.911614691586509
seed=7 AUC=0.7549073485534692, AUC0=0.6255958458130864, AUC1=0.806142576582409, AUC2=0.9048168263641433
seed=8 AUC=0.7571081080163257, AUC0=0.6286878342069048, AUC1=0.8031332659829902, AUC2=0.9055289376801517
seed=9 AUC=0.7585731101642628, AUC0=0.6305974250083274, AUC1=0.8092602341635735, AUC2=0.9076692210676868
