# FPR	msq=2.0TeV-mean	msq=2.0TeV-std	msq=2.0TeV-min	msq=2.0TeV-max	msq=2.2TeV-mean	msq=2.2TeV-std	msq=2.2TeV-min	msq=2.2TeV-max	msq=2.3TeV-mean	msq=2.3TeV-std	msq=2.3TeV-min	msq=2.3TeV-max	msq=2.7TeV-mean	msq=2.7TeV-std	msq=2.7TeV-min	msq=2.7TeV-max	msq=3.0TeV-mean	msq=3.0TeV-std	msq=3.0TeV-min	msq=3.0TeV-max
0.000000000000000000e+00 2.083206184518360607e-02 1.400622221301678350e-02 6.103143118706133574e-04 4.719764011799409964e-02 3.386227240362119778e-02 2.042884527032600914e-02 1.017190519784355596e-03 6.550706947411250036e-02 4.036211982504323004e-02 2.289780586686657182e-02 1.932661987590275632e-03 7.730647950361102527e-02 6.200793408605431711e-02 3.313657016252737064e-02 2.034381039568711191e-03 1.123995524361712933e-01 7.199674499033668906e-02 3.973250335888129509e-02 2.644695351439324549e-03 1.353880581832977437e-01
2.004008016032063962e-03 1.832875597599430695e-01 2.782786575060219869e-02 1.470857491608178191e-01 2.230698809887091960e-01 2.418645244919704340e-01 2.791557971512215533e-02 1.981487132539924700e-01 2.869494456311666997e-01 2.654358661377275719e-01 2.612509841463137375e-02 2.283592716915878451e-01 3.143118706133659068e-01 3.579493439121147480e-01 3.411196598048325118e-02 3.073949750788322888e-01 4.269148611534940296e-01 3.818197681090998996e-01 4.149845422615763141e-02 3.207201708880073054e-01 4.567185433831756902e-01
4.008016032064127925e-03 2.654867256637168382e-01 2.833710958567717611e-02 2.326314718746821386e-01 3.103448275862069061e-01 3.357440748652222862e-01 2.837702865765681648e-02 2.954938459973552867e-01 3.882616214016885170e-01 3.607669616519174061e-01 2.818337576376737236e-02 3.269250330586919162e-01 4.187773369952191849e-01 4.670878120802687827e-01 3.471227345060974578e-02 4.271182992574509285e-01 5.457227138643068187e-01 4.917709286949445979e-01 4.253207220734518679e-02 4.273217373614077719e-01 5.760349913538805877e-01
6.012024048096191453e-03 3.232428033770725628e-01 2.095910143715790444e-02 3.008849557522124130e-01 3.591699725358559747e-01 3.966737870003051447e-01 1.964463527412986174e-02 3.716814159292035624e-01 4.371884854033160628e-01 4.227748957379716677e-01 1.985440467237254217e-02 4.032143220425185581e-01 4.675007628928898318e-01 5.326212999694843742e-01 2.814574807180980284e-02 4.849964398331807480e-01 5.926151968263655423e-01 5.564845895636252315e-01 4.028716059247822168e-02 4.863187875089003964e-01 6.261824839792493602e-01
8.016032064128255849e-03 3.649781304038245966e-01 2.048458313471186037e-02 3.288576950462821502e-01 3.984335265995320730e-01 4.379106906723628789e-01 1.971180069685590786e-02 4.069779269657206600e-01 4.770623537788628021e-01 4.643983318075475819e-01 1.980756218404459285e-02 4.340351947919845466e-01 5.078832265283287350e-01 5.731868578984844476e-01 2.863798702440020771e-02 5.260909368324687696e-01 6.296409317465161415e-01 5.973654765537584899e-01 4.068319704361608724e-02 5.274132845081883625e-01 6.612755569118096144e-01
1.002004008016032024e-02 3.971925541653951730e-01 2.074753506815912515e-02 3.523547960533007783e-01 4.252873563218390607e-01 4.689655172413792483e-01 1.870376338284718970e-02 4.332214423761570621e-01 4.974061641745499140e-01 4.946699216763299489e-01 1.938934032480580175e-02 4.572271386430678541e-01 5.296511036517139726e-01 6.029550098060020291e-01 2.517260806472368037e-02 5.615908859729427105e-01 6.476452039466992217e-01 6.264571254195910877e-01 3.707577956851068612e-02 5.573186857898484448e-01 6.780592004882514123e-01
1.202404809619238291e-02 4.249516834503102025e-01 2.142581146052381300e-02 3.768690875801037343e-01 4.463432000813752354e-01 4.960431288780388637e-01 1.803781399015525269e-02 4.604821483063777920e-01 5.211067032855253300e-01 5.212389380530972893e-01 1.888701487191750059e-02 4.836740921574610996e-01 5.541653951785169285e-01 6.281761773980266694e-01 2.320154271552742412e-02 5.875292442274437921e-01 6.675821381344725358e-01 6.517648255518257994e-01 3.458822462006311271e-02 5.851897060319397603e-01 7.010477062353779321e-01
1.402805611222444730e-02 4.491709897263757578e-01 2.162518337706751878e-02 4.046383887702166837e-01 4.819448682738277090e-01 5.189604312887803328e-01 1.792210316294890263e-02 4.876411351846201003e-01 5.472484996439833660e-01 5.447868985861051838e-01 1.781453473947660487e-02 5.141898077509917675e-01 5.772556199776217589e-01 6.489980673380123521e-01 2.087690555440119972e-02 6.122469738582035914e-01 6.892482962058793516e-01 6.731868578984844254e-01 3.072688101581873624e-02 6.134676024819448736e-01 7.225104262028277935e-01
1.603206412825651170e-02 4.716610721188078115e-01 2.064608364016390363e-02 4.297629946088902253e-01 5.008646119418167508e-01 5.411046689044857194e-01 1.764092260148837979e-02 5.122571457634015335e-01 5.691180958193469142e-01 5.655782728104973289e-01 1.702977439742188112e-02 5.370765944461397545e-01 5.970908351134167624e-01 6.687315634218289340e-01 1.939529473964990078e-02 6.349303224493947351e-01 7.060319397823212606e-01 6.922591801444410997e-01 3.011654293101191301e-02 6.318787508900417516e-01 7.387854745193774830e-01
1.803607214428857436e-02 4.895362895458295616e-01 1.952463951086943691e-02 4.503102431085342361e-01 5.133760553351642830e-01 5.580510629640931253e-01 1.721709065606116806e-02 5.310751703794120981e-01 5.865120537076594642e-01 5.820465873258061640e-01 1.670092090573329149e-02 5.551825856983012564e-01 6.131624453260096086e-01 6.843047502797274806e-01 1.957906533888823658e-02 6.552741328450818470e-01 7.234258976706336997e-01 7.071813650696775477e-01 2.978281210191778550e-02 6.505950564540738945e-01 7.543484894720781098e-01
2.004008016032064049e-02 5.069880988709185576e-01 1.801213216038941023e-02 4.699420201403722852e-01 5.298545417556708159e-01 5.743973146170276989e-01 1.511529026192008629e-02 5.476553758518970527e-01 6.003458447767267003e-01 5.974671956057370226e-01 1.477064661912009559e-02 5.732885769504628692e-01 6.250635744074864997e-01 6.993795137829316166e-01 1.783139333104158744e-02 6.725663716814159754e-01 7.347167124402400606e-01 7.218085647441764285e-01 2.770478368298259775e-02 6.692096429661275048e-01 7.658427423456413141e-01
2.204408817635270315e-02 5.229681619367306800e-01 1.778216903647170805e-02 4.864205065608788736e-01 5.469433424880479899e-01 5.897263757501780557e-01 1.399287445485260413e-02 5.657613671040585546e-01 6.143830739497507798e-01 6.123080052893906666e-01 1.366796747747173191e-02 5.887498728511850743e-01 6.394059607364459552e-01 7.118095819346963449e-01 1.743957053186811004e-02 6.877225104262028044e-01 7.454989319499542022e-01 7.341776014647544146e-01 2.676974325244808189e-02 6.847726579188282425e-01 7.759129284915065039e-01
2.404809619238476581e-02 5.377174244736038222e-01 1.710296589967966879e-02 5.041196216051266887e-01 5.624046383887701950e-01 6.030515715593530723e-01 1.310559887064010470e-02 5.814261011087377140e-01 6.250635744074864997e-01 6.250635744074866107e-01 1.254159199101231685e-02 6.043128878038857010e-01 6.490692706743973472e-01 7.231410843250940523e-01 1.608240940521305645e-02 7.001322347675719149e-01 7.552639609398840159e-01 7.452446343200083145e-01 2.508764887648777878e-02 6.980978537280032592e-01 7.851693622215440982e-01
2.605210420841683194e-02 5.517953412674192482e-01 1.745488558472686746e-02 5.210049842335469084e-01 5.751195198860746816e-01 6.161631573593735478e-01 1.383149098017136779e-02 5.964805208015461213e-01 6.387956464245753141e-01 6.380836130607263623e-01 1.269753674059214028e-02 6.209948123283490773e-01 6.640219713152273329e-01 7.343912114739089558e-01 1.544012116135205781e-02 7.147797782524666355e-01 7.655375851897060491e-01 7.563726986064489566e-01 2.368479362139602751e-02 7.127453972128979798e-01 7.955447055233445530e-01
2.805611222444889460e-02 5.630047807954430272e-01 1.700646728493274834e-02 5.311768894313905198e-01 5.854948631878751364e-01 6.270165802054724624e-01 1.307988357200015432e-02 6.076696165191740606e-01 6.479503611026344867e-01 6.482758620689654805e-01 1.238475303666293839e-02 6.301495270064082499e-01 6.718543383175669126e-01 7.428440646933169855e-01 1.595799467098122509e-02 7.217983928389787307e-01 7.742854236598515349e-01 7.649984742142204031e-01 2.339100541516491924e-02 7.220018309429355741e-01 8.013426914861153660e-01
3.006012024048096073e-02 5.740718136506967051e-01 1.668707480703065724e-02 5.385006611738378801e-01 5.957684874376970585e-01 6.363849048926863983e-01 1.318492773158397996e-02 6.133658834299664520e-01 6.567999186247583943e-01 6.573695453158376889e-01 1.246116095392261862e-02 6.356423558132437979e-01 6.816193673074967263e-01 7.503204150137320338e-01 1.678421072763397123e-02 7.270877835418574353e-01 7.816091954022988952e-01 7.725358559658223045e-01 2.444428821719178690e-02 7.267826263859220592e-01 8.077509917607568202e-01
3.206412825651302340e-02 5.841419997965620059e-01 1.742041149401164432e-02 5.475536567999186310e-01 6.092971213508290296e-01 6.456820262435154500e-01 1.347975488430270402e-02 6.221137219001119378e-01 6.692096429661275048e-01 6.661377275963787925e-01 1.329128253885038594e-02 6.429661275556911582e-01 6.947411250127148996e-01 7.578577967653341574e-01 1.671447078310848988e-02 7.349201505441969040e-01 7.887295290407893011e-01 7.793205167327840188e-01 2.465675904629036422e-02 7.322754551927576072e-01 8.158885159190316649e-01
3.406813627254508953e-02 5.931848235174447259e-01 1.841374458980341022e-02 5.552843047502796781e-01 6.197741837046079061e-01 6.543383175668802121e-01 1.422895023439241756e-02 6.285220221747532809e-01 6.793815481639711162e-01 6.744380022378190231e-01 1.427609409749573156e-02 6.487641135184619712e-01 7.039975587427524939e-01 7.641948937035906164e-01 1.701092932687370621e-02 7.398026650391618109e-01 7.952395483674091770e-01 7.858813955853931610e-01 2.446388666594781144e-02 7.371579696877225141e-01 8.227036924015868058e-01
3.607214428857714872e-02 6.031532906113316050e-01 1.882320332758125742e-02 5.668802766758214151e-01 6.325907842538907033e-01 6.630149527006408139e-01 1.504840125803051307e-02 6.363543891770928607e-01 6.894517343098361950e-01 6.831654968975688913e-01 1.533981312276881670e-02 6.570033567287152376e-01 7.145763401485097921e-01 7.706743973146170656e-01 1.772325685423021754e-02 7.459058081578680000e-01 8.033770725256840217e-01 7.926151968263656089e-01 2.472663576875207617e-02 7.424473603906011077e-01 8.294171498321635250e-01
3.807615230460921485e-02 6.123486929101821241e-01 1.892499295536698503e-02 5.764418675617942744e-01 6.396093988404027986e-01 6.721900111890957152e-01 1.411074978272709030e-02 6.493744278303326123e-01 6.950462821686501647e-01 6.910588953310955462e-01 1.492276388747738186e-02 6.660563523547960996e-01 7.187468212796256362e-01 7.771539009256432928e-01 1.665882326616860074e-02 7.533312989522937819e-01 8.069372393449293357e-01 7.992065913945680666e-01 2.328957601493902851e-02 7.507883226528329068e-01 8.323670023395381978e-01
4.008016032064128098e-02 6.205675923100396618e-01 1.936874988752231019e-02 5.825450106805004635e-01 6.513070898179228463e-01 6.794120638795646538e-01 1.495602516951189363e-02 6.530363137015563479e-01 7.056250635744074629e-01 6.973654765537584677e-01 1.514410517771727464e-02 6.714474621096531148e-01 7.267826263859220592e-01 7.828603397416336040e-01 1.730019801631520193e-02 7.578069372393448910e-01 8.153799206591394455e-01 8.042111687519071239e-01 2.356168970124409776e-02 7.554673990438408593e-01 8.383684264062658542e-01
4.208416833667334017e-02 6.277896450005086004e-01 1.978119396042433975e-02 5.892584681110771827e-01 6.595463330281762238e-01 6.856270979554471845e-01 1.498326814811203576e-02 6.592411758722408477e-01 7.122368019530057603e-01 7.030922591801445076e-01 1.552550322773757138e-02 6.764316956565964434e-01 7.330892076085850917e-01 7.876309632794222804e-01 1.743672249555124412e-02 7.622825755263961112e-01 8.209744685179534152e-01 8.090428237208827644e-01 2.363544776055859567e-02 7.601464754348489228e-01 8.443698504729936216e-01
4.408817635270540630e-02 6.351134167429559607e-01 1.925989477364329835e-02 5.969891160614383407e-01 6.654460380429254585e-01 6.925745092055743957e-01 1.460659023045894449e-02 6.677855762384294902e-01 7.190519784355610122e-01 7.096124504119620813e-01 1.479904191392543422e-02 6.845692198148712881e-01 7.385820364154206397e-01 7.932560268538296766e-01 1.685299290900557981e-02 7.674702471772962831e-01 8.254501068050045243e-01 8.137727596378802053e-01 2.269410180580277991e-02 7.662496185535551119e-01 8.480317363442172462e-01
4.609218436873747243e-02 6.417149832163564493e-01 1.938141961338359434e-02 6.042111687519072794e-01 6.725663716814159754e-01 6.986878242294780605e-01 1.502516766449178177e-02 6.743973146170277877e-01 7.261723120740514181e-01 7.157664530566575367e-01 1.445420570323360798e-02 6.917912725053402268e-01 7.434645509103855465e-01 7.977113213304851680e-01 1.681278082853463265e-02 7.718441664123690815e-01 8.297223069880989010e-01 8.178110060014240901e-01 2.200850774093337028e-02 7.715390092564337055e-01 8.519987793713762469e-01
4.809619238476953162e-02 6.477367510934798345e-01 1.970040702849393255e-02 6.103143118706133574e-01 6.776523242803377256e-01 7.041297935103245642e-01 1.549979747567759372e-02 6.791781100600142729e-01 7.300376360492319971e-01 7.209642966127555175e-01 1.441368657448936427e-02 6.973858203641541964e-01 7.480419082494150773e-01 8.015868172108635559e-01 1.673704705065429468e-02 7.753026141796358628e-01 8.338927881192147451e-01 8.218085647441764063e-01 2.175888215995797764e-02 7.752008951276574411e-01 8.556606652425999826e-01
5.010020040080159776e-02 6.543179737564844833e-01 1.967043437443671827e-02 6.177398026650391394e-01 6.836537483470653820e-01 7.105482656901637162e-01 1.549272993247599768e-02 6.842640626589360231e-01 7.361407791679381862e-01 7.271081273522531641e-01 1.434100115157467374e-02 7.034889634828603855e-01 7.531278608483369386e-01 8.061946902654867353e-01 1.631422974095772527e-02 7.805920048825144564e-01 8.371477977825246830e-01 8.257959515817312468e-01 2.141238956728348103e-02 7.800834096226223480e-01 8.596277082697588723e-01
