# mN	mSQ	0sq(mean)	1sq(mean)	2sq(mean)	S-comb(mean)	0sq(std)	1sq(std)	2sq(std)	S-comb(std)	0sq(min)	1sq(min)	2sq(min)	S-comb(min)	0sq(max)	1sq(max)	2sq(max)	S-comb(max)
5.000000000000000000e+02 2.000000000000000000e+03 4.568424221543826436e-02 1.089240357724642783e+00 4.290527217217983136e+00 4.996995291996570998e+00 2.858473792504372113e-02 1.460734056800132019e-01 2.203674552405797127e-01 2.498476672807327381e-01 3.838807630729652171e-02 1.000915239976604809e+00 4.010641246181984698e+00 4.710168003147325422e+00 1.221492633245152837e-01 1.252952345601437756e+00 4.590498399248644112e+00 5.307260607601390845e+00
5.000000000000000000e+02 2.200000000000000000e+03 2.234191191561844120e-02 7.620500038705274592e-01 3.444335302247849118e+00 3.896192398596608708e+00 3.041536295393680936e-02 1.017796771268687922e-01 1.637148579013076310e-01 1.806795939159123177e-01 1.132469902903394769e-02 6.923579269444457562e-01 3.281250017765828364e+00 3.702887628767486117e+00 1.121132245462556770e-01 9.363345743733345605e-01 3.777995644585461221e+00 4.236791677108648457e+00
5.000000000000000000e+02 2.300000000000000000e+03 3.140065505265150075e-02 6.044812697383500355e-01 2.968981249728887217e+00 3.354341611446196136e+00 3.226141957139908728e-02 9.405624042577472033e-02 1.507458945086209701e-01 1.559948009952626669e-01 2.083500650112867988e-02 5.521935087444649337e-01 2.862208892353252931e+00 3.222630149706305236e+00 1.274689033750265876e-01 7.713081782062093383e-01 3.266375537237326210e+00 3.670741790127963089e+00
5.000000000000000000e+02 2.700000000000000000e+03 1.322002277380943114e-02 2.174039989414032203e-01 1.327553050496478537e+00 1.449573716202769535e+00 1.690004386893883756e-02 8.710949013760786730e-02 1.447120938590450434e-01 1.471734488614673819e-01 3.395236285479577305e-03 1.735869719883723628e-01 1.204276499258375877e+00 1.332434656451230826e+00 3.976431686760389939e-02 4.066972414293972826e-01 1.596116812725452139e+00 1.724398246973783300e+00
5.000000000000000000e+02 3.000000000000000000e+03 2.555127431499473224e-03 1.261209838475420564e-01 6.132688833768260572e-01 6.737230052667407820e-01 3.011977443439194102e-03 6.979216810029578721e-02 1.243083784823535431e-01 1.314297849478353042e-01 1.505048593951391041e-03 6.800958819751229401e-02 4.828608014210372112e-01 5.374622371331766457e-01 1.141330005827516716e-02 2.563589352402110277e-01 8.150828591375838261e-01 8.767735174444794000e-01
7.000000000000000000e+02 2.000000000000000000e+03 3.174472072975116632e-02 8.621465386163953415e-01 3.559913885761084806e+00 4.203112263533768989e+00 1.229437348214949127e-02 1.255517213495676576e-01 2.156683835661022397e-01 2.272755084788324609e-01 2.470083047747443153e-02 7.828070786032196304e-01 3.324617526070895224e+00 3.935184626185570966e+00 5.447780015025123490e-02 1.012084468521011749e+00 3.921011100118955373e+00 4.607293671848469607e+00
7.000000000000000000e+02 2.200000000000000000e+03 3.424745369548916341e-02 6.471861072518582114e-01 2.927396341295913196e+00 3.359052388105603804e+00 2.934939982221763596e-02 8.674584792952566570e-02 1.755362861123372364e-01 1.808838497935457423e-01 1.929758932843005440e-02 5.851888629443646739e-01 2.729327159784232126e+00 3.131080285423766707e+00 7.053254859426610901e-02 7.812286036537832157e-01 3.242316579585198699e+00 3.671703943386445790e+00
7.000000000000000000e+02 2.300000000000000000e+03 1.525354931499418344e-02 5.359856717985783670e-01 2.652813674082383777e+00 3.006592901045156641e+00 1.624366451084745949e-02 8.900614653707483725e-02 1.522862190190862053e-01 1.589224742012801395e-01 1.213301475427206941e-02 4.882578912847100883e-01 2.514534319572078402e+00 2.833918634470471432e+00 5.915881887266317973e-02 6.693301671802101005e-01 2.921315775400179948e+00 3.288860177458432954e+00
7.000000000000000000e+02 2.700000000000000000e+03 1.502788321008487540e-02 2.433650047278538009e-01 1.197350835395575741e+00 1.338923564279733691e+00 1.720520168678686679e-02 9.093152022374563492e-02 1.294421271007886731e-01 1.347386145250844824e-01 7.562647057499317406e-03 1.860805053659138897e-01 1.097182000513299283e+00 1.240196996222185932e+00 6.645579523878161754e-02 4.312787217327392897e-01 1.442645972253663977e+00 1.597158367451454231e+00
7.000000000000000000e+02 3.000000000000000000e+03 7.218929980896546077e-03 1.237563873948088755e-01 5.919593853477477241e-01 6.522983960992683183e-01 1.158123816832668830e-02 6.987781333787487781e-02 1.079688947448857739e-01 1.128210665448239058e-01 1.932025705019292704e-03 6.078155692006944472e-02 4.972355823339630887e-01 5.497703757417842230e-01 3.123573281948873945e-02 2.563804723920537487e-01 7.987606161880510536e-01 8.500196354685393141e-01
9.000000000000000000e+02 2.000000000000000000e+03 2.163600177176534453e-02 5.963540727813961828e-01 2.568817548521808991e+00 3.072920091575912505e+00 4.618974447317960100e-03 9.774739857539291310e-02 2.399865061933307842e-01 2.583363708834116590e-01 1.779350244185229010e-02 5.127249212611808549e-01 2.280017099091215194e+00 2.721841320583278101e+00 3.324756595719708524e-02 7.653738275427860449e-01 2.992424388726654172e+00 3.567241837748580835e+00
9.000000000000000000e+02 2.200000000000000000e+03 2.864334804209237723e-02 4.783293690907172158e-01 2.349614510467296302e+00 2.729454511482351187e+00 1.020912952986812068e-02 9.157406054513055060e-02 1.987901659778828489e-01 2.065263628535611018e-01 1.764381136531308417e-02 4.203799713347181055e-01 2.149318697582051296e+00 2.513395584813453265e+00 4.572885168219974900e-02 5.768391786227407003e-01 2.605668572194382193e+00 3.020023576160106416e+00
9.000000000000000000e+02 2.300000000000000000e+03 1.712609487174483400e-02 4.157826689238645623e-01 2.175746671086020712e+00 2.479534252353985835e+00 1.194127721554557632e-02 8.844560148465116511e-02 1.745093465534454935e-01 1.834545817000786117e-01 1.041709472465468175e-02 3.707538674457981354e-01 2.009526870751618066e+00 2.281137174705297532e+00 4.348895403717212976e-02 5.316158887039459380e-01 2.421661399730295372e+00 2.736995842251987110e+00
9.000000000000000000e+02 2.700000000000000000e+03 2.018789170285511039e-02 2.156005422768738633e-01 1.155577352958205184e+00 1.292371246979973076e+00 2.380796444300951886e-02 8.543023477997403747e-02 1.277318401969945727e-01 1.341139424194885410e-01 1.086179654963776581e-02 1.793531263499543171e-01 1.064591331799023433e+00 1.199142209553017979e+00 9.024036272330700215e-02 3.987396055489221824e-01 1.374830369935015284e+00 1.528862026938178964e+00
9.000000000000000000e+02 3.000000000000000000e+03 1.649998640072221747e-03 1.242403772026694081e-01 5.792181867835137776e-01 6.298931998587643522e-01 6.744453279760189270e-04 6.378406922944257484e-02 1.023049436707970800e-01 1.066349633427829680e-01 1.445659407555666695e-03 6.193622966095098381e-02 4.852058070864735395e-01 5.310983125805452953e-01 3.043802247203894907e-03 2.287269034104021381e-01 7.653043697691293001e-01 8.200445018341255832e-01
1.100000000000000000e+03 2.000000000000000000e+03 1.043343208184724195e-02 3.421900996720001475e-01 1.569774516873657877e+00 1.894282691394479246e+00 3.702850698147009539e-03 9.724731106118279789e-02 2.177684518785098500e-01 2.434133538091851345e-01 9.165631069453023666e-03 2.946978242536249515e-01 1.340934538475850868e+00 1.620130870547571211e+00 1.557830212813282426e-02 4.591890110526378188e-01 1.904589543829871223e+00 2.286054499886979396e+00
1.100000000000000000e+03 2.200000000000000000e+03 1.557345834001303865e-02 2.950765706252901355e-01 1.613227089437817785e+00 1.878463165105978661e+00 2.317638526725613116e-02 7.484199244814487839e-02 1.924868258992031289e-01 2.147299567009693377e-01 8.110027016045101567e-03 2.545398475488125367e-01 1.450806147439205329e+00 1.689851939500673472e+00 6.216223339173948537e-02 3.826250360848001963e-01 1.916482072215493826e+00 2.221027212161589492e+00
1.100000000000000000e+03 2.300000000000000000e+03 1.664777702165333439e-02 2.564453829684659736e-01 1.551388982620215629e+00 1.776149543469730974e+00 2.426963512921369998e-02 8.047201334567471998e-02 1.732640044333489115e-01 1.881644671652620004e-01 7.057055376478542363e-03 2.257320690680984787e-01 1.413381441725951815e+00 1.620148996616248338e+00 6.519447662970355439e-02 4.389096793825498777e-01 1.765645806232454040e+00 2.015821651107463364e+00
1.100000000000000000e+03 2.700000000000000000e+03 3.906131372122457167e-03 1.921746354207437002e-01 9.912940951738782314e-01 1.111348518046894274e+00 1.500841192944277463e-03 8.281928002165372948e-02 1.220170904621355745e-01 1.236241384443163560e-01 1.950096674270534059e-03 1.510969132380370616e-01 9.318220297746909742e-01 1.048274537905793835e+00 6.388579656145095854e-03 3.655986473525384417e-01 1.189655370799676204e+00 1.309879227714431105e+00
1.100000000000000000e+03 3.000000000000000000e+03 5.378455211101235318e-03 1.333242499551386684e-01 5.679071703455444986e-01 6.211952324876888198e-01 1.143585399105884193e-02 7.220095497371191440e-02 1.001381464513430575e-01 1.003280378249726684e-01 1.084166052811830769e-03 7.196326252402431012e-02 4.792240266685360295e-01 5.234682324565487210e-01 3.964463730020589827e-02 2.582962082948234706e-01 7.455498209485583727e-01 8.135020999752534676e-01
