# bkg-pred	mb=200GeV-pred	mb=300GeV-pred	mb=500GeV-pred	mb=700GeV-pred	mb=900GeV-pred	mb=1100GeV-pred
2.141033485531806946e-02 7.396917939186096191e-01 5.848677158355712891e-01 5.387109518051147461e-01 9.700298905372619629e-01 7.672865986824035645e-01 8.914878368377685547e-01
6.706462502479553223e-01 8.795096874237060547e-01 9.999997615814208984e-01 5.727736353874206543e-01 6.991434097290039062e-01 9.999773502349853516e-01 7.648937106132507324e-01
4.461188018321990967e-01 8.612562417984008789e-01 9.942162036895751953e-01 7.793124318122863770e-01 7.526647448539733887e-01 9.530118703842163086e-01 6.226469874382019043e-01
7.307499647140502930e-01 9.024876952171325684e-01 5.939766168594360352e-01 9.998416900634765625e-01 9.975085258483886719e-01 9.880316257476806641e-01 9.928603768348693848e-01
9.155703783035278320e-01 9.167288541793823242e-01 6.751461029052734375e-01 8.924915790557861328e-01 9.851855635643005371e-01 6.828735470771789551e-01 9.920927882194519043e-01
7.228803038597106934e-01 7.443605065345764160e-01 8.458213806152343750e-01 9.851631522178649902e-01 8.736426234245300293e-01 5.085583329200744629e-01 6.295509934425354004e-01
5.227540731430053711e-01 5.008359551429748535e-01 6.616462469100952148e-01 2.896773815155029297e-01 9.865982532501220703e-01 6.193643212318420410e-01 9.996844530105590820e-01
1.589219570159912109e-01 9.572888016700744629e-01 9.999545812606811523e-01 9.999433755874633789e-01 7.529992461204528809e-01 7.976704835891723633e-01 6.452609896659851074e-01
4.012911915779113770e-01 9.935535192489624023e-01 9.997068047523498535e-01 9.445263743400573730e-01 9.999680519104003906e-01 8.981828093528747559e-01 9.985053539276123047e-01
3.966747820377349854e-01 9.871009588241577148e-01 9.756926298141479492e-01 9.114374518394470215e-01 7.964715957641601562e-01 3.618082106113433838e-01 9.083762764930725098e-01
2.191916108131408691e-02 9.999917745590209961e-01 8.438621163368225098e-01 9.391676783561706543e-01 9.510183930397033691e-01 8.990797400474548340e-01 9.803981184959411621e-01
1.252766400575637817e-01 9.227663874626159668e-01 9.760503172874450684e-01 6.207005381584167480e-01 9.984452128410339355e-01 9.296970367431640625e-01 9.464300274848937988e-01
1.720147021114826202e-02 7.154557704925537109e-01 5.980313420295715332e-01 9.660021662712097168e-01 9.993576407432556152e-01 9.997044205665588379e-01 2.920284681022167206e-02
3.191418349742889404e-01 8.082215785980224609e-01 9.988269209861755371e-01 9.987941980361938477e-01 9.962633252143859863e-01 9.989400506019592285e-01 9.896950721740722656e-01
6.063365936279296875e-01 9.950637221336364746e-01 9.994860887527465820e-01 9.021787047386169434e-01 7.070803046226501465e-01 9.991734623908996582e-01 6.656438708305358887e-01
1.189527958631515503e-01 9.896028637886047363e-01 9.985362291336059570e-01 9.444926977157592773e-01 6.698285341262817383e-01 8.139272928237915039e-01 7.966248393058776855e-01
3.089205175638198853e-02 9.998553991317749023e-01 9.986975193023681641e-01 9.988769888877868652e-01 4.460265934467315674e-01 8.044974803924560547e-01 9.688002467155456543e-01
4.045131802558898926e-01 9.998244643211364746e-01 9.837698936462402344e-01 9.859614372253417969e-01 9.993951320648193359e-01 9.999608993530273438e-01 9.494152665138244629e-01
6.394726634025573730e-01 9.383826851844787598e-01 9.986026883125305176e-01 9.998430013656616211e-01 9.986824393272399902e-01 8.957843780517578125e-01 5.518019199371337891e-01
3.725447505712509155e-02 9.983077049255371094e-01 9.993854761123657227e-01 1.394578367471694946e-01 9.999843835830688477e-01 5.636801719665527344e-01 9.140294790267944336e-01
8.920206688344478607e-03 9.010416865348815918e-01 9.986796975135803223e-01 9.998192191123962402e-01 9.940846562385559082e-01 9.999210834503173828e-01 9.767181277275085449e-01
2.112375497817993164e-01 6.220511794090270996e-01 9.999692440032958984e-01 9.066037535667419434e-01 9.290013313293457031e-01 6.087246537208557129e-01 6.227968335151672363e-01
2.667365372180938721e-01 9.962716102600097656e-01 9.736049771308898926e-01 9.639347195625305176e-01 9.878426790237426758e-01 5.951236486434936523e-01 9.892184138298034668e-01
3.677588403224945068e-01 9.653893709182739258e-01 6.585684418678283691e-01 7.843800187110900879e-01 9.862682819366455078e-01 9.707198739051818848e-01 9.220386147499084473e-01
6.411023736000061035e-01 9.870728254318237305e-01 9.829636812210083008e-01 9.993575215339660645e-01 9.953443408012390137e-01 9.845477938652038574e-01 5.857465863227844238e-01
1.310185194015502930e-01 9.999997615814208984e-01 9.994051456451416016e-01 1.615370213985443115e-01 9.997238516807556152e-01 9.618938565254211426e-01 8.946301937103271484e-01
8.719458244740962982e-03 9.997377991676330566e-01 9.976050853729248047e-01 9.907191395759582520e-01 7.656552791595458984e-01 9.379808902740478516e-01 9.361444711685180664e-01
2.790871560573577881e-01 9.276266694068908691e-01 9.893372058868408203e-01 9.929929971694946289e-01 9.645903110504150391e-01 9.999967813491821289e-01 9.777666330337524414e-01
1.568134278059005737e-01 2.474833279848098755e-01 8.339976668357849121e-01 8.978049159049987793e-01 9.532470107078552246e-01 9.932015538215637207e-01 8.429416418075561523e-01
7.469559311866760254e-01 9.933279752731323242e-01 9.814117550849914551e-01 9.369294047355651855e-01 4.615612626075744629e-01 9.944137334823608398e-01 9.815756082534790039e-01
6.610668301582336426e-01 9.993408322334289551e-01 9.448587298393249512e-01 7.709702253341674805e-01 8.924722075462341309e-01 9.280948042869567871e-01 5.573722124099731445e-01
8.451035022735595703e-01 9.832981824874877930e-01 9.865912795066833496e-01 9.049013853073120117e-01 8.709521889686584473e-01 9.649401903152465820e-01 6.459015011787414551e-01
4.786036908626556396e-01 9.989953637123107910e-01 9.865417480468750000e-01 9.997259974479675293e-01 9.989206790924072266e-01 2.525917291641235352e-01 5.178944468498229980e-01
6.918675303459167480e-01 8.611954450607299805e-01 8.424432873725891113e-01 9.997579455375671387e-01 9.994199275970458984e-01 8.834736347198486328e-01 9.015893340110778809e-01
5.753306150436401367e-01 6.660143136978149414e-01 8.195797801017761230e-01 9.980021119117736816e-01 2.924423515796661377e-01 9.773169159889221191e-01 9.056889414787292480e-01
8.838135004043579102e-01 4.632858335971832275e-01 9.539891481399536133e-01 8.966867923736572266e-01 4.653542339801788330e-01 9.040886163711547852e-01 9.418982267379760742e-01
4.558021202683448792e-03 9.908938407897949219e-01 1.387101709842681885e-01 9.899796247482299805e-01 8.982527256011962891e-01 9.674181938171386719e-01 8.813518285751342773e-01
1.624458935111761093e-03 9.986720085144042969e-01 8.195952177047729492e-01 9.968773126602172852e-01 8.463031649589538574e-01 7.217377424240112305e-01 9.143483042716979980e-01
2.084084041416645050e-02 9.994077682495117188e-01 9.226779937744140625e-01 3.015239834785461426e-01 5.743686556816101074e-01 9.757518768310546875e-01 5.688223242759704590e-01
7.857549786567687988e-01 9.994390606880187988e-01 9.920505881309509277e-01 9.798995256423950195e-01 5.201166868209838867e-01 9.132843613624572754e-01 5.480768084526062012e-01
5.892396718263626099e-02 9.978558421134948730e-01 2.807705476880073547e-02 9.989131689071655273e-01 9.262161254882812500e-01 8.647593259811401367e-01 2.389506995677947998e-01
3.224899172782897949e-01 8.937469720840454102e-01 7.953193187713623047e-01 2.330683320760726929e-01 9.142915010452270508e-01 7.782347798347473145e-01 9.407854080200195312e-01
1.124142408370971680e-01 9.841534495353698730e-01 9.982960820198059082e-01 9.998729228973388672e-01 9.976117610931396484e-01 2.273215651512145996e-01 9.840490818023681641e-01
3.094211220741271973e-02 8.102284073829650879e-01 8.573338389396667480e-01 8.856375217437744141e-01 9.950844645500183105e-01 9.972055554389953613e-01 9.951175451278686523e-01
4.390214383602142334e-01 9.410135746002197266e-01 9.997145533561706543e-01 9.993705153465270996e-01 9.989584684371948242e-01 4.800463616847991943e-01 3.478587865829467773e-01
3.653307259082794189e-01 3.903336226940155029e-01 9.995415210723876953e-01 9.938936829566955566e-01 8.523467779159545898e-01 9.765549302101135254e-01 9.987952709197998047e-01
2.654301822185516357e-01 6.836348176002502441e-01 5.926425457000732422e-01 9.973554611206054688e-01 9.996428489685058594e-01 3.406015932559967041e-01 9.417724013328552246e-01
1.327891945838928223e-01 8.270466327667236328e-01 9.912214279174804688e-01 9.585983753204345703e-01 9.995126724243164062e-01 9.847731590270996094e-01 7.511857748031616211e-01
2.117559872567653656e-02 9.957398176193237305e-01 8.330700397491455078e-01 9.439154863357543945e-01 6.323421597480773926e-01 9.998629093170166016e-01 9.972535967826843262e-01
7.888939976692199707e-01 9.064440131187438965e-01 9.251860380172729492e-01 9.292106628417968750e-01 9.973033666610717773e-01 9.972467422485351562e-01 7.344346046447753906e-01
2.487159520387649536e-01 6.615259647369384766e-01 9.807631969451904297e-01 9.969725608825683594e-01 9.977382421493530273e-01 9.999760389328002930e-01 9.715986847877502441e-01
1.004520058631896973e-01 5.379830002784729004e-01 9.983143806457519531e-01 9.925509691238403320e-01 9.468604326248168945e-01 5.745494365692138672e-01 9.189328551292419434e-01
3.123475909233093262e-01 9.059487581253051758e-01 9.995629191398620605e-01 9.990308284759521484e-01 9.970446228981018066e-01 9.906779527664184570e-01 9.996747970581054688e-01
1.967386901378631592e-01 1.322834342718124390e-01 5.262951850891113281e-01 3.659875988960266113e-01 8.921769261360168457e-01 9.709463119506835938e-01 8.949877023696899414e-01
3.333291113376617432e-01 9.975044131278991699e-01 9.995226860046386719e-01 9.405839443206787109e-01 9.999781847000122070e-01 2.648975849151611328e-01 2.786553800106048584e-01
4.882270470261573792e-02 6.311606764793395996e-01 9.999973773956298828e-01 8.366925120353698730e-01 7.567798495292663574e-01 9.992914199829101562e-01 8.322542905807495117e-01
4.353150129318237305e-01 9.626055955886840820e-01 9.999786615371704102e-01 9.679090976715087891e-01 7.973551750183105469e-01 8.759157061576843262e-01 8.975570797920227051e-01
1.536101698875427246e-01 4.409808516502380371e-01 9.664692282676696777e-01 9.997170567512512207e-01 9.949651360511779785e-01 9.992446899414062500e-01 9.459789395332336426e-01
5.604437589645385742e-01 9.901909828186035156e-01 7.441463470458984375e-01 9.983331561088562012e-01 4.105381965637207031e-01 9.870716929435729980e-01 6.035305261611938477e-01
8.901599049568176270e-02 9.862200021743774414e-01 9.191477298736572266e-01 9.869464039802551270e-01 9.942536950111389160e-01 9.497221708297729492e-01 9.221388697624206543e-01
1.546783596277236938e-01 9.585972428321838379e-01 7.842320799827575684e-01 9.801049828529357910e-01 8.231997489929199219e-01 9.501430988311767578e-01 9.469610452651977539e-01
6.192024447955191135e-04 9.999980926513671875e-01 8.639487624168395996e-01 9.974129796028137207e-01 9.999907016754150391e-01 9.541072249412536621e-01 5.413336753845214844e-01
2.530763745307922363e-01 9.996001124382019043e-01 9.991098046302795410e-01 8.674238324165344238e-01 9.471971392631530762e-01 5.614708662033081055e-01 3.727623522281646729e-01
3.192401230335235596e-01 9.283713102340698242e-01 8.480983972549438477e-01 9.920776486396789551e-01 9.999662637710571289e-01 9.911735653877258301e-01 4.918856620788574219e-01
3.588790893554687500e-01 9.904986023902893066e-01 8.899189233779907227e-01 9.999970197677612305e-01 9.999926090240478516e-01 5.381409525871276855e-01 3.766094744205474854e-01
7.513535022735595703e-02 9.999823570251464844e-01 8.866536617279052734e-01 9.851358532905578613e-01 9.997988343238830566e-01 9.538915157318115234e-01 9.977601766586303711e-01
1.749464310705661774e-02 9.623770713806152344e-01 9.783007502555847168e-01 3.046479821205139160e-01 9.902723431587219238e-01 9.687221646308898926e-01 9.998774528503417969e-01
1.174715012311935425e-01 8.625942468643188477e-01 9.999828338623046875e-01 9.571482539176940918e-01 9.998390674591064453e-01 4.002310335636138916e-01 6.510933041572570801e-01
4.497992396354675293e-01 9.981700181961059570e-01 8.223206996917724609e-01 9.147721529006958008e-01 9.633764624595642090e-01 9.998930692672729492e-01 9.988927245140075684e-01
4.372557699680328369e-01 7.092270851135253906e-01 9.996782541275024414e-01 9.997833371162414551e-01 6.087260842323303223e-01 8.705007433891296387e-01 9.958543777465820312e-01
6.366597414016723633e-01 8.613926768302917480e-01 6.678515076637268066e-01 9.994770884513854980e-01 9.845075607299804688e-01 9.757181406021118164e-01 9.810902476310729980e-01
8.369151353836059570e-01 9.932278990745544434e-01 8.814743757247924805e-01 8.318071365356445312e-01 9.977719187736511230e-01 8.216257095336914062e-01 8.777057528495788574e-01
1.106643974781036377e-01 9.997015595436096191e-01 9.824535846710205078e-01 8.252394199371337891e-01 9.080706834793090820e-01 9.820760488510131836e-01 9.916607737541198730e-01
4.830030500888824463e-01 9.772568941116333008e-01 9.999868869781494141e-01 9.972634315490722656e-01 4.705513119697570801e-01 9.732811450958251953e-01 9.877920746803283691e-01
8.411385416984558105e-01 9.895710945129394531e-01 9.978031516075134277e-01 9.999977350234985352e-01 6.452053189277648926e-01 9.866257905960083008e-01 9.528354406356811523e-01
3.484707474708557129e-01 9.924132227897644043e-01 9.994245767593383789e-01 9.744393229484558105e-01 9.993776679039001465e-01 9.935513734817504883e-01 9.815943241119384766e-01
4.358268976211547852e-01 9.943240880966186523e-01 9.999943971633911133e-01 9.999960660934448242e-01 8.942682147026062012e-01 9.255614876747131348e-01 6.188196539878845215e-01
5.272439122200012207e-01 9.999608993530273438e-01 9.686625599861145020e-01 9.483527541160583496e-01 9.633612632751464844e-01 7.809039950370788574e-01 4.158531129360198975e-01
7.745529413223266602e-01 8.542374968528747559e-01 9.849578142166137695e-01 9.785417914390563965e-01 9.946712851524353027e-01 9.990660548210144043e-01 9.537796974182128906e-01
4.763537943363189697e-01 9.403433203697204590e-01 9.999479055404663086e-01 9.976907968521118164e-01 9.955700039863586426e-01 9.999537467956542969e-01 9.998856782913208008e-01
2.530030906200408936e-02 8.093033432960510254e-01 9.970443844795227051e-01 9.370753765106201172e-01 9.999451637268066406e-01 8.980601429939270020e-01 9.108611941337585449e-01
8.620093762874603271e-02 9.576493501663208008e-01 8.009986877441406250e-01 8.253305554389953613e-01 9.999248981475830078e-01 9.999976158142089844e-01 9.700739979743957520e-01
8.219233900308609009e-02 9.875481128692626953e-01 9.698577523231506348e-01 9.976767897605895996e-01 9.999188184738159180e-01 7.979559898376464844e-01 9.679612517356872559e-01
9.915144443511962891e-01 9.441969394683837891e-01 9.998841285705566406e-01 9.695702195167541504e-01 9.832217693328857422e-01 5.932528972625732422e-01 9.973823428153991699e-01
2.309974431991577148e-01 9.997540116310119629e-01 9.271851778030395508e-01 7.553879618644714355e-01 8.066082596778869629e-01 9.723345041275024414e-01 9.957002401351928711e-01
6.427880376577377319e-03 7.846058011054992676e-01 9.869962930679321289e-01 9.999163150787353516e-01 8.034417629241943359e-01 9.897508025169372559e-01 9.082508087158203125e-01
8.144101593643426895e-04 8.097736239433288574e-01 5.726873278617858887e-01 9.974725842475891113e-01 5.802298188209533691e-01 9.960514903068542480e-01 3.108060657978057861e-01
3.470819443464279175e-02 3.329224586486816406e-01 9.951708912849426270e-01 9.858891963958740234e-01 9.992073178291320801e-01 9.819522500038146973e-01 9.944590330123901367e-01
7.035357952117919922e-01 8.497590422630310059e-01 9.905603528022766113e-01 9.999371767044067383e-01 4.074103832244873047e-01 9.966076612472534180e-01 9.996376037597656250e-01
2.010924741625785828e-02 7.634388208389282227e-01 9.999945163726806641e-01 8.178035020828247070e-01 9.808586239814758301e-01 3.314484357833862305e-01 9.760815501213073730e-01
8.343880772590637207e-01 8.274284601211547852e-01 9.819689393043518066e-01 9.999881982803344727e-01 9.966398477554321289e-01 9.997418522834777832e-01 9.960985183715820312e-01
4.928860068321228027e-01 9.927000403404235840e-01 9.822182059288024902e-01 9.989639520645141602e-01 3.975173234939575195e-01 2.878776788711547852e-01 7.110905647277832031e-01
3.746715933084487915e-02 9.998928308486938477e-01 9.999144077301025391e-01 9.882009029388427734e-01 9.488896727561950684e-01 9.934251308441162109e-01 2.730080485343933105e-01
8.625414967536926270e-02 9.870010614395141602e-01 9.999207258224487305e-01 8.887914419174194336e-01 9.793150424957275391e-01 9.799808859825134277e-01 8.858641982078552246e-01
3.063215911388397217e-01 9.986081719398498535e-01 9.999055862426757812e-01 9.919449687004089355e-01 9.534686803817749023e-01 6.020221710205078125e-01 5.187513232231140137e-01
2.954339087009429932e-01 9.915201067924499512e-01 9.525320529937744141e-01 9.762763977050781250e-01 9.346840381622314453e-01 8.611170649528503418e-01 9.848082065582275391e-01
1.575206592679023743e-02 9.999582767486572266e-01 9.515184164047241211e-01 9.999989271163940430e-01 5.749988555908203125e-01 9.885452389717102051e-01 9.529799818992614746e-01
4.257674887776374817e-02 9.961043596267700195e-01 9.988391995429992676e-01 9.997754693031311035e-01 9.787315130233764648e-01 5.055020451545715332e-01 8.142613768577575684e-01
3.985638320446014404e-01 9.467005133628845215e-01 9.991602897644042969e-01 9.999943971633911133e-01 8.064126968383789062e-01 9.366811513900756836e-01 7.464464902877807617e-01
2.173363715410232544e-01 7.571797966957092285e-01 9.886661767959594727e-01 9.346271753311157227e-01 5.982324481010437012e-01 9.991069436073303223e-01 6.554549336433410645e-01
1.542221456766128540e-01 9.969307780265808105e-01 9.433717727661132812e-01 9.974957108497619629e-01 8.056244254112243652e-01 9.725571870803833008e-01 3.068121075630187988e-01
5.947599411010742188e-01 9.736141562461853027e-01 9.937192201614379883e-01 9.975443482398986816e-01 2.637450695037841797e-01 9.334127902984619141e-01 9.760525226593017578e-01
4.728409275412559509e-02 9.877860546112060547e-01 6.632754802703857422e-01 9.907480478286743164e-01 9.744412302970886230e-01 9.912381768226623535e-01 2.797255814075469971e-01
3.974642138928174973e-03 9.676134586334228516e-01 5.727142691612243652e-01 9.105918407440185547e-01 9.555237293243408203e-01 9.614185094833374023e-01 2.588507533073425293e-01
6.986408233642578125e-01 9.966789484024047852e-01 9.964578747749328613e-01 9.676308035850524902e-01 8.447080254554748535e-01 7.632998228073120117e-01 6.720407307147979736e-02
8.817957639694213867e-01 7.470926046371459961e-01 9.999251365661621094e-01 6.414790153503417969e-01 9.981270432472229004e-01 8.548914790153503418e-01 8.865650296211242676e-01
5.238338708877563477e-01 9.999723434448242188e-01 9.999440908432006836e-01 9.178696274757385254e-01 8.494911789894104004e-01 9.979390501976013184e-01 7.228465080261230469e-01
2.643716335296630859e-01 9.278564453125000000e-01 9.655412435531616211e-01 9.312489628791809082e-01 6.084115505218505859e-01 7.263396382331848145e-01 6.605587005615234375e-01
2.193732261657714844e-01 9.989205598831176758e-01 9.870098829269409180e-01 9.845688343048095703e-01 7.470385432243347168e-01 7.433905601501464844e-01 9.596694707870483398e-01
2.007734589278697968e-02 9.979562759399414062e-01 9.996392726898193359e-01 9.961136579513549805e-01 9.927006959915161133e-01 9.999998807907104492e-01 6.879784464836120605e-01
5.250931158661842346e-02 1.245959699153900146e-01 6.929265260696411133e-01 5.815855860710144043e-01 9.497815370559692383e-01 5.929411053657531738e-01 5.373977422714233398e-01
1.420053392648696899e-01 9.830513000488281250e-01 9.746832251548767090e-01 9.715025424957275391e-01 9.947438240051269531e-01 9.642570018768310547e-01 9.994835853576660156e-01
2.468207627534866333e-01 7.031939029693603516e-01 9.636539816856384277e-01 9.684751033782958984e-01 9.336432218551635742e-01 1.429957896471023560e-01 7.019251585006713867e-01
3.905478119850158691e-02 9.484722018241882324e-01 9.974601864814758301e-01 9.909881949424743652e-01 9.680337905883789062e-01 9.697210788726806641e-01 3.753008544445037842e-01
5.203703790903091431e-02 9.991740584373474121e-01 9.687567353248596191e-01 9.305940866470336914e-01 2.907679975032806396e-01 9.851436018943786621e-01 9.958319067955017090e-01
1.965853422880172729e-01 4.411659538745880127e-01 9.999988079071044922e-01 6.732512712478637695e-01 9.835357666015625000e-01 4.654988944530487061e-01 9.793449044227600098e-01
2.431712150573730469e-01 1.632653474807739258e-01 9.839432239532470703e-01 5.675359368324279785e-01 9.391646385192871094e-01 9.238840937614440918e-01 9.999674558639526367e-01
1.378418356180191040e-01 9.999970197677612305e-01 6.160785555839538574e-01 9.986827969551086426e-01 9.949475526809692383e-01 9.102356433868408203e-01 4.104282557964324951e-01
1.327009052038192749e-01 9.753124713897705078e-01 9.844770431518554688e-01 9.955843091011047363e-01 9.997809529304504395e-01 9.525336027145385742e-01 9.903905391693115234e-01
4.603834450244903564e-01 9.484884142875671387e-01 9.999002218246459961e-01 9.747917056083679199e-01 9.985374212265014648e-01 8.121573925018310547e-01 9.731911420822143555e-01
2.599796839058399200e-02 9.964551925659179688e-01 8.788773417472839355e-01 9.948897361755371094e-01 9.982621073722839355e-01 9.994617104530334473e-01 9.774979948997497559e-01
5.728368759155273438e-01 9.497249722480773926e-01 9.999614953994750977e-01 8.353345990180969238e-01 9.906662106513977051e-01 8.773269653320312500e-01 7.453299164772033691e-01
2.929922379553318024e-02 9.943522214889526367e-01 9.208396673202514648e-01 9.347196817398071289e-01 7.623332738876342773e-01 1.560342460870742798e-01 9.927898049354553223e-01
2.429555505514144897e-01 9.997524619102478027e-01 6.853300333023071289e-01 9.750307798385620117e-01 9.999965429306030273e-01 7.319886088371276855e-01 9.351884126663208008e-01
4.798850417137145996e-01 4.801177382469177246e-01 8.531411290168762207e-01 9.960249662399291992e-01 6.355669498443603516e-01 7.572932839393615723e-01 9.967721104621887207e-01
2.207132726907730103e-01 9.999972581863403320e-01 9.956804513931274414e-01 9.027592539787292480e-01 8.170891404151916504e-01 2.846604883670806885e-01 6.791930198669433594e-01
6.582625210285186768e-02 8.969472646713256836e-01 4.726128876209259033e-01 9.997249245643615723e-01 9.854656457901000977e-01 9.741472601890563965e-01 9.984493255615234375e-01
3.750912845134735107e-01 9.982365369796752930e-01 9.999865293502807617e-01 8.940214514732360840e-01 9.628814458847045898e-01 8.143610954284667969e-01 5.292065739631652832e-01
2.350998669862747192e-01 4.169159531593322754e-01 9.998681545257568359e-01 9.366782903671264648e-01 9.608248472213745117e-01 8.292260169982910156e-01 8.275488615036010742e-01
5.646170973777770996e-01 9.461354613304138184e-01 6.002438664436340332e-01 9.988394379615783691e-01 3.419013321399688721e-01 6.749048233032226562e-01 9.765868782997131348e-01
4.654397780541330576e-04 4.640329778194427490e-01 9.465726017951965332e-01 7.210257053375244141e-01 7.962539196014404297e-01 9.928674697875976562e-01 9.549250602722167969e-01
4.483686983585357666e-01 8.692640662193298340e-01 8.163965940475463867e-01 9.981704950332641602e-01 9.348266720771789551e-01 9.593887329101562500e-01 6.522469520568847656e-01
6.033037230372428894e-02 9.936783909797668457e-01 8.111536502838134766e-01 4.518117606639862061e-01 4.980646371841430664e-01 9.989935755729675293e-01 3.417762815952301025e-01
4.581644758582115173e-02 9.901546239852905273e-01 9.995978474617004395e-01 9.973917007446289062e-01 3.168261051177978516e-01 3.573659956455230713e-01 4.032950103282928467e-01
6.944823861122131348e-01 9.997870326042175293e-01 9.999902248382568359e-01 9.802191853523254395e-01 9.808986783027648926e-01 9.791142344474792480e-01 6.792055964469909668e-01
7.249204791150987148e-04 9.966298937797546387e-01 9.999948740005493164e-01 9.909380674362182617e-01 9.421234726905822754e-01 5.871791243553161621e-01 9.924621582031250000e-01
3.268212378025054932e-01 6.011667847633361816e-01 9.868454933166503906e-01 2.950191199779510498e-01 9.999934434890747070e-01 9.702140092849731445e-01 5.937948822975158691e-01
3.313772976398468018e-01 9.833208322525024414e-01 9.865589141845703125e-01 5.097702741622924805e-01 9.491911530494689941e-01 9.935179948806762695e-01 7.029458284378051758e-01
8.524773120880126953e-01 9.957157969474792480e-01 9.948502182960510254e-01 9.847601056098937988e-01 4.925842881202697754e-01 9.828214645385742188e-01 4.797255694866180420e-01
2.076270431280136108e-01 9.096466898918151855e-01 9.998251795768737793e-01 9.036406278610229492e-01 8.914857506752014160e-01 9.995525479316711426e-01 6.474795937538146973e-01
