# thresholds	B-mean	B-std	B-min	B-max	0sq-mean	0sq-std	0sq-min	0sq-max	1sq-mean	1sq-std	1sq-min	1sq-max	2sq-mean	2sq-std	2sq-min	2sq-max	all-mean	all-std	all-min	all-max
0.000000000000000000e+00 5.015400000000000546e+03 0.000000000000000000e+00 5.015400000000000546e+03 5.015400000000000546e+03 1.005123720862043513e+02 1.421085471520200372e-14 1.005123720862043655e+02 1.005123720862043655e+02 2.916882935053511261e+01 0.000000000000000000e+00 2.916882935053511261e+01 2.916882935053511261e+01 7.638879856326050799e+01 1.421085471520200372e-14 7.638879856326052220e+01 7.638879856326052220e+01 2.060699999999999932e+02 0.000000000000000000e+00 2.060699999999999932e+02 2.060699999999999932e+02
4.752376188094046953e-04 5.007054480281483848e+03 8.834249913788189801e+00 4.981576748277379920e+03 5.013929423838147159e+03 1.004595026389092425e+02 3.953502444352854917e-02 1.003915276352441026e+02 1.005123720862043655e+02 2.916882935053511261e+01 0.000000000000000000e+00 2.916882935053511261e+01 2.916882935053511261e+01 7.638879856326050799e+01 1.421085471520200372e-14 7.638879856326052220e+01 7.638879856326052220e+01 2.060171305527048844e+02 3.953502444353317047e-02 2.059491555490397161e+02 2.060699999999999932e+02
9.504752376188093906e-04 4.990142854420173535e+03 1.818783038881034031e+01 4.940032971705029013e+03 5.010252983433514601e+03 1.003809537457850638e+02 7.022053101832191613e-02 1.002404720715437634e+02 1.004821609734643033e+02 2.916580823926110355e+01 9.063333822019715991e-03 2.913861823779504689e+01 2.916882935053511261e+01 7.638728800762351057e+01 4.531666911009324568e-03 7.637369300689049112e+01 7.638879856326052220e+01 2.059340499926697134e+02 7.492112317568958013e-02 2.057678888725993431e+02 2.060397888872599310e+02
1.425712856428214140e-03 4.970216547427064143e+03 2.933903100099669814e+01 4.891503958363877246e+03 5.002900102624248575e+03 1.002872992962908683e+02 1.326281612822468314e-01 9.995346650051311599e+01 1.004368443043541959e+02 2.915976601671308543e+01 2.260792662930591682e-02 2.909330156868494655e+01 2.916882935053511261e+01 7.638426689634950151e+01 6.922235548008979014e-03 7.637369300689049112e+01 7.638879856326052220e+01 2.058313322093534623e+02 1.551981059088279602e-01 2.054204610760885430e+02 2.059793666617798067e+02
1.900950475237618781e-03 4.948488784635685079e+03 3.974468437269517551e+01 4.841504368860871182e+03 4.993709001612667635e+03 1.001709865122416119e+02 1.717256625231213807e-01 9.977219982407272880e+01 1.003613165225040262e+02 2.915825546107608446e+01 2.706382908471945126e-02 2.907819601231491191e+01 2.916882935053511261e+01 7.638124578507549245e+01 1.217848888866436032e-02 7.635858745052046004e+01 7.638879856326052220e+01 2.057104877583932137e+02 2.024144553584574513e-01 2.052089832869080510e+02 2.059038388799296229e+02
2.376188094047023639e-03 4.925033094854126830e+03 4.755495203768069956e+01 4.800328236328984531e+03 4.984885544641548222e+03 1.000229520598152675e+02 2.229490058170283395e-01 9.951540536578214358e+01 1.002857887406538566e+02 2.915372379416507442e+01 2.702164070507974067e-02 2.907819601231491191e+01 2.916882935053511261e+01 7.637520356252748854e+01 1.057388945902175761e-02 7.635858745052046004e+01 7.638879856326052220e+01 2.055518794165078305e+02 2.531296453488631193e-01 2.049521888286175226e+02 2.058283110980794390e+02
2.851425712856428280e-03 4.902606808385868135e+03 5.328373533971238629e+01 4.764666764404047171e+03 4.973120935346723854e+03 9.988247038557396706e+01 2.594508481130301525e-01 9.933413868934174218e+01 1.002404720715437634e+02 2.914919212725406439e+01 2.706382908471939228e-02 2.907819601231491191e+01 2.916882935053511261e+01 7.636916133997947043e+01 1.359500073302797284e-02 7.634348189415042896e+01 7.638879856326052220e+01 2.054008238528075196e+02 2.847747947322060158e-01 2.047709221521770928e+02 2.057829944289693742e+02
3.326663331665832921e-03 4.879298176220496316e+03 5.762796586870583582e+01 4.735255241166984888e+03 4.961723970092361924e+03 9.973896760005864337e+01 2.877043461422559290e-01 9.915287201290132657e+01 1.001347331769535316e+02 2.913559712652103784e+01 3.809476367506444555e-02 2.903287934320480801e+01 2.916882935053511261e+01 7.636916133997947043e+01 1.359500073302797284e-02 7.634348189415042896e+01 7.638879856326052220e+01 2.052437260665591623e+02 3.229234453749008638e-01 2.045443388066265697e+02 2.056772555343791282e+02
3.801900950475237562e-03 4.854261617064947131e+03 6.392843599452267966e+01 4.696284972877877408e+03 4.944444700190588264e+03 9.956978536871426400e+01 3.390650667700917387e-01 9.886586644187069339e+01 1.000440998387333309e+02 2.912653379269901777e+01 5.395877270887412119e-02 2.897245711772467303e+01 2.916882935053511261e+01 7.636462967306846394e+01 1.540470533889285593e-02 7.634348189415042896e+01 7.638879856326052220e+01 2.050609488344817635e+02 3.922677703167845031e-01 2.041818054537457954e+02 2.055866221961589417e+02
4.277138569284642637e-03 4.827938303767776233e+03 7.001518935683549216e+01 4.656947060548306581e+03 4.925694854126961218e+03 9.941117702682892343e+01 3.734128976343508710e-01 9.868459976543029200e+01 9.995346650051311599e+01 2.911595990323999672e+01 5.456849570851229209e-02 2.897245711772467303e+01 2.916882935053511261e+01 7.636160856179444067e+01 2.114777891804675916e-02 7.631327078141035258e+01 7.638879856326052220e+01 2.048887454918634035e+02 4.286785506470192075e-01 2.040005387773053656e+02 2.054959888579387268e+02
